% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.665560443e+05 +2.665560443e+05 +2.666323143e+05 +2.666323143e+05 +3.7674e+00 +6.6535e-01 -4.1512e+00 +2.7673e+00 -2.6373e+00 -3.1659e-01 -3.6026e+00 +4.0969e+00 +1.0326e+00 -3.1595e+00 -1.1028e+00 -1.9724e+00 -6.8903e-02 -3.7491e+00 -3.4093e+00 -4.7892e-01 -4.6247e+00 -3.0644e+00 -1.0861e-01 +1.6659e+00
8 +4.927773815e+02 +4.927773815e+02 +5.690473815e+02 +5.690473815e+02 +2.4959e+00 -4.9729e+00 +7.9304e-01 +2.6987e+00 -1.1744e-01 -4.8444e+00 -6.5129e-01 +4.5514e+00 +2.1103e+00 +1.1619e+00 -4.6592e+00 +3.3436e+00 -1.5704e+00 -4.0391e+00 -2.4170e+00 +3.0619e+00 +2.8927e+00 -1.7744e+00 +4.9768e+00 +9.1674e-01
315 +2.999505758e+02 +2.999505758e+02 +3.762205758e+02 +3.762205758e+02 -4.4963e+00 +3.4310e+00 +3.5431e+00 -3.5928e+00 +6.9449e-01 -4.7445e+00 +3.0231e+00 +2.4616e+00 +2.7256e+00 +2.5432e+00 +5.8856e-01 +2.3155e+00 -9.7648e-01 +4.3219e+00 -3.0051e+00 +4.7566e+00 +2.8960e+00 +2.9501e+00 +1.9673e+00 +4.7440e+00
757 +2.062108845e+02 +2.062108845e+02 +2.824808845e+02 +2.824808845e+02 -1.0046e+00 +1.7685e-01 -4.5927e+00 +3.0543e+00 -4.8896e+00 -3.3241e+00 -2.2276e+00 -2.6921e+00 -3.4220e+00 +3.0826e+00 +3.4228e+00 +3.2739e-01 -4.3576e+00 +2.1313e-01 -2.2971e+00 +7.4862e-01 +3.8537e+00 -4.8285e+00 -1.2172e+00 -2.1206e+00
4103 +1.312903279e+02 +1.312903279e+02 +2.075603279e+02 +2.075603279e+02 -1.0473e+00 -4.1802e+00 -2.9769e+00 -2.5299e-01 -2.6565e+00 -4.5125e+00 -6.3306e-01 +1.1771e+00 -8.9436e-03 -3.2970e-01 +8.3525e-01 -2.1986e+00 -1.8218e+00 +1.5829e+00 +4.1482e+00 +4.8983e+00 +2.8944e+00 -4.2340e+00 +3.0439e+00 -4.8420e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.744296286e+06 +4.744296286e+06 +4.744273736e+06 +4.744273736e+06 -3.8567e+00 +8.0535e-01 -3.4037e+00 +6.6335e-01 -3.4280e+00 +2.4746e+00 +2.0688e+00 -2.5977e+00 +2.0058e+00 -3.7636e+00 -3.0914e+00 +1.3913e+00 -2.2007e+00 -4.2720e+00 -1.7199e+00 +4.4272e+00 -3.0572e+00 -2.3790e-01 -2.1012e+00 -5.2996e-01
2 +1.674583806e+04 +1.674583806e+04 +1.672328806e+04 +1.672328806e+04 +8.0861e-01 -4.4044e+00 +3.5482e+00 +9.6471e-01 +4.3991e+00 -3.9845e+00 -6.0023e-01 +1.4856e+00 -2.4754e+00 -3.3058e+00 +1.7214e+00 -2.6069e+00 -2.6869e+00 -2.8220e+00 +1.2613e+00 -2.6023e+00 +7.1256e-01 +3.7901e+00 +2.4085e+00 +6.1693e-01
30 +1.260950557e+04 +1.260950557e+04 +1.258695557e+04 +1.258695557e+04 +6.3173e-01 -4.3694e+00 +1.2232e+00 -1.7330e+00 +3.1502e+00 -2.2987e-01 -2.2664e+00 +9.7198e-01 +3.5061e+00 +3.0935e+00 +3.5952e+00 -6.6355e-02 -2.1661e-02 -5.6002e-01 +1.2310e-01 -4.4514e+00 +1.9610e+00 +2.6944e-01 +9.5425e-01 +5.1929e-01
68 +3.885615802e+03 +3.885615802e+03 +3.863065802e+03 +3.863065802e+03 +4.0612e+00 -5.2941e-01 -4.4879e+00 -4.8435e+00 -3.4408e+00 +2.0681e+00 -3.6189e+00 +1.2569e+00 +4.7092e+00 -2.3902e+00 +1.2003e+00 +3.0001e+00 -4.8763e+00 +3.3482e+00 +4.7022e+00 -1.0363e+00 +8.2893e-01 +2.1351e+00 -5.8270e-01 -2.0914e+00
72 +4.106662554e+02 +4.106662554e+02 +3.881162554e+02 +3.881162554e+02 +4.7028e+00 +7.9328e-02 -1.8687e+00 +4.6518e+00 -3.6526e+00 +1.8169e+00 -4.4114e+00 +3.2408e+00 -3.2618e+00 +2.9005e+00 -4.4259e+00 -1.1103e+00 -1.9325e+00 +1.1174e+00 -2.0171e+00 +4.1001e+00 -3.2364e-01 +1.1180e+00 -1.7725e+00 +9.6083e-01
588 +2.596832273e+02 +2.596832273e+02 +2.371332273e+02 +2.371332273e+02 +4.0667e+00 +2.9800e+00 +1.0918e+00 -4.5544e+00 -2.4908e-01 -7.5979e-01 +2.3880e+00 -3.3127e+00 +3.2550e-01 +4.4644e+00 +1.0585e+00 -4.9525e-01 -1.6862e+00 -2.7614e+00 +2.0440e+00 +1.8172e+00 -4.4489e+00 +2.8621e+00 +3.0378e+00 +2.4465e+00
636 +1.575644088e+02 +1.575644088e+02 +1.350144088e+02 +1.350144088e+02 +2.1182e+00 +3.8003e+00 +1.3869e+00 -2.8938e+00 +3.6990e+00 +3.3914e+00 +3.2008e+00 +1.6724e-01 -3.5398e+00 -2.6094e+00 +5.2700e-01 -9.3679e-01 -2.4406e+00 -4.2827e+00 -2.9963e+00 +4.0509e+00 +2.8155e+00 -1.7732e+00 +1.3313e+00 +4.0210e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.073363761e+05 +5.073363761e+05 +5.073500361e+05 +5.073500361e+05 -2.1279e+00 -2.5281e+00 -1.3447e+00 +1.2242e+00 -3.7074e+00 -3.2537e+00 +4.0904e+00 +1.1097e+00 -5.3062e-01 +2.0152e-01 -2.2855e+00 +1.1971e-01 -3.8205e+00 -3.8565e+00 +3.9475e+00 +4.4750e+00 +3.9451e+00 -4.1425e+00 -2.4394e-01 +2.8897e+00
4 +7.808216208e+04 +7.808216208e+04 +7.809582208e+04 +7.809582208e+04 +3.6351e+00 +2.3186e+00 -1.8521e+00 -2.1062e+00 +6.1074e-01 +2.0457e+00 +3.1381e-02 +4.8984e+00 +2.0851e+00 -5.1380e-01 +3.7806e+00 -3.9584e+00 +9.6966e-01 -3.0756e+00 -1.6081e+00 +2.8633e+00 +2.2336e+00 +1.3267e+00 -2.2885e+00 -3.9683e+00
5 +5.446277922e+02 +5.446277922e+02 +5.582877922e+02 +5.582877922e+02 -3.6379e+00 -3.0366e+00 -2.8732e-01 -1.8107e+00 +3.3884e+00 +3.0454e+00 +1.4211e+00 -4.6062e+00 -1.1278e+00 +3.4730e+00 -2.7813e+00 -1.4401e+00 -2.0924e+00 -1.6284e+00 -2.6158e-01 +4.2933e+00 -1.4195e-01 +2.4671e+00 +4.7995e+00 -4.4013e+00
1285 +1.299846998e+02 +1.299846998e+02 +1.436446998e+02 +1.436446998e+02 -3.8571e+00 -2.0739e+00 -7.2014e-02 +3.4188e-01 +3.2430e-01 -3.4815e+00 +1.0934e+00 -2.0514e+00 -1.5115e+00 -1.8886e-01 -6.2461e-01 +4.0934e+00 -2.5434e+00 -4.8600e+00 -4.1168e-01 +2.1716e+00 -2.3416e+00 -1.6662e+00 -4.4261e+00 +6.9040e-02
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.068133638e+07 +1.068133638e+07 +1.068227422e+07 +1.068227422e+07 +3.7470e+00 +3.2940e+00 -3.9858e-01 +4.0181e+00 -3.8310e-01 -2.0802e+00 -2.7762e-01 +1.8232e-01 -2.2145e+00 +3.6759e+00 -1.7585e+00 -4.9928e+00 -3.3138e+00 +1.8852e+00 +1.4823e+00 +6.6384e-01 +1.7229e+00 -8.8498e-01 -3.7864e+00 -4.5009e+00
3 +7.042101316e+06 +7.042101316e+06 +7.043039156e+06 +7.043039156e+06 +3.2351e+00 -3.7584e+00 -4.4631e+00 -2.8201e+00 -1.0438e+00 +2.4306e+00 -2.1381e+00 -2.1752e+00 +8.0466e-01 -3.7566e+00 -4.0419e+00 -8.6435e-01 -1.4240e+00 -1.1596e+00 +1.6624e+00 -9.6108e-01 -2.1027e+00 -2.5871e+00 +3.4614e+00 +1.1573e+00
5 +2.550716053e+06 +2.550716053e+06 +2.551653893e+06 +2.551653893e+06 +1.7712e+00 +1.0788e+00 +4.1989e+00 -3.4806e+00 +3.0907e+00 -4.8864e+00 +3.3369e+00 +8.3750e-01 -2.8358e+00 +4.6605e+00 -2.5106e+00 -4.8408e+00 -2.1826e+00 -2.4352e+00 -2.3321e+00 +3.0656e+00 +4.0758e+00 +3.8250e+00 -2.4486e+00 +3.0201e+00
9 +2.191890627e+06 +2.191890627e+06 +2.192828467e+06 +2.192828467e+06 +3.6863e+00 +2.7667e+00 +1.2113e+00 -4.7694e-01 -2.2077e+00 +2.2871e+00 +7.9091e-01 +1.7016e+00 +2.9192e+00 -1.3099e+00 -4.1389e+00 +5.0143e-02 +2.2797e+00 +4.9486e+00 -2.6742e+00 +4.4297e+00 +1.3230e+00 -4.6908e+00 -4.5062e+00 -4.8820e+00
12 +4.485008655e+05 +4.485008655e+05 +4.494387055e+05 +4.494387055e+05 -2.5014e+00 +2.0404e+00 -6.1129e-01 -4.0304e+00 -2.6651e+00 +1.6204e+00 -4.4651e+00 -2.4176e+00 +3.4625e+00 +2.3184e+00 +1.1081e+00 -4.0326e+00 +1.4786e-01 +1.4257e-01 +2.9745e+00 -3.8046e+00 -3.4418e+00 -1.5311e+00 +2.6036e+00 -2.5462e+00
22 +2.667353420e+05 +2.667353420e+05 +2.676731820e+05 +2.676731820e+05 +2.9072e-01 -3.1667e+00 +6.7345e-02 -2.7622e+00 -6.9426e-01 +9.7119e-01 -4.2471e+00 +4.0962e+00 +4.0991e+00 -3.9839e+00 -4.3439e+00 -4.5060e+00 -1.5663e+00 +1.9424e+00 +2.2967e+00 +4.1274e+00 +2.2651e+00 +2.0856e+00 -2.8765e-01 -1.4605e-01
25 +2.222176120e+05 +2.222176120e+05 +2.231554520e+05 +2.231554520e+05 -2.1347e+00 -3.1447e+00 +1.0547e+00 +1.6919e+00 -2.5346e+00 +2.6196e+00 +7.4956e-01 +7.9674e-01 -1.0792e+00 -3.2911e-01 -4.4815e+00 +3.4268e+00 +4.5980e-01 +2.2821e+00 +2.0056e+00 +3.1327e+00 -5.4087e-01 -1.2908e+00 -4.7966e+00 -5.8929e-01
36 +8.724320268e+04 +8.724320268e+04 +8.818104268e+04 +8.818104268e+04 +7.5865e-01 +4.3404e+00 -1.9627e+00 +4.6361e-01 +1.3601e+00 +2.1530e+00 +3.9317e+00 +3.3733e+00 -1.8820e+00 +1.5826e+00 -1.9213e+00 +2.3215e+00 +2.9820e+00 +3.9969e+00 -4.1129e+00 +4.3882e-01 -4.2470e-01 -3.6401e+00 -3.6082e-01 -2.1394e+00
45 +5.322034052e+04 +5.322034052e+04 +5.415818052e+04 +5.415818052e+04 -9.6461e-01 +3.7406e+00 +8.9486e-01 +3.5046e+00 +3.7840e+00 +1.6730e+00 -3.2150e+00 -3.1702e+00 +2.9532e+00 +3.1072e+00 +2.1150e-01 -2.3976e+00 -4.0820e+00 +5.7336e-01 -3.3167e+00 +2.8169e+00 +4.3366e+00 +3.3407e+00 -3.5114e+00 +4.4830e+00
57 +1.013084689e+03 +1.013084689e+03 +1.950924689e+03 +1.950924689e+03 -3.3023e+00 +2.6523e+00 +3.3687e+00 -8.5193e-02 -4.3935e+00 -2.8441e+00 -4.1459e+00 +1.4611e+00 +1.9760e+00 -8.3051e-01 -2.7907e+00 -3.9783e+00 +4.0365e+00 -4.7576e+00 +2.7132e+00 -3.7603e+00 +4.9169e+00 +4.7882e+00 -6.2336e-02 +2.1609e+00
334 +7.751201324e+02 +7.751201324e+02 +1.712960132e+03 +1.712960132e+03 -8.7722e-02 +3.4768e+00 +4.8070e+00 +2.8461e+00 -4.2552e+00 +1.6187e+00 +2.8802e+00 -3.7675e+00 -2.2944e-02 -3.5791e+00 -1.0472e+00 -1.0863e+00 -4.5443e-01 -1.3449e+00 -8.8793e-01 -1.8550e+00 +3.0325e+00 -2.0179e+00 +2.6698e+00 +4.7459e+00
502 +6.190006139e+02 +6.190006139e+02 +1.556840614e+03 +1.556840614e+03 -3.6345e+00 -4.3199e+00 +2.6293e+00 +4.8108e-01 +3.6509e+00 +3.9701e+00 +4.5695e+00 -1.1558e+00 +1.7704e+00 -5.9318e-01 +1.6738e+00 -1.8477e+00 +4.1692e+00 -3.5880e+00 -7.5585e-01 +2.7545e+00 -4.9801e+00 -2.9797e+00 +4.6907e+00 +2.1950e+00
991 +3.384839097e+02 +3.384839097e+02 +1.276323910e+03 +1.276323910e+03 -2.8435e+00 +2.5042e-01 -9.3833e-01 -3.0866e+00 +2.0381e+00 -3.2655e+00 +4.2456e-01 +4.3955e+00 -2.7925e+00 -2.2941e-01 +3.5303e+00 -3.2627e+00 -2.9507e+00 -3.7901e+00 -4.1137e-03 +4.3731e+00 +1.0801e+00 +2.4310e+00 -2.5374e+00 +2.9245e+00
1415 +2.350869061e+02 +2.350869061e+02 +1.172926906e+03 +1.172926906e+03 -1.3654e+00 +4.1557e+00 +3.5434e+00 -3.3865e+00 -4.3544e+00 -1.4926e+00 -2.5998e+00 +2.7424e-01 +3.4434e+00 -1.2544e-01 -4.2059e-01 +1.1950e+00 +3.0936e+00 -2.7682e+00 +9.4263e-01 -7.3910e-01 -4.8614e+00 -4.0029e+00 -4.9022e+00 -3.2238e+00
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.749160044e+07 +1.749160044e+07 +1.749152172e+07 +1.749152172e+07 -8.3780e-01 -2.9377e+00 -4.7303e-01 +4.2770e+00 -1.6631e+00 -4.7270e+00 -4.2842e+00 -2.9927e+00 +2.4249e+00 +1.0369e+00 -1.0386e+00 +3.5673e+00 -4.0922e+00 +1.4799e+00 -2.4957e+00 -3.3940e+00 +2.9383e+00 -2.3313e+00 -1.9510e+00 +4.9026e+00
2 +5.019475639e+05 +5.019475639e+05 +5.018688439e+05 +5.018688439e+05 +3.1844e+00 -3.6236e+00 -1.6193e+00 +4.5214e+00 -2.1572e+00 -4.2566e+00 -2.5142e+00 +3.6375e-01 +9.9439e-02 -3.5287e+00 -1.1602e+00 -3.9215e+00 +2.7221e+00 -2.6284e+00 -2.7142e+00 -2.5649e+00 +4.9291e+00 +1.8363e-02 -2.4771e+00 +3.5067e+00
5 +2.203382700e+04 +2.203382700e+04 +2.195510700e+04 +2.195510700e+04 -3.4539e-01 -3.3589e+00 -1.0667e+00 -4.2985e+00 +4.6870e+00 +6.8469e-01 -2.4543e+00 -2.7577e+00 -2.7802e+00 +1.1618e+00 -3.3149e-01 +3.1322e+00 +1.3411e+00 -3.0385e+00 -2.1222e+00 -4.6255e+00 +2.1608e+00 +4.1491e+00 -1.8522e+00 -7.3944e-01
31 +3.920181845e+03 +3.920181845e+03 +3.841461845e+03 +3.841461845e+03 +1.7985e+00 +2.4598e+00 +1.0719e+00 -5.6098e-02 +2.6200e+00 -3.3169e+00 -2.6910e+00 +3.1805e+00 -1.0368e+00 +2.3776e+00 +2.9500e+00 +2.4357e+00 -1.8579e+00 -3.3224e+00 +3.5960e+00 +3.1270e+00 -4.4806e+00 +2.9225e+00 +2.5695e+00 +3.7736e+00
102 +8.776743723e+02 +8.776743723e+02 +7.989543723e+02 +7.989543723e+02 -1.6717e+00 -3.4014e+00 -7.4102e-02 +1.9328e+00 +1.4596e+00 -1.9123e+00 -9.9125e-01 +3.3011e+00 -1.8250e-01 +7.6407e-01 -3.0643e+00 -3.6757e+00 -6.2805e-01 +5.4031e-02 +1.4490e-01 -2.0528e+00 -1.5368e+00 +4.4824e+00 +1.5712e-01 -1.5743e+00
120 +4.486798450e+02 +4.486798450e+02 +3.699598450e+02 +3.699598450e+02 +4.3773e+00 +1.8839e+00 -1.7007e+00 +3.8653e+00 +3.4902e+00 -7.5030e-01 +2.5772e+00 -4.0677e+00 +3.7371e+00 +2.1658e+00 -4.6708e+00 +7.5407e-01 -3.7686e+00 +1.0871e+00 -1.4675e-01 +1.5943e+00 +1.2435e+00 -1.1245e+00 -1.1155e+00 -1.3475e+00
332 +2.661424039e+02 +2.661424039e+02 +1.874224039e+02 +1.874224039e+02 -4.2373e+00 -6.2358e-01 -4.9940e+00 -1.9925e+00 +3.5457e-01 +4.6029e+00 -3.7294e+00 -1.8114e+00 -3.8389e-01 -2.3354e+00 -4.6073e+00 +9.6734e-01 -1.0495e+00 -3.6097e+00 +4.5106e-01 -1.0053e+00 -9.9659e-01 +1.6471e+00 -2.5339e+00 +1.4866e-01
% function evaluation | noise-free fitness - Fopt (-5.984300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.632518339e+07 +4.632518339e+07 +4.632458496e+07 +4.632458496e+07 +3.5626e+00 -3.8503e+00 -3.4349e+00 +4.4198e+00 -1.4643e+00 +2.1191e+00 +4.2250e+00 +7.6669e-01 -2.9572e+00 -4.6871e+00 +1.3291e+00 -3.8092e-01 -2.5576e+00 -1.3362e+00 -2.0347e+00 -4.1729e+00 -3.1143e+00 +3.8231e+00 -3.0203e+00 +3.9868e+00
2 +2.948519222e+07 +2.948519222e+07 +2.948459379e+07 +2.948459379e+07 +2.8467e+00 +1.0942e+00 +5.3676e-01 +2.1256e+00 +8.7389e-01 -3.4731e+00 +3.3349e+00 -2.6334e+00 -4.1187e+00 +7.4564e-01 -3.7002e+00 +6.3510e-01 +1.9707e+00 -4.0647e+00 +4.7927e+00 -5.0493e-01 -2.2743e+00 +4.2177e+00 -5.9502e-01 -4.7720e+00
3 +2.993622012e+06 +2.993622012e+06 +2.993023582e+06 +2.993023582e+06 +2.4925e+00 -9.1717e-01 -3.7725e+00 -2.1168e+00 -4.9416e+00 +4.6223e+00 +1.6610e-01 -6.1727e-01 +3.9510e+00 +7.4321e-02 +3.9460e+00 -2.0379e+00 +4.2494e+00 +2.2226e+00 +1.4611e-01 -1.2713e+00 -1.6113e+00 +2.3449e+00 -1.4818e+00 -2.4109e+00
7 +8.862389792e+05 +8.862389792e+05 +8.856405492e+05 +8.856405492e+05 +1.8628e+00 -2.4065e+00 +4.4945e+00 -1.2820e+00 -4.2538e+00 -3.0442e+00 -2.2963e+00 -4.3045e+00 -2.6000e+00 -4.3961e+00 +4.0819e+00 -3.2701e+00 -2.9242e+00 +4.3368e+00 -6.1881e-01 -4.7877e+00 +4.8701e-01 -3.1232e+00 +1.1134e+00 -2.3817e+00
8 +5.551100370e+05 +5.551100370e+05 +5.545116070e+05 +5.545116070e+05 +2.7790e+00 -3.8276e+00 -5.2160e-02 +4.7977e+00 -3.5583e+00 +5.8615e-01 -4.4857e+00 -1.7013e+00 +3.9781e+00 -1.2516e+00 -1.5631e+00 -2.7378e+00 +2.5256e+00 +3.2241e+00 -2.5852e+00 +2.5789e+00 -3.3734e+00 -3.1166e+00 +1.6783e-01 -3.8639e+00
10 +2.016540067e+04 +2.016540067e+04 +1.956697067e+04 +1.956697067e+04 -1.4354e+00 +2.8609e+00 -2.4105e+00 +2.4401e+00 +2.0509e+00 -4.7901e+00 +1.5275e+00 +2.0250e-01 -3.0157e+00 -3.6748e+00 +2.9235e+00 -9.5830e-01 +2.2999e+00 +1.4549e+00 +4.4584e+00 +3.0694e+00 +3.0388e+00 -4.8193e+00 +4.6372e+00 +1.3516e+00
27 +7.716514196e+03 +7.716514196e+03 +7.118084196e+03 +7.118084196e+03 +3.3773e-01 -2.6642e+00 +7.9459e-01 -8.0128e-01 -3.2803e+00 -4.0628e+00 -4.1935e+00 +3.6012e+00 -3.7235e+00 +1.3448e+00 +4.7753e+00 +3.6401e+00 +2.3121e+00 -2.8239e+00 -1.5719e+00 +2.1734e+00 -2.0046e+00 -3.6524e+00 -1.2642e+00 -2.6409e+00
253 +8.346642313e+02 +8.346642313e+02 +2.362342313e+02 +2.362342313e+02 -5.8425e-01 -4.8336e+00 -3.7261e+00 -1.4466e+00 -3.3704e+00 +5.9294e-01 +8.5460e-01 +1.0670e+00 -7.6263e-01 +3.0251e+00 +4.7197e+00 -7.5569e-01 -4.7855e+00 +4.2661e+00 -3.1887e+00 -2.7076e+00 +1.3207e+00 -1.0085e+00 +4.6971e+00 +1.4928e+00
1480 +3.506764941e+02 +3.506764941e+02 -2.477535059e+02 -2.477535059e+02 +3.5728e+00 +9.4010e-02 +7.4751e-01 -5.9415e-01 +5.1847e-02 -3.4230e+00 +4.3080e-01 -3.7004e+00 -2.4224e+00 +3.3994e+00 +4.3497e+00 -1.2704e+00 +4.7755e+00 +2.8194e+00 -4.4085e+00 -9.1976e-01 -6.9556e-01 -4.4856e+00 -4.5002e+00 -3.6216e+00
3235 +2.451811177e+02 +2.451811177e+02 -3.532488823e+02 -3.532488823e+02 -4.5009e+00 -2.5938e+00 +2.0773e-01 +5.2514e-01 +4.9283e+00 -5.7511e-01 +2.0610e-01 +2.6445e+00 +6.4826e-02 +1.1846e+00 +4.0828e+00 -3.7490e+00 -2.5290e+00 -4.2269e+00 +1.8219e+00 -1.3453e+00 +8.4251e-01 -1.2165e+00 -2.5850e+00 -4.4140e+00
% function evaluation | noise-free fitness - Fopt (-8.542000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.329330370e+06 +6.329330370e+06 +6.329244950e+06 +6.329244950e+06 -1.4641e+00 -1.8572e+00 -3.5760e+00 -3.7756e+00 -1.7586e+00 -6.7528e-01 -1.9904e+00 -1.6637e+00 -3.4209e+00 +2.7408e+00 -4.9408e+00 -3.5676e+00 -3.8602e+00 +5.9882e-01 -2.2140e+00 -8.2945e-03 +3.3783e+00 +3.0988e-01 +2.0179e+00 +1.1539e+00
