% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.647190906e+01 +8.647190906e+01 -9.135280909e+02 -9.135280909e+02 +4.5294e+00 -4.6409e+00 +2.9885e+00 -3.9562e+00 +3.8019e+00 -4.0621e+00 -1.5307e+00 +4.0295e+00 +3.7646e+00 +3.4724e+00 +1.6333e-01 +2.9369e+00 +4.6801e+00 +3.4674e+00 -5.0344e-01 +3.2627e+00 +2.6922e+00 +1.1322e+00 +3.9748e+00 -8.1567e-01
1047 +6.242592005e+01 +6.242592005e+01 -9.375740799e+02 -9.375740799e+02 -4.9951e+00 -2.0826e+00 -8.6575e-01 -4.2984e+00 +2.3450e+00 -3.6286e+00 -2.6398e+00 -4.1848e+00 +2.8520e+00 +8.5944e-01 +4.8103e+00 -6.7584e-01 -2.1902e-02 -5.6990e-01 -2.2785e+00 +1.0259e-01 +1.6516e-01 -2.6869e+00 +2.6413e+00 +4.2840e-02
2289 +3.154702267e+01 +3.154702267e+01 -9.684529773e+02 -9.684529773e+02 -2.8983e+00 -2.6902e-01 +7.5909e-01 -4.0484e+00 +2.3450e+00 -3.6286e+00 -2.6398e+00 -4.1848e+00 +2.8520e+00 +8.5944e-01 +4.8102e+00 -6.7584e-01 -1.7996e-02 -5.6990e-01 -2.2785e+00 -1.4502e+00 +2.4199e+00 -2.7564e+00 +9.9453e-01 -1.7916e+00
2922 +2.277470286e+01 +2.277470286e+01 -9.772252971e+02 -9.772252971e+02 -2.7733e+00 -7.7126e-01 +3.5791e+00 -3.4464e+00 +2.3645e+00 -3.6286e+00 -2.6398e+00 -4.1848e+00 +2.8520e+00 +2.8594e+00 +4.3925e+00 -1.7710e+00 -2.1658e-02 -5.6990e-01 -2.0285e+00 -3.2539e+00 +1.6005e+00 -1.4611e+00 +9.9453e-01 -3.6126e+00
3741 +1.273605243e+01 +1.273605243e+01 -9.872639476e+02 -9.872639476e+02 -2.8983e+00 -1.2695e+00 +7.5909e-01 -3.4464e+00 +2.3450e+00 -3.6286e+00 -6.3977e-01 -4.1848e+00 +2.8520e+00 +3.1228e+00 +4.8103e+00 -6.7584e-01 +3.6251e-01 -5.8553e-01 -2.2785e+00 -3.2539e+00 +1.1005e+00 +9.1177e-01 +9.9453e-01 -1.7916e+00
4170 +9.936085653e+00 +9.936085653e+00 -9.900639143e+02 -9.900639143e+02 -2.7733e+00 -2.0826e+00 +7.5127e-01 -4.2984e+00 +2.3606e+00 -3.6281e+00 -6.3977e-01 -4.1848e+00 +2.8520e+00 +3.1228e+00 +4.8103e+00 -6.7633e-01 -1.7996e-02 -5.6990e-01 -2.2785e+00 -3.1345e+00 +2.4199e+00 +9.1177e-01 +9.3203e-01 -3.1126e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.645733779e+01 +8.645733779e+01 +1.086457338e+03 +1.086457338e+03 -6.4148e-01 +1.9683e+00 +3.6099e+00 +7.9364e-01 -2.8767e+00 -4.3991e+00 +2.6750e+00 +1.0698e+00 +4.3110e+00 -4.8579e-01 +2.8400e+00 -2.9036e+00 -8.4277e-01 +5.7588e-01 -4.8379e+00 -3.3543e-01 -4.8802e+00 -1.5018e+00 +3.6602e+00 -3.6137e-01
1967 +5.862058210e+01 +5.862058210e+01 +1.058620582e+03 +1.058620582e+03 -2.0587e+00 -3.8398e+00 +1.6264e+00 -4.8685e+00 +2.3360e+00 -1.7601e+00 +3.4101e+00 -1.3586e+00 -4.3461e+00 -4.4872e+00 -2.8992e+00 -7.5955e-01 -1.6962e+00 -1.3013e+00 -3.8588e+00 -4.6250e+00 +2.0688e+00 -1.6477e+00 +2.0825e+00 +1.7786e+00
2367 +3.915681701e+01 +3.915681701e+01 +1.039156817e+03 +1.039156817e+03 -2.0587e+00 -3.7773e+00 +2.9079e+00 -2.0148e+00 +2.3360e+00 -1.7601e+00 +3.4097e+00 -1.3590e+00 -4.3461e+00 -4.4872e+00 -2.8992e+00 -6.9486e-01 +9.2511e-01 -3.2738e+00 -3.8588e+00 -4.6250e+00 +2.0688e+00 -3.2694e+00 +2.0825e+00 +1.7786e+00
3370 +2.368674013e+01 +2.368674013e+01 +1.023686740e+03 +1.023686740e+03 -1.9529e+00 -3.9711e+00 +9.0787e-01 -2.0070e+00 +2.3379e+00 -1.7598e+00 +3.4097e+00 -1.3590e+00 -4.3461e+00 -4.4872e+00 -2.8993e+00 -6.9486e-01 -1.6962e+00 -4.9628e+00 -1.4321e+00 -4.6250e+00 +3.0063e+00 -3.2538e+00 +3.6149e+00 +1.7787e+00
3478 +1.533477759e+01 +1.533477759e+01 +1.015334778e+03 +1.015334778e+03 -2.0587e+00 -3.7753e+00 +1.6264e+00 -4.8685e+00 +2.3361e+00 -3.4424e+00 +1.5261e+00 +2.9408e-01 -2.9804e+00 -4.4872e+00 -2.8992e+00 -7.6150e-01 -1.2274e+00 -4.9628e+00 -1.4321e+00 -5.6253e+00 +3.0063e+00 -3.2616e+00 +3.6149e+00 +1.9303e+00
4643 +9.978751923e+00 +9.978751923e+00 +1.009978752e+03 +1.009978752e+03 -1.8209e+00 -3.8393e+00 +6.2644e-01 -2.0148e+00 +7.7462e-01 -3.4424e+00 +1.5262e+00 +2.9408e-01 -2.9804e+00 -4.4911e+00 -2.7762e+00 -7.6150e-01 -1.7118e+00 -4.9628e+00 -1.4321e+00 -4.6270e+00 +3.0044e+00 -3.2694e+00 +2.6139e+00 +1.4304e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.530689353e+01 +8.530689353e+01 +3.617689353e+01 +3.617689353e+01 -1.9889e+00 +4.7502e+00 +1.8905e+00 -1.4508e+00 +3.1589e+00 -2.7636e+00 +4.0461e+00 +4.6481e+00 +2.4943e-01 -2.8963e+00 -4.4486e+00 +9.8470e-01 +1.8525e+00 -5.7640e-01 +1.3844e+00 -4.4358e+00 +4.2231e-01 +1.1824e+00 +3.3713e+00 -7.1250e-01
