% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.138105012e+09 +2.138105012e+09 +2.138104391e+09 +2.138104391e+09 +3.9775e+00 -1.9713e+00 +9.3428e-01 -2.4579e-01 +1.9944e+00 -4.5193e+00 -2.8728e+00 -1.8340e+00 +1.4856e+00 +3.8024e+00 +2.6460e+00 +2.1453e+00 +3.2230e+00 +4.8359e+00 -3.7224e+00 -3.4926e+00 -3.6621e+00 -3.7217e+00 +3.4938e+00 +1.0085e+00
2 +1.266375780e+09 +1.266375780e+09 +1.266375159e+09 +1.266375159e+09 -2.6552e-02 +3.1880e+00 +4.2718e+00 +3.2399e+00 -2.9471e+00 +5.6014e-01 -4.6796e+00 -1.3953e+00 +2.7195e+00 -8.7988e-01 -3.4276e-01 -4.2658e+00 -1.4730e+00 +1.0131e+00 -6.6294e-01 -4.5939e+00 +4.3780e+00 +4.0111e+00 +2.9122e+00 +2.9233e+00
6 +5.539038822e+08 +5.539038822e+08 +5.539032610e+08 +5.539032610e+08 +2.8346e+00 +1.5210e+00 +1.1157e+00 -2.5141e+00 +2.0541e+00 +3.8318e+00 -2.3212e+00 +2.4199e+00 -3.9838e+00 +3.9610e+00 -1.5550e+00 +1.4991e+00 +3.2807e+00 -3.3550e+00 +3.5849e+00 +2.1318e+00 +2.1817e+00 -1.7610e-01 -7.9929e-01 -4.9488e+00
10 +3.368274144e+08 +3.368274144e+08 +3.368267933e+08 +3.368267933e+08 -2.6542e+00 +3.4718e+00 -2.3799e+00 +1.1551e+00 -1.0082e+00 +2.1926e+00 +6.8751e-02 +1.1969e+00 +3.1873e+00 +2.3461e+00 +2.3949e+00 -3.9049e+00 +9.1339e-02 +1.4650e+00 -2.5425e+00 -3.3348e+00 -2.3814e-01 +7.8861e-01 +2.3730e+00 +3.1902e+00
13 +2.018855345e+08 +2.018855345e+08 +2.018849134e+08 +2.018849134e+08 +1.4303e+00 +3.9975e+00 -3.7962e+00 -4.0646e+00 -2.3732e+00 -8.8762e-01 -1.1343e+00 +3.5466e+00 +1.8806e+00 +1.0151e+00 -3.9734e+00 -4.1787e+00 -7.1723e-02 +1.5220e+00 +4.4053e+00 -1.8052e+00 +4.3813e+00 -2.7658e+00 +2.6531e+00 -2.5458e+00
419 +1.211184116e+08 +1.211184116e+08 +1.211177905e+08 +1.211177905e+08 +1.4303e+00 +3.9975e+00 -3.7962e+00 -4.0646e+00 -2.3732e+00 -8.8762e-01 -1.4145e+00 +2.5326e+00 +2.0030e-01 -6.1005e-01 -4.5775e+00 +1.1504e+00 +3.0504e+00 +4.4552e+00 +3.9965e+00 -4.0322e+00 +2.0234e+00 +3.4596e+00 +2.6531e+00 -2.5458e+00
1129 +9.861025279e+07 +9.861025279e+07 +9.860963168e+07 +9.860963168e+07 +5.0719e-01 +3.1123e+00 +1.0249e+00 -3.0750e+00 -2.0120e+00 +2.2783e+00 +2.5091e+00 +3.8164e+00 +1.6421e+00 -2.9180e-02 +4.6032e+00 +1.1518e+00 +2.7762e+00 +7.0459e-01 +2.9298e+00 -4.6443e+00 +1.3362e+00 +2.5095e+00 +4.8563e+00 -3.8914e+00
1761 +5.939936790e+07 +5.939936790e+07 +5.939874679e+07 +5.939874679e+07 +1.4303e+00 +3.9975e+00 -1.0249e+00 -3.0750e+00 -2.0120e+00 -8.8762e-01 -1.1343e+00 -1.7349e+00 +4.0825e+00 -6.1005e-01 +5.0569e-01 +4.4446e+00 +9.5837e-01 +1.2633e+00 +4.1995e+00 -3.6281e+00 +2.2697e+00 +2.5095e+00 +3.1061e+00 -2.0289e+00
2291 +3.894632130e+07 +3.894632130e+07 +3.894570019e+07 +3.894570019e+07 -2.2392e+00 +3.8530e+00 +4.0747e+00 -2.1817e+00 -2.0120e+00 -2.2902e+00 +2.6896e+00 +1.3681e+00 +1.8806e+00 -6.1005e-01 +5.0569e-01 +4.4446e+00 +2.3915e+00 +1.5220e+00 +7.9383e-02 -3.9838e+00 +2.0234e+00 +3.4596e+00 +2.6531e+00 -2.0289e+00
3116 +2.443683842e+07 +2.443683842e+07 +2.443621731e+07 +2.443621731e+07 +1.4303e+00 +3.9975e+00 -1.0249e+00 -3.1060e+00 -2.0120e+00 -2.2824e+00 +2.6897e+00 +1.1181e+00 +2.2778e+00 +2.2367e-02 +4.1205e-01 +1.1504e+00 +3.0504e+00 +1.5220e+00 +2.9298e+00 -1.5242e+00 +2.0234e+00 +2.4596e+00 +2.6531e+00 -2.0279e+00
