% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.025180375e+02 +1.025180375e+02 +1.738680375e+02 +1.738680375e+02 -4.2844e+00 +2.0803e+00 +4.2348e+00 -8.5999e-01 -4.5477e+00 -2.1370e+00 -1.6194e+00 +2.1460e-01 +2.6474e+00 -3.4664e+00 -9.9347e-01 +3.9453e+00 -1.2007e+00 +3.3015e+00 -1.0916e+00 +2.2958e+00 -3.2515e+00 -3.6251e+00 -7.3724e-01 -1.5306e+00
3 +8.803458474e+01 +8.803458474e+01 +1.593845847e+02 +1.593845847e+02 +3.7071e+00 -3.5171e+00 -2.2843e+00 -2.5201e+00 +1.2588e+00 +4.3099e+00 +1.9831e+00 -4.5077e+00 -6.8724e-01 -1.1452e+00 -2.5759e+00 -3.0149e+00 -4.0562e+00 -4.9155e+00 +3.6921e-01 +2.8890e+00 -8.1090e-01 +3.1080e+00 -2.4098e+00 +1.7090e+00
6 +4.770465488e+01 +4.770465488e+01 +1.190546549e+02 +1.190546549e+02 +3.5606e-01 +3.5594e+00 -8.8905e-01 +3.6102e+00 +2.6758e+00 -3.5941e+00 -1.6074e+00 -3.3654e+00 +4.3437e+00 +1.4307e+00 -3.1971e+00 -3.5500e+00 +3.7969e-01 -1.4881e-01 +2.8835e+00 -2.4607e+00 -4.0555e+00 +3.0880e+00 -2.4552e+00 -1.7955e+00
63 +3.601670516e+01 +3.601670516e+01 +1.073667052e+02 +1.073667052e+02 +1.3785e+00 -2.6099e+00 +2.3214e+00 -3.2453e+00 -3.8563e+00 +7.7080e-01 -3.6173e-01 -9.6766e-01 -2.4965e-01 -2.7407e+00 +2.2196e+00 -3.8536e+00 +4.3541e+00 -1.2596e+00 +3.8649e+00 +7.0144e-01 -4.5636e+00 -4.9990e+00 -3.7135e+00 -2.8946e+00
1584 +2.501020140e+01 +2.501020140e+01 +9.636020140e+01 +9.636020140e+01 +9.6609e-01 -3.4438e+00 -1.9450e-01 +1.9426e+00 +4.7108e+00 -4.9336e+00 +3.1173e+00 +2.6576e+00 +4.7283e-01 -2.2206e+00 +4.6801e+00 -2.4013e+00 -2.7612e+00 +3.5758e+00 +1.8053e-01 -7.1136e-01 -4.3987e+00 +6.2825e-01 -2.3104e+00 +4.3701e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.571220119e+01 +5.571220119e+01 -2.995077988e+02 -2.995077988e+02 +3.8082e+00 -3.0822e+00 +2.0169e-01 -3.8040e+00 -4.7712e+00 -3.5023e+00 -4.7957e+00 +8.5589e-01 -1.9418e+00 +3.0959e+00 +2.8887e+00 -3.9933e+00 +2.6628e+00 +2.0273e+00 -2.7982e+00 +3.0281e+00 +2.7479e+00 +1.8402e+00 +4.9016e+00 +4.9510e+00
42 +3.314390228e+01 +3.314390228e+01 -3.220760977e+02 -3.220760977e+02 -4.0389e+00 +3.2015e+00 -2.5078e+00 -4.3888e-01 +4.6238e+00 +2.2052e+00 -2.6864e-02 -9.4580e-01 -4.7818e+00 -5.3650e-02 -2.6051e+00 -1.7908e+00 +2.1165e+00 -2.6851e+00 -3.2394e+00 +4.9193e-01 -1.3510e+00 -3.5589e+00 +2.5596e+00 -4.4357e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.235797469e+02 +1.235797469e+02 +2.227497469e+02 +2.227497469e+02 -4.5523e+00 -3.1293e+00 -2.8955e+00 -3.3027e+00 +1.9306e+00 +3.0954e+00 +3.6967e+00 +3.9425e+00 +2.5466e+00 -8.0561e-01 +1.3139e+00 +2.9866e+00 -1.7358e+00 -1.8019e+00 -2.9702e+00 -6.9350e-01 -3.4949e+00 -1.1402e+00 -1.4853e+00 +1.3613e+00
2 +9.357150454e+01 +9.357150454e+01 +1.927415045e+02 +1.927415045e+02 +2.3690e+00 -3.9969e+00 +3.8626e+00 -3.2869e+00 -4.2203e+00 +1.8708e+00 -2.0622e+00 -2.9050e+00 -4.7271e+00 -3.9978e+00 -3.3743e+00 +1.8737e+00 +4.5710e+00 -1.7562e+00 -3.0340e+00 -4.7910e-01 +3.5904e+00 +1.7980e+00 +2.6251e+00 +2.7741e-01
