% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.615817329e+05 +3.615817329e+05 +3.616580029e+05 +3.616580029e+05 -7.9116e-01 +6.0650e-01 -2.4409e+00 -1.5540e+00 +1.3827e+00 +1.7451e+00 -2.0149e+00 -9.4702e-01 -1.4515e+00 -5.0001e-01 -2.2521e+00 -4.1486e-01 -1.5155e+00 +3.2903e+00 +3.8685e+00 +3.2473e+00 +2.1951e+00 -4.5800e-01 -3.2532e+00 -3.0542e+00
9 +1.909650086e+05 +1.909650086e+05 +1.910412786e+05 +1.910412786e+05 -5.2851e+00 +1.9457e+00 -4.7750e+00 +1.1671e+00 +1.5632e+00 -4.8285e-01 -1.8369e+00 -2.7077e+00 -1.3449e+00 +1.3073e+00 -3.5988e+00 +1.7455e+00 +1.4766e+00 -1.3483e-01 +3.0610e+00 +3.5974e+00 +4.2407e+00 +1.1656e+00 -5.1924e+00 -3.8649e+00
29 +1.497016113e+03 +1.497016113e+03 +1.573286113e+03 +1.573286113e+03 -6.9197e+00 +1.4251e+00 +2.9362e-01 -3.6543e+00 +1.3858e+00 -1.3496e+00 -1.2584e+00 -2.5656e+00 -6.5589e-01 -1.1645e+00 -1.9986e+00 +2.7887e+00 +1.9543e+00 +6.0373e+00 +7.3696e+00 +4.4408e+00 +5.6545e+00 -3.9093e+00 -6.7734e+00 -4.9499e+00
151 +7.586846503e+02 +7.586846503e+02 +8.349546503e+02 +8.349546503e+02 -7.6142e+00 +2.0903e+00 -1.8028e+00 -1.3737e+00 -1.2983e+00 +2.3395e+00 -4.1079e+00 -3.1059e-01 -8.1959e-02 -1.1585e+00 +1.1521e+00 +2.8229e+00 -5.1722e-01 +4.8627e+00 +3.7360e+00 +4.9410e+00 +1.6253e-01 +2.8615e+00 -5.3127e+00 -6.5223e+00
169 +5.783126081e+02 +5.783126081e+02 +6.545826081e+02 +6.545826081e+02 -5.8204e+00 +2.2418e+00 -3.4700e+00 -3.2243e+00 -6.6420e-01 -2.6194e-01 -5.7397e+00 -1.3091e+00 -9.3175e-01 -1.3329e+00 +3.4273e+00 +1.5674e+00 -1.4693e+00 +3.5269e+00 +5.6044e+00 +4.1382e+00 -8.8445e-01 +1.2082e-01 -5.4849e+00 -5.6565e+00
2959 +3.792931737e+02 +3.792931737e+02 +4.555631737e+02 +4.555631737e+02 +3.5865e+00 -8.3561e+00 +9.8581e-01 -1.2125e+00 -2.8010e+00 -5.3023e+00 +3.4164e+00 +2.3735e-01 -1.8833e+00 -5.5373e+00 +3.5615e+00 -8.3339e-01 -2.6945e+00 +3.0513e+00 -1.1203e+00 +7.3276e+00 +2.2890e+00 +5.0304e-01 -2.7463e+00 -4.3674e-01
3867 +2.272724017e+02 +2.272724017e+02 +3.035424017e+02 +3.035424017e+02 +2.0062e+00 -4.1297e+00 -3.4155e+00 -1.8504e+00 -1.8071e+00 +2.9010e-01 +1.6105e+00 -3.9755e+00 -6.1138e+00 -2.7459e+00 +1.2428e+00 -3.4512e+00 -4.8637e+00 +3.8268e+00 -1.2782e+00 +6.6814e+00 +4.9157e+00 -3.1943e+00 -6.0110e-01 -2.9598e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.992131600e+06 +9.992131600e+06 +9.992109050e+06 +9.992109050e+06 -5.0647e-01 -9.7612e-01 +1.6158e+00 -1.0086e+00 +2.4107e+00 -1.6677e+00 -2.2832e+00 +2.5272e+00 +3.6839e+00 -2.2367e+00 -2.5390e+00 +3.9418e+00 +1.2886e+00 +4.4479e-01 +4.8031e-01 -2.9937e+00 +2.2642e+00 +3.8134e+00 +1.2319e+00 -3.6970e+00
4 +5.450481268e+06 +5.450481268e+06 +5.450458718e+06 +5.450458718e+06 +5.1835e-01 +2.5278e+00 +4.8721e+00 -1.4082e+00 +3.9814e+00 -1.3645e+00 -2.6190e+00 +1.2250e+00 +2.5238e+00 +1.0004e+00 -3.0830e+00 +3.1889e+00 -1.7582e+00 +2.5569e+00 +2.0739e-01 -1.9201e+00 +6.2469e-01 +5.7776e+00 +2.2448e+00 -4.8181e+00
5 +5.115015953e+05 +5.115015953e+05 +5.114790453e+05 +5.114790453e+05 +1.0851e+00 +1.0264e+00 +2.5203e+00 -1.7467e-01 +5.0260e+00 -3.4507e+00 -3.0394e+00 +9.6087e-01 +4.0129e+00 -8.1234e-01 -2.6648e+00 +4.0787e+00 -6.5067e-01 +2.3682e+00 +2.4485e+00 -4.5733e-01 -1.0011e+00 +8.0573e-01 +9.5498e-01 -9.6400e-01
18 +1.841906755e+05 +1.841906755e+05 +1.841681255e+05 +1.841681255e+05 +2.7474e+00 -2.3292e+00 +2.6224e+00 -1.6899e-01 +3.5002e+00 -2.2902e+00 -2.0696e+00 +1.4862e+00 +2.5610e+00 -9.9567e-01 -1.7616e+00 +5.0265e+00 -2.4300e+00 +7.8318e-01 -4.3980e-01 -8.7921e-02 +1.0880e+00 +3.0928e+00 +3.1810e+00 -2.6054e+00
34 +1.515719262e+05 +1.515719262e+05 +1.515493762e+05 +1.515493762e+05 +5.2803e-01 -2.0072e-01 +2.0318e+00 +1.8773e-01 +8.0843e+00 -4.3047e+00 +1.1157e+00 -1.5075e+00 +5.6417e+00 -3.7413e+00 -5.0960e+00 +4.0349e+00 -2.0704e+00 +6.9463e-01 +1.9295e+00 +1.2141e+00 +3.9954e+00 -1.4097e+00 +1.9902e+00 -2.3038e+00
38 +6.814931728e+02 +6.814931728e+02 +6.589431728e+02 +6.589431728e+02 +8.7624e-01 +1.1314e+00 +2.4758e+00 -4.4700e-01 +5.4016e+00 -2.1957e+00 -1.4156e+00 +2.1055e+00 +7.4182e+00 +1.6694e+00 -5.6993e-01 +1.4441e+00 -5.6994e+00 +1.1770e+00 +3.7579e+00 -7.4787e-01 +1.8551e+00 -8.6213e-01 +2.2615e+00 -2.9566e+00
47 +2.132456444e+02 +2.132456444e+02 +1.906956444e+02 +1.906956444e+02 +1.1739e+00 -6.1960e-01 +2.0703e+00 -1.1319e+00 +8.0472e+00 -3.0945e+00 -3.5887e+00 +1.2050e+00 +7.7199e+00 -4.6225e-01 +8.4810e-01 +5.0068e+00 -1.7134e-01 +1.4232e+00 -9.0095e-01 +2.3634e-01 +5.5495e+00 +9.8199e-02 +2.1657e+00 -2.5948e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.813181511e+04 +8.813181511e+04 +8.814547511e+04 +8.814547511e+04 +1.0840e-01 -1.4101e+00 +5.8564e-01 -2.8188e-01 -3.2831e+00 +2.1753e+00 +2.7642e+00 -2.3913e+00 -1.5831e+00 -2.0575e+00 +1.3338e+00 -1.6533e+00 -1.6680e+00 +1.3887e-01 +1.6323e-01 -1.7996e+00 +9.4379e-01 +2.7388e+00 -3.6372e+00 +3.6575e+00
