% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.870109819e+01 +3.870109819e+01 -6.384890181e+01 -6.384890181e+01 -2.2615e+00 -2.0853e+00 +1.3517e+00 +1.3035e+00 +1.3435e+00 +2.2610e+00 -6.2245e-01 +1.1793e+00 +1.3500e+00 -1.2370e+00 -9.3878e-01 +2.5412e+00 -3.5971e+00 +3.6138e+00 -2.5248e+00 -1.9281e+00 -8.5252e-01 +3.1072e+00 +3.5839e+00 +3.8794e+00
25 +2.091479357e+01 +2.091479357e+01 -8.163520643e+01 -8.163520643e+01 -5.8166e-02 +1.3497e+00 -1.3700e+00 -2.0263e+00 +2.5660e-01 +3.6196e+00 +2.8741e-01 +3.9112e-01 +2.6076e-01 -3.1535e-01 -3.6817e+00 -4.0181e-01 -3.3187e+00 +2.0384e+00 +8.3636e-01 +7.0222e-01 +3.6117e+00 -3.5300e-01 +2.4040e+00 +1.6335e+00
32 +1.310322485e+01 +1.310322485e+01 -8.944677515e+01 -8.944677515e+01 +1.1212e-01 +2.0766e+00 +1.5233e+00 -8.1227e-01 -2.5393e+00 -4.7083e-01 -3.8933e-03 +8.4696e-02 +8.3741e-01 +2.1264e+00 -2.5636e+00 +4.2746e-01 -2.7587e+00 +2.5602e-01 -1.8461e+00 -1.7981e+00 -4.6977e-01 -2.0538e+00 +1.2192e-01 +2.5809e+00
105 +9.727369693e+00 +9.727369693e+00 -9.282263031e+01 -9.282263031e+01 +1.6626e+00 +4.1369e-01 -1.6372e+00 -1.3234e+00 +1.2474e+00 +2.2049e+00 +1.0043e+00 -4.8153e-01 +1.3872e+00 -1.1678e+00 -4.1603e+00 +4.8223e-01 -3.6480e-01 -6.1443e-01 -1.3163e-01 -8.1334e-01 +1.0267e+00 +4.4012e-01 -8.2673e-01 -2.7787e-01
1282 +6.093003806e+00 +6.093003806e+00 -9.645699619e+01 -9.645699619e+01 +1.7217e+00 -9.9997e-01 -1.7740e+00 -4.9606e-01 -8.7789e-01 +2.2641e+00 +1.4110e+00 +1.3988e+00 -3.4100e-01 -1.5404e+00 -2.1329e-01 -1.6426e+00 +9.4911e-01 +1.0267e-01 +1.6718e+00 -4.1058e+00 +1.4209e+00 +2.0444e-01 +3.1769e-01 +2.0326e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.789390915e+01 +5.789390915e+01 +1.295839091e+02 +1.295839091e+02 +3.4268e+00 +2.5772e+00 +2.0573e+00 -1.7130e+00 +3.3654e+00 -2.4193e+00 +1.8531e+00 +2.3332e+00 +3.1031e+00 +1.7344e+00 -1.4686e+00 +3.2713e+00 -2.3708e+00 +1.1531e+00 -2.4819e+00 +2.4268e-01 -1.6190e+00 +3.6714e+00 +3.8524e+00 +1.8981e+00
14 +2.814856337e+01 +2.814856337e+01 +9.983856337e+01 +9.983856337e+01 +3.0108e+00 +2.3164e+00 -6.8512e-01 -3.4658e+00 +3.6886e-01 -3.0730e-01 +4.2672e+00 +1.8451e+00 +2.8654e+00 +1.5680e+00 +7.9239e-01 +1.6245e+00 +1.5559e-01 -2.5821e+00 +1.9163e+00 +1.1384e+00 -3.4973e+00 +4.2564e-01 +3.6828e-01 -7.9442e-01
36 +2.240406536e+01 +2.240406536e+01 +9.409406536e+01 +9.409406536e+01 +1.5717e+00 +4.6222e+00 +2.9251e-01 +7.3474e-02 -6.7368e-01 -2.6307e+00 +1.4264e+00 +2.3359e+00 +2.6526e+00 +2.6588e-01 +3.2389e+00 -1.5574e+00 +1.4455e+00 +1.1148e+00 -4.3718e+00 +1.7801e+00 -1.1484e+00 +3.6949e+00 -2.8186e-01 +1.4861e+00
48 +1.486599088e+01 +1.486599088e+01 +8.655599088e+01 +8.655599088e+01 +7.0726e-01 -2.4083e-02 -1.8857e+00 -1.0590e+00 +1.4409e+00 -2.9442e+00 -6.9745e-01 +3.1951e+00 +2.1752e+00 +1.4769e+00 +1.1930e+00 +1.0845e+00 -1.2455e+00 +8.4598e-01 -3.0007e+00 -6.6417e-01 +2.1380e+00 +2.5425e+00 -1.6060e+00 +1.4098e+00
