% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.864842940e+06 +6.864842940e+06 +6.864919210e+06 +6.864919210e+06 -3.2976e+00 -1.7692e-01 +1.1061e+00 -1.0686e+00 -3.7932e-03 +1.3858e+00 +2.7037e-01 +4.1518e+00 -6.5099e-01 +2.7949e+00 -2.3370e+00 -4.6094e+00 -3.1749e+00 +4.9265e+00 -4.4896e+00 +1.7675e+00 -3.3060e+00 +2.6143e+00 +4.6563e+00 -8.8029e-01
2 +9.096930744e+02 +9.096930744e+02 +9.859630744e+02 +9.859630744e+02 +1.8682e+00 -5.5400e-01 -7.0617e-01 -3.7850e+00 -2.2914e+00 +1.3904e+00 -1.4626e+00 +2.9831e-01 +1.4060e+00 +3.5986e+00 -2.9262e+00 -3.1440e+00 +4.4914e-01 +1.6361e+00 -5.6860e-01 +3.0569e+00 +3.7371e+00 +5.0676e-01 -1.3396e+00 +3.3101e+00
143 +3.147117082e+02 +3.147117082e+02 +3.909817082e+02 +3.909817082e+02 +2.3128e+00 +1.6437e+00 -2.8340e+00 -1.0905e-01 -2.5775e+00 +6.1866e-01 -3.8666e+00 +3.1619e+00 +1.7580e+00 +1.5326e+00 +1.2529e+00 -1.1375e+01 +4.1820e+00 +5.6501e+00 -3.0255e+00 +2.1389e+00 -1.6727e-01 -3.7748e+00 -1.2852e+00 +7.0810e+00
267 +2.113727498e+02 +2.113727498e+02 +2.876427498e+02 +2.876427498e+02 +2.7538e+00 -8.0141e-01 +6.6731e-01 -2.0579e+00 -3.0640e+00 -5.7994e-01 -9.0635e-01 +1.2885e+00 +2.6197e+00 +1.1060e+00 -2.3934e+00 -3.5854e+00 +3.4238e+00 +3.9595e+00 -8.0277e-01 +3.8932e+00 +3.6126e+00 -1.1354e+00 -3.6415e+00 +1.7588e+00
462 +1.444667580e+02 +1.444667580e+02 +2.207367580e+02 +2.207367580e+02 +1.4750e+00 +2.3512e+00 +1.9143e-02 -2.7566e+00 -1.7666e+00 +1.6476e+00 +2.7989e-01 +1.0157e+00 +7.4776e-01 +6.0343e-01 -1.4905e+00 -1.6040e+00 +8.3621e-01 +3.4614e+00 +2.5087e-01 +2.3225e+00 +3.5130e+00 -1.1264e+00 +5.6408e-01 -1.2152e+00
1184 +9.991227070e+01 +9.991227070e+01 +1.761822707e+02 +1.761822707e+02 +1.8984e+00 -2.7885e-01 -6.9843e-02 -1.0785e+00 -6.7989e-01 +8.4433e-01 +1.1220e+00 +1.0265e+00 +1.4255e+00 +3.5126e-01 -1.7318e+00 -1.3550e+00 +4.0743e-01 +2.0035e+00 +5.3072e-01 +1.0981e+00 +1.6002e+00 -1.6457e+00 -2.0211e-01 +5.7856e-01
2784 +6.288280903e+01 +6.288280903e+01 +1.391528090e+02 +1.391528090e+02 +4.5928e-01 -9.3808e-01 -1.3689e+00 +4.8833e-01 -1.1263e+00 -3.2856e-02 -2.0732e+00 -3.6572e-01 -6.1959e-01 +1.1133e+00 -8.9599e-01 -1.9051e+00 -1.3717e+00 +3.0989e+00 -4.0064e-01 +1.1443e+00 -4.6168e-01 -1.6181e+00 +2.5353e-01 +1.9997e+00
4341 +3.951403606e+01 +3.951403606e+01 +1.157840361e+02 +1.157840361e+02 +1.2046e+00 -2.0231e+00 -1.2005e+00 +6.0268e-01 -5.3353e-01 -2.1466e-01 -2.2063e+00 +5.7864e-01 -2.5806e+00 -5.4733e-01 +1.0473e+00 -2.0545e+00 -1.7646e+00 +3.4838e+00 -7.7648e-01 -1.5671e-01 +6.1647e-02 -2.0950e+00 +2.9362e-01 +5.5781e-03
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.230685129e+06 +2.230685129e+06 +2.230662579e+06 +2.230662579e+06 +2.3486e+00 +1.0155e+00 +4.2875e+00 +8.3998e-02 -2.9384e+00 +1.4268e+00 -2.3683e+00 -4.4701e+00 -1.5325e+00 -2.3827e+00 -2.3601e+00 +6.8327e-01 -1.1787e+00 +2.7694e+00 +4.0103e+00 -4.4938e+00 +3.2268e+00 -1.2668e+00 -2.8591e+00 -5.5036e-01
3 +2.403829450e+05 +2.403829450e+05 +2.403603950e+05 +2.403603950e+05 -1.8328e+00 +2.3015e+00 +2.4251e+00 -2.4791e-01 +7.6620e-01 +4.1113e+00 -4.3035e+00 +6.7456e-01 +4.5032e+00 +4.4048e+00 -4.1014e-01 +4.9602e+00 +2.6747e+00 +3.5998e+00 -1.4858e+00 -6.1064e-01 -1.5909e+00 -2.3068e+00 +3.7185e+00 -2.4010e+00
9 +1.270271390e+05 +1.270271390e+05 +1.270045890e+05 +1.270045890e+05 -4.3016e+00 +4.6476e+00 -4.9767e+00 +1.0301e+00 +4.8272e+00 +4.1787e+00 +3.0389e+00 +4.5469e+00 +2.1044e-01 +3.6737e-01 -1.4761e+00 -3.6041e+00 -6.7639e-01 -1.7236e+00 -3.0442e+00 -2.3136e+00 +2.4533e-01 -2.7529e+00 +3.7761e-01 -8.8210e-01
58 +2.811038582e+04 +2.811038582e+04 +2.808783582e+04 +2.808783582e+04 +3.2880e+00 -3.6439e-01 +5.7476e+00 -1.4475e+00 +9.8188e-01 +1.6615e+00 +1.1901e+00 -2.7793e+00 -3.8380e+00 +3.3375e+00 +1.8502e+00 +1.8921e+00 -6.5454e-01 +2.4202e+00 -9.7125e-01 -8.5974e-01 +9.8978e-01 -2.2971e+00 -2.1733e+00 -2.3738e+00
65 +5.771358496e+03 +5.771358496e+03 +5.748808496e+03 +5.748808496e+03 +6.0917e-01 +4.6714e+00 +3.7309e+00 -1.2643e+00 +7.6141e+00 -4.7199e+00 -1.7495e+00 -1.0620e+00 -3.9745e+00 +1.1094e+00 +4.9148e+00 +1.5240e+00 -3.0693e+00 +5.0560e-01 -4.1051e+00 -3.5221e+00 +1.6373e+00 -3.4168e+00 +3.3639e+00 +9.4041e-01
76 +1.099310097e+03 +1.099310097e+03 +1.076760097e+03 +1.076760097e+03 +3.0191e+00 -4.2622e+00 +6.4686e+00 -1.5457e-01 +2.5650e+00 -3.1445e+00 +2.2543e+00 -5.2594e+00 -5.9407e-01 +4.3795e+00 +5.5167e+00 +4.3178e+00 +2.4393e+00 -4.2906e+00 +1.7765e-01 -5.0038e-01 -1.3374e-01 -2.7025e+00 +1.4013e+00 -5.9809e-01
105 +8.876300571e+02 +8.876300571e+02 +8.650800571e+02 +8.650800571e+02 +3.7315e+00 -4.8296e+00 +1.3242e+00 +4.5303e+00 -2.5569e+00 -8.2264e+00 +1.8030e+00 -1.4149e-01 +6.8525e+00 +3.0200e+00 +5.3831e+00 +1.3322e+00 +6.6321e+00 -6.1734e+00 -1.0478e+00 +4.8948e+00 -4.3952e+00 +4.3796e+00 +4.0828e+00 -6.5427e-01
136 +4.026086339e+02 +4.026086339e+02 +3.800586339e+02 +3.800586339e+02 +6.9741e+00 -5.9824e+00 +6.4536e+00 +2.5128e+00 +2.5487e+00 -3.4098e+00 -1.8132e+00 -6.3188e+00 -1.5471e-01 +9.0705e+00 +4.5313e+00 +4.2811e+00 +2.4494e+00 -2.7221e+00 -1.3548e+00 -1.4881e+00 -8.1915e-01 -2.5674e+00 -4.5475e+00 +1.7851e+00
248 +3.046557595e+02 +3.046557595e+02 +2.821057595e+02 +2.821057595e+02 +3.5911e+00 -6.2541e+00 +7.6117e+00 +9.6423e-01 +6.4969e+00 -4.6357e+00 -7.3974e-02 -5.0402e+00 -1.3891e+00 +5.1571e+00 +5.3846e+00 +4.4949e+00 +1.9103e+00 -2.6870e+00 -3.4294e+00 -2.7347e+00 -8.1457e-01 -5.9725e+00 -2.0301e+00 -5.7520e-01
663 +1.706045336e+02 +1.706045336e+02 +1.480545336e+02 +1.480545336e+02 -1.9595e+00 +2.0706e-01 +3.1972e+00 +4.1668e-01 +3.7236e+00 -2.9036e+00 +2.2699e+00 +7.8249e-01 +1.9234e+00 -1.1028e+00 +4.2617e+00 -3.1992e-01 +8.3327e-01 -1.5758e+00 -2.8263e+00 -1.3396e-01 -6.5005e-01 -5.1453e+00 +3.2898e+00 -4.7283e+00
1598 +1.474715722e+02 +1.474715722e+02 +1.249215722e+02 +1.249215722e+02 +2.6834e+00 -9.0995e-01 +3.9147e+00 +1.3880e+00 +3.3243e+00 -5.7203e+00 +1.3672e-01 -1.3578e+00 -1.5944e-01 +1.7342e+00 +6.9726e+00 +1.1012e+00 +5.5489e-01 -3.2429e+00 -2.0608e+00 -9.2673e-01 -1.2196e+00 -2.7878e+00 +1.3155e+00 +4.2810e-01
1861 +9.998766104e+01 +9.998766104e+01 +7.743766104e+01 +7.743766104e+01 +4.0445e-01 +7.9215e-01 +4.1983e+00 -6.7522e-01 +5.4678e+00 -1.7031e+00 +4.2822e-02 -4.0230e+00 -2.1867e-01 +3.8158e-01 +4.8964e+00 +1.4756e+00 +1.6576e-01 -2.9803e+00 -1.7377e+00 -3.6613e+00 +8.2260e-01 -4.9493e+00 +3.3706e-01 +1.4879e-01
2360 +5.984631440e+01 +5.984631440e+01 +3.729631440e+01 +3.729631440e+01 +7.2859e-02 +1.9324e+00 +3.3963e+00 -5.9312e-01 +4.1559e+00 -1.4458e+00 +4.3756e-01 -5.2481e+00 -3.6218e-01 +2.8454e-02 +2.9745e+00 +2.4335e+00 +1.0556e+00 -2.5185e+00 -1.6811e+00 -2.6119e+00 +1.5046e+00 -3.3923e+00 +1.3518e+00 +2.8523e-01
3503 +3.962346685e+01 +3.962346685e+01 +1.707346685e+01 +1.707346685e+01 -8.4167e-02 +3.2201e+00 +3.2591e+00 -3.2392e-01 +2.9142e+00 -4.4003e-01 +6.8079e-01 -4.5029e+00 +1.0531e+00 +4.2073e-01 +2.4307e+00 +2.1850e+00 +1.1591e+00 -2.4101e+00 -4.5869e-01 -1.7785e+00 +1.9847e+00 -3.1606e+00 +1.9761e+00 +1.4337e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.880614461e+04 +4.880614461e+04 +4.881980461e+04 +4.881980461e+04 -1.4102e+00 +1.6610e+00 +1.4691e+00 -3.4467e+00 -4.3527e+00 +1.0797e+00 +3.6467e+00 -1.3485e+00 -2.0628e+00 +4.6827e+00 +2.6911e+00 -3.4109e+00 -4.3641e+00 -3.6313e+00 -2.0459e+00 +2.7906e+00 -2.8485e+00 +1.1333e+00 -3.2137e+00 +3.2492e+00
16 +1.598062432e+04 +1.598062432e+04 +1.599428432e+04 +1.599428432e+04 +3.4327e+00 +3.5410e+00 +1.5641e+00 +2.6979e+00 +3.1306e+00 -4.0383e+00 -4.1608e+00 +2.3643e-01 +2.2392e+00 -1.7721e+00 +1.7440e+00 -2.3439e+00 -3.8547e+00 -2.5535e+00 -4.1630e-01 +2.7480e+00 +9.1527e-01 +1.4128e-01 +3.5762e+00 +3.0171e+00
