% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.057115931e+01 +5.057115931e+01 +3.363115931e+01 +3.363115931e+01 -3.4423e+00 -2.1174e+00 -3.8462e+00 +2.9666e+00 -3.5476e-02 +1.6824e+00 +8.8088e-01 -2.2893e+00 +6.0951e-01 -9.3517e-01 +3.0006e+00 +3.3410e+00 -2.4491e+00 -3.2840e+00 -2.5672e+00 -3.1157e+00 +1.0579e+00 -8.2381e-01 -3.6991e+00 -1.8213e+00
3 +1.702121279e+01 +1.702121279e+01 +8.121279367e-02 +8.121279367e-02 -2.0929e+00 -3.9671e-01 -2.3329e+00 -4.0400e+00 +2.2831e+00 +3.3306e+00 +3.6774e+00 -2.8515e+00 -3.6225e+00 -1.3617e+00 +2.4963e+00 +5.1063e-01 -3.8259e+00 +1.7068e+00 -2.2432e+00 -1.4016e+00 +3.6693e+00 -2.3230e+00 +3.5560e+00 +5.3951e-01
60 +1.272732449e+01 +1.272732449e+01 -4.212675506e+00 -4.212675506e+00 +1.6963e+00 +1.8417e+00 -4.6394e-01 -2.9218e+00 +9.9197e-01 -6.7413e-01 +3.2237e+00 -3.6371e+00 -8.4828e-01 -3.2425e+00 +8.6102e-01 +4.7000e+00 -1.6779e+00 +3.0211e+00 +1.5094e+00 +3.3246e+00 +3.7131e+00 -5.2271e-01 -1.6098e+00 +2.3731e+00
237 +9.029678225e+00 +9.029678225e+00 -7.910321775e+00 -7.910321775e+00 +5.6969e-02 +2.7762e+00 -1.8714e+00 -9.8939e-03 +8.2371e-01 +0.0000e+00 +3.2768e+00 +8.3687e-01 -2.8050e+00 -4.9850e+00 +2.1078e+00 +6.9008e-01 -4.0264e+00 -2.7074e-01 +4.0144e+00 +3.9492e+00 +1.6791e+00 -4.2561e+00 +5.8333e-01 -6.6424e-01
696 +5.691823413e+00 +5.691823413e+00 -1.124817659e+01 -1.124817659e+01 +1.0003e+00 +1.9490e+00 -3.1576e+00 +3.2535e+00 +1.0164e+00 -2.2687e+00 +4.4582e+00 +4.7764e-02 -4.2354e-01 -4.9348e+00 +5.5240e-01 -7.8693e-01 -3.1820e+00 -7.7740e-01 +2.8184e+00 +2.8631e+00 +5.0000e+00 -3.6090e+00 +7.6804e-01 +4.3142e+00
1849 +2.909737456e+00 +2.909737456e+00 -1.403026254e+01 -1.403026254e+01 +3.3783e+00 +1.9767e+00 -1.8069e+00 +2.2922e+00 +1.5915e+00 -1.1569e+00 +5.0000e+00 -3.7167e+00 -1.2265e+00 -4.8861e+00 +5.0000e+00 -4.6984e-01 -2.0390e+00 -2.1802e-01 +3.6746e+00 +2.5000e+00 +4.0566e+00 +0.0000e+00 +3.9756e-01 +1.8256e+00
2975 +2.454918613e+00 +2.454918613e+00 -1.448508139e+01 -1.448508139e+01 +3.0099e+00 +3.8234e+00 -1.2457e+00 +2.3127e+00 +1.6786e+00 -2.7676e+00 +5.0000e+00 -2.5115e+00 -1.3682e+00 -4.6225e+00 +4.2607e+00 -7.3094e-01 -1.4764e+00 -7.2264e-01 +3.4856e+00 +3.6011e+00 +4.6447e+00 -6.3171e-03 -2.1073e-01 +1.7860e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.516705082e+01 +1.516705082e+01 +3.397705082e+01 +3.397705082e+01 -1.3270e+00 -1.4510e+00 +2.5078e-01 -2.8158e+00 -2.7453e+00 +3.3414e-01 +3.4470e+00 -3.6721e+00 +9.6250e-01 +3.9568e+00 -2.2189e+00 +4.5367e+00 -2.1333e+00 -1.7704e+00 -7.6525e-01 +1.6505e+00 -3.1613e+00 -7.2189e-01 -2.5327e+00 +4.1598e+00
186 +9.816239799e+00 +9.816239799e+00 +2.862623980e+01 +2.862623980e+01 -1.7155e-01 +1.2295e+00 +4.9874e-01 -2.9489e+00 +2.7630e+00 -5.0000e+00 -3.2347e-01 +8.5534e-01 +7.4138e-01 +2.6276e+00 -1.7948e+00 +0.0000e+00 +3.3153e+00 -2.5249e+00 +1.4289e+00 +2.2090e+00 -3.8158e+00 +0.0000e+00 +3.4635e-01 +2.6000e+00
544 +5.521725706e+00 +5.521725706e+00 +2.433172571e+01 +2.433172571e+01 +7.4912e-01 -1.8380e+00 +0.0000e+00 -7.4737e-01 +2.2327e-01 -4.4821e+00 +3.6121e+00 +1.8525e+00 -5.9617e-02 +0.0000e+00 -5.0000e+00 +4.6486e+00 +2.0690e+00 -1.8564e+00 -1.7278e+00 -2.2247e+00 -2.3559e+00 +1.3838e+00 +6.8560e-01 +2.4377e-01
