% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.449165448e+02 +2.449165448e+02 +3.243965448e+02 +3.243965448e+02 +2.0288e+00 +1.5344e+00 +2.8525e+00 -3.9936e+00 +5.8660e-01 -2.4233e+00 -2.1541e+00 +1.3672e+00 -4.6568e+00 -2.7356e+00 +4.7701e+00 +1.0811e+00 +2.8874e+00 +4.7714e+00 +3.4866e+00 -2.2084e+00 -3.2978e+00 -6.5897e-01 +4.6452e-01 +8.7010e-01
4 +1.298630342e+02 +1.298630342e+02 +2.093430342e+02 +2.093430342e+02 +2.2963e+00 -2.6410e+00 +2.3994e+00 +3.0307e+00 -3.5689e+00 +3.4559e+00 -5.7500e-01 -1.2280e+00 -2.6653e+00 -4.9900e+00 -3.4196e+00 +4.8561e+00 -1.9091e+00 -2.8139e+00 -5.0395e-01 +2.1509e+00 -3.7446e+00 +9.8815e-01 -1.6086e+00 +1.8728e+00
202 +6.546776729e+01 +6.546776729e+01 +1.449477673e+02 +1.449477673e+02 -1.6514e-02 -2.2211e+00 -1.3472e+00 +3.0251e+00 -2.4615e+00 +3.8151e+00 -2.8141e-01 +2.5579e-01 +9.2765e-01 -3.6822e-01 -3.6044e+00 +3.1631e-01 -9.4701e-01 +2.6499e+00 +3.3576e+00 +2.1251e+00 +2.1717e+00 -1.1608e+00 -4.3779e-01 +1.9466e-01
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.159530173e+02 +3.159530173e+02 +7.104330173e+02 +7.104330173e+02 -6.3540e-01 -2.7518e+00 +1.0049e+00 -1.3851e+00 -4.2165e-02 -3.6561e+00 -1.2559e+00 +2.1144e+00 +4.2553e+00 +3.5258e+00 +3.8915e+00 +1.5827e+00 -2.5547e+00 -4.2120e+00 +4.8581e-01 -1.8402e+00 -3.4451e+00 -2.9184e+00 -3.8010e+00 +1.4349e+00
2 +2.302213123e+02 +2.302213123e+02 +6.247013123e+02 +6.247013123e+02 +1.2889e-01 -4.0716e+00 +2.0308e+00 -8.3400e-01 -3.3667e+00 +2.2299e+00 -3.1212e-01 +2.3652e+00 +2.3921e+00 +2.9132e+00 +3.0650e+00 -1.5857e-01 +4.0527e+00 +4.5358e+00 -4.1928e+00 +4.3319e+00 -1.1155e+00 -4.3808e+00 +3.0320e+00 +2.3966e+00
211 +1.471300232e+02 +1.471300232e+02 +5.416100232e+02 +5.416100232e+02 -4.3230e+00 -2.8257e+00 -4.6604e+00 +4.6908e+00 +2.0995e+00 -1.8974e-01 +1.2797e+00 +2.7500e+00 +1.2136e+00 +1.2003e+00 +1.5619e+00 -1.7915e+00 +4.9122e+00 -3.4030e+00 -7.7457e-03 +1.9460e+00 -2.8775e+00 +6.5850e-01 -2.8527e-01 +1.3293e+00
2027 +7.574642110e+01 +7.574642110e+01 +4.702264211e+02 +4.702264211e+02 -3.9781e+00 -2.5449e+00 -8.4254e-01 +3.5873e+00 -1.3158e+00 -1.1309e+00 +1.8935e+00 -1.1126e+00 +2.8283e+00 -2.3129e-01 +1.8240e+00 -9.3426e-03 +3.5062e+00 +1.1360e+00 -2.7006e+00 +4.8725e-01 -1.2506e+00 -4.2304e-01 -2.3758e+00 +4.6338e-01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.182555840e+02 +4.182555840e+02 +1.711455840e+02 +1.711455840e+02 +4.1506e+00 -4.2855e+00 +3.1195e+00 +3.5777e+00 -3.5656e+00 -1.3912e+00 +1.6844e+00 +4.5296e+00 -2.7222e+00 +2.4478e+00 +5.5259e-01 -3.8047e+00 -3.8356e+00 +1.6882e+00 -3.4440e+00 -2.8525e+00 +3.6308e+00 -2.1910e+00 -2.8676e+00 +8.7452e-01
2 +3.097845482e+02 +3.097845482e+02 +6.267454822e+01 +6.267454822e+01 -3.0018e+00 -4.9394e+00 +4.4886e+00 -2.4105e+00 +6.5125e-01 -4.3000e+00 -4.8808e+00 -4.7236e-01 +2.4498e+00 +3.9252e+00 -1.7328e+00 +1.1878e+00 +1.2595e+00 -2.5521e+00 -4.4595e+00 -1.4095e+00 +4.1660e+00 -1.4482e+00 +2.5574e+00 -1.2221e+00
