% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.673483803e+02 +2.673483803e+02 +3.699583803e+02 +3.699583803e+02 +1.0040e-01 -2.0073e+00 +2.6363e+00 -1.2608e+00 +4.5207e+00 -1.1203e+00 -1.4300e+00 +2.6783e+00 +2.7218e+00 -3.9789e-02
10 +2.014544517e+02 +2.014544517e+02 +3.040644517e+02 +3.040644517e+02 +3.2032e-01 -2.1880e+00 -3.9913e+00 -2.8209e+00 -3.1166e+00 +1.5550e+00 -4.3450e-01 -3.2288e+00 +2.2747e+00 +2.9779e+00
13 +1.503513227e+02 +1.503513227e+02 +2.529613227e+02 +2.529613227e+02 -2.7796e+00 -3.8904e+00 -2.4119e+00 +3.6378e+00 -7.3767e-01 -2.1936e+00 +1.4866e+00 +1.7317e-01 +1.9760e+00 +1.8799e+00
1562 +7.874587145e+01 +7.874587145e+01 +1.813558714e+02 +1.813558714e+02 +1.5925e-01 -2.5677e+00 -1.5328e+00 +2.2009e+00 -2.4343e+00 +1.8703e+00 +2.2864e+00 -2.8014e+00 +3.5380e-03 +1.6246e-01
2889 +6.111817010e+01 +6.111817010e+01 +1.637281701e+02 +1.637281701e+02 -1.1976e+00 -6.9121e-01 -1.8102e+00 +2.0029e+00 -9.7841e-01 +8.9630e-01 +2.2864e+00 -2.3108e+00 +1.3854e-01 +1.2099e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.612578753e+02 +3.612578753e+02 +4.545578753e+02 +4.545578753e+02 -1.5605e-01 -1.8056e+00 +6.1994e-01 +3.0277e-01 +3.7423e+00 +3.6420e+00 +3.4231e+00 -1.3486e+00 +2.2693e+00 -4.3595e+00
23 +1.526732602e+02 +1.526732602e+02 +2.459732602e+02 +2.459732602e+02 -8.3642e-01 +1.2161e+00 +1.4936e-01 +1.5970e-01 +9.1829e-02 +3.0986e-01 +2.1516e+00 +1.8074e+00 +2.3812e+00 +4.5692e+00
1762 +7.525896146e+01 +7.525896146e+01 +1.685589615e+02 +1.685589615e+02 -1.4633e+00 +1.4316e+00 -1.5462e+00 -2.6249e+00 +2.3869e+00 -6.1185e-01 -7.3332e-01 +9.5393e-01 +4.7297e-01 +2.6364e+00
3678 +6.192426316e+01 +6.192426316e+01 +1.552242632e+02 +1.552242632e+02 -2.2333e+00 +1.4483e+00 -2.6294e+00 -1.3591e+00 +2.4080e+00 -1.8019e+00 +1.3225e+00 +1.9709e-01 +3.0821e-01 +4.7338e-01
3947 +3.843657851e+01 +3.843657851e+01 +1.317365785e+02 +1.317365785e+02 -1.4633e+00 +1.4316e+00 -1.5462e+00 -2.6229e+00 +2.3869e+00 -1.8019e+00 +1.3225e+00 +9.5393e-01 +4.7297e-01 +2.6364e+00
