% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.709812034e+02 +4.709812034e+02 +4.617712034e+02 +4.617712034e+02 +3.5999e+00 -8.9874e-01 +4.9418e+00 -4.0331e+00 +2.0871e+00 -4.1740e+00 -1.6180e+00 -2.4620e+00 +4.2928e+00 -3.3765e+00 +2.7677e-01 -1.4729e-01 -8.0759e-01 -3.2818e+00 -4.1282e-01 +2.4993e+00 -1.2999e+00 +4.4301e-01 +1.7415e+00 -2.2200e+00
5 +3.940431076e+02 +3.940431076e+02 +3.848331076e+02 +3.848331076e+02 -4.0123e+00 +2.6202e-01 +3.8376e+00 -3.3320e+00 +1.1862e-01 +3.4933e+00 +6.9031e-01 -1.9566e+00 +4.2899e+00 +3.4462e+00 -4.3034e+00 -2.1815e+00 -2.3412e+00 +1.1145e+00 +4.7115e+00 +4.6767e+00 -1.8084e+00 +3.6853e+00 -3.5712e+00 -6.8450e-01
67 +2.219833286e+02 +2.219833286e+02 +2.127733286e+02 +2.127733286e+02 -1.4003e+00 +5.0000e+00 +5.0000e+00 -6.7371e-01 +4.5469e+00 +1.0944e+00 +4.1878e-01 +4.6561e+00 -5.0000e+00 +1.7576e+00 -4.6836e+00 -5.0000e+00 +1.9436e+00 +1.2755e+00 +3.8504e+00 -3.7246e+00 +5.0000e+00 +5.0000e+00 -3.4364e+00 +2.4140e+00
107 +1.511655343e+02 +1.511655343e+02 +1.419555343e+02 +1.419555343e+02 -1.4420e+00 +1.0417e+00 +1.6389e+00 -5.0000e+00 +5.0000e+00 +2.2577e+00 +5.0000e+00 +4.3271e+00 +0.0000e+00 +3.4642e+00 -5.0000e+00 -3.9534e+00 +3.4785e+00 +4.8466e+00 -1.1496e+00 -3.8727e+00 +1.9501e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
163 +9.492962761e+01 +9.492962761e+01 +8.571962761e+01 +8.571962761e+01 +2.8715e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00 -3.7024e-01 +4.9242e+00 +4.9602e+00 +1.0098e+00 -2.0388e+00 -5.0000e+00 -4.4026e+00 +5.0000e+00 +5.0000e+00 -1.6669e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +3.7699e+00
242 +5.779897741e+01 +5.779897741e+01 +4.858897741e+01 +4.858897741e+01 -1.3611e+00 +2.3687e+00 +3.7474e+00 -5.0000e+00 +5.0000e+00 +1.2427e+00 +3.9838e+00 +4.9519e+00 +4.9716e+00 -2.9280e+00 -5.0000e+00 -4.8054e+00 +5.0000e+00 +4.9777e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +4.9941e+00
363 +3.844728988e+01 +3.844728988e+01 +2.923728988e+01 +2.923728988e+01 +2.0380e+00 +5.0000e+00 +4.1800e+00 -5.0000e+00 +5.0000e+00 +4.4321e+00 +5.0000e+00 +4.9801e+00 +4.8397e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +4.6557e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +4.9356e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.888423065e+02 +3.888423065e+02 +1.044832307e+03 +1.044832307e+03 +3.8766e+00 -1.9934e+00 +1.6160e+00 +3.7586e+00 -3.7609e+00 -1.9002e+00 +3.5035e-01 -1.2444e-01 +1.6129e+00 +9.1724e-01 +4.9938e+00 -1.2532e-01 -1.6498e+00 -1.7958e+00 +3.9818e+00 -3.9853e+00 -4.6403e+00 -8.1634e-01 -1.9555e+00 -3.7072e+00
41 +2.448452345e+02 +2.448452345e+02 +9.008352345e+02 +9.008352345e+02 +3.8756e+00 +3.0066e+00 +6.0381e-01 +4.0143e+00 -5.0000e+00 -5.7882e-01 -5.6189e-01 -6.3839e-01 -3.3871e+00 +5.0000e+00 +9.4251e-01 -1.4085e-01 +1.1123e+00 -3.3291e+00 +4.9638e+00 +1.0147e+00 -1.4521e+00 -5.0000e+00 +3.0445e+00 +1.2928e+00
