% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.409898480e+02 +3.409898480e+02 +2.886398480e+02 +2.886398480e+02 +4.3686e+00 +2.7497e-01 -3.5177e-01 +3.0093e+00 -4.5352e+00 +1.8007e+00 +4.5311e+00 +9.9510e-01 -7.5913e-01 +1.4199e+00 -2.5449e+00 -3.2100e+00 +2.2461e+00 +2.8473e+00 -1.4989e+00 +1.7181e+00 -1.7791e+00 -3.7839e+00 -1.4807e+00 -2.1763e+00
2 +1.037992780e+02 +1.037992780e+02 +5.144927800e+01 +5.144927800e+01 -2.5385e+00 +6.9713e-01 +6.8622e-01 +4.7734e+00 -4.3817e+00 +4.2430e+00 -1.5556e+00 -4.7738e+00 -1.4773e+00 +2.2263e-01 +3.6917e+00 -2.1263e+00 -2.2784e+00 -9.2607e-01 -2.0614e+00 +4.4151e+00 -3.9652e+00 +2.6888e+00 -4.0567e+00 -1.2835e+00
8 +4.944743311e+01 +4.944743311e+01 -2.902566888e+00 -2.902566888e+00 -1.9081e+00 -2.9738e+00 +2.1001e+00 +1.2808e+00 -1.1234e+00 -1.8144e+00 -2.5942e-02 -3.4296e+00 +4.3438e+00 +2.5311e-01 +1.7190e-01 -3.7477e+00 -4.0601e+00 -2.6983e+00 +3.3354e+00 +4.8276e+00 +4.2711e+00 -3.8081e+00 -5.4683e-02 -3.4014e+00
124 +3.112155901e+01 +3.112155901e+01 -2.122844099e+01 -2.122844099e+01 +9.2485e-01 -3.7006e+00 +9.0569e-01 -2.5225e+00 -9.0779e-01 -1.9943e+00 +1.1942e+00 -7.9184e-01 +5.8760e+00 +1.0748e+00 +4.1057e+00 -8.9115e+00 -4.7230e-01 -9.9296e-01 +6.0411e-01 +2.3848e+00 +7.6507e+00 -1.7634e+00 +5.2472e+00 -4.9811e+00
229 +2.411577502e+01 +2.411577502e+01 -2.823422498e+01 -2.823422498e+01 +6.0987e-01 -7.0377e-01 +3.0001e+00 -3.2150e+00 -3.3163e+00 +4.8393e+00 -2.5172e+00 -3.3551e-01 +1.1614e+00 -1.9005e+00 -1.5208e+00 -3.7435e+00 +2.2446e+00 +2.2479e+00 +3.5036e+00 +3.0217e+00 -1.7553e+00 -1.8489e-01 +1.3790e+00 -8.2935e-01
288 +1.547640209e+01 +1.547640209e+01 -3.687359791e+01 -3.687359791e+01 -5.4981e-01 -4.7839e+00 +1.2073e+00 -1.1009e+00 -6.7613e-01 +1.0720e+00 -3.0776e+00 -2.4822e+00 +3.0716e+00 -1.5454e+00 +9.1062e-01 -6.9760e+00 +3.0851e-01 -1.4130e+00 +5.0984e-01 +1.3645e+00 +1.5182e+00 -3.5816e-01 +1.8605e+00 -2.9475e+00
534 +9.760993962e+00 +9.760993962e+00 -4.258900604e+01 -4.258900604e+01 +4.8347e-01 -2.2714e+00 +1.6774e+00 -1.5692e+00 -3.8957e-01 +2.2098e+00 -1.7102e-03 -8.9300e-01 +1.7688e+00 -1.1656e+00 -2.2715e-01 -3.3430e+00 +1.8841e+00 -1.4869e+00 -1.1928e-01 +1.4432e+00 -1.2337e-01 +3.7482e-01 +2.0883e+00 -3.7550e+00
1742 +6.309549394e+00 +6.309549394e+00 -4.604045061e+01 -4.604045061e+01 +8.9430e-01 -9.5839e-01 +2.2143e+00 -2.6974e-01 -2.2540e+00 +3.8145e+00 -6.0890e-01 -1.6033e+00 +2.7573e+00 -2.1348e+00 +1.5553e+00 -2.8027e+00 +2.9972e+00 -1.1172e+00 -1.4044e+00 +4.5587e-01 -1.0019e+00 +1.8794e+00 +3.0494e+00 -3.7988e+00
4874 +3.974415601e+00 +3.974415601e+00 -4.837558440e+01 -4.837558440e+01 +6.5999e-01 -5.9923e-01 +1.9456e+00 -1.8500e+00 -1.9567e+00 +3.6688e+00 -2.7088e+00 -1.0609e+00 +3.2725e+00 -2.5335e+00 +1.9814e+00 -2.3352e+00 +4.5172e+00 -1.7961e-01 -1.1080e+00 +3.1411e-01 -1.7992e+00 +1.7205e+00 +2.1280e+00 -3.6655e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.667911105e+01 +8.667911105e+01 -9.286088895e+01 -9.286088895e+01 -6.7731e-01 -2.4103e+00 -2.7295e+00 -3.7189e+00 +1.8708e+00 -2.2821e+00 +1.9434e+00 -1.0204e+00 +1.5008e+00 +4.3950e+00 -3.3639e+00 +3.0006e+00 -1.5824e-01 +4.8414e-01 +2.3445e+00 -2.5723e+00 +3.4285e+00 -5.1791e-01 +3.3908e+00 -3.5286e-01
56 +5.971942432e+01 +5.971942432e+01 -1.198205757e+02 -1.198205757e+02 +2.3195e+00 +4.4175e-01 +4.2976e-01 +2.4305e+00 +3.6586e+00 +1.6654e+00 -2.9394e+00 +2.6957e+00 -6.8798e+00 +5.4131e+00 -2.0115e+00 +3.5584e+00 -4.7092e-01 -4.1669e+00 -3.0070e+00 +2.4029e-01 +2.6700e+00 +7.6999e+00 -1.9288e+00 -2.4438e+00
133 +3.294248041e+01 +3.294248041e+01 -1.465975196e+02 -1.465975196e+02 +6.7072e-01 -8.2052e-02 +9.0040e-01 +3.7123e+00 +4.3631e-01 +7.0438e-01 -7.2139e-01 +3.1614e+00 +8.5425e-01 +2.7836e+00 -7.8594e-01 +3.6528e+00 +2.5011e+00 -1.9981e+00 -2.0599e+00 -3.4642e+00 +9.9014e-01 +3.4496e+00 -3.6443e+00 -4.3945e-01
141 +2.182338204e+01 +2.182338204e+01 -1.577166180e+02 -1.577166180e+02 +2.8804e+00 -9.1262e-01 -7.2944e-01 +4.1174e+00 +3.4239e+00 +6.7905e-01 +8.2794e-01 +1.3082e+00 +4.2402e-01 +3.8511e+00 -2.3698e-01 +1.4968e+00 +1.3919e+00 -1.0165e+00 -6.9046e-01 -6.6827e-01 -9.5239e-01 +1.8588e+00 -1.1832e+00 -2.5393e+00
258 +1.545936850e+01 +1.545936850e+01 -1.640806315e+02 -1.640806315e+02 +4.0898e+00 -2.1982e+00 -1.0948e+00 +5.9979e+00 +5.3657e+00 +6.8520e-01 +3.4972e+00 +3.1023e+00 -6.4108e-02 +4.6939e+00 +1.2037e+00 -6.0847e-01 -1.0939e+00 -3.3275e-01 -2.2314e-02 +4.4777e-01 +2.1333e-01 +5.5352e+00 +3.7670e-01 -1.4093e+00
524 +6.839894703e+00 +6.839894703e+00 -1.727001053e+02 -1.727001053e+02 +3.2544e+00 -9.1727e-01 -1.4294e+00 +3.9455e+00 +5.0687e+00 +1.0830e+00 +2.6906e+00 +2.8352e+00 +3.6778e-01 +3.2290e+00 -2.4613e-01 -5.4656e-01 -6.3451e-01 +2.0055e-01 +2.6403e-01 +4.5994e-01 -5.3878e-01 +3.3670e+00 +1.5189e+00 -1.1105e+00
542 +4.706262407e+00 +4.706262407e+00 -1.748337376e+02 -1.748337376e+02 +2.1375e+00 -5.6886e-02 -2.1746e+00 +2.9702e+00 +4.4203e+00 +9.1740e-01 +2.4931e+00 +3.2507e+00 +5.7579e-01 +2.9184e+00 -2.5099e-01 -5.6800e-01 -1.4726e+00 +1.0907e+00 +6.6010e-01 -5.4743e-02 +1.6405e-01 +3.4127e+00 +2.0385e+00 +4.4470e-01
844 +3.651802507e+00 +3.651802507e+00 -1.758881975e+02 -1.758881975e+02 +1.8863e+00 +1.3701e-01 -2.2877e+00 +2.7432e+00 +4.1726e+00 +5.8779e-01 +2.3207e+00 +2.7326e+00 +5.6604e-01 +3.1502e+00 +1.2845e-01 -2.9426e-01 -2.4994e+00 +1.2798e+00 +1.3649e+00 +1.0399e-01 -2.1704e-01 +3.4686e+00 +2.4274e+00 -1.9331e-01
1704 +2.493070072e+00 +2.493070072e+00 -1.770469299e+02 -1.770469299e+02 +1.4515e+00 -9.2633e-02 -2.5006e+00 +2.7239e+00 +3.9958e+00 +1.7411e-01 +3.3375e+00 +3.1167e+00 +8.3775e-01 +2.3627e+00 +2.2813e-01 -4.8232e-01 -2.5138e+00 +1.1333e+00 +1.5440e+00 +2.3329e-02 -1.5593e+00 +3.4731e+00 +2.5550e+00 -5.7374e-01
1945 +1.515899365e+00 +1.515899365e+00 -1.780241006e+02 -1.780241006e+02 +1.1030e+00 +6.8593e-01 -2.4804e+00 +2.3315e+00 +4.0761e+00 -3.8028e-01 +3.4357e+00 +3.3927e+00 +7.9960e-01 +2.0792e+00 +1.8550e-01 -4.2141e-01 -1.6451e+00 +9.7693e-01 +1.6493e+00 +1.4982e-01 -1.7332e+00 +3.9377e+00 +2.2784e+00 -5.4444e-01
2107 +9.563929888e-01 +9.563929888e-01 -1.785836070e+02 -1.785836070e+02 +8.7463e-01 +6.4449e-01 -2.7138e+00 +2.2186e+00 +4.1311e+00 -5.5981e-01 +3.3353e+00 +3.3670e+00 +2.2369e-01 +2.0157e+00 -2.3306e-01 +8.1452e-02 -1.9006e+00 +8.4122e-01 +1.8674e+00 +4.1785e-02 -1.7013e+00 +3.9421e+00 +2.4442e+00 -1.1718e+00
2402 +6.307832878e-01 +6.307832878e-01 -1.789092167e+02 -1.789092167e+02 +7.3592e-01 +6.9733e-01 -2.8905e+00 +2.0679e+00 +4.2077e+00 -8.7766e-01 +3.1312e+00 +3.2139e+00 +1.8715e-01 +1.8506e+00 -2.8220e-01 +2.4716e-01 -1.4975e+00 +1.1212e+00 +1.9303e+00 +4.1622e-01 -1.7339e+00 +3.9418e+00 +2.0887e+00 -1.4581e+00
2827 +3.959333834e-01 +3.959333834e-01 -1.791440666e+02 -1.791440666e+02 +7.8464e-01 +6.1356e-01 -3.2961e+00 +2.1346e+00 +4.1224e+00 -7.4636e-01 +3.2030e+00 +3.1811e+00 +1.6892e-01 +1.7363e+00 -3.3558e-01 +3.3622e-01 -1.3018e+00 +1.3839e+00 +2.0833e+00 +5.0847e-01 -1.7654e+00 +3.8906e+00 +1.8786e+00 -1.3947e+00
3781 +2.508120932e-01 +2.508120932e-01 -1.792891879e+02 -1.792891879e+02 +9.4398e-01 +5.5815e-01 -3.4328e+00 +1.9862e+00 +3.8849e+00 -6.8762e-01 +3.2941e+00 +3.3183e+00 +1.5875e-01 +1.9407e+00 -4.8456e-01 +4.4162e-01 -1.2434e+00 +1.4841e+00 +2.0672e+00 +5.3210e-01 -1.6848e+00 +3.9433e+00 +1.6735e+00 -1.1623e+00
4187 +1.572165180e-01 +1.572165180e-01 -1.793827835e+02 -1.793827835e+02 +9.0846e-01 +6.2709e-01 -3.5069e+00 +2.0197e+00 +3.8566e+00 -6.5727e-01 +3.3678e+00 +3.3902e+00 +1.3642e-01 +2.0612e+00 -5.8445e-01 +4.6856e-01 -1.2306e+00 +1.3761e+00 +2.0386e+00 +6.5384e-01 -1.5343e+00 +3.9500e+00 +1.6934e+00 -1.1690e+00
4589 +9.849676146e-02 +9.849676146e-02 -1.794415032e+02 -1.794415032e+02 +9.3415e-01 +6.3702e-01 -3.5520e+00 +2.0934e+00 +3.7978e+00 -6.5080e-01 +3.4796e+00 +3.3637e+00 +1.3446e-01 +2.1883e+00 -6.4860e-01 +4.7253e-01 -1.1790e+00 +1.2963e+00 +2.0558e+00 +7.8462e-01 -1.4177e+00 +3.8835e+00 +1.8112e+00 -1.1269e+00
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.673437920e+01 +9.673437920e+01 +1.740443792e+02 +1.740443792e+02 -3.4359e+00 -6.6450e-01 -1.7071e-02 -1.9309e+00 +1.7598e+00 -3.6450e+00 +3.9459e+00 -8.3141e-01 -2.2976e+00 +1.0726e-01 -1.9388e+00 -5.7713e-01 +1.3899e+00 -1.1939e+00 -7.3556e-01 +3.4551e+00 -4.4876e+00 +6.8130e-01 -6.0124e-01 +5.0752e-01
11 +4.704472309e+01 +4.704472309e+01 +1.243547231e+02 +1.243547231e+02 +1.9401e+00 -2.4401e+00 +2.7784e-02 +2.0640e+00 -2.8665e+00 -3.5316e+00 -3.3761e+00 +1.4649e+00 -4.8315e+00 -8.9749e-01 +4.9290e+00 +2.4047e+00 +1.8788e+00 +3.4977e+00 +3.7996e-01 +8.1517e-01 -2.3309e+00 -1.4926e-02 +1.9261e+00 +1.7906e+00
79 +3.592833562e+01 +3.592833562e+01 +1.132383356e+02 +1.132383356e+02 +2.6435e+00 -4.8028e+00 -2.9154e+00 +2.2281e+00 +1.3762e+00 -6.4297e+00 -8.1343e-01 -1.2695e+00 -1.4852e+00 -1.8632e+00 +2.6558e+00 -2.1796e+00 +3.2153e+00 +5.8683e-01 +2.8579e+00 -1.3231e-01 -2.0854e+00 +7.3042e-01 +2.2829e+00 +4.9031e+00
89 +2.178924263e+01 +2.178924263e+01 +9.909924263e+01 +9.909924263e+01 +5.0875e+00 -2.5005e+00 -1.7759e+00 +1.0536e+00 +7.5179e-01 -2.2181e+00 +1.4124e+00 -2.2767e+00 +7.2374e-01 +4.1464e+00 +1.1976e+00 -1.3533e-01 +1.0537e+00 -9.1023e-02 +5.3118e+00 -1.8185e+00 +1.1931e-01 +1.3022e+00 +2.4414e+00 +3.3675e+00
251 +1.559677432e+01 +1.559677432e+01 +9.290677432e+01 +9.290677432e+01 +2.0552e+00 -4.2848e-02 -9.6589e-01 -8.9326e-01 -1.3993e-01 -1.1649e+00 -5.8815e-02 -6.9941e-01 -2.7351e-01 +3.2909e+00 +2.4529e+00 -3.6737e-01 +3.6649e-01 -7.0074e-01 +5.3384e+00 -3.3928e-01 +6.4867e-01 +1.3284e+00 +2.1736e+00 +6.0769e-01
477 +9.530805003e+00 +9.530805003e+00 +8.684080500e+01 +8.684080500e+01 +2.4245e+00 -9.8777e-01 -1.8443e+00 -8.3940e-01 +5.8805e-01 -2.1622e+00 +9.8998e-01 +1.1693e+00 +4.6670e-01 +1.6947e+00 -1.1652e+00 +4.4784e-01 +1.5787e+00 +1.0463e+00 +3.1798e+00 +6.6020e-01 -1.4719e+00 +1.2377e+00 +2.4839e+00 +1.2972e+00
1010 +6.199517944e+00 +6.199517944e+00 +8.350951794e+01 +8.350951794e+01 +2.1211e+00 -2.2357e-01 -7.1518e-01 -1.1239e+00 +5.2835e-01 -2.5434e+00 +6.6181e-01 +8.6284e-01 +8.8501e-01 +1.4707e+00 +4.6461e-02 +4.2389e-01 +9.8386e-01 -5.4030e-01 +2.3961e+00 +2.7677e+00 -2.1697e+00 +9.4028e-01 +2.7268e+00 +1.1650e+00
1890 +3.976398604e+00 +3.976398604e+00 +8.128639860e+01 +8.128639860e+01 +2.5714e+00 -6.8752e-01 -1.4176e+00 -1.4839e+00 +6.8269e-01 -2.6847e+00 +6.9890e-01 +2.9999e-01 +1.1747e+00 +2.0110e+00 +1.3189e+00 +7.8616e-03 +2.9015e-01 -3.3517e-01 +1.7061e+00 +3.0648e+00 -1.7387e+00 +8.9309e-01 +2.6174e+00 +1.7455e+00
3094 +2.511420269e+00 +2.511420269e+00 +7.982142027e+01 +7.982142027e+01 +2.3324e+00 -5.8688e-01 -2.9077e+00 -1.0436e+00 +9.3636e-01 -2.4979e+00 +5.6079e-01 -4.7029e-01 +1.4906e+00 +2.6609e+00 +1.5893e+00 -2.4996e-02 +1.3787e-01 -9.0478e-01 -1.3140e-01 +3.3192e+00 -1.2833e+00 +1.3852e+00 +2.5764e+00 +1.8804e+00
3838 +1.553643177e+00 +1.553643177e+00 +7.886364318e+01 +7.886364318e+01 +1.9441e+00 -5.5107e-01 -2.4983e+00 -9.5079e-01 +7.7097e-01 -2.3308e+00 +9.3178e-01 -8.5830e-01 +9.6441e-01 +2.7885e+00 +1.4790e+00 +1.1247e-01 +7.9987e-01 -2.5423e-01 -1.9455e-01 +3.3785e+00 -9.1673e-01 +1.5740e+00 +2.9533e+00 +2.1708e+00
4209 +9.794854777e-01 +9.794854777e-01 +7.828948548e+01 +7.828948548e+01 +1.6467e+00 -7.1327e-01 -2.6031e+00 -1.7540e+00 +8.8856e-01 -2.0574e+00 +9.5535e-01 -1.2300e+00 +9.3459e-01 +2.5871e+00 +1.6595e+00 +2.4703e-01 +1.1625e+00 +2.2701e-01 +1.0779e-01 +3.4473e+00 -1.0906e+00 +1.4269e+00 +2.7591e+00 +2.1519e+00
4861 +6.276709608e-01 +6.276709608e-01 +7.793767096e+01 +7.793767096e+01 +1.4407e+00 -6.8798e-01 -2.6926e+00 -1.6875e+00 +8.5036e-01 -2.1689e+00 +9.2400e-01 -1.6099e+00 +1.1741e+00 +3.0202e+00 +1.7336e+00 +2.5825e-01 +1.3483e+00 +2.7812e-01 +9.1565e-02 +3.8537e+00 -9.9533e-01 +1.6513e+00 +2.9534e+00 +2.1050e+00
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.081456982e+01 +8.081456982e+01 +1.207345698e+02 +1.207345698e+02 -4.5762e+00 +4.3843e+00 +3.0043e-01 +3.9882e-01 -1.6808e+00 -3.8252e+00 -3.6561e+00 +1.0853e-01 +3.5943e+00 +2.2231e+00 -2.5404e+00 +4.7827e+00 -8.4398e-01 -2.6865e+00 -6.7845e-01 -4.5631e+00 +5.4461e-01 -3.7639e+00 +3.3225e-01 -4.3194e+00
3 +4.846362950e+01 +4.846362950e+01 +8.838362950e+01 +8.838362950e+01 +3.0696e+00 +8.0405e-01 +2.1643e+00 -3.5122e+00 +4.7918e+00 -2.9292e+00 -2.3151e+00 -2.2934e+00 -2.6180e+00 +4.4360e+00 -1.4689e-01 +4.2623e+00 -3.9183e+00 +3.9949e+00 +8.8207e-01 -2.1887e+00 +4.0104e+00 -1.4001e+00 +6.5943e-01 -2.2169e+00
