% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.618917580e+01 +8.618917580e+01 +1.269691758e+02 +1.269691758e+02 -2.7449e+00 +3.1987e+00 +7.1759e-01 -3.9273e+00 -4.3707e+00 -4.0466e+00 +3.7283e+00 -2.3497e+00 +1.8684e+00 +4.7015e+00 +1.8982e+00 +1.3655e+00 -3.6380e+00 +4.1641e+00 +1.0038e+00 -9.7162e-01 +4.6841e+00 -4.2284e+00 -4.8380e+00 -2.8936e+00
577 +5.918697481e+01 +5.918697481e+01 +9.996697481e+01 +9.996697481e+01 -2.1876e-01 -2.4223e+00 +1.6603e+00 -1.6933e+00 -3.8766e+00 +1.2280e+00 -3.9108e+00 -3.8828e+00 +9.0272e-01 -2.3145e+00 +1.6567e+00 -1.2129e+00 +5.0000e+00 +1.5806e+00 -3.2422e-01 +1.0050e+00 +2.0078e+00 +2.6710e+00 -1.2469e+00 +1.8591e-01
1121 +3.138824131e+01 +3.138824131e+01 +7.216824131e+01 +7.216824131e+01 -2.9578e+00 -4.1705e-01 +1.8858e+00 -5.4110e-01 -3.8594e+00 +1.4576e+00 -4.6129e+00 -9.9902e-01 +3.3435e+00 +6.3119e-01 +9.9440e-02 -3.8784e+00 +3.1522e+00 +1.3409e+00 -1.2653e+00 -4.1620e-01 +2.6785e+00 +4.3526e-01 -1.8612e+00 -5.3015e-01
1185 +2.341069554e+01 +2.341069554e+01 +6.419069554e+01 +6.419069554e+01 +0.0000e+00 -1.0761e+00 +1.7894e+00 -1.9142e+00 -3.4601e+00 +1.1323e+00 -4.5316e+00 -2.4047e+00 +2.2974e+00 +9.9888e-01 -5.7188e-01 -3.8093e+00 +3.8730e+00 +7.5741e-01 +0.0000e+00 -7.9042e-01 +1.4521e+00 +1.2527e+00 +9.4982e-01 +4.4809e-01
1263 +1.477301555e+01 +1.477301555e+01 +5.555301555e+01 +5.555301555e+01 -2.2930e+00 -1.3204e+00 +3.9173e+00 -1.9297e+00 -4.2386e+00 +1.5583e+00 -3.4786e+00 -2.6143e+00 +4.9770e-01 -4.7114e+00 +1.7807e+00 -1.8862e+00 +1.1805e+00 +3.6099e+00 -1.5506e-01 -1.9784e-02 +1.1318e+00 +8.4123e-01 +1.2831e-01 +1.7453e+00
1394 +9.614290089e+00 +9.614290089e+00 +5.039429009e+01 +5.039429009e+01 -2.4066e+00 -4.7187e-03 +5.0000e+00 -1.9770e+00 -3.2808e+00 +2.1113e+00 -2.0473e+00 -2.5165e+00 +1.4912e+00 -4.9063e+00 +1.0648e+00 -1.5021e+00 -4.3191e-01 +2.8011e+00 -6.0701e-02 -8.3809e-01 +9.5785e-01 +1.7561e+00 +2.8497e-01 +1.8996e+00
1754 +4.883104759e+00 +4.883104759e+00 +4.566310476e+01 +4.566310476e+01 -2.6711e+00 -5.4513e-03 +5.0000e+00 -1.3527e+00 -3.3729e+00 +2.0479e+00 -2.0010e+00 -3.0852e+00 +2.2754e+00 -4.8859e+00 +1.6225e+00 -1.4407e+00 -3.5983e-01 +2.7968e+00 -1.2311e+00 -1.2034e+00 +7.1322e-01 +1.1499e+00 +1.8073e+00 +1.8151e+00
1954 +3.831931052e+00 +3.831931052e+00 +4.461193105e+01 +4.461193105e+01 -2.6542e+00 -4.7078e-03 +5.0000e+00 -1.3559e+00 -3.3727e+00 +2.0842e+00 -1.9995e+00 -2.9951e+00 +2.7008e+00 -4.8863e+00 +1.6468e+00 -1.4567e+00 -3.1118e-01 +2.7968e+00 -1.2949e+00 -1.2140e+00 +6.0179e-01 +1.0389e+00 +1.6885e+00 +1.8139e+00
2171 +2.269831406e+00 +2.269831406e+00 +4.304983141e+01 +4.304983141e+01 -3.1649e+00 -1.1058e-02 +5.0000e+00 -1.4214e+00 -3.5734e+00 +1.8228e+00 -2.5181e+00 -2.7462e+00 +3.7207e+00 -4.8944e+00 +1.3144e+00 -1.6954e+00 +6.1451e-01 +2.9367e+00 -1.3422e+00 -1.2068e+00 +5.7419e-01 +9.8618e-01 +6.4156e-01 +1.7425e+00
2445 +1.456444003e+00 +1.456444003e+00 +4.223644400e+01 +4.223644400e+01 -2.3455e+00 -2.2536e-01 +5.0000e+00 -1.8630e+00 -3.5870e+00 +1.0652e+00 -1.9088e+00 -2.6956e+00 +3.0823e+00 -4.8655e+00 +1.6608e+00 -2.0212e+00 +2.8522e-03 +2.6538e+00 -8.1506e-01 -1.3443e+00 +4.6880e-01 +1.1928e+00 +1.0549e+00 +1.2959e+00
2657 +9.298948099e-01 +9.298948099e-01 +4.170989481e+01 +4.170989481e+01 -2.5679e+00 -1.1464e+00 +5.0000e+00 -1.8643e+00 -3.2788e+00 +1.6802e+00 -1.4933e+00 -2.5280e+00 +3.0495e+00 -4.8770e+00 +2.0139e+00 -2.1480e+00 +3.0765e-02 +2.8673e+00 -1.4074e+00 -1.4314e+00 +1.2010e+00 +1.3219e+00 +1.5520e+00 +1.1661e+00
