% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.641585697e+07 +3.641585697e+07 +3.641580203e+07 +3.641580203e+07 +4.1197e+00 -3.9881e+00 +4.7360e+00 -2.3300e-01 -8.1638e-01 -1.4222e-02 +2.2346e+00 +2.3818e+00 -1.5851e+00 -3.3530e+00 -3.4443e+00 -3.8813e+00 +3.4071e+00 +4.5514e+00 -4.7764e+00 +6.5044e-01 +2.8905e+00 -4.4402e-01 -2.1388e+00 +1.9981e+00
2 +6.972663793e+06 +6.972663793e+06 +6.972608853e+06 +6.972608853e+06 -4.0962e+00 -4.7647e+00 +3.2088e+00 +2.3130e-03 +1.3308e+00 -8.0490e-01 +4.1339e+00 -6.1502e-01 +4.1755e+00 +2.7960e+00 -2.4798e+00 +7.6665e-01 +2.1654e+00 +4.7641e+00 +3.9139e+00 -3.5790e+00 -2.2542e+00 +1.1320e+00 +3.5938e+00 +1.2694e+00
3 +5.490518835e+06 +5.490518835e+06 +5.490463895e+06 +5.490463895e+06 -1.3735e+00 -1.3571e+00 -1.2041e+00 +4.7632e+00 +2.0758e+00 -4.3620e+00 +4.3620e+00 +2.9249e-01 -8.1942e-01 -3.5992e+00 -1.3551e+00 +3.3786e+00 +4.6627e+00 -2.3274e+00 -5.7752e-02 +2.0992e+00 +3.0770e+00 +1.6971e+00 -3.5457e+00 +2.2481e+00
63 +2.930313026e+06 +2.930313026e+06 +2.930258086e+06 +2.930258086e+06 -3.3200e+00 -1.4829e+00 -1.8153e+00 +3.4649e+00 -1.8938e+00 +4.4172e+00 +2.9555e+00 -1.5653e+00 +2.9034e+00 -5.0000e+00 -4.8092e-01 +1.8307e+00 +3.5467e+00 +4.7736e+00 -4.9393e-01 +1.9659e+00 +2.5108e+00 +1.5598e+00 -5.0000e+00 -6.8731e-01
67 +1.413220126e+06 +1.413220126e+06 +1.413165186e+06 +1.413165186e+06 -5.0000e+00 -1.8537e+00 -2.6294e+00 +4.3984e+00 +1.9545e+00 -4.3980e+00 -2.2609e+00 +6.4759e-01 -1.0827e+00 +2.2539e+00 +9.2277e-01 +3.3579e+00 +4.4676e-02 -7.5574e-01 +8.0052e-01 -6.8112e-02 +4.9592e+00 -6.9311e-01 -2.1295e+00 +1.1627e+00
168 +8.991245883e+05 +8.991245883e+05 +8.990696483e+05 +8.990696483e+05 -5.0000e+00 +0.0000e+00 -1.5333e-01 +5.0000e+00 -7.4163e-01 +3.9754e+00 -1.7485e+00 -3.3942e-01 -2.8161e+00 +4.8975e-02 +9.0613e-01 +2.1792e+00 +3.3010e-01 +3.0235e+00 -9.6462e-03 +0.0000e+00 +4.5403e+00 -1.6412e+00 -3.8475e+00 -2.8377e+00
348 +3.370484556e+05 +3.370484556e+05 +3.369935156e+05 +3.369935156e+05 -5.0000e+00 -1.0086e+00 -4.0174e+00 +5.0000e+00 -6.2225e-01 +3.3800e+00 -3.3766e+00 -1.2768e+00 -2.6608e+00 +8.9295e-01 +1.1208e+00 +1.0701e+00 +2.3645e-01 +3.1388e+00 +8.1451e-01 -2.6929e+00 +5.0000e+00 -2.5159e+00 -4.7273e+00 +0.0000e+00
1111 +2.279990535e+05 +2.279990535e+05 +2.279441135e+05 +2.279441135e+05 -5.0000e+00 -1.7153e+00 -4.6654e+00 +5.0000e+00 +7.6949e-01 +4.0583e+00 -5.0000e+00 -1.5224e+00 -2.0834e+00 +1.7436e+00 +2.0556e+00 -9.5227e-01 +1.1169e+00 +1.2448e+00 +1.4135e+00 +0.0000e+00 +5.0000e+00 -3.8198e+00 -4.4105e+00 +1.9456e+00
2065 +1.262956766e+05 +1.262956766e+05 +1.262407366e+05 +1.262407366e+05 -5.0000e+00 -1.4153e+00 -4.6694e+00 +5.0000e+00 +5.4771e-01 +3.8071e+00 -4.9651e+00 -1.2525e+00 -2.0625e+00 +1.1062e+00 +1.7470e+00 -2.6669e-01 +4.3045e-01 +7.7320e-02 +0.0000e+00 -1.5757e+00 +4.3471e+00 -4.3044e+00 -4.7559e+00 +9.8918e-01
2791 +9.266575428e+04 +9.266575428e+04 +9.261081428e+04 +9.261081428e+04 -5.0000e+00 -1.3141e+00 -4.9705e+00 +5.0000e+00 +8.9879e-01 +4.1234e+00 -4.9661e+00 -1.4059e+00 -1.6672e+00 +1.2445e+00 +2.5933e+00 -1.2656e-01 +5.9150e-01 +1.9151e-01 +0.0000e+00 -1.2338e+00 +4.5897e+00 -4.0875e+00 -4.3119e+00 +3.2811e-01
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.775971085e+07 +1.775971085e+07 +1.775976998e+07 +1.775976998e+07 -3.8035e+00 +2.3192e+00 +3.3300e-01 +3.8715e+00 +1.5679e+00 +1.3510e+00 -3.3981e+00 -2.0696e-01 -2.6886e+00 +1.8445e+00 +4.9999e+00 +4.8367e+00 +2.2812e+00 +1.0558e+00 +1.7627e+00 -2.8987e+00 -1.1710e+00 -1.1376e+00 -1.1400e+00 -2.2394e+00
2 +5.360090181e+06 +5.360090181e+06 +5.360149311e+06 +5.360149311e+06 -3.3377e+00 -2.4380e+00 -1.8944e+00 +4.5847e+00 +3.1610e+00 -4.3232e+00 +5.1365e-01 +3.2320e+00 -7.4814e-01 -2.4925e+00 +1.7379e+00 +9.0222e-01 -4.6191e-01 +3.0793e+00 +1.5588e+00 +8.5860e-01 +1.3436e+00 -2.8775e+00 -9.9162e-01 +2.9651e+00
39 +3.465805961e+06 +3.465805961e+06 +3.465865091e+06 +3.465865091e+06 +1.9373e+00 -1.6185e+00 +1.9346e+00 -8.8443e-02 +2.6000e+00 +4.9399e-01 +2.4508e+00 -2.3270e+00 +4.9374e+00 +3.8625e+00 +4.2400e+00 -4.4773e+00 +4.7161e+00 +1.7441e+00 -1.9667e+00 -4.3124e+00 -1.7997e+00 +1.9129e+00 +8.8129e-01 +5.0672e-01
66 +2.124668506e+06 +2.124668506e+06 +2.124727636e+06 +2.124727636e+06 +4.5246e+00 +2.1175e+00 +1.5185e+00 -5.3413e-01 -9.2202e-01 -2.9894e+00 +4.8061e+00 -4.4275e-01 +2.4299e+00 +1.9491e+00 +3.5452e+00 -5.0000e+00 +5.0000e+00 +3.8503e+00 +7.6402e-01 -2.4382e+00 +2.5844e+00 +1.5403e+00 -7.2346e-01 -8.9755e-01
67 +1.322564489e+06 +1.322564489e+06 +1.322623619e+06 +1.322623619e+06 +7.1322e-01 -2.4700e+00 +1.1119e+00 -1.4333e+00 +3.8616e+00 +8.0001e-01 +7.6173e-01 +2.9028e+00 -3.0702e+00 +1.9204e+00 +1.1235e+00 -3.4709e-02 +5.0000e+00 +3.6071e+00 -1.5535e+00 -5.0000e+00 +3.5739e+00 -3.1223e-01 +2.0269e+00 +2.5760e+00
326 +6.076080522e+05 +6.076080522e+05 +6.076671822e+05 +6.076671822e+05 -3.8715e-01 +1.6710e-01 +2.5333e+00 +0.0000e+00 +3.5587e+00 +1.1661e+00 +1.3599e+00 +2.2999e+00 -1.1106e+00 -1.2368e+00 +3.3552e-01 +3.8688e-01 +1.2796e+00 +3.9065e+00 -3.5552e+00 -5.0000e+00 +4.6739e+00 +8.0846e-01 +4.9709e+00 +9.2612e-01
1190 +2.512852833e+05 +2.512852833e+05 +2.513444133e+05 +2.513444133e+05 +5.3183e-01 -2.8466e+00 +1.4047e+00 +1.7178e+00 +3.5495e+00 -7.1936e-01 -4.4471e-02 +8.1162e-01 -1.3116e+00 -2.6316e+00 +1.5542e+00 -1.3002e+00 +3.1764e+00 +6.3546e-01 -4.6961e+00 -4.3112e+00 +4.8088e+00 +1.3217e+00 +1.9002e+00 +3.4022e+00
1674 +2.430258245e+05 +2.430258245e+05 +2.430849545e+05 +2.430849545e+05 +1.3774e+00 +0.0000e+00 +3.6737e+00 +9.7737e-01 +4.8606e+00 -4.6444e+00 -8.5312e-01 +2.6688e+00 -3.3537e-01 -3.1621e+00 +4.5665e-01 -2.2462e-01 +2.1426e+00 +2.5040e-02 -4.8271e+00 -4.0397e+00 +4.7621e+00 +1.8548e+00 +2.4316e+00 -1.5403e+00
2714 +1.350854169e+05 +1.350854169e+05 +1.351445469e+05 +1.351445469e+05 +9.2038e-01 -5.9803e-01 +2.6881e+00 +7.9651e-01 +4.2946e+00 -4.0829e+00 -1.0997e+00 +2.2998e+00 -1.5548e-01 -3.9308e+00 +7.5200e-01 -1.7574e-01 +2.3241e+00 +5.0645e-02 -4.9307e+00 -3.9926e+00 +4.8771e+00 +2.9828e+00 +2.1219e+00 -1.6097e-01
2882 +7.743817029e+04 +7.743817029e+04 +7.749730029e+04 +7.749730029e+04 +4.9303e-01 -6.0859e-01 +2.6415e+00 +6.4485e-01 +3.8361e+00 -2.8686e+00 -1.5044e+00 +2.5542e+00 -1.5149e-01 -4.1567e+00 +9.8372e-01 -1.9508e-01 +1.7215e+00 +5.1472e-02 -4.9427e+00 -3.8116e+00 +4.6415e+00 +2.5886e+00 +1.9537e+00 -1.6084e-01
3024 +6.282889746e+04 +6.282889746e+04 +6.288802746e+04 +6.288802746e+04 +5.9672e-01 -4.9981e-01 +2.6627e+00 +7.5480e-01 +3.8990e+00 -3.1213e+00 -1.3999e+00 +1.7137e+00 -1.2490e-01 -4.4927e+00 +3.4005e-01 -2.2223e-01 +1.2334e+00 +5.1568e-02 -4.9520e+00 -3.8665e+00 +4.4317e+00 +3.2292e+00 +1.8707e+00 -2.1497e-01
3344 +3.896439147e+04 +3.896439147e+04 +3.902352147e+04 +3.902352147e+04 +3.2275e-01 -3.8846e-01 +2.4889e+00 +8.5660e-01 +3.8462e+00 -2.9135e+00 -1.1184e+00 +2.0567e+00 -1.1166e-01 -4.7524e+00 +5.0336e-01 -2.2407e-01 +3.9812e-01 +5.1573e-02 -4.9672e+00 -3.6820e+00 +4.3655e+00 +3.0674e+00 +1.9992e+00 -2.7158e-01
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
