% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.082025890e+02 +4.082025890e+02 +3.989925890e+02 +3.989925890e+02 +1.3001e+00 -3.5097e+00 +8.1124e-02 -3.0687e+00 +1.0785e+00 +2.0110e+00 +2.1996e+00 -3.0639e+00 -3.6108e+00 +1.4041e+00 -3.7992e-02 -1.1698e+00 +2.7736e+00 -2.4739e+00 +3.2951e+00 -5.6020e-02 +3.2906e+00 -5.5479e-02 +9.1373e-01 +1.1218e+00
3 +3.926139392e+02 +3.926139392e+02 +3.834039392e+02 +3.834039392e+02 +1.6697e+00 -4.3567e+00 +5.0832e-01 -1.9122e+00 +5.2011e+00 +2.4981e+00 +3.6724e+00 -1.6622e+00 -6.4478e+00 +2.2643e+00 +1.2340e+00 -1.3763e+00 +3.5158e+00 -3.2364e+00 +2.5810e+00 +1.0327e+00 +5.2618e+00 +3.3615e+00 -2.3008e+00 -2.5662e+00
45 +2.368123547e+02 +2.368123547e+02 +2.276023547e+02 +2.276023547e+02 +6.3605e+00 -9.6795e-01 +3.9453e+00 -8.7179e+00 +2.4965e+00 +4.5194e-01 +2.3034e+00 -5.2492e-01 -3.4456e+00 +2.8960e+00 -4.4076e+00 -1.0412e+00 +4.0759e+00 -3.7332e+00 +2.7153e+00 -1.9345e+00 +5.1625e+00 +4.9875e+00 -5.3306e+00 +5.0359e+00
67 +1.254026239e+02 +1.254026239e+02 +1.161926239e+02 +1.161926239e+02 +3.0166e+00 +1.9531e+00 +2.1971e+00 -4.8017e+00 -1.2041e-01 +3.6123e+00 +5.6166e+00 +1.9938e+00 -1.5616e+00 -3.2104e+00 -7.1514e+00 -2.3703e+00 +4.9295e+00 +2.4139e+00 -1.0599e+00 -5.9129e+00 +9.0783e+00 +3.2113e+00 -4.5614e+00 +1.0384e+01
88 +9.048022322e+01 +9.048022322e+01 +8.127022322e+01 +8.127022322e+01 +2.6753e+00 +2.0429e+00 +3.6969e+00 -7.4329e+00 -2.8999e+00 +2.8425e+00 +1.0630e+01 +3.0623e+00 +6.1913e-01 -4.8596e+00 -1.3662e+01 -6.6216e+00 +3.4533e+00 +1.5971e+00 -1.6373e+00 -7.1420e+00 +1.2574e+01 +6.9208e+00 -1.1266e+01 +1.3676e+01
115 +3.970329884e+01 +3.970329884e+01 +3.049329884e+01 +3.049329884e+01 +1.0985e+00 +4.3917e+00 +3.4617e+00 -6.6894e+00 -9.5576e+00 +8.6505e+00 +7.9217e+00 +6.8700e+00 -1.4745e-01 -9.0501e+00 -1.1122e+01 -1.3481e+01 +5.4814e+00 +7.7499e+00 -4.4926e+00 -9.5116e+00 +1.3124e+01 +6.5485e+00 -9.3109e+00 +1.6069e+01
143 +2.329214177e+01 +2.329214177e+01 +1.408214177e+01 +1.408214177e+01 +3.1398e+00 +5.8951e+00 +3.3412e+00 -7.8111e+00 -9.9773e+00 +4.5145e+00 +5.9246e+00 +5.9227e+00 +6.4099e+00 -7.6295e+00 -5.8389e+00 -2.1570e+01 +1.0439e+01 +2.0871e+01 -8.4468e+00 -1.0210e+01 +1.7276e+01 +6.8388e+00 -1.0886e+01 +1.5838e+01
175 +1.195720210e+01 +1.195720210e+01 +2.747202103e+00 +2.747202103e+00 +1.4354e+01 +6.6340e+00 +7.6663e+00 -2.1763e+00 -9.9043e+00 +2.5087e+01 +1.2157e+01 +4.3002e+00 +5.5276e+00 -7.5296e+00 -9.2198e+00 -1.4497e+01 +1.5898e+01 +1.0641e+01 -6.4623e+00 -1.1417e+01 +1.4026e+01 +5.0498e+00 -1.0182e+01 +2.7058e+01
238 +5.478679256e+00 +5.478679256e+00 -3.731320744e+00 -3.731320744e+00 +6.6942e+00 +4.3573e+00 +7.6984e+00 +1.6956e+00 -1.9385e+01 +1.0679e+01 +1.0994e+01 +8.1545e+00 +1.2296e+01 -1.1627e+01 -2.9885e+01 -2.4957e+01 +5.6672e+00 +4.3257e+01 -1.9739e+01 -1.9280e+01 +2.5739e+01 +8.8262e+00 -1.9898e+01 +4.0958e+01
244 +2.131628207e-14 +2.131628207e-14 -9.210000000e+00 -9.210000000e+00 +9.5976e+00 +1.6519e+01 +7.5581e+00 +1.1029e+01 -1.7770e+01 +1.2559e+01 +1.4178e+01 +1.4670e+01 +7.5942e+00 -9.9787e+00 -2.5928e+01 -2.5229e+01 +1.6122e+01 +1.3651e+01 -2.2139e+01 -2.8477e+01 +2.1647e+01 +1.6526e+01 -1.8684e+01 +2.1606e+01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.333749362e+02 +3.333749362e+02 +9.893649362e+02 +9.893649362e+02 +3.9837e+00 +1.9140e+00 -3.6243e+00 -3.3535e+00 +2.5270e+00 -3.7008e+00 -3.7498e+00 -1.1221e+00 +1.2678e+00 +1.0725e+00 -1.4721e+00 +1.0241e-01 +3.1780e+00 -2.8943e-01 -4.4204e-02 +1.7626e-01 +3.5581e-01 -2.6031e+00 +1.6823e+00 +1.8851e+00
40 +2.359498671e+02 +2.359498671e+02 +8.919398671e+02 +8.919398671e+02 +3.4375e+00 +6.0965e+00 -1.3929e+00 -5.5706e+00 +3.1934e+00 -4.4474e+00 -6.0255e+00 +2.2797e-01 +1.8375e+00 +5.4973e-02 -2.9567e+00 -1.2312e+00 +2.5206e+00 +2.9114e-01 +4.3275e-01 +2.9667e+00 -2.1906e+00 -9.1557e+00 +6.6423e+00 +7.2472e+00
