% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.415508027e+05 +7.415508027e+05 +7.416999527e+05 +7.416999527e+05 -4.4958e+00 +7.6396e-01 -4.0405e+00 -2.0899e+00 -1.7044e+00 +4.7743e+00 +1.6515e+00 +2.7312e+00 +2.6823e+00 -3.5181e+00 +2.4224e+00 +9.1098e-01 +3.2603e+00 +3.6378e+00 +1.6689e+00 -3.9428e+00 -2.5803e+00 +3.7027e+00 +4.9970e+00 +3.8905e+00
3 +5.601840506e+05 +5.601840506e+05 +5.603332006e+05 +5.603332006e+05 -3.3184e+00 +1.8147e+00 -1.1446e+00 -1.1278e+00 -1.0988e+00 +3.4618e+00 -2.7312e+00 +2.0806e-01 -4.1305e+00 +3.3490e+00 -4.8546e+00 +1.5353e+00 +7.6840e-01 -4.1143e+00 -2.3614e+00 +4.0093e+00 +4.8161e+00 -2.6456e+00 +4.5635e+00 +4.5784e+00
4 +1.467570143e+05 +1.467570143e+05 +1.469061643e+05 +1.469061643e+05 +2.0015e+00 +1.8137e+00 -3.4867e+00 +1.3726e+00 -3.3810e+00 -5.3715e-01 +8.6392e-01 -1.4847e+00 -3.1595e+00 +2.9155e+00 -2.2823e+00 +4.4784e+00 +4.3814e+00 +3.2142e+00 -3.5822e+00 -5.3825e-01 -2.2921e+00 -1.7531e+00 -2.6761e+00 -1.2320e-01
86 +8.724640073e+04 +8.724640073e+04 +8.739555073e+04 +8.739555073e+04 -2.5642e+00 -4.5299e-01 -1.0487e+00 -3.8264e-01 -5.0866e-01 -1.1445e+00 +1.1365e+00 -2.4807e+00 +6.5328e-01 -2.3177e+00 +1.3753e+00 +3.0390e+00 +2.6214e-01 -2.7259e+00 +2.4226e+00 +1.0863e+00 -2.7936e+00 -1.8206e+00 -3.7500e+00 +1.1502e+00
148 +5.407479235e+04 +5.407479235e+04 +5.422394235e+04 +5.422394235e+04 +5.3837e-01 +8.8092e-01 +2.3514e+00 +4.0514e-01 +6.6530e-02 -1.1602e+00 -2.0669e+00 -2.1846e+00 +7.3890e-01 -1.4602e+00 -4.8384e-01 +1.3166e+00 +4.8902e+00 +6.0201e-01 +1.0714e+00 +3.8717e-01 -3.1760e+00 -1.1734e+00 -3.1727e-01 -4.1655e-01
265 +3.083073725e+04 +3.083073725e+04 +3.097988725e+04 +3.097988725e+04 +1.5557e+00 -1.1949e+00 -7.0111e-02 -1.9511e+00 -2.4664e+00 +4.2604e-02 -1.4331e+00 -1.7701e+00 -1.0843e+00 -1.0314e-01 -2.3756e-01 +2.7283e+00 +2.3373e+00 -8.8547e-01 -7.9028e-02 -8.9087e-01 -3.6229e+00 -1.4917e+00 -4.7506e+00 +1.4398e+00
353 +2.214565553e+04 +2.214565553e+04 +2.229480553e+04 +2.229480553e+04 -1.5279e+00 -1.7864e+00 -1.9309e+00 +9.3366e-01 -1.2855e+00 -5.4061e-01 -5.9696e-01 -2.3490e+00 -3.3549e-01 -2.3184e+00 +7.1354e-01 +1.6966e+00 +1.5976e+00 -2.1423e+00 +5.1322e-01 +2.6629e-01 -2.5206e+00 -6.2615e-01 -3.7339e+00 +2.6677e+00
364 +1.076653649e+04 +1.076653649e+04 +1.091568649e+04 +1.091568649e+04 +1.1108e+00 -2.7786e+00 -4.8968e-01 -1.9628e-01 -2.2113e+00 -1.0043e+00 -2.1130e+00 -1.6519e+00 -3.6796e-01 -1.3489e+00 -9.5455e-01 +1.9348e+00 +3.3869e+00 +1.3380e-01 +8.0963e-01 +2.7230e-01 -1.5211e+00 +3.0166e-01 -3.8206e+00 +6.6874e-01
381 +7.671430282e+03 +7.671430282e+03 +7.820580282e+03 +7.820580282e+03 +8.8753e-01 -2.5439e+00 -1.1590e+00 +8.0504e-01 -2.9437e+00 -6.7150e-01 -2.2987e-01 -1.4288e+00 -1.1318e+00 -1.0408e+00 -3.1691e-01 +1.3900e+00 +2.9179e+00 -7.4614e-01 -1.2097e-01 -2.4098e-01 -1.8529e+00 +3.4005e-01 -4.8344e+00 +2.7610e+00
424 +3.834170051e+03 +3.834170051e+03 +3.983320051e+03 +3.983320051e+03 +4.2143e-01 -1.8475e+00 -1.4687e+00 +9.8974e-01 -1.7871e+00 -4.6881e-01 -6.7075e-01 -1.1649e+00 -5.0401e-01 -1.0195e+00 -1.2362e+00 +9.9296e-01 +7.8356e-01 -4.0664e-01 -5.5131e-01 -6.4464e-01 -1.3143e+00 +3.5861e-01 -5.0926e+00 +2.1098e+00
816 +2.319616546e+03 +2.319616546e+03 +2.468766546e+03 +2.468766546e+03 -3.2554e-02 -1.3707e+00 -2.3049e+00 +2.2168e+00 -2.0717e+00 -3.9895e-01 -6.2308e-01 -1.2163e+00 -9.6243e-01 -1.4874e+00 -1.5726e+00 +2.4747e-02 +4.9108e-01 -5.6441e-01 -1.9302e+00 -1.0146e+00 -1.3272e+00 +1.0780e-01 -5.3448e+00 +2.7217e+00
1357 +1.549741619e+03 +1.549741619e+03 +1.698891619e+03 +1.698891619e+03 +1.2947e-01 -1.2470e+00 -2.2510e+00 +2.1236e+00 -2.2341e+00 -9.7848e-01 -6.0264e-01 -1.2868e+00 -9.5132e-01 -1.5561e+00 -1.6934e+00 +2.5572e-01 +1.1471e+00 -7.8340e-01 -1.6005e+00 -1.0416e+00 -1.5946e+00 -1.2150e-01 -5.1492e+00 +2.1896e+00
1861 +9.934134052e+02 +9.934134052e+02 +1.142563405e+03 +1.142563405e+03 +1.5205e-01 -8.5030e-01 -1.8310e+00 +1.7950e+00 -2.5899e+00 -1.1728e+00 -6.7640e-01 -9.9595e-01 -4.4289e-01 -1.5914e+00 -1.6732e+00 +1.2210e-01 +2.4332e+00 -9.3748e-01 -1.6066e+00 -1.4008e+00 -1.1566e+00 -3.6579e-01 -4.6914e+00 +4.4017e-01
2963 +6.303001311e+02 +6.303001311e+02 +7.794501311e+02 +7.794501311e+02 -2.1188e-01 -1.0995e+00 -1.5697e+00 +1.4487e+00 -2.7160e+00 -1.1925e+00 -6.7645e-01 -8.4897e-01 -3.5106e-01 -1.2703e+00 -1.8425e+00 +5.7282e-01 +2.5853e+00 -8.4021e-01 -1.2671e+00 -9.4845e-01 -6.2135e-01 -6.9811e-01 -4.1305e+00 -1.3966e+00
4169 +3.939158850e+02 +3.939158850e+02 +5.430658850e+02 +5.430658850e+02 -3.5850e-01 -1.1190e+00 -1.4429e+00 +1.5955e+00 -2.8646e+00 -1.1927e+00 -8.0919e-01 -9.4129e-01 -3.5953e-01 -1.2513e+00 -1.7326e+00 +8.2258e-01 +2.8158e+00 -4.4967e-01 -6.1678e-01 -5.6071e-01 -3.1139e-01 -8.2776e-01 -3.1398e+00 -3.2997e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.437703685e+06 +1.437703685e+06 +1.436703685e+06 +1.436703685e+06 +1.3747e+00 -4.3770e+00 +4.5037e+00 +4.5026e+00 +4.1924e+00 -4.6481e+00 +4.7016e+00 +1.2508e+00 +4.4757e+00 +1.0110e+00 -3.7407e+00 +3.8549e+00 -2.7625e+00 -8.2234e-01 -4.9700e+00 +1.2591e+00 +4.9369e+00 +3.0145e+00 -3.1902e+00 -3.7154e+00
2 +9.543554791e+05 +9.543554791e+05 +9.533554791e+05 +9.533554791e+05 -4.4412e+00 -3.8143e+00 +1.1872e+00 -1.3766e+00 +1.2919e+00 +3.0191e+00 +2.4106e+00 +4.5278e+00 +5.2389e-01 -4.6292e+00 -1.5798e+00 -3.5305e-01 +4.1386e+00 -1.9808e-01 +9.8321e-01 +2.3198e-01 -3.1243e+00 +2.9601e+00 +4.2137e+00 +1.1534e+00
8 +3.188731747e+05 +3.188731747e+05 +3.178731747e+05 +3.178731747e+05 -3.4978e+00 -1.3007e-01 -1.9976e+00 +2.6749e+00 -4.9694e-01 -3.4565e+00 -4.9602e+00 -6.4387e-01 +2.8045e+00 -3.6791e-01 +4.3299e+00 -4.4426e+00 +2.8933e+00 +2.1871e-01 +3.8493e+00 -3.9027e+00 -1.3303e+00 -3.9858e+00 -2.1395e+00 -4.6326e+00
61 +1.683841671e+05 +1.683841671e+05 +1.673841671e+05 +1.673841671e+05 -3.0107e+00 +2.2373e+00 +1.1501e+00 -1.4828e+00 -6.6717e+00 +1.9944e+00 +3.0850e-01 -5.5329e+00 -3.5870e+00 -5.1087e-01 +6.4618e-01 -1.3169e-01 +3.0216e+00 -3.7136e+00 +3.9956e+00 -1.0021e+00 -1.5754e+00 -2.6114e-01 -2.9051e+00 +8.9813e-01
121 +5.225478988e+04 +5.225478988e+04 +5.125478988e+04 +5.125478988e+04 -3.1146e+00 +7.1223e-01 +8.0307e-01 +3.4137e-01 -4.2369e+00 +1.3025e+00 -3.4460e+00 -3.4195e+00 -1.9684e+00 -6.4743e-01 +9.7578e-01 -3.0888e+00 +1.5574e+00 -4.9242e+00 +3.0226e+00 -2.3939e+00 -1.7595e+00 -1.2397e+00 -2.3840e+00 -1.2142e+00
243 +3.750453202e+04 +3.750453202e+04 +3.650453202e+04 +3.650453202e+04 -3.9112e+00 +3.8299e+00 +1.7315e+00 -1.0281e+00 -2.9446e+00 +1.8334e+00 -4.8266e+00 -1.6133e+00 -1.7705e+00 +1.5167e+00 -1.5863e-01 -1.9056e+00 -6.6407e-01 -1.7091e+00 +2.6369e+00 -1.6630e+00 -1.9746e+00 -1.5302e+00 -3.3960e+00 -7.7697e-01
303 +1.800275994e+04 +1.800275994e+04 +1.700275994e+04 +1.700275994e+04 -2.6470e+00 +1.5761e+00 +1.6721e+00 +1.0551e-01 -1.0435e+00 -3.9724e-03 -3.6861e+00 -1.0258e+00 +4.3950e-01 +3.5200e+00 -5.8389e-01 -3.9119e+00 +1.2715e+00 -9.8036e-01 +8.4667e-01 -2.8923e+00 -1.5740e+00 -1.6527e+00 -6.8129e-01 -3.4960e+00
371 +1.249156859e+04 +1.249156859e+04 +1.149156859e+04 +1.149156859e+04 -1.4159e+00 +1.2132e+00 +9.5780e-01 +1.4275e-01 -1.4434e+00 +4.4809e-01 -3.6308e+00 -9.7944e-02 -1.1398e+00 +2.7600e+00 -6.4563e-01 -3.0488e+00 +5.5691e-02 -2.2242e+00 +1.1409e+00 -2.4675e+00 -8.5890e-01 -3.6763e+00 -2.1921e+00 -4.0550e+00
428 +9.104442736e+03 +9.104442736e+03 +8.104442736e+03 +8.104442736e+03 -1.8258e+00 +2.1493e+00 +1.2655e+00 -3.7434e-01 -1.9258e+00 +4.7223e-01 -4.9608e+00 -4.0603e-01 -5.5977e-01 +2.7936e+00 -5.7634e-01 -2.8571e+00 -7.1516e-01 -2.3098e+00 +1.4466e+00 -2.9969e+00 -1.2123e+00 -4.0846e+00 -2.5648e+00 -3.2353e+00
564 +5.648240390e+03 +5.648240390e+03 +4.648240390e+03 +4.648240390e+03 -2.0320e+00 +2.2474e+00 +1.8178e+00 -4.3654e-01 -1.8906e+00 +5.0347e-01 -4.3500e+00 -1.1943e+00 -8.8797e-01 +2.0790e+00 -1.2546e+00 -2.9104e+00 -8.1649e-01 -2.3195e+00 +1.3920e+00 -2.4823e+00 -3.5986e-01 -4.0209e+00 -1.5734e+00 -3.2140e+00
703 +3.591483322e+03 +3.591483322e+03 +2.591483322e+03 +2.591483322e+03 -2.1508e+00 +2.2176e+00 +2.4175e+00 -7.4525e-01 -2.6245e+00 +4.1682e-01 -3.5508e+00 -1.9781e+00 -1.1491e+00 +2.1019e+00 -9.2906e-01 -1.5616e+00 -3.9012e-01 -2.3223e+00 +1.3334e+00 -1.6426e+00 -6.5576e-01 -3.0276e+00 -1.5177e+00 -1.9540e+00
1003 +2.493633032e+03 +2.493633032e+03 +1.493633032e+03 +1.493633032e+03 -2.0863e+00 +1.8379e+00 +2.1924e+00 -1.3353e+00 -3.0313e+00 -6.2955e-01 -3.9049e+00 -2.0645e+00 -1.0143e+00 +2.1570e+00 -4.5200e-01 -1.0275e+00 -1.6237e-01 -2.1649e+00 +1.4352e+00 -1.3550e+00 -1.4076e-01 -4.5745e+00 -1.3619e+00 -2.2027e+00
1504 +1.556514296e+03 +1.556514296e+03 +5.565142957e+02 +5.565142957e+02 -2.3590e+00 +1.7811e+00 +2.1141e+00 -1.0963e+00 -2.7889e+00 -3.8503e-01 -3.7617e+00 -1.9088e+00 -9.2937e-01 +2.5378e+00 -3.0598e-01 -1.0367e+00 -3.6870e-01 -2.3575e+00 +1.1022e+00 -1.4484e+00 -4.7571e-01 -4.2419e+00 -1.8150e+00 -2.1054e+00
1762 +9.877317136e+02 +9.877317136e+02 -1.226828644e+01 -1.226828644e+01 -2.5506e+00 +1.7226e+00 +2.2374e+00 -1.1648e+00 -2.2792e+00 -2.9823e-01 -3.6254e+00 -1.8967e+00 -8.6921e-01 +2.6990e+00 -4.6181e-01 -8.8779e-01 -1.9211e-01 -2.7484e+00 +9.0949e-01 -1.2317e+00 -3.7551e-01 -4.2051e+00 -1.8066e+00 -2.0521e+00
1981 +6.189970891e+02 +6.189970891e+02 -3.810029109e+02 -3.810029109e+02 -2.6332e+00 +1.6244e+00 +2.0075e+00 -1.1368e+00 -2.0138e+00 -3.1898e-01 -3.0347e+00 -1.7434e+00 -9.4546e-01 +3.0777e+00 -4.8157e-01 -9.6546e-01 -2.3795e-01 -2.9681e+00 +6.7809e-01 -1.4178e+00 -2.1905e-01 -4.4511e+00 -2.1055e+00 -2.0389e+00
2431 +3.961357345e+02 +3.961357345e+02 -6.038642655e+02 -6.038642655e+02 -2.6079e+00 +1.6035e+00 +1.8619e+00 -1.3446e+00 -1.9743e+00 -7.8417e-02 -2.4059e+00 -1.8856e+00 -7.8994e-01 +3.0800e+00 -5.7072e-01 -1.0047e+00 -6.0763e-01 -3.0009e+00 +7.6424e-01 -1.6757e+00 -7.3951e-02 -4.4080e+00 -1.9462e+00 -1.6787e+00
2768 +2.469227630e+02 +2.469227630e+02 -7.530772370e+02 -7.530772370e+02 -2.6326e+00 +1.3418e+00 +1.7294e+00 -1.4024e+00 -2.0720e+00 -9.8665e-02 -2.3001e+00 -2.0046e+00 -6.5032e-01 +3.0559e+00 -6.9551e-01 -9.3752e-01 -5.8613e-01 -3.1064e+00 +7.4815e-01 -1.3715e+00 -3.3085e-01 -4.3310e+00 -2.0850e+00 -1.8297e+00
3465 +1.577150942e+02 +1.577150942e+02 -8.422849058e+02 -8.422849058e+02 -2.8830e+00 +1.2341e+00 +1.5163e+00 -1.5619e+00 -2.1244e+00 -1.0273e-01 -2.3312e+00 -2.0211e+00 -4.1019e-01 +2.8171e+00 -9.9581e-01 -1.2853e+00 -7.9017e-01 -3.3456e+00 +5.1882e-01 -1.4599e+00 -5.5005e-01 -4.1626e+00 -2.2128e+00 -2.2046e+00
