% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.750705169e+07 +4.750705169e+07 +4.750684181e+07 +4.750684181e+07 -3.6670e-01 -2.6762e+00 +3.0405e+00 +1.9591e+00 -4.4209e+00 +3.4105e+00 -2.9024e+00 +8.3364e-01 -9.0716e-01 +2.6475e+00 -1.3020e+00 +1.0184e+00 -1.9360e+00 +4.5109e+00 +8.0160e-01 -3.4818e+00 +2.3220e+00 -2.9146e+00 -2.3286e+00 -4.4417e+00
2 +1.276183347e+07 +1.276183347e+07 +1.276162359e+07 +1.276162359e+07 +1.4760e+00 +4.5219e+00 -3.5936e+00 -4.6658e+00 -5.2162e-01 -4.4932e+00 +3.1828e+00 +2.2078e+00 +1.8067e-01 -5.1695e-01 +9.8094e-01 +1.8409e+00 +4.0422e+00 +2.8936e+00 -2.3589e-01 +4.5776e+00 +3.5598e+00 +7.8388e-01 -4.5466e+00 +2.0261e+00
14 +5.307620190e+06 +5.307620190e+06 +5.307410310e+06 +5.307410310e+06 +2.2392e+00 -7.7892e-01 -1.4292e+00 +1.7173e+00 -1.5042e+00 -3.4237e+00 +4.9654e+00 -1.2805e+00 -5.0270e-01 -2.2268e+00 +3.5354e+00 -3.5098e+00 +4.2190e-01 +2.2859e+00 +4.3805e-01 +9.1081e-02 -1.8452e+00 +3.9708e+00 -1.1615e+00 +3.7193e+00
189 +3.336605265e+06 +3.336605265e+06 +3.336395385e+06 +3.336395385e+06 -1.9343e+00 -3.9582e+00 +1.2686e-01 -1.4856e+00 -4.3482e+00 +3.3231e+00 +7.0278e-01 +4.3684e+00 +4.4764e+00 +2.3226e+00 -2.2577e+00 -3.7680e+00 +3.1327e+00 -2.9803e-01 -2.8868e+00 -3.2944e+00 -1.5690e+00 -1.8719e-01 -2.1634e+00 +2.5867e+00
199 +2.447954310e+06 +2.447954310e+06 +2.447744430e+06 +2.447744430e+06 +1.9307e+00 +7.9550e-01 +4.9802e+00 -1.1080e+00 +1.0355e+00 +4.0080e+00 -3.6177e+00 +4.9798e+00 -1.3806e+00 -1.2334e+00 -7.6906e-01 +4.0736e+00 +3.3499e+00 -1.8549e+00 +3.3544e-01 -1.6352e+00 -2.6711e+00 +4.3127e+00 -1.1624e+00 +1.0228e+00
591 +1.427414057e+06 +1.427414057e+06 +1.427204177e+06 +1.427204177e+06 +1.4440e+00 +4.2567e+00 +3.2604e-01 +2.6808e+00 -4.7264e+00 -8.1277e-02 +1.4338e+00 -2.7857e-01 -2.4298e+00 +3.2195e+00 -3.9117e+00 -9.7943e-03 +4.4410e+00 +6.8103e-01 -1.3812e+00 -2.8546e+00 -6.5142e-01 +3.5558e+00 -2.6897e+00 +1.1931e+00
1167 +6.765974409e+05 +6.765974409e+05 +6.763875609e+05 +6.763875609e+05 -1.9343e+00 -3.9582e+00 +1.2686e-01 -1.4856e+00 -4.3482e+00 -8.1277e-02 +1.4338e+00 -2.7869e-01 -2.4297e+00 +3.2195e+00 -3.9117e+00 -1.3479e-01 +4.4410e+00 +6.8103e-01 -1.3812e+00 -2.8526e+00 -2.6711e+00 +3.5558e+00 -2.5647e+00 +1.1930e+00
1491 +6.295438310e+05 +6.295438310e+05 +6.293339510e+05 +6.293339510e+05 -1.9343e+00 -2.9394e+00 -7.4552e-01 +2.4728e+00 +4.8874e+00 +5.3336e+00 +4.7889e+00 -3.0241e+00 -1.1306e+00 -3.7334e+00 -7.6906e-01 +4.0736e+00 +3.3499e+00 -1.8549e+00 -1.3812e+00 -2.8526e+00 -2.6711e+00 +3.5558e+00 -2.5647e+00 +1.1930e+00
1883 +2.575671188e+05 +2.575671188e+05 +2.573572388e+05 +2.573572388e+05 +9.1478e-01 -1.5672e+00 -1.7569e+00 +3.1716e+00 +6.7635e-01 +2.0711e-01 +1.4338e+00 -2.7869e-01 -2.4297e+00 +3.2195e+00 -3.9117e+00 -1.3479e-01 +4.4410e+00 +6.6541e-01 -1.3812e+00 -2.8526e+00 -2.6711e+00 +3.5558e+00 -2.5647e+00 +1.7703e+00
2133 +1.808640182e+05 +1.808640182e+05 +1.806541382e+05 +1.806541382e+05 +9.1478e-01 -1.5672e+00 +4.8941e+00 -1.1080e+00 +1.0355e+00 +4.0080e+00 +9.6278e-01 -1.0241e+00 +2.0177e+00 -4.5362e+00 -3.4971e-01 +4.0736e+00 +3.3499e+00 -1.8549e+00 -1.2936e+00 -3.6181e+00 -2.6711e+00 +3.5558e+00 -2.5647e+00 +1.7703e+00
