% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.714270788e+06 +4.714270788e+06 +4.714060908e+06 +4.714060908e+06 -2.3459e+00 -1.3189e+00 +1.5779e+00 -2.4975e-01 +4.5628e-01 -1.5150e+00 +2.9665e+00 -2.7439e+00 +1.8061e+00 -2.1970e+00 +3.6120e+00 -2.1677e+00 +1.6238e+00 +2.2518e+00 +1.0354e+00 +2.4238e+00 -3.5514e+00 +2.6416e+00 -2.4062e+00 +3.3223e+00
16 +2.897140256e+06 +2.897140256e+06 +2.896930376e+06 +2.896930376e+06 -1.0930e+00 +4.0929e+00 +5.6536e+00 +1.0423e+00 -1.7574e+00 -2.6477e+00 +3.4941e+00 -3.2322e+00 +8.4667e-01 -1.3653e+00 +7.1078e+00 -3.8931e+00 -2.7562e-01 +1.9316e+00 +1.2406e+00 +8.4009e-03 -4.5608e+00 +1.8263e+00 -2.2818e+00 +2.8619e+00
36 +1.929049779e+06 +1.929049779e+06 +1.928839899e+06 +1.928839899e+06 -1.9278e+00 -1.4653e+00 +3.5599e+00 +1.6900e-01 -2.3594e+00 +1.9956e+00 +2.8479e+00 -2.4671e+00 +1.2857e+00 +2.8940e-01 +6.5605e+00 -2.4548e+00 -2.0135e+00 -2.1439e-02 -1.5724e+00 -1.1504e+00 -1.0097e+00 +3.3789e+00 -3.0946e+00 +2.5877e+00
55 +1.083790441e+06 +1.083790441e+06 +1.083580561e+06 +1.083580561e+06 -2.8844e+00 -1.5077e+00 +3.8753e+00 +2.4107e+00 -9.0456e-01 +1.0205e+00 +2.3638e+00 -3.4547e-01 +1.6043e-01 -3.9496e+00 +7.0715e+00 -4.0508e+00 +8.6771e-01 +4.4738e-01 -1.6835e+00 -2.0700e+00 -4.9216e+00 +2.7740e+00 -2.7631e+00 +1.5217e+00
146 +4.933341867e+05 +4.933341867e+05 +4.931243067e+05 +4.931243067e+05 -2.8448e+00 -5.8417e-01 +3.6009e+00 +4.4117e+00 -6.4772e-01 +7.4592e-01 -1.6495e+00 -2.4162e+00 +3.2421e+00 -5.4932e+00 +6.1503e+00 -9.7156e-01 +4.1408e+00 -2.3775e-01 +1.4611e+00 -2.8509e+00 -3.7422e+00 +2.8165e+00 -2.2839e+00 +1.7536e+00
431 +3.107695647e+05 +3.107695647e+05 +3.105596847e+05 +3.105596847e+05 -5.0554e+00 +3.4308e+00 +5.2216e+00 +1.0684e+00 +2.8515e+00 +3.7318e-01 +4.9658e-01 -3.7413e+00 +4.4524e+00 -4.8920e+00 +2.6320e+00 +5.2557e+00 -4.1373e-01 +3.5856e-01 -2.0907e+00 -3.2805e+00 -3.3205e+00 +3.0466e+00 -2.1166e+00 +1.9884e+00
848 +2.329851637e+05 +2.329851637e+05 +2.327752837e+05 +2.327752837e+05 -5.8145e+00 +1.5861e+00 +5.7625e+00 +2.0129e+00 +7.9291e+00 +8.4778e-01 -3.3219e-01 -7.7021e+00 +4.2166e+00 -9.1752e+00 +3.4843e+00 +3.6450e+00 +3.2401e+00 -1.8621e+00 -9.0795e-01 -4.5225e+00 -3.2537e+00 +2.8939e+00 -2.5549e+00 +1.8667e+00
1078 +1.411929591e+05 +1.411929591e+05 +1.409830791e+05 +1.409830791e+05 -4.7668e+00 +2.3007e+00 +6.0423e+00 +1.0182e+00 +7.3981e+00 -2.5486e+00 +2.9289e+00 -6.6923e+00 +3.0035e+00 -8.1581e+00 +1.3928e+00 +3.0231e+00 +2.9182e+00 -5.8514e-01 -1.3003e+00 -3.4274e+00 -3.1698e+00 +3.0055e+00 -2.4730e+00 +1.8906e+00
1366 +9.428351623e+04 +9.428351623e+04 +9.407363623e+04 +9.407363623e+04 -3.8489e+00 +2.0580e+00 +6.0457e+00 +6.4719e-01 +7.0363e+00 -3.1396e+00 +3.0970e-01 -4.9687e+00 +2.3729e+00 -6.3353e+00 +1.2147e+00 +3.0686e+00 +3.5470e+00 -1.0106e+00 -1.1664e+00 -3.4302e+00 -2.9780e+00 +3.2478e+00 -2.4190e+00 +1.9095e+00
1648 +6.153404054e+04 +6.153404054e+04 +6.132416054e+04 +6.132416054e+04 -4.2322e+00 +2.1203e+00 +6.4096e+00 +1.4786e+00 +5.6479e+00 -2.7999e+00 +2.4330e-01 -3.9992e+00 +2.6243e+00 -5.1577e+00 +1.5474e+00 +3.3918e+00 +4.1109e+00 -1.5561e+00 -1.4342e+00 -3.7699e+00 -2.9340e+00 +2.9804e+00 -2.3656e+00 +1.9514e+00
1989 +3.910020937e+04 +3.910020937e+04 +3.889032937e+04 +3.889032937e+04 -4.0329e+00 +2.0659e+00 +6.5562e+00 +1.9303e+00 +5.7139e+00 -2.3755e+00 +1.0934e+00 -3.1502e+00 +1.6233e+00 -3.9307e+00 +1.4358e+00 +2.5985e+00 +3.7000e+00 -1.6133e+00 -1.6994e+00 -3.7786e+00 -3.1087e+00 +3.0052e+00 -2.3560e+00 +1.9055e+00
2332 +2.484767645e+04 +2.484767645e+04 +2.463779645e+04 +2.463779645e+04 -2.6478e+00 +2.9516e+00 +6.6868e+00 +6.2195e-01 +4.3502e+00 -3.3839e+00 +2.3835e+00 -3.8699e+00 +5.6475e-01 -1.6939e+00 +6.7987e-01 +1.4668e+00 +4.1882e+00 -1.3046e+00 -1.2664e+00 -3.6295e+00 -3.1947e+00 +3.0902e+00 -2.4218e+00 +1.9430e+00
2452 +1.386934482e+04 +1.386934482e+04 +1.365946482e+04 +1.365946482e+04 -2.5404e+00 +3.2911e+00 +7.0041e+00 +8.4903e-01 +4.3097e+00 -3.3588e+00 +2.3714e+00 -2.7166e+00 +1.8019e-01 -6.9114e-01 +5.8142e-01 +1.7017e+00 +4.0570e+00 -1.4738e+00 -1.5337e+00 -3.6635e+00 -3.0481e+00 +3.0620e+00 -2.3725e+00 +1.8742e+00
2604 +9.646412873e+03 +9.646412873e+03 +9.436532873e+03 +9.436532873e+03 -2.6363e+00 +3.3619e+00 +6.9469e+00 +8.1080e-01 +3.9664e+00 -3.1925e+00 +1.8065e+00 -2.8089e+00 +3.5610e-02 +2.1696e-01 +7.4725e-01 +1.8825e+00 +3.6347e+00 -1.4161e+00 -1.5580e+00 -3.7955e+00 -3.1155e+00 +3.0569e+00 -2.3417e+00 +1.9449e+00
