% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.605553853e+03 +2.605553853e+03 +2.143463853e+03 +2.143463853e+03 +4.5537e+00 +2.6852e+00 -2.1446e-01 +4.6161e+00 -2.8284e+00 +4.5140e+00 -2.1263e-01 +1.5404e+00 +1.9903e-01 +2.7746e+00 +3.5311e+00 +3.3855e+00 +8.4924e-01 +2.8787e+00 +2.1428e+00 -4.5052e-01 +2.2351e+00 +1.5779e+00 -3.3415e+00 +4.3792e+00
2 +2.174056429e+03 +2.174056429e+03 +1.711966429e+03 +1.711966429e+03 -4.6964e+00 -1.5230e+00 +4.3943e+00 -1.6820e+00 -4.9944e+00 -2.0799e+00 -4.3074e+00 -1.6694e+00 +4.8674e+00 -1.7531e+00 +4.5518e+00 +8.1516e-01 -8.4887e-01 -3.9410e+00 +2.1306e+00 +1.6637e+00 -2.1369e+00 +1.6239e+00 -1.2707e+00 +2.6877e+00
11 +1.190608463e+03 +1.190608463e+03 +7.285184634e+02 +7.285184634e+02 -4.3788e+00 -3.8188e+00 +8.8863e-01 -1.6516e+00 +3.2166e+00 -1.1098e+00 +3.2568e+00 +1.7619e+00 -3.4163e+00 -3.4384e+00 -4.6569e+00 -3.1066e+00 +2.7376e+00 -2.0564e+00 +1.6637e+00 -5.0533e-01 +2.6530e+00 -4.4880e+00 -3.9668e+00 +2.0957e+00
32 +8.590647756e+02 +8.590647756e+02 +3.969747756e+02 +3.969747756e+02 -3.8614e+00 +1.1491e-01 -1.9100e+00 -3.2960e+00 -1.2913e+00 -3.6037e+00 -1.6863e+00 -4.0658e+00 +2.6703e+00 -2.4457e+00 -4.0873e-01 -9.3275e-01 -1.9465e+00 -1.1816e+00 -4.4097e+00 -3.3262e+00 +2.4444e+00 +6.8991e-02 -1.7589e+00 -2.4410e-01
896 +4.528493807e+02 +4.528493807e+02 -9.240619315e+00 -9.240619315e+00 -2.3889e+00 +4.9376e+00 -1.2127e-01 +3.5526e-01 +2.9107e+00 +2.4030e+00 +6.0675e-01 -1.7975e+00 +2.8719e+00 -1.0048e+00 -2.4529e+00 -2.5783e+00 +1.9200e+00 -4.0286e+00 +8.4110e-02 -1.8060e+00 -5.8949e-01 +1.1629e+00 -3.0859e+00 +1.4486e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.033027623e+03 +1.033027623e+03 +1.110687623e+03 +1.110687623e+03 +3.6245e+00 -2.0672e+00 +1.5526e+00 -4.3684e+00 +3.4013e+00 -6.0592e-01 -2.6773e+00 +3.5353e-01 +2.0912e+00 -2.5674e+00 -2.9031e-01 +3.0727e+00 +7.6082e-02 +2.5688e+00 -4.4504e+00 +8.7369e-01 -3.4928e+00 -2.1747e+00 +4.0772e+00 -2.8225e-01
30 +9.531584368e+02 +9.531584368e+02 +1.030818437e+03 +1.030818437e+03 -3.0206e+00 +4.3683e+00 -1.7715e+00 +1.9558e+00 -4.3042e+00 +5.0853e-01 -3.0032e+00 -8.7688e-01 +3.2133e+00 -2.3967e+00 +4.9087e+00 +5.9100e-02 -3.3113e+00 +9.5946e-02 -1.5668e+00 +1.2870e+00 -3.9688e+00 -2.3332e-01 -3.1310e+00 -4.4299e+00
160 +5.806930821e+02 +5.806930821e+02 +6.583530821e+02 +6.583530821e+02 -1.3166e+00 +1.0753e+00 +5.2836e-01 -1.7146e+00 -2.7473e+00 -7.0594e-01 -3.1194e+00 +1.2531e+00 -1.8927e+00 -6.9589e-01 -2.2334e+00 +1.7445e+00 -4.6209e+00 -2.0066e+00 -1.3214e+00 -1.0235e+00 -9.2978e-03 -2.2713e+00 +1.3976e+00 -2.8331e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.827058272e+03 +2.827058272e+03 +2.942738272e+03 +2.942738272e+03 +3.7034e+00 -5.1027e-01 +1.3523e+00 -2.2381e+00 -3.7435e+00 +2.8967e+00 +1.8318e+00 -3.9967e+00 +3.3477e+00 +3.8114e+00 -1.7649e+00 +4.1772e+00 +2.8863e+00 +2.1195e+00 +3.0537e+00 -1.1537e+00 -3.0418e+00 +3.7158e+00 +4.2641e+00 -2.6972e+00
3 +1.404446142e+03 +1.404446142e+03 +1.520126142e+03 +1.520126142e+03 -1.0622e+00 -3.4680e+00 -3.1430e+00 +3.4167e+00 -2.9698e+00 +3.5047e-01 -4.1048e+00 -3.8780e+00 -2.8563e+00 +3.1887e+00 +3.9718e+00 +8.3134e-01 -2.8213e+00 +7.1398e-02 -1.1411e+00 +1.8345e+00 -8.2372e-02 -4.1060e+00 -2.9955e+00 -2.7893e+00
13 +9.027019702e+02 +9.027019702e+02 +1.018381970e+03 +1.018381970e+03 -2.9774e+00 +4.4751e+00 -3.0154e+00 -4.9959e-01 +7.6944e-02 +1.8161e+00 -4.5975e+00 -4.4399e+00 -1.2988e+00 +2.8157e+00 +1.0977e+00 -2.2868e+00 -6.8714e-01 -1.1652e+00 -3.1091e+00 -2.9976e+00 -2.1702e+00 +9.7963e-02 +1.7954e+00 -2.0065e+00
835 +4.397271338e+02 +4.397271338e+02 +5.554071338e+02 +5.554071338e+02 +1.4912e+00 +3.0483e+00 +3.7714e-01 -1.8838e+00 -3.6134e+00 -4.8218e+00 -2.9307e+00 -1.8089e+00 -2.3332e-01 -1.6003e-01 +9.9028e-01 -3.5995e+00 -2.7462e+00 +1.0008e+00 -3.1739e+00 -1.6750e+00 -6.4403e-01 +4.6035e+00 +2.4313e+00 +1.7303e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.627887788e+03 +1.627887788e+03 +1.624177788e+03 +1.624177788e+03 -4.2735e+00 -3.9599e+00 -3.6424e+00 +4.3288e+00 +4.0766e+00 -1.7324e+00 +4.2886e-01 -4.7226e+00 +9.4556e-01 +3.8975e+00 -1.7322e+00 -2.8869e+00 +1.2064e-01 -8.0755e-02 -4.9163e+00 +1.8882e+00 +1.6073e+00 +2.1505e+00 +1.8866e+00 +2.8323e-01
6 +1.564816782e+03 +1.564816782e+03 +1.561106782e+03 +1.561106782e+03 -2.4415e+00 +4.9246e+00 -2.3435e+00 -2.2536e+00 -4.9596e+00 +3.9515e+00 -4.3543e+00 +4.1777e+00 +4.4961e+00 -2.7823e-01 -4.6449e+00 +3.5428e+00 +1.7132e-03 -1.2781e+00 +3.0611e+00 +2.1018e-01 +3.1089e+00 -6.6312e-01 +3.6437e+00 -2.4682e+00
8 +8.981408174e+02 +8.981408174e+02 +8.944308174e+02 +8.944308174e+02 -3.5329e+00 -2.1693e+00 +3.6644e+00 +5.6135e-01 +6.1891e-01 +6.5964e-01 +2.7775e+00 -2.8878e+00 +4.0304e+00 +3.9443e-01 +1.3794e+00 -4.9632e-01 -7.7277e-01 -1.2777e-01 -3.5779e+00 -1.8942e+00 +2.1995e+00 +3.1566e-01 -9.3300e-02 -3.9814e+00
290 +5.654776957e+02 +5.654776957e+02 +5.617676957e+02 +5.617676957e+02 -2.5842e+00 -3.1016e+00 +5.1487e-01 +4.2618e+00 -1.2800e+00 -3.0577e+00 +1.7916e+00 -1.5800e+00 -5.0079e-01 +2.1553e+00 +2.9548e+00 +1.7041e+00 +4.5639e+00 -9.3355e-02 -1.9001e+00 -3.6050e+00 +2.5710e+00 +8.1394e-02 +8.7941e-01 -2.7174e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.094564174e+03 +1.094564174e+03 +1.226744174e+03 +1.226744174e+03 +3.3865e+00 -2.0344e+00 +2.2433e+00 -1.1958e+00 -3.8971e+00 +2.2442e+00 -1.4342e+00 -3.4300e+00 +1.0346e+00 -2.6702e+00 +1.2473e+00 +3.0920e+00 +3.9443e+00 -1.6065e+00 -2.5208e+00 -3.9973e+00 -1.2161e+00 +4.5029e+00 +5.3343e-01 +5.1942e-01
5 +8.972330964e+02 +8.972330964e+02 +1.029413096e+03 +1.029413096e+03 -1.0035e+00 +2.9901e+00 -3.8478e+00 -4.1540e+00 -7.4761e-01 -2.5061e+00 +2.8438e+00 -2.3911e+00 +6.4600e-01 -7.7369e-01 -2.5444e-01 -3.2180e+00 -1.6629e-01 +2.6842e+00 -1.8541e+00 -3.4176e+00 +2.6459e+00 +3.0910e+00 -4.5603e+00 -6.1715e-01
544 +4.986579725e+02 +4.986579725e+02 +6.308379725e+02 +6.308379725e+02 -7.1166e-01 -3.6495e+00 -1.2140e+00 +1.8315e+00 +1.8996e+00 +1.3655e+00 -1.3649e+00 +1.4236e+00 +3.2931e+00 +2.5908e+00 +1.8376e+00 +3.6185e+00 +3.6479e-01 +2.7434e+00 -2.8064e+00 +3.9628e+00 +1.5043e+00 +4.3696e+00 -1.5045e+00 +3.1267e+00
