% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.691622466e+01 +4.691622466e+01 +2.997622466e+01 +2.997622466e+01 +1.9893e+00 -1.6820e+00 -4.0697e+00 -4.5445e+00 +1.5347e+00 -3.6291e+00 -2.1518e+00 -3.2999e+00 -1.0160e+00 +1.7985e+00 +4.3515e+00 -4.2578e+00 +2.3155e+00 +4.0677e+00 +1.5524e-01 +1.5513e+00 +2.5018e+00 -1.8636e+00 -2.9578e+00 +4.3036e+00
14 +3.781365427e+01 +3.781365427e+01 +2.087365427e+01 +2.087365427e+01 -4.4763e+00 -4.7274e+00 -4.0497e+00 +3.5525e+00 +4.0970e+00 -4.1114e+00 -1.6884e+00 -3.9969e+00 -1.5853e+00 -3.4215e+00 +2.7843e+00 +5.7048e-01 +3.1712e+00 +5.6974e-01 -2.0742e+00 -1.6644e-01 +2.4093e+00 -4.8745e-02 -3.3619e+00 +4.4203e+00
47 +2.413018636e+01 +2.413018636e+01 +7.190186358e+00 +7.190186358e+00 -3.9561e+00 -1.8852e+00 -2.4723e+00 +3.7882e+00 +4.2386e+00 -1.7838e+00 -4.6940e+00 -3.2654e+00 -1.5465e+00 -1.9765e+00 +4.7431e+00 -4.3276e+00 -3.8017e-01 -3.9497e+00 +3.6459e+00 +1.7646e+00 -2.9933e+00 -1.3733e+00 -2.9487e+00 +1.5009e+00
549 +1.511602925e+01 +1.511602925e+01 -1.823970753e+00 -1.823970753e+00 +2.9251e+00 -1.8036e+00 -1.9306e-01 -2.5674e+00 -2.8173e+00 +9.2363e-01 +1.8373e+00 -2.9102e+00 +1.6970e+00 -4.3789e+00 +2.1369e+00 -2.7325e+00 -3.0144e+00 -1.5034e+00 +2.9249e+00 +4.1017e+00 +3.2843e+00 -1.1484e+00 -3.2891e+00 +3.7079e+00
795 +9.434003337e+00 +9.434003337e+00 -7.505996663e+00 -7.505996663e+00 +2.2544e+00 +1.4147e+00 +2.7943e+00 -1.6917e+00 +4.0255e+00 -9.2684e-01 +4.2966e-01 -4.4867e+00 +1.0208e+00 -2.3981e+00 +1.1314e+00 +7.3401e-01 +3.1161e+00 -2.5768e+00 +1.3723e+00 +3.8576e+00 +1.9337e+00 +3.0097e+00 +2.4717e+00 +2.5745e+00
1915 +5.847753657e+00 +5.847753657e+00 -1.109224634e+01 -1.109224634e+01 +2.3637e+00 +1.0998e+00 -2.8721e+00 +1.2541e-01 +4.6072e-01 +3.6360e-01 +3.1344e+00 -1.1896e+00 +1.6969e+00 -4.3789e+00 +2.1369e+00 -2.7325e+00 -3.0144e+00 -6.8126e-01 +2.9249e+00 +3.5214e+00 +4.5117e+00 -3.8302e-02 +1.9874e+00 +2.9677e+00
3550 +3.740814113e+00 +3.740814113e+00 -1.319918589e+01 -1.319918589e+01 +2.3637e+00 +1.1505e+00 -4.8311e-01 +1.2541e-01 +4.6072e-01 -8.0037e-01 +2.6510e+00 -1.6153e+00 -3.4217e-01 -1.9943e+00 +3.6814e+00 -2.7305e+00 -3.0300e+00 -6.8126e-01 +2.9249e+00 +4.1017e+00 +3.2843e+00 -3.8302e-02 +1.9874e+00 +2.9677e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.406977373e+01 +8.406977373e+01 +1.028797737e+02 +1.028797737e+02 -2.8988e+00 +4.4407e+00 +3.1808e-02 +1.3378e+00 -4.1429e+00 +4.0811e+00 +7.6909e-01 -1.2093e+00 -4.7981e+00 -1.9649e+00 +3.7744e+00 +1.5340e+00 +1.7092e+00 +4.2839e+00 -1.3025e+00 +3.9176e+00 +2.9196e-02 +2.0940e+00 +2.0301e+00 +3.9063e+00
2 +1.758083886e+01 +1.758083886e+01 +3.639083886e+01 +3.639083886e+01 +4.2856e+00 -9.3574e-01 -7.9546e-01 +1.6527e+00 -4.8696e+00 -2.5328e+00 -2.0850e+00 +3.7974e+00 -1.6000e+00 +4.3599e+00 -1.4065e+00 +1.9070e+00 -6.7628e-01 +2.7707e+00 +1.8247e+00 +3.3406e+00 +1.2336e-01 +7.6952e-01 +4.1534e+00 +3.8592e+00
