% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.750816285e+05 +1.750816285e+05 +1.745351285e+05 +1.745351285e+05 +1.5533e+00 -2.6757e+00 -2.3143e+00 +3.4890e+00 -6.3324e-01 -2.8526e+00 -2.1531e+00 +5.1141e-01 +2.9458e+00 -1.0016e-01 -4.2005e+00 +1.2666e+00 +3.8231e+00 -4.8262e+00 -3.1623e+00 +3.5014e+00 -7.4227e-01 +5.6552e-01 -3.6914e+00 +3.2042e+00
3 +1.067746939e+05 +1.067746939e+05 +1.062281939e+05 +1.062281939e+05 -2.5972e+00 +3.4438e+00 +3.6512e+00 -2.4447e-01 +1.2067e+00 +5.2465e-01 +4.1526e+00 -2.6598e-01 +8.9463e-01 +1.2291e+00 -2.6983e+00 -1.0851e+00 +1.8972e+00 +1.6606e+00 -1.5892e+00 -2.9026e+00 -1.7449e+00 -1.4531e+00 -4.7642e+00 -2.5866e+00
43 +5.045086092e+04 +5.045086092e+04 +4.990436092e+04 +4.990436092e+04 -5.0000e+00 +5.4690e-02 -1.3488e+00 -8.6421e-01 -3.2624e-01 +1.8193e+00 -8.4735e-01 +2.7004e+00 +2.6205e+00 +3.3092e+00 +2.3017e+00 -3.0129e+00 -3.1027e+00 -3.3394e+00 +1.7729e+00 -2.4927e+00 +2.7721e+00 -5.3749e-01 -6.5270e-01 +8.5482e-01
115 +3.936863257e+04 +3.936863257e+04 +3.882213257e+04 +3.882213257e+04 -3.0974e+00 -3.6335e+00 +1.0843e+00 +3.7653e+00 -2.2723e+00 -1.0923e+00 +2.5785e+00 +2.6264e+00 +2.6881e+00 -5.7668e-01 +3.6361e-01 -1.1345e+00 -2.4184e+00 -3.7630e+00 +2.9171e+00 -1.5328e+00 +1.3821e-01 -1.8851e+00 -8.8931e-01 +1.7171e-01
274 +1.118159869e+04 +1.118159869e+04 +1.063509869e+04 +1.063509869e+04 -2.5222e+00 +0.0000e+00 -1.2708e+00 +0.0000e+00 -4.1211e+00 -4.0252e+00 +0.0000e+00 +2.1392e+00 -7.8464e-01 -4.1086e-01 -7.5606e-01 -5.8128e-01 -2.8107e-01 -2.9603e+00 +1.9846e+00 -2.5210e+00 +2.5749e+00 -5.0001e-01 -2.2798e+00 +2.1686e+00
293 +6.196873219e+03 +6.196873219e+03 +5.650373219e+03 +5.650373219e+03 +0.0000e+00 -2.8989e-02 -1.5606e+00 +0.0000e+00 -2.0325e+00 -4.3818e+00 +6.3615e-01 +1.7326e+00 -1.5896e+00 +2.7697e-01 -3.6016e-01 -5.5969e-01 -8.3859e-01 -2.7309e+00 +5.4524e-01 -1.8118e+00 +2.0446e+00 -3.8254e-01 -1.4008e+00 +2.2281e+00
1175 +2.509357227e+03 +2.509357227e+03 +1.962857227e+03 +1.962857227e+03 -2.5070e+00 -2.1656e+00 -7.0857e-01 -3.8555e-01 -6.2778e-01 -4.2333e+00 -8.4704e-01 +3.5469e+00 -1.6097e+00 +3.6767e-01 +2.0047e-01 +1.1608e+00 -2.5438e-01 -1.9689e+00 -1.7386e-01 -1.4455e+00 +2.7654e+00 -5.4287e-01 -2.5000e+00 +2.1577e+00
1532 +4.672086649e+02 +4.672086649e+02 -7.929133508e+01 -7.929133508e+01 +0.0000e+00 -2.2867e-01 -1.2961e+00 -6.2308e-04 +1.5417e-01 -3.4026e+00 -1.7710e+00 +2.0364e+00 -1.0163e+00 +1.5017e+00 -3.8963e-02 +5.5080e-01 +1.7398e+00 -1.6941e-01 +7.4722e-01 -2.5183e+00 +0.0000e+00 -1.6859e+00 -2.4970e+00 +1.7638e+00
1651 +2.894611959e+02 +2.894611959e+02 -2.570388041e+02 -2.570388041e+02 +1.1298e+00 +1.3765e+00 -1.4342e+00 -2.6562e+00 +1.1766e+00 -5.7779e-01 -1.3854e+00 +2.1586e+00 -3.1562e-01 +2.2036e+00 -2.8074e-01 +5.1725e-01 +3.7163e-01 -4.2580e-01 +2.2164e+00 -2.3772e+00 +0.0000e+00 -1.5336e+00 -1.7097e+00 +2.0993e+00
1702 +1.870453454e+02 +1.870453454e+02 -3.594546546e+02 -3.594546546e+02 -1.4553e+00 +6.7403e-01 -1.6420e+00 -1.8111e+00 +2.2148e+00 -1.9637e+00 -1.2796e+00 +2.0497e+00 -8.5894e-01 +2.5538e+00 +3.3220e-01 +6.2800e-01 +5.1593e-03 -1.8205e+00 +8.5655e-01 -1.9866e+00 +2.1659e-01 -1.5930e+00 -8.1305e-01 +2.2829e+00
