% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.022776860e+02 +6.022776860e+02 +7.048876860e+02 +7.048876860e+02 +8.0685e-01 -2.9438e+00 +3.2586e+00 +2.9166e+00 -7.0690e-01 -1.4308e+00 -1.9164e+00 +9.2514e-01 -3.0007e+00 +3.7240e+00 -4.7481e+00 -1.5928e+00 +1.9755e+00 +4.2884e+00 -3.9084e+00 +5.2892e-02 -2.2942e-01 -7.2269e-01 -3.8229e+00 +3.9776e+00
126 +3.613939672e+02 +3.613939672e+02 +4.640039672e+02 +4.640039672e+02 +0.0000e+00 +1.4371e+00 -1.2981e+00 +2.4663e+00 -3.5897e+00 -1.3026e+00 +2.4663e+00 -2.8082e+00 -2.2869e-01 +2.9952e+00 +1.9915e+00 +0.0000e+00 -2.8799e+00 +2.0367e+00 -1.9854e+00 -9.2937e-01 +3.8843e-01 -4.5641e+00 +1.2579e+00 +4.1305e+00
1270 +2.498092710e+02 +2.498092710e+02 +3.524192710e+02 +3.524192710e+02 +8.0619e-01 +1.4218e+00 -1.8338e+00 +1.9441e+00 +2.2530e+00 -2.5449e+00 -3.8711e-01 +9.5458e-01 -9.0118e-01 +1.3315e+00 -1.8239e-01 -1.2063e+00 -9.3330e-01 -2.7657e-01 -2.5000e+00 -1.7367e+00 -1.1069e+00 -2.3470e+00 +8.7013e-01 +3.7786e+00
3645 +1.547723677e+02 +1.547723677e+02 +2.573823677e+02 +2.573823677e+02 +6.8477e-01 +1.9374e+00 -2.2247e+00 +1.7056e+00 -1.9370e+00 -1.0695e+00 -4.8907e-01 -2.2011e+00 +0.0000e+00 +1.5396e+00 +3.5307e-01 -1.7576e+00 -1.1478e+00 +1.7153e-01 -5.5344e-01 -2.2022e+00 -8.1088e-01 -2.0389e+00 +7.2889e-01 +1.3326e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.245130120e+02 +8.245130120e+02 +9.178130120e+02 +9.178130120e+02 +4.2315e+00 +7.9743e-01 -5.0254e-01 +4.2486e+00 -5.6079e-01 +3.8999e+00 +2.0026e+00 +2.8042e+00 -2.5856e+00 +4.4420e+00 +5.7578e-01 -2.5881e+00 -2.2987e+00 -1.8337e+00 -2.2153e+00 +1.7059e+00 +3.9693e+00 +5.5306e-02 +1.7333e-01 -4.2618e+00
16 +6.243002014e+02 +6.243002014e+02 +7.176002014e+02 +7.176002014e+02 +9.4222e-01 -1.3201e-01 -4.4534e-01 -3.1576e-01 -4.5949e+00 +3.2129e+00 +3.3266e+00 -3.6208e+00 -3.3909e+00 -2.8761e+00 +3.8247e+00 +3.0820e+00 +2.5760e+00 +4.7850e-02 -1.6358e+00 +2.9190e+00 -3.1910e+00 +3.0452e+00 +3.8026e+00 +8.3044e-01
148 +3.921754488e+02 +3.921754488e+02 +4.854754488e+02 +4.854754488e+02 +6.8523e-02 -2.5037e+00 -6.4380e-01 +0.0000e+00 -1.6504e+00 +0.0000e+00 -7.5140e-02 +2.8023e+00 -5.0000e+00 -1.3200e+00 +0.0000e+00 -3.1517e+00 +4.0324e+00 +2.3454e-01 -2.1740e+00 +2.8751e-01 +2.2226e+00 +1.4039e+00 +6.8749e-01 -1.3745e+00
1254 +2.374313311e+02 +2.374313311e+02 +3.307313311e+02 +3.307313311e+02 +6.5111e-01 -8.1821e-02 -3.3528e-01 +8.0550e-02 -1.2546e+00 +3.5307e-01 -1.1881e+00 -2.0330e-01 -1.8035e+00 -6.8384e-01 +4.5988e-01 -1.6179e-02 -1.9742e+00 +1.6507e+00 -1.3735e+00 -2.5715e+00 -4.0642e-01 +1.2486e+00 -1.7238e+00 -9.5856e-01
4705 +1.574185760e+02 +1.574185760e+02 +2.507185760e+02 +2.507185760e+02 +1.2909e+00 -1.4184e+00 -1.8084e+00 -1.4614e+00 -1.1049e+00 +1.0026e+00 -3.9280e-01 +2.2630e+00 -1.3685e+00 -1.0208e+00 +1.6815e+00 +1.7842e+00 +1.5020e+00 +2.5000e+00 -4.6244e-01 -2.4567e+00 -6.2304e-01 +1.4300e+00 -5.9658e-01 -1.5801e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
