% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.104042698e+06 +1.104042698e+06 +1.104078598e+06 +1.104078598e+06 -2.9500e+00 +7.2846e-01 +3.6393e-01 -1.1998e+00 -2.5684e+00 -2.6179e-01 -2.5773e+00 -4.4477e+00 +4.4310e+00 -1.9749e+00 +1.9488e+00 +1.5567e+00 +2.4064e+00 -3.7892e+00 -4.5699e+00 -2.8364e-01 -8.3030e-01 +1.3201e+00 -1.8815e+00 +9.8766e-01
2 +9.055206505e+05 +9.055206505e+05 +9.055565505e+05 +9.055565505e+05 +2.4639e+00 +4.4578e-01 +2.5302e+00 +4.3809e+00 +1.0342e+00 +4.9062e+00 +4.6463e+00 -3.6216e+00 +7.1893e-01 -4.7271e+00 -3.6952e+00 +2.0548e+00 -3.4554e+00 -5.5995e-01 +1.9781e-01 +1.3533e+00 +4.3714e+00 +3.6891e+00 +3.0652e+00 +1.5217e+00
35 +6.179426302e+05 +6.179426302e+05 +6.179785302e+05 +6.179785302e+05 +4.0338e+00 -1.0536e+00 +2.0796e+00 +2.7034e+00 +4.7876e-01 -1.7637e+00 -4.4033e+00 -4.2512e+00 -4.5502e-01 +1.4165e+00 +3.9092e+00 +2.9723e+00 -4.8842e+00 +4.4455e+00 +1.0263e+00 -2.0015e+00 +1.1329e+00 +3.8859e+00 -1.8054e+00 -2.9944e+00
79 +3.143831638e+05 +3.143831638e+05 +3.144190638e+05 +3.144190638e+05 +3.0618e+00 +3.5473e+00 -3.0522e+00 +2.8067e-01 +7.6452e-01 -4.3758e+00 +2.5070e+00 -6.0227e-01 -8.9358e-02 -1.8458e+00 -8.7555e-01 -2.9209e+00 -4.4008e-01 -3.0694e+00 -7.7491e-01 -3.0664e+00 +1.2785e+00 +4.6974e+00 -3.1840e+00 -1.3419e-01
864 +2.371457618e+05 +2.371457618e+05 +2.371816618e+05 +2.371816618e+05 +1.6856e+00 -8.0072e-01 +1.8049e+00 +2.8413e+00 -3.8358e+00 -4.7906e+00 +2.8985e+00 -6.0227e-01 -8.9358e-02 -1.8458e+00 -8.7555e-01 -2.9209e+00 -4.4106e-01 -3.0694e+00 +7.7491e-01 -3.0664e+00 +1.2785e+00 +4.6974e+00 -3.1840e+00 -1.3419e-01
1025 +1.029521985e+05 +1.029521985e+05 +1.029880985e+05 +1.029880985e+05 +1.6856e+00 +2.1359e+00 +1.8049e+00 +2.8412e+00 -3.8359e+00 -4.7906e+00 +2.8985e+00 -4.6121e+00 +5.6367e-01 -4.1326e+00 -1.4243e+00 +1.7041e+00 -4.4008e-01 -3.0694e+00 -7.7491e-01 -3.0664e+00 +1.2785e+00 +4.6974e+00 -3.1840e+00 -1.3419e-01
1311 +3.352227795e+04 +3.352227795e+04 +3.355817795e+04 +3.355817795e+04 +1.7912e+00 +3.1580e+00 +1.8049e+00 +2.8413e+00 -3.8359e+00 -4.7906e+00 +2.8985e+00 -4.6121e+00 +5.6367e-01 -4.1403e+00 -8.7555e-01 -2.9209e+00 -4.4008e-01 -3.0694e+00 -7.7491e-01 -3.0664e+00 +1.2785e+00 +4.6974e+00 -3.1840e+00 -3.7707e+00
1883 +2.170133712e+04 +2.170133712e+04 +2.173723712e+04 +2.173723712e+04 +2.8940e+00 +3.5095e+00 +3.9997e+00 +2.8067e-01 -3.8359e+00 -4.8202e+00 -2.6638e+00 -4.9390e+00 +4.2242e-01 -4.4039e+00 -4.6947e-01 +1.4582e-01 +3.7495e-01 -1.6272e+00 +2.0265e-02 -3.0664e+00 +1.2785e+00 +4.6974e+00 -3.1840e+00 -4.0052e+00
1995 +9.243916970e+03 +9.243916970e+03 +9.279816970e+03 +9.279816970e+03 +1.7912e+00 +3.1580e+00 +3.9997e+00 +2.8413e+00 -3.8354e+00 -4.3758e+00 +1.2639e+00 -4.6121e+00 +5.6367e-01 -4.4039e+00 -4.6947e-01 -4.5189e+00 -4.4008e-01 -3.0694e+00 -7.7491e-01 -3.0667e+00 +1.4035e+00 +4.6974e+00 -3.4340e+00 -3.5285e+00
2604 +4.595623239e+03 +4.595623239e+03 +4.631523239e+03 +4.631523239e+03 +1.7912e+00 +3.1658e+00 +3.3645e+00 +2.6864e+00 -3.8359e+00 -6.7906e+00 +2.8985e+00 -4.6121e+00 +5.6367e-01 -4.1403e+00 -8.7576e-01 -2.9209e+00 -4.3996e-01 -3.0694e+00 -1.8062e+00 -3.0665e+00 +2.2166e+00 +4.6954e+00 -3.0590e+00 -3.7707e+00
