% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.702954520e+03 +4.702954520e+03 +4.240864520e+03 +4.240864520e+03 -3.2885e+00 +4.1184e+00 -2.5376e-01 -1.4448e+00 -3.6068e+00 -7.3588e-01 -3.1713e+00 -3.8254e+00 +2.5378e+00 +2.2758e+00 -3.9526e+00 -4.5980e+00 -3.7587e+00 -4.6435e+00 +3.8287e+00 -6.5237e-02 -4.4671e-01 -5.3275e-01 +2.6469e+00 +6.7943e-01
5 +1.600418718e+03 +1.600418718e+03 +1.138328718e+03 +1.138328718e+03 +3.7498e+00 +2.0065e+00 +2.0628e-01 -1.1265e+00 -3.3948e+00 -3.8608e+00 +1.5711e+00 +4.6216e+00 +2.0400e+00 +4.0453e+00 +3.2774e-01 +8.0900e-01 -1.4458e+00 -3.4293e+00 -4.0286e+00 +4.9618e+00 -4.7929e+00 +6.3708e-01 -2.2854e-01 +3.9186e+00
68 +1.154062857e+03 +1.154062857e+03 +6.919728572e+02 +6.919728572e+02 -6.6548e-01 -8.1051e-02 +1.6146e+00 +8.2129e-01 +1.2105e+00 +8.4625e-01 +1.1830e+00 -3.8782e+00 -3.6391e+00 +2.5781e+00 +1.2939e+00 +1.2331e+00 -4.0706e+00 -3.0402e+00 +6.7121e-01 +2.5335e+00 -4.3176e+00 +6.2714e-01 +1.5017e+00 +4.1903e+00
105 +6.370475583e+02 +6.370475583e+02 +1.749575583e+02 +1.749575583e+02 +9.7333e-01 +3.6609e+00 -3.3549e+00 +2.5483e+00 +8.1045e-01 +4.0450e+00 -1.7542e+00 +5.6370e-01 +5.6175e-01 -5.6029e-01 +2.6293e+00 -2.9602e+00 -2.7882e-01 -2.7538e+00 +1.2966e+00 -3.0775e+00 -3.5942e+00 -1.2519e+00 +1.3295e+00 -9.2014e-01
883 +5.643565130e+02 +5.643565130e+02 +1.022665130e+02 +1.022665130e+02 -6.6548e-01 -8.1051e-02 +6.1461e-01 +2.5483e+00 +8.1045e-01 -9.9439e-01 -1.7542e+00 +5.6370e-01 +5.6175e-01 -5.6029e-01 +2.6293e+00 -2.9602e+00 -2.7882e-01 -2.7538e+00 +1.2966e+00 -3.0775e+00 -3.5942e+00 -1.2519e+00 +1.5017e+00 +1.9028e-01
1418 +3.923253997e+02 +3.923253997e+02 -6.976460034e+01 -6.976460034e+01 -6.6548e-01 -8.1051e-02 +1.6146e+00 +2.5483e+00 +8.1045e-01 -9.9439e-01 -1.7542e+00 +5.6370e-01 +5.6175e-01 -5.6029e-01 +2.5043e+00 -2.9602e+00 -2.7882e-01 -2.7538e+00 +1.2966e+00 -3.0932e+00 +4.2153e-01 +6.2714e-01 +1.5017e+00 +4.1883e+00
2831 +2.246366678e+02 +2.246366678e+02 -2.374533322e+02 -2.374533322e+02 -6.6548e-01 -8.1051e-02 +1.6146e+00 +8.2129e-01 +8.1045e-01 +3.1685e+00 -4.7566e-01 +1.4357e+00 +5.6175e-01 -5.6028e-01 +2.6293e+00 -2.9602e+00 -2.7882e-01 -2.7538e+00 +1.2966e+00 -3.0932e+00 +3.2910e-01 +2.8395e+00 +2.4108e+00 +2.7848e+00
4113 +1.576302104e+02 +1.576302104e+02 -3.044597896e+02 -3.044597896e+02 -6.6548e-01 +2.3603e+00 +5.9898e-01 +2.5480e+00 +8.0655e-01 +8.6187e-01 -4.7566e-01 +1.4357e+00 +5.6175e-01 -5.6029e-01 +2.6293e+00 -2.9602e+00 -2.7882e-01 -2.8789e+00 +1.2849e+00 -3.0932e+00 +3.2910e-01 +2.8708e+00 +2.4108e+00 +2.7848e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.348167472e+03 +3.348167472e+03 +3.425827472e+03 +3.425827472e+03 +2.8643e+00 +4.0447e+00 -1.0205e+00 +3.0960e-01 +4.7812e+00 +1.6284e-01 -4.8024e-01 -2.4003e+00 -1.1833e+00 -2.5494e+00 +4.5681e+00 -2.0406e+00 +2.0175e+00 -3.9129e+00 +4.0993e-01 +2.2144e+00 -1.5138e+00 -6.7078e-01 +1.6358e+00 -5.7854e-01
5 +1.374837794e+03 +1.374837794e+03 +1.452497794e+03 +1.452497794e+03 +1.0862e+00 +1.8687e-01 -1.2607e+00 +2.0157e+00 +3.3936e+00 -3.5065e-01 -3.1537e+00 +2.3430e+00 -4.6885e+00 -3.2195e+00 -3.8424e+00 -1.8143e+00 -3.5941e+00 -2.2472e+00 +2.6963e+00 -2.4267e+00 -4.4279e+00 +3.1331e-01 +3.3637e+00 -2.7287e+00
136 +8.457365428e+02 +8.457365428e+02 +9.233965428e+02 +9.233965428e+02 -5.7982e-01 -3.1136e+00 +2.4818e-02 -3.4631e+00 -1.2344e+00 -9.4299e-01 +1.9541e-01 +1.5660e+00 -1.2586e+00 -1.0341e+00 +2.8102e+00 -9.2758e-01 -4.6943e+00 -2.7938e+00 -7.6686e-01 -1.0220e+00 -3.0164e+00 +2.1912e+00 +1.9650e+00 -4.1759e+00
853 +6.273865394e+02 +6.273865394e+02 +7.050465394e+02 +7.050465394e+02 -5.7982e-01 -3.0511e+00 +2.4818e-02 -3.4631e+00 -1.2344e+00 -9.4299e-01 +1.9541e-01 +1.5650e+00 -1.2586e+00 -1.0341e+00 +2.8102e+00 -9.2758e-01 -4.6943e+00 +2.5704e+00 +2.5094e+00 +3.7570e+00 -4.9719e-03 -6.0116e-01 +2.8994e+00 -4.1759e+00
2443 +3.262013249e+02 +3.262013249e+02 +4.038613249e+02 +4.038613249e+02 -5.7982e-01 +2.9608e+00 +2.9533e-01 +4.6740e+00 +1.9871e+00 -5.9102e-01 -1.7352e+00 +4.8209e-01 -9.0486e-01 -4.9654e+00 +2.8102e+00 +1.1491e+00 -2.0439e+00 -2.1222e+00 +2.6963e+00 +3.7570e+00 -4.9719e-03 -6.0116e-01 +2.8994e+00 -4.1759e+00
3125 +2.489119676e+02 +2.489119676e+02 +3.265719676e+02 +3.265719676e+02 -2.1519e+00 -4.5196e+00 +2.4309e-01 +4.6740e+00 +1.9950e+00 -5.7540e-01 +5.4823e-01 +1.5660e+00 -1.2625e+00 -1.0341e+00 +2.8954e+00 -9.2758e-01 -2.6321e-01 -1.5397e+00 +2.5114e+00 +3.1965e+00 -4.9719e-03 -2.6945e+00 +2.0226e+00 -3.7190e+00
4594 +1.508419583e+02 +1.508419583e+02 +2.285019583e+02 +2.285019583e+02 -5.7982e-01 -4.5196e+00 +2.4309e-01 +4.6740e+00 +1.4950e+00 -5.7540e-01 +5.4823e-01 +1.5660e+00 -9.0486e-01 -4.9654e+00 +2.9579e+00 -9.2758e-01 -2.5930e-01 -2.1066e+00 +2.6963e+00 +9.1094e-01 -1.0751e+00 -2.6946e+00 +2.0226e+00 -3.7190e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.390276440e+03 +9.390276440e+03 +9.505956440e+03 +9.505956440e+03 -4.7346e+00 +1.1730e+00 -3.9066e+00 +1.7690e+00 +7.8351e-01 -4.6331e+00 -4.0998e+00 +3.9571e-02 +2.9532e+00 +2.3573e+00 +2.0521e+00 -4.1977e+00 +2.7330e+00 +4.9119e-01 -3.8415e+00 +1.7534e+00 +3.9504e+00 -1.4327e+00 -2.3296e+00 -1.7262e+00
3 +1.659940089e+03 +1.659940089e+03 +1.775620089e+03 +1.775620089e+03 -1.7871e+00 -4.1713e+00 +1.8266e+00 +2.0244e+00 -6.9419e-01 -4.6617e+00 +2.3638e+00 -3.6950e+00 -2.4727e+00 -4.0426e+00 +1.9952e+00 -4.4522e+00 +8.5628e-01 -6.7042e-01 -2.6699e+00 +2.2086e+00 -2.9882e+00 -2.1870e+00 -3.6526e+00 -1.3156e+00
25 +1.067391441e+03 +1.067391441e+03 +1.183071441e+03 +1.183071441e+03 +1.7948e+00 -3.8701e+00 +9.6873e-02 +2.2617e+00 -8.3301e-01 +2.0824e+00 -3.2530e-01 -1.6386e+00 +4.1499e+00 -2.3985e+00 +1.9712e+00 +3.6653e+00 -3.3969e+00 +8.9842e-01 -2.6726e+00 -7.9011e-01 -1.0820e+00 +4.5491e+00 -9.4871e-01 +1.6662e+00
89 +9.943337255e+02 +9.943337255e+02 +1.110013725e+03 +1.110013725e+03 -4.3920e-01 -2.7565e+00 -1.2913e+00 +5.2094e-01 -3.7797e+00 +4.1811e+00 -1.7003e+00 +4.4626e+00 -2.0850e+00 +3.1952e+00 +1.7821e+00 -1.4627e+00 -8.2158e-01 -1.9782e+00 +2.2259e+00 -3.4203e+00 -2.6707e+00 +3.8284e+00 +2.1856e-01 -1.8251e+00
1271 +5.650506356e+02 +5.650506356e+02 +6.807306356e+02 +6.807306356e+02 +2.0466e+00 -4.0059e+00 -1.1907e+00 +1.3727e+00 +1.4851e+00 -4.8174e+00 +8.5772e-01 +3.3191e+00 +3.3953e+00 -3.1191e+00 -1.0082e+00 +9.6834e-01 +8.6849e-01 -2.9865e+00 -9.5764e-01 +1.2365e+00 -2.7199e+00 +2.8137e+00 +1.8780e+00 +5.3941e-01
2239 +3.922562530e+02 +3.922562530e+02 +5.079362530e+02 +5.079362530e+02 +2.0466e+00 -4.0059e+00 -1.1897e+00 +3.3828e+00 +1.2020e+00 -4.0724e+00 +1.9678e+00 -4.2968e-01 -1.1528e+00 -4.1446e+00 +1.9952e+00 -4.4522e+00 +3.3906e+00 +1.5799e+00 +1.7586e+00 +1.2365e+00 -1.7499e+00 +4.5586e+00 +1.4808e+00 -1.5402e+00
3236 +2.494697065e+02 +2.494697065e+02 +3.651497065e+02 +3.651497065e+02 +3.8441e-01 -2.1027e+00 +3.5135e-01 +3.9753e+00 +2.3188e+00 -2.0733e+00 +2.3150e+00 +3.9999e+00 +2.7426e+00 -4.1524e+00 +6.3436e-01 -1.2394e+00 +3.3906e+00 +1.5796e+00 +1.8836e+00 +6.7928e-03 +5.2527e-01 +3.8686e+00 +1.8780e+00 -7.5795e-01
4695 +1.518660530e+02 +1.518660530e+02 +2.675460530e+02 +2.675460530e+02 +2.0466e+00 -2.1027e+00 +3.5135e-01 +3.9753e+00 +2.3188e+00 -2.0733e+00 +2.3149e+00 -4.2968e-01 +3.3953e+00 -1.9984e+00 +3.3075e+00 -3.7771e+00 +3.3906e+00 +1.5799e+00 +1.2403e+00 +6.9049e-02 +5.2527e-01 +3.8686e+00 +3.0556e+00 -1.5402e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
