% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.010563905e+02 +7.010563905e+02 +8.036663905e+02 +8.036663905e+02 -4.9815e+00 +2.6040e+00 +1.7406e+00 -9.8438e-01 -3.1744e+00 +1.8812e+00 -4.3959e-01 -1.6365e+00 -3.9401e+00 -2.4387e+00 +3.0622e+00 -3.6482e+00 +2.4953e-01 -1.9853e+00 -3.9805e+00 -6.4670e-01 -2.6052e+00 -5.5225e-01 +8.5354e-02 +3.2813e+00
4 +5.024869718e+02 +5.024869718e+02 +6.050969718e+02 +6.050969718e+02 -4.8200e-01 -1.1955e-01 -1.5990e+00 -1.3294e+00 +2.6322e+00 -3.8987e-01 +1.7037e+00 -1.2053e-01 -7.3823e-01 -3.5976e+00 -1.1317e+00 -3.9834e+00 +5.0659e-01 -4.9219e-01 -7.2467e-01 +3.0554e+00 +6.6616e-01 -5.9500e-01 -2.1962e-01 +1.9231e+00
877 +3.802430568e+02 +3.802430568e+02 +4.828530568e+02 +4.828530568e+02 -6.1134e-01 -3.9737e-01 +1.3625e+00 +4.6937e-01 +1.7968e+00 +8.9188e-01 +1.1994e+00 +2.8652e+00 +2.0417e-01 +5.9581e-01 +2.1722e+00 -1.9783e-01 +2.7707e+00 -2.1088e+00 -7.2693e-01 +2.2851e+00 -1.4372e+00 -2.6272e+00 -2.5318e+00 +7.0498e-03
2730 +2.465548133e+02 +2.465548133e+02 +3.491648133e+02 +3.491648133e+02 +1.1024e+00 +2.3346e+00 -1.0091e+00 +1.4504e+00 -2.4324e+00 -2.1509e+00 -1.7186e-01 -1.8680e+00 -3.1253e-01 +2.3107e+00 -2.3666e+00 -1.1759e+00 -1.4787e+00 +3.1593e+00 -3.2852e+00 +9.2629e-01 +1.2871e+00 -2.3861e-01 -9.6790e-01 +1.5353e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.331433178e+02 +9.331433178e+02 +1.026443318e+03 +1.026443318e+03 +3.9301e+00 +1.8732e-02 +3.2323e+00 -3.9776e+00 +3.0051e+00 +2.0806e+00 +1.9304e-01 -7.2906e-02 -4.4406e+00 -4.2994e+00 -2.2471e+00 -2.7112e+00 -1.9513e+00 +7.5419e-01 +3.8272e+00 -7.8373e-01 +4.0928e+00 -4.6535e+00 -2.8363e+00 +3.0022e+00
6 +6.133078890e+02 +6.133078890e+02 +7.066078890e+02 +7.066078890e+02 -9.3878e-01 +2.2598e+00 -3.0826e+00 +1.6462e+00 +1.0560e+00 -4.6212e-01 -2.4718e+00 -4.4449e+00 -3.2130e+00 -6.4351e-02 -2.7557e+00 +4.4527e-01 +2.9338e+00 +1.3391e+00 -3.0237e+00 -2.0043e-01 -1.2921e+00 +2.5382e+00 -2.5628e+00 +3.2472e+00
311 +3.848366695e+02 +3.848366695e+02 +4.781366695e+02 +4.781366695e+02 +2.7718e+00 -1.6865e-01 -1.2944e+00 +9.6171e-03 -1.1769e+00 -9.2854e-01 +1.1495e+00 +9.7838e-01 +2.7266e+00 -3.8718e+00 +1.4068e+00 +2.2319e-01 +8.5657e-01 -6.9153e-01 -2.3016e+00 +1.4662e+00 -1.8175e+00 +9.9202e-01 -2.5435e+00 -4.1062e+00
1880 +2.442075071e+02 +2.442075071e+02 +3.375075071e+02 +3.375075071e+02 +7.6995e-01 +5.7437e-01 -1.2944e+00 -2.1300e+00 -1.1299e+00 +1.9866e+00 -2.4907e+00 +4.9950e+00 -8.7536e-01 -2.7890e+00 +2.0093e+00 +1.7610e+00 +1.7484e+00 -1.6970e+00 -1.3280e+00 -1.2348e+00 -1.0433e+00 -1.4232e+00 -2.0633e+00 -4.1715e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.605906721e+02 +8.605906721e+02 +8.742306721e+02 +8.742306721e+02 +1.9785e+00 +4.0866e+00 +3.2656e+00 -4.0493e+00 -2.5238e+00 -1.2309e+00 -1.9459e+00 +1.9480e+00 +3.5967e+00 -2.0375e+00 +3.0852e+00 -4.5954e+00 +1.6056e-01 +1.5730e+00 +2.2722e+00 +4.7532e+00 -1.1047e+00 -3.1178e+00 +2.6542e+00 +1.0687e+00
21 +6.120766555e+02 +6.120766555e+02 +6.257166555e+02 +6.257166555e+02 +2.3088e+00 -5.4094e-01 +4.5383e-01 -9.5598e-01 +8.3482e-01 +3.5382e+00 -4.6951e+00 -2.9694e+00 -3.0153e+00 +2.0568e+00 -1.3172e+00 +6.0947e-01 -2.4480e+00 +2.9003e+00 -1.2508e-01 -2.1939e-01 +2.7277e+00 -1.0945e+00 +4.7697e+00 -2.5239e+00
465 +3.770801855e+02 +3.770801855e+02 +3.907201855e+02 +3.907201855e+02 +1.6163e+00 -3.5051e-01 -6.7707e-01 -2.0223e+00 +3.1648e+00 -2.8224e+00 -2.6424e+00 +4.2326e-02 -4.7682e-01 -1.7259e+00 +8.0146e-01 +6.1469e-01 -1.0027e+00 -2.5741e-02 -2.1641e+00 -1.9835e+00 -8.0988e-02 -2.6948e+00 +5.7057e-01 -1.1000e-01
2280 +2.300806841e+02 +2.300806841e+02 +2.437206841e+02 +2.437206841e+02 -2.4265e+00 +1.9653e+00 +1.0267e+00 +2.9368e+00 +2.0810e+00 -3.6020e+00 -7.5135e-01 -1.8594e-01 +8.7294e-01 +1.3223e-01 -1.0305e+00 +1.8056e+00 +2.9984e-01 -2.2806e+00 +1.3338e+00 -1.6179e+00 -2.9282e+00 -1.9068e+00 +4.3327e-01 +2.1776e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.336813728e+02 +8.336813728e+02 +1.028481373e+03 +1.028481373e+03 -3.7625e+00 -5.4188e-01 -1.7665e+00 -2.4978e+00 -1.9173e+00 -2.6955e+00 +2.4969e+00 +3.2174e+00 -7.8137e-01 +3.2901e+00 +1.3983e+00 -4.2408e+00 -1.9999e+00 +2.4331e+00 +3.2104e+00 -9.1715e-01 -3.3119e+00 -4.6952e+00 -2.8433e+00 +4.7881e+00
12 +5.982781844e+02 +5.982781844e+02 +7.930781844e+02 +7.930781844e+02 -4.4962e+00 -2.4120e-01 +3.4341e+00 +4.1922e+00 +1.0603e+00 +2.8078e-01 +2.9694e+00 -4.0311e+00 -4.9584e+00 -1.7599e+00 -2.4361e+00 +2.4777e+00 -5.7124e-01 +2.5714e+00 -2.4977e-01 +4.5358e-01 +4.3272e-01 -1.3788e+00 +2.5622e+00 +1.0464e+00
665 +3.940143727e+02 +3.940143727e+02 +5.888143727e+02 +5.888143727e+02 -4.0843e-01 +2.7145e+00 +2.7903e+00 -2.5179e+00 +4.0605e+00 -2.7609e-01 +8.0185e-01 +3.4507e+00 -5.3807e-01 -4.3537e+00 -4.4229e-01 +1.2834e-02 -7.1545e-01 +1.6089e-01 -2.5405e+00 +2.0148e+00 +2.6579e-03 +4.4441e-01 +4.3471e+00 +1.4558e+00
2433 +2.426972637e+02 +2.426972637e+02 +4.374972637e+02 +4.374972637e+02 -4.0842e-01 +2.7145e+00 +2.7903e+00 -2.5179e+00 +6.0244e-01 +5.0818e-01 +1.9645e+00 +8.9924e-01 -1.1964e+00 +3.9254e-01 -4.4229e-01 +1.7166e+00 -4.8594e-01 +1.7989e-01 -1.0004e+00 +2.1768e+00 -2.7483e+00 -2.2437e+00 +3.6960e+00 +1.4558e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
