% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.526997647e+05 +1.526997647e+05 +1.528489147e+05 +1.528489147e+05 +3.2086e+00 -1.2050e+00 +8.4740e-01 -6.9546e-01 +1.3710e+00 +1.0456e+00 +2.3850e+00 +1.4631e+00 -7.7798e-01 -2.5641e+00 -2.0722e+00 -2.3342e+00 +2.6195e-01 -9.7720e-01 +8.1563e-01 -2.0231e+00 -3.4714e+00 -2.3558e+00 -2.8087e+00 +2.4499e+00
18 +6.951415328e+04 +6.951415328e+04 +6.966330328e+04 +6.966330328e+04 +1.1188e+00 -1.6286e+00 -8.0001e-02 -2.1832e+00 -1.0819e+00 +5.6127e-02 +2.3866e+00 +1.3908e+00 +4.8111e-01 -1.9252e+00 -1.3646e+00 +8.3109e-01 +3.4946e+00 -8.9991e-01 +1.9841e+00 -1.8931e+00 -3.2625e+00 +6.5549e-01 -2.9009e+00 +7.7022e-01
32 +5.391012569e+04 +5.391012569e+04 +5.405927569e+04 +5.405927569e+04 -3.6327e-01 +6.4729e-01 -2.2503e-01 -6.1159e-01 -2.7992e+00 -1.5660e+00 +2.4430e+00 +7.3151e-01 +2.1031e+00 -2.3741e-01 -1.4093e+00 -8.7613e-01 +2.1215e+00 -3.3085e+00 +4.4442e-01 -4.1503e+00 +1.6680e+00 -1.6961e+00 -2.9672e+00 +8.7334e-01
63 +3.958083257e+04 +3.958083257e+04 +3.972998257e+04 +3.972998257e+04 -9.8567e-01 +6.2682e-01 -1.1450e+00 +2.0096e+00 -2.0120e+00 +2.9027e-01 +1.3622e+00 -1.3629e+00 +3.9260e-01 +1.0502e+00 -1.5729e+00 +1.0073e+00 +1.0214e+00 -1.5430e+00 +3.7278e-01 -2.8992e+00 -3.7676e+00 +2.9926e+00 -4.9618e+00 +1.8048e-01
75 +2.500735918e+04 +2.500735918e+04 +2.515650918e+04 +2.515650918e+04 +5.7251e-01 -3.2818e+00 -4.1103e-01 +2.7124e-01 -3.8833e+00 -2.6884e-02 +1.2332e+00 -4.9569e-02 +1.7374e+00 +4.4515e-01 -6.0516e-01 +7.5970e-01 +2.0603e+00 -2.7599e+00 +6.4134e-01 -6.0154e-01 -2.2504e+00 +1.6124e+00 -5.9665e+00 +7.9030e-01
139 +1.338667491e+04 +1.338667491e+04 +1.353582491e+04 +1.353582491e+04 -2.4191e+00 -2.0572e-01 -1.4732e-01 +2.5932e+00 -2.0127e+00 -1.6299e+00 +3.0869e-01 -1.1319e+00 -2.7199e-01 +3.4514e-01 -2.7743e+00 +1.7019e+00 +3.9465e+00 -5.0800e-01 +1.1882e+00 -2.4481e-01 -2.0379e-01 +9.1816e-01 -3.8080e+00 +2.2088e+00
159 +7.154205640e+03 +7.154205640e+03 +7.303355640e+03 +7.303355640e+03 -1.1611e+00 -1.5050e-01 +2.4768e-01 +8.1893e-01 -2.7840e+00 -1.8324e+00 +1.2776e-01 -2.4311e+00 -1.2008e+00 -2.1753e+00 -2.9465e+00 +1.6808e+00 +2.5043e+00 -2.5438e+00 -5.1971e-01 +4.2197e-01 +7.3698e-01 +1.8460e+00 -7.1902e-01 +3.0573e+00
183 +5.149149325e+03 +5.149149325e+03 +5.298299325e+03 +5.298299325e+03 -1.9034e+00 +3.2299e-01 -5.0521e-01 +1.8982e+00 -2.3113e+00 -3.0211e+00 -1.6982e+00 -2.4188e-01 -7.2282e-01 -2.0831e+00 -1.4634e+00 +2.9569e-01 +2.4313e+00 -2.6899e+00 -1.6040e+00 +1.1140e-02 +4.8737e-01 -1.2265e+00 -6.3202e-01 +1.4733e+00
321 +2.581389480e+03 +2.581389480e+03 +2.730539480e+03 +2.730539480e+03 -1.3663e+00 -1.6653e+00 +4.4910e-01 +1.6638e+00 -4.1406e+00 -2.1556e+00 -5.0819e-01 -7.8437e-01 -1.3896e-01 +1.3096e-01 -1.2201e+00 +1.3929e+00 +1.6917e+00 -5.5369e-01 -2.5444e+00 -1.7589e+00 -7.0143e-01 +6.7901e-01 -6.6270e-01 +2.2318e+00
343 +1.311289219e+03 +1.311289219e+03 +1.460439219e+03 +1.460439219e+03 -2.4469e+00 -5.4593e-01 -3.5400e-01 +8.1778e-01 -3.8551e+00 -3.2217e+00 -4.9210e-01 -2.8051e+00 -1.1487e+00 +5.0113e-01 -1.8132e+00 +9.2018e-01 +2.0837e+00 -1.3038e+00 -1.8908e+00 -8.7582e-01 -2.1829e-02 +1.2502e+00 -3.4121e-01 +2.5291e+00
