% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.434849601e+01 +1.434849601e+01 +2.121849601e+01 +2.121849601e+01 -2.0614e+00 +4.6658e+00 +2.5699e+00 +2.9577e+00 +2.2141e+00 +2.5185e-01 -1.7516e+00 -1.1513e-01 -4.1246e+00 +2.7592e+00 -3.4764e+00 -4.3797e+00 +8.7266e-02 +2.8414e+00 -2.5772e+00 +2.6442e-01 -3.0994e+00 -3.7699e+00 -2.1045e+00 +7.0871e-01
19 +7.616445412e+00 +7.616445412e+00 +1.448644541e+01 +1.448644541e+01 -1.2664e+00 -3.6439e+00 +2.4150e+00 +4.4626e+00 -4.1759e+00 +2.3925e+00 -4.5800e+00 +3.3749e+00 +3.3622e+00 +1.0524e+00 -3.0696e+00 -1.6871e+00 +4.8042e+00 -3.5692e+00 -4.9744e+00 +3.2683e-01 +7.3679e-01 -3.8515e-01 +2.3981e+00 +2.2459e+00
91 +5.480386827e+00 +5.480386827e+00 +1.235038683e+01 +1.235038683e+01 +2.5684e+00 -2.9468e+00 -6.0794e-01 -3.7848e+00 +3.4183e-01 +2.4769e+00 -4.1619e+00 -2.3928e+00 +4.0770e+00 +1.0892e+00 +3.8053e+00 -3.2759e+00 +2.7797e+00 +3.7309e+00 +4.9553e+00 -4.1295e+00 +1.8442e+00 +4.9528e+00 -6.1463e-02 -3.4535e+00
531 +3.885399766e+00 +3.885399766e+00 +1.075539977e+01 +1.075539977e+01 -2.4501e+00 +4.7498e+00 +1.0682e+00 -3.9920e+00 -3.0403e+00 +4.6689e+00 -4.4032e+00 -2.6360e+00 -8.5238e-01 +2.7145e+00 +3.5306e+00 +3.1818e-01 +4.8008e+00 -3.4183e+00 +3.0379e+00 -1.5393e+00 +1.0121e+00 -1.1714e-01 +4.4655e+00 +1.5201e+00
4922 +2.508165549e+00 +2.508165549e+00 +9.378165549e+00 +9.378165549e+00 +2.3145e+00 +2.2699e+00 +4.9810e-01 +1.9917e+00 +2.9610e+00 +1.1132e+00 -2.4568e-01 -2.0839e+00 -2.4265e+00 +1.2482e+00 +3.0000e+00 +2.9929e+00 -4.2376e+00 -1.2549e-01 -4.5263e+00 +1.0657e+00 +1.6729e-01 +2.2115e+00 -2.4727e+00 +3.3814e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.466269558e+01 +1.466269558e+01 +1.467269558e+01 +1.467269558e+01 -1.8581e+00 -4.3692e+00 +2.6279e+00 -4.1929e+00 +1.6763e+00 +1.1345e+00 +1.5487e-02 +4.0675e+00 +2.4491e+00 +4.6989e+00 -3.6589e+00 -2.6449e+00 -3.8454e+00 -4.4395e+00 +9.0226e-01 -2.2904e-01 -1.2392e+00 -2.2984e+00 -3.3348e+00 +2.3845e+00
14 +9.166799074e+00 +9.166799074e+00 +9.176799074e+00 +9.176799074e+00 -1.3548e+00 +3.0125e+00 -1.7995e+00 -3.1349e+00 +4.6679e+00 +4.2258e+00 -4.9903e+00 -5.4742e-01 +2.1881e+00 -3.0927e+00 -3.3284e+00 +1.9050e+00 +1.7692e+00 -4.5269e+00 -1.9816e+00 -4.3749e+00 +4.9227e+00 -1.4394e-01 -4.5434e+00 -2.1589e+00
17 +5.272925332e+00 +5.272925332e+00 +5.282925332e+00 +5.282925332e+00 -3.0054e+00 +4.9396e+00 +2.6386e+00 +3.7599e+00 +2.0977e+00 +4.0070e+00 +2.3880e+00 -1.1848e+00 -1.7731e+00 +3.6252e+00 +6.5174e-02 +2.5815e+00 +2.2109e+00 -6.2584e-01 -8.0481e-01 -3.0136e+00 -3.2468e-01 -4.6465e-01 -1.8266e+00 +2.2728e+00
131 +3.731282191e+00 +3.731282191e+00 +3.741282191e+00 +3.741282191e+00 -4.0689e+00 -3.1095e+00 +1.2759e+00 +2.7854e+00 +2.5540e+00 +2.7485e-01 +2.4269e+00 +1.1386e+00 -1.3840e+00 -2.2152e+00 +3.4399e+00 +3.2592e+00 +5.2093e-01 -2.6139e+00 +1.8557e+00 -9.4956e-01 -4.3520e-02 +3.8433e+00 +1.5138e+00 -4.1299e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.749918383e+01 +1.749918383e+01 -1.131108162e+02 -1.131108162e+02 -3.0638e+00 +2.1428e+00 +3.0529e+00 +4.4767e+00 -1.0392e+00 -3.1123e-01 -7.6856e-01 +4.4401e+00 +1.3458e+00 +4.1472e-01 -4.4168e+00 -2.5158e+00 -1.0163e-01 -4.0815e-01 -4.2315e+00 -1.3358e+00 -2.7393e+00 +9.2953e-01 -2.9595e+00 +1.5944e+00
2 +1.172506780e+01 +1.172506780e+01 -1.188849322e+02 -1.188849322e+02 -2.9492e+00 +1.8438e+00 +3.6008e+00 +2.9229e+00 -1.4778e+00 +4.0280e+00 +3.7038e+00 -1.8574e+00 -2.5589e+00 -3.2213e+00 -2.2673e+00 -3.0123e+00 +2.1181e-01 -4.1753e-02 -4.7163e+00 -3.3917e+00 +4.1794e+00 +8.5107e-01 +4.8916e+00 +4.8322e+00
3 +6.263683262e+00 +6.263683262e+00 -1.243463167e+02 -1.243463167e+02 +3.1858e+00 -3.9301e+00 +3.5327e+00 -4.8806e+00 +4.6058e+00 -2.8174e+00 +3.6385e+00 +4.6923e+00 +1.5161e+00 -2.6935e+00 +4.4737e+00 +1.0111e+00 +2.7652e+00 -3.3300e+00 +8.6738e-01 +2.0805e+00 +4.4466e+00 +4.6667e+00 -2.3711e+00 -2.5703e+00
224 +3.817692380e+00 +3.817692380e+00 -1.267923076e+02 -1.267923076e+02 -1.6334e+00 +6.6714e-01 +1.8354e+00 +3.9713e+00 -1.6637e+00 -5.3828e-02 +3.6286e-01 +4.3322e+00 -1.5308e+00 +6.8833e-01 -1.0097e-01 -1.3773e+00 +4.1177e+00 +3.9491e+00 -3.9915e+00 -1.6163e+00 -8.5388e-01 -3.5858e+00 +1.0481e-01 +3.3820e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.796882202e+00 +8.796882202e+00 -2.143231178e+02 -2.143231178e+02 -2.3325e-01 -4.0211e+00 +4.9058e+00 +2.4773e+00 +1.6336e+00 -3.0495e+00 +4.9088e+00 -7.5218e-01 +5.9015e-01 -3.7358e-01 +1.1456e+00 -2.2920e+00 +1.8411e-01 +4.1871e+00 +4.0206e+00 +4.1518e+00 -2.4292e+00 +3.0096e+00 -2.7948e+00 -4.7163e+00
41 +6.175400230e+00 +6.175400230e+00 -2.169445998e+02 -2.169445998e+02 -4.0910e+00 +3.7171e-01 -3.0231e+00 -2.4738e+00 -4.5506e+00 +2.5972e+00 +2.5636e+00 -3.4006e+00 -4.8073e+00 -4.1886e+00 +1.2653e+00 +2.1047e+00 -4.8747e+00 +3.7713e+00 -4.2685e+00 -3.5833e+00 +3.2135e-01 -2.6904e-01 -3.9591e+00 +4.1737e+00
1382 +3.323146406e+00 +3.323146406e+00 -2.197968536e+02 -2.197968536e+02 +2.2119e+00 -3.8030e+00 +4.6667e+00 +4.9954e+00 +3.2620e+00 -3.1213e+00 +3.4227e+00 -4.2731e-01 -1.5522e+00 -2.3026e+00 +3.5807e+00 +3.4378e+00 -2.3705e+00 +1.1732e+00 +1.7212e+00 +6.7217e-02 +4.8430e+00 +3.3850e+00 -2.6015e+00 +4.5539e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
