% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.046018637e+02 +4.046018637e+02 +3.953918637e+02 +3.953918637e+02 -1.7746e+00 +1.0440e+00 +4.0451e+00 -4.9686e+00 -4.4994e+00 +2.2538e+00 -3.8092e-02 +5.1097e-01 -4.7100e+00 -2.6782e+00 -1.8390e+00 +1.0503e+00 +3.5225e-01 +4.7542e+00 -1.0648e+00 -5.3662e-01 -1.5788e+00 +1.1020e-01 +7.3400e-01 -3.0023e+00
4 +3.234961836e+02 +3.234961836e+02 +3.142861836e+02 +3.142861836e+02 +2.5935e+00 -9.8065e-01 -1.1594e+00 -6.5465e-01 +2.0892e+00 +3.2444e+00 -2.6129e+00 +2.6894e+00 +4.4974e+00 +2.3022e+00 +4.8750e-01 +4.4741e+00 +1.6485e+00 +3.4520e+00 +2.2630e+00 -6.7476e-01 +4.3529e+00 +4.5300e+00 -8.0597e-01 -1.6177e-01
403 +2.344496654e+02 +2.344496654e+02 +2.252396654e+02 +2.252396654e+02 +4.4394e+00 -4.1723e+00 +7.6738e-01 +8.2623e-01 -3.4009e+00 +1.5343e+00 -1.7694e+00 +1.7615e+00 +4.5596e+00 -4.1758e+00 -4.6517e+00 -2.1031e+00 +3.6637e+00 +2.7879e+00 +2.1596e-01 +2.0459e+00 +1.2980e+00 +2.0374e+00 -4.5977e+00 +2.4964e+00
1153 +1.546638422e+02 +1.546638422e+02 +1.454538422e+02 +1.454538422e+02 -1.3166e+00 -3.7186e+00 -3.5365e+00 +2.1908e+00 -7.8450e-01 +3.4175e+00 +3.6878e+00 -2.1361e-02 +4.5596e+00 -4.1758e+00 -4.6517e+00 -2.1031e+00 +3.6618e+00 +2.7879e+00 -4.0014e+00 +5.6053e-01 +4.6172e+00 +3.8894e+00 -3.9467e+00 +4.3195e+00
2299 +9.732863974e+01 +9.732863974e+01 +8.811863974e+01 +8.811863974e+01 +2.9793e+00 +9.2289e-01 +2.1257e+00 +4.8026e+00 -3.2415e+00 +2.5521e+00 +3.6878e+00 +2.7660e+00 +3.4004e+00 -7.4252e+00 -4.2738e+00 -2.3871e+00 +3.6618e+00 +2.8785e+00 -4.5721e+00 -3.0076e+00 +4.3519e+00 +4.5300e+00 -3.9467e+00 +4.3195e+00
3737 +6.206514701e+01 +6.206514701e+01 +5.285514701e+01 +5.285514701e+01 +4.6688e+00 -1.4128e+00 +2.1257e+00 +4.8021e+00 -3.2415e+00 +2.5521e+00 +3.6878e+00 +2.8910e+00 +4.5558e+00 -4.1758e+00 -4.6517e+00 -4.5177e+00 +3.2060e+00 +4.7011e+00 -3.5893e+00 -4.5501e+00 +6.5629e+00 +4.5300e+00 -4.8995e+00 +4.5231e+00
4609 +3.935343208e+01 +3.935343208e+01 +3.014343208e+01 +3.014343208e+01 +5.5834e+00 +5.6027e+00 +1.8248e+00 +4.8026e+00 -3.2415e+00 +2.5599e+00 +7.6878e+00 +2.8910e+00 +4.5597e+00 -7.4291e+00 -4.3988e+00 -6.1187e+00 +3.4404e+00 +6.8787e+00 -4.5712e+00 -4.5501e+00 +6.5629e+00 +6.5300e+00 -4.3756e+00 +4.7731e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.196482617e+02 +3.196482617e+02 +9.756382617e+02 +9.756382617e+02 -7.9174e-01 +5.2714e-01 -3.8823e+00 +4.0929e+00 +3.4280e+00 +6.6339e-01 -2.3592e+00 -1.9986e+00 -4.3351e+00 -4.2945e+00 +2.2839e+00 -3.1121e+00 -3.5589e+00 +1.7738e+00 -2.2307e+00 +4.4992e+00 +6.3631e-01 -3.9237e+00 -2.7531e-01 +4.1009e+00
78 +2.250064260e+02 +2.250064260e+02 +8.809964260e+02 +8.809964260e+02 +5.1971e-01 -9.5746e-01 +3.1865e+00 -4.6336e+00 -6.6182e-01 -3.1035e+00 +3.3224e+00 +3.8701e+00 -3.5786e+00 -3.4807e+00 +1.6737e+00 +3.8705e+00 +3.6518e+00 -4.7450e+00 -3.3674e+00 +2.4209e+00 -1.4978e-02 -4.3807e+00 +2.6465e+00 +4.1337e+00
1145 +1.445432937e+02 +1.445432937e+02 +8.005332937e+02 +8.005332937e+02 -1.8562e+00 -1.9022e+00 -1.9580e-01 -4.6661e+00 +1.7775e+00 +2.2532e+00 -2.3446e+00 +2.7403e+00 -2.4966e+00 -4.3729e+00 -1.8207e+00 +4.9229e+00 +3.4830e+00 -2.2798e+00 +4.0737e+00 +4.4752e+00 -4.6244e+00 -4.6139e+00 +4.8674e+00 +3.7326e+00
1507 +9.550155064e+01 +9.550155064e+01 +7.514915506e+02 +7.514915506e+02 +3.0458e-01 +4.7353e+00 -9.9017e-01 +2.9290e+00 -3.2164e+00 +1.0434e+00 -2.3444e+00 +2.7403e+00 -2.4966e+00 -4.3729e+00 +4.0785e+00 +3.8705e+00 +3.6518e+00 -4.7450e+00 +4.0737e+00 +4.4831e+00 -4.9473e+00 -4.0207e+00 +4.9745e+00 +4.2385e+00
2725 +6.198158713e+01 +6.198158713e+01 +7.179715871e+02 +7.179715871e+02 +2.2684e+00 -4.0046e-01 -1.7581e+00 +1.5428e+00 -2.3242e+00 -4.3796e+00 -4.5978e+00 +4.8215e+00 -3.7864e+00 -4.3729e+00 +4.0785e+00 +3.8705e+00 +3.6518e+00 -4.7450e+00 +4.0737e+00 +3.9781e+00 -4.9512e+00 -5.0832e+00 +4.4803e+00 +4.7518e+00
4409 +3.831022928e+01 +3.831022928e+01 +6.943002293e+02 +6.943002293e+02 +2.2684e+00 -2.4005e+00 -1.7579e+00 +3.1183e+00 -4.9571e+00 -4.4421e+00 -7.5978e+00 +4.8215e+00 -4.6807e+00 -3.7537e+00 +4.0785e+00 +3.8705e+00 +7.6518e+00 -4.7450e+00 +4.3641e+00 +6.6124e+00 -4.6244e+00 -4.6216e+00 +4.9745e+00 +4.8143e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.241831862e+02 +4.241831862e+02 +4.908931862e+02 +4.908931862e+02 -4.4677e-01 +2.1921e+00 +4.4377e+00 +4.0657e-01 +3.2721e+00 -3.5783e-01 -4.6495e+00 -1.0056e+00 -2.7675e+00 -1.3196e+00 -4.6920e+00 +4.7186e+00 +1.9373e+00 -2.3878e+00 -5.3467e-01 -4.3030e+00 +2.7152e+00 -4.6776e+00 -2.3744e+00 +2.4512e+00
4 +3.893413976e+02 +3.893413976e+02 +4.560513976e+02 +4.560513976e+02 +6.3820e-01 -1.4744e+00 +3.0962e+00 +2.0593e+00 +1.5942e+00 +2.7195e+00 +4.7352e+00 +4.8115e+00 +1.5111e+00 -4.9574e+00 -6.6840e-01 -1.7910e+00 +4.9848e+00 -4.4811e+00 -4.2166e+00 +1.4361e-01 +6.8071e-01 +3.2184e+00 -4.1648e+00 -1.6283e+00
53 +2.300212299e+02 +2.300212299e+02 +2.967312299e+02 +2.967312299e+02 -2.2087e+00 -1.0304e-01 +7.5246e-01 +4.1221e+00 +1.2267e-01 +2.0504e+00 -2.2831e+00 -1.7310e+00 +1.6206e+00 +4.1942e+00 -2.4532e+00 -3.8413e+00 +8.8195e-01 +2.7015e+00 +4.5712e+00 -3.6131e+00 -1.4943e+00 -4.1829e+00 -3.1107e+00 -4.4742e+00
1021 +1.533283494e+02 +1.533283494e+02 +2.200383494e+02 +2.200383494e+02 -4.7910e-01 -4.3134e+00 -3.4990e+00 +3.9152e+00 -4.7404e+00 +2.7530e+00 -3.0385e+00 -3.5708e+00 +1.0337e+00 -2.9107e+00 -4.0363e+00 -3.8460e+00 +1.3415e-04 +2.5186e+00 +4.4416e+00 +4.0341e+00 -3.0469e+00 -3.8772e+00 -1.9852e+00 -3.3158e+00
2302 +9.398925355e+01 +9.398925355e+01 +1.606992535e+02 +1.606992535e+02 -4.7910e-01 -4.3134e+00 -3.4990e+00 +7.9152e+00 -4.7404e+00 +2.7530e+00 -3.5840e+00 -3.5709e+00 +1.0337e+00 -3.9107e+00 -6.4329e+00 -4.6504e+00 +4.0001e+00 +2.5177e+00 +3.6018e+00 +3.6458e+00 -4.5403e+00 -3.8753e+00 -4.2157e+00 -4.0268e+00
3705 +6.142470926e+01 +6.142470926e+01 +1.281347093e+02 +1.281347093e+02 -4.7910e-01 -4.3134e+00 -7.4990e+00 +3.9152e+00 -4.7404e+00 +2.7843e+00 -3.0385e+00 -3.8208e+00 +1.0337e+00 -2.9107e+00 -6.4329e+00 -4.6426e+00 +4.0000e+00 +6.5177e+00 +4.4419e+00 +4.0321e+00 -4.5500e+00 -3.8753e+00 -6.2155e+00 -6.0306e+00
4523 +3.883466723e+01 +3.883466723e+01 +1.055446672e+02 +1.055446672e+02 -4.7931e-01 -4.2509e+00 -3.4990e+00 +7.9152e+00 -4.7404e+00 +6.7535e+00 -3.0385e+00 -3.5708e+00 +1.0332e+00 -6.9107e+00 -6.4329e+00 -4.6504e+00 +6.1876e+00 +6.5177e+00 +6.4419e+00 +6.0321e+00 -4.5505e+00 -3.8751e+00 -6.2155e+00 -6.0307e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.648978073e+02 +4.648978073e+02 +1.406567807e+03 +1.406567807e+03 -3.5252e+00 +3.7007e+00 -2.1700e+00 -3.3434e+00 +1.9996e+00 +1.7779e+00 +8.2145e-01 +1.4367e+00 +3.4229e+00 -2.6830e+00 -2.2634e-01 -3.3522e+00 -4.7208e+00 -2.7249e+00 -2.9263e+00 +4.0720e+00 +1.2688e+00 -1.8151e+00 -3.9548e+00 -3.3764e+00
4 +3.534031027e+02 +3.534031027e+02 +1.295073103e+03 +1.295073103e+03 -1.5474e+00 +7.5395e-01 +2.1053e+00 -1.6459e+00 +1.8569e+00 -9.6018e-01 -2.0374e+00 +3.5007e+00 +4.3344e+00 +4.9792e+00 +1.4884e+00 +1.3753e+00 +1.3729e+00 +3.6225e-01 +3.9994e+00 -1.0564e+00 +1.5038e+00 +4.1740e+00 -1.4975e+00 +2.6532e+00
44 +2.238245984e+02 +2.238245984e+02 +1.165494598e+03 +1.165494598e+03 +2.3390e+00 +3.7899e-01 +1.7159e+00 +1.8762e+00 +3.7387e+00 -2.0201e+00 -8.8088e-01 -1.2007e-01 +2.3137e+00 -8.3770e-01 +4.3982e+00 +1.9546e+00 -4.6181e+00 -9.8334e-01 +4.3612e-01 +3.0462e+00 -3.9319e+00 +2.2742e+00 +3.6976e+00 +1.9214e+00
931 +1.533878586e+02 +1.533878586e+02 +1.095057859e+03 +1.095057859e+03 +1.8712e+00 -4.2653e+00 +2.7127e+00 +3.8530e+00 -3.8744e+00 +1.7865e+00 +4.2576e-01 -3.3858e+00 -1.0020e+00 -1.7443e-02 +3.9560e+00 +3.2799e+00 -4.2214e+00 -4.3570e+00 +4.5093e+00 -1.8171e+00 -4.4610e+00 +4.5855e+00 +4.4053e+00 +4.2197e+00
2265 +9.849202996e+01 +9.849202996e+01 +1.040162030e+03 +1.040162030e+03 -3.0330e+00 -4.2653e+00 +2.7127e+00 +3.8530e+00 -3.3850e+00 -4.1549e+00 -2.7347e+00 -4.3988e+00 -1.4800e+00 -1.7443e-02 +6.6786e+00 +4.6026e+00 -4.6181e+00 -9.8334e-01 +4.1592e+00 +4.0998e+00 -4.2015e+00 +3.9120e+00 +4.8454e+00 +4.9192e+00
3474 +6.200710201e+01 +6.200710201e+01 +1.003677102e+03 +1.003677102e+03 +1.8712e+00 -5.2653e+00 +9.6273e-01 +3.8530e+00 -3.3850e+00 -4.1549e+00 +3.0076e-01 -3.9930e+00 +1.5559e+00 -3.8070e+00 +6.0536e+00 +4.5752e+00 -4.6181e+00 -3.5975e+00 +7.3742e+00 +7.4025e+00 -4.0183e+00 +6.5816e+00 +4.8454e+00 +5.9153e+00
4687 +3.884175019e+01 +3.884175019e+01 +9.805117502e+02 +9.805117502e+02 -1.8711e+00 -4.2655e+00 +2.7127e+00 +3.8528e+00 -7.8744e+00 -4.0729e+00 -4.7347e+00 -3.9930e+00 +3.3137e+00 -5.3050e+00 +6.0536e+00 +4.5752e+00 -5.1588e+00 -4.3570e+00 +3.3742e+00 +7.4025e+00 -4.2132e+00 +5.8012e+00 +4.8454e+00 +4.9155e+00
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.412521746e+02 +3.412521746e+02 +3.038021746e+02 +3.038021746e+02 +5.7722e-01 +3.6426e+00 -3.5304e+00 +2.7637e+00 +8.1289e-01 +3.9202e+00 -1.6318e-01 -3.6649e+00 +3.2830e+00 -4.0995e+00 -4.2845e+00 +3.8155e+00 +4.5035e+00 -4.1858e+00 +4.9266e+00 +1.0837e+00 -1.8849e-01 -3.5834e+00 +3.6739e+00 -1.0957e+00
211 +2.266657845e+02 +2.266657845e+02 +1.892157845e+02 +1.892157845e+02 +2.8018e+00 +1.5682e+00 -1.9820e+00 -3.3573e+00 +2.9313e+00 +8.9473e-01 +2.0877e+00 -1.5881e+00 -1.7898e+00 -4.3246e+00 +2.4330e+00 -4.5145e+00 -3.5318e+00 -4.9112e+00 +3.3567e+00 +4.0761e+00 -2.9492e+00 +6.6867e-01 +3.3959e+00 -4.9258e+00
1152 +1.520754772e+02 +1.520754772e+02 +1.146254772e+02 +1.146254772e+02 +2.8018e+00 -1.0727e-01 -1.9820e+00 -2.9966e+00 +2.9313e+00 +8.9571e-01 +8.3558e-01 -4.1606e+00 +2.1697e+00 +4.1901e+00 +3.7602e+00 +4.7340e+00 -3.5318e+00 -4.9112e+00 +3.3567e+00 +4.0136e+00 -2.9492e+00 +6.3742e-01 +3.2709e+00 -4.9258e+00
