% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.098151639e+01 +8.098151639e+01 +1.217615164e+02 +1.217615164e+02 -6.1605e-01 -4.5883e+00 -4.1267e+00 +4.6750e+00 -2.5673e+00 -3.4855e+00 +3.3873e+00 +2.3405e+00 +3.3118e+00 -4.0268e+00 -3.7102e+00 +5.1327e-01 +4.1627e-01 -1.7454e+00 +7.4006e-01 -2.9275e+00 -5.3532e-01 +8.6374e-01 -3.5343e+00 +6.8807e-01
1543 +6.212773087e+01 +6.212773087e+01 +1.029077309e+02 +1.029077309e+02 -1.5838e+00 -3.2147e+00 +4.8211e+00 +2.0069e+00 +2.9013e+00 +1.8134e+00 -1.8685e+00 +1.7099e-01 +1.3894e+00 -2.4243e+00 +8.8186e-01 -2.1125e+00 -3.3291e+00 -1.4065e+00 +1.6141e-01 +1.1709e+00 +4.6272e-01 +2.3820e+00 +1.2812e+00 -5.7473e-01
2947 +3.969698408e+01 +3.969698408e+01 +8.047698408e+01 +8.047698408e+01 -9.9380e-01 -1.3960e+00 +2.5771e+00 +3.6991e+00 +2.0554e+00 +3.4933e+00 -1.8685e+00 +1.3974e-01 +3.0968e+00 -6.8249e-02 +2.9805e+00 +3.1183e-01 -3.1816e+00 -2.8476e+00 +2.7614e+00 -4.3919e+00 -1.6046e+00 +3.2582e+00 +1.7767e+00 +1.9715e+00
4235 +2.287146685e+01 +2.287146685e+01 +6.365146685e+01 +6.365146685e+01 -9.9380e-01 -1.1460e+00 +2.5771e+00 +1.9800e+00 +5.5367e-02 +5.8144e+00 -1.6185e+00 +1.7099e-01 +3.0968e+00 -6.8249e-02 +2.9805e+00 +6.1828e-02 -3.2942e+00 -4.0521e+00 +2.4729e+00 -4.3919e+00 -3.6753e-01 +2.2601e+00 +1.2792e+00 +1.9715e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.213205839e+01 +8.213205839e+01 +8.053205839e+01 +8.053205839e+01 +3.1309e+00 -3.2062e+00 -2.1620e+00 -6.0128e-01 +3.8475e+00 +6.0852e-01 +3.5013e+00 -3.5571e+00 +4.4433e-01 -2.3947e+00 -1.3490e+00 -2.3933e+00 -7.3123e-01 +3.3080e+00 -2.1197e+00 -2.3618e+00 -4.9506e+00 +1.2779e+00 +3.7141e+00 -4.5144e+00
2007 +5.138896074e+01 +5.138896074e+01 +4.978896074e+01 +4.978896074e+01 +3.4709e+00 -1.2238e+00 -1.4881e+00 -2.6114e+00 +2.1564e+00 +2.3382e-01 +3.4732e+00 -2.7651e+00 -1.3839e-01 -2.3947e+00 -1.3450e+00 -3.9334e-01 -4.7312e+00 +3.3080e+00 -2.1197e+00 -2.3618e+00 +7.0625e-01 +1.4346e+00 +2.8816e-01 -3.3624e-01
3589 +3.369477155e+01 +3.369477155e+01 +3.209477155e+01 +3.209477155e+01 +3.4709e+00 -1.2238e+00 -1.4881e+00 -2.6114e+00 +2.1564e+00 +2.3382e-01 +3.4751e+00 -2.7651e+00 -1.3839e-01 -2.3947e+00 -3.3450e+00 +1.1928e+00 -4.5752e+00 +6.6495e-01 -2.1197e+00 -2.3618e+00 +7.0918e-01 +1.4346e+00 +2.8816e-01 -3.3624e-01
4501 +1.966747294e+01 +1.966747294e+01 +1.806747294e+01 +1.806747294e+01 +3.4709e+00 -2.2381e-01 -1.4881e+00 -2.6114e+00 +2.1564e+00 +1.2336e+00 +3.4732e+00 -2.7651e+00 -1.3839e-01 -2.3947e+00 -3.3450e+00 +1.1928e+00 -4.5752e+00 +6.6495e-01 -2.1197e+00 +1.2671e-01 -1.6166e+00 +1.9346e+00 +2.8816e-01 -3.3624e-01
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.583628725e+01 +8.583628725e+01 -2.850037128e+02 -2.850037128e+02 +2.6225e+00 -3.6425e+00 -2.4747e+00 +2.6729e+00 +3.7416e+00 +1.4291e+00 +3.1972e-02 -2.5806e+00 -4.8206e+00 -1.5081e+00 -4.2924e+00 +4.1632e+00 +2.0350e+00 +2.1337e+00 -1.5929e+00 +2.1515e+00 +2.0611e+00 +1.8356e+00 -4.9986e+00 -1.2109e+00
