% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.710072205e+01 +4.710072205e+01 -5.544927795e+01 -5.544927795e+01 +4.5745e+00 -7.2171e-02 +4.9959e+00 +2.2899e+00 +4.7345e-01 +3.7835e+00 -2.8747e+00 -4.4806e+00 -2.7102e-01 +3.2006e+00 -6.7930e-01 +2.7949e+00 +4.6897e-01 -4.7247e+00 +3.9833e+00 +2.4854e+00 +3.3658e+00 -1.1333e+00 -3.4183e+00 +2.1388e+00
20 +3.916220603e+01 +3.916220603e+01 -6.338779397e+01 -6.338779397e+01 +3.3093e+00 +4.3798e+00 -6.4023e-01 +2.1151e+00 +3.7289e+00 -7.2843e-01 -1.1686e+00 -4.8530e+00 -1.6413e+00 -4.5360e+00 -9.8145e-01 -3.6709e+00 +4.7710e-01 +9.4744e-01 -2.3184e+00 -4.5232e+00 +1.4719e+00 +1.6705e-01 -1.3874e+00 +6.8716e-01
39 +2.182974401e+01 +2.182974401e+01 -8.072025599e+01 -8.072025599e+01 -2.7013e+00 -1.5129e+00 -2.3780e+00 -2.4031e+00 -4.7040e-02 +1.5670e-01 -3.9307e+00 +1.8995e+00 -3.7349e+00 -1.0461e+00 -4.8067e+00 -6.6599e-01 -1.7207e+00 +5.8135e-01 +7.3207e-02 +1.0824e+00 +3.5714e+00 -6.1746e-01 +1.5450e+00 -2.1802e+00
443 +1.546329584e+01 +1.546329584e+01 -8.708670416e+01 -8.708670416e+01 -2.7013e+00 +2.6337e+00 -2.3151e+00 -1.8457e-01 +1.8957e+00 +7.3291e-01 +8.5106e-01 -2.0726e+00 +1.0689e+00 -1.6060e+00 +1.8846e-01 -4.1941e+00 -1.7207e+00 +5.8135e-01 +7.3207e-02 +1.0824e+00 +3.5714e+00 -6.1746e-01 +1.5450e+00 -2.1802e+00
1514 +9.655225928e+00 +9.655225928e+00 -9.289477407e+01 -9.289477407e+01 +1.1610e+00 -1.5604e+00 +3.8579e+00 +1.5498e+00 -5.9699e-01 +1.8179e+00 +4.7708e-01 +1.5070e+00 +1.2499e+00 -2.1691e+00 -1.4754e-01 +8.5580e-01 +1.5703e+00 -2.7269e+00 -4.3659e-02 +1.0823e+00 -1.4229e+00 -1.7341e-01 +3.0258e-01 +3.7785e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.499667421e+01 +7.499667421e+01 +1.466866742e+02 +1.466866742e+02 -1.6132e-01 -4.9203e+00 -3.4110e+00 -4.4153e-01 +4.9210e+00 +5.4722e-01 -1.2797e+00 -2.0032e+00 +3.5397e+00 +5.5963e-01 -1.0478e+00 -2.7103e+00 -3.1729e-01 -3.9417e+00 +3.2814e+00 +1.5242e+00 +4.6566e+00 +1.2281e+00 -2.1158e+00 +2.1792e+00
2 +6.187147974e+01 +6.187147974e+01 +1.335614797e+02 +1.335614797e+02 -4.3243e-01 +3.2199e+00 -4.3708e+00 +9.9396e-01 -3.8158e+00 -1.1782e-01 +3.8492e+00 +2.1306e-02 +3.8408e+00 +2.6152e+00 -3.9510e+00 -6.9693e-01 +4.2728e+00 -4.1162e+00 +3.9739e+00 +3.1753e+00 -3.2684e+00 +3.4031e-01 +3.5516e-01 -1.8109e+00
6 +2.565650657e+01 +2.565650657e+01 +9.734650657e+01 +9.734650657e+01 +2.9144e+00 -1.5652e+00 -3.4312e-01 -6.5468e-02 +2.0511e-01 +1.4209e+00 +2.9926e+00 +4.7984e+00 +1.2313e+00 +4.2191e-01 +2.9889e+00 -2.5548e+00 -5.2556e-01 -7.5853e-01 -2.0899e+00 -4.6128e+00 +2.6671e+00 +7.3720e-01 +3.7856e+00 +1.3147e+00
141 +2.018198888e+01 +2.018198888e+01 +9.187198888e+01 +9.187198888e+01 +3.4595e+00 +6.2331e-02 -3.7363e-01 -7.0750e-01 -1.6954e+00 +1.1161e+00 +3.4347e-01 +2.3310e+00 -1.4445e+00 +2.2642e-02 -2.5868e+00 +1.9312e+00 +1.9219e+00 +4.5106e-01 +3.6279e+00 -4.2588e+00 -4.0949e-01 +2.2322e+00 +3.7028e+00 +1.4731e+00
