% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.825290546e+02 +3.825290546e+02 +3.655890546e+02 +3.655890546e+02 +1.6211e+00 -1.9962e+00 -6.3442e-01 -1.9899e+00 -2.4661e+00 -2.7322e+00 -3.1108e+00 -4.5819e+00 +1.5019e+00 +2.7169e+00 -2.3385e+00 +4.0653e+00 +2.0498e+00 +1.9078e+00 +2.6602e+00 -4.7792e-01 +4.7460e+00 -3.1184e+00 -2.6690e+00 +1.7816e+00
2 +1.612574615e+02 +1.612574615e+02 +1.443174615e+02 +1.443174615e+02 +4.5472e+00 +3.1510e+00 -2.1975e+00 -2.4342e+00 +4.0320e+00 +4.5422e+00 -2.1072e+00 +2.1077e+00 -2.0325e+00 +3.2864e+00 +2.0988e-01 -4.1316e+00 -1.9338e+00 -2.2510e+00 -1.7228e+00 +4.0713e+00 +1.7131e+00 -3.9972e+00 -1.2975e+00 +1.6280e+00
3 +7.732725191e+01 +7.732725191e+01 +6.038725191e+01 +6.038725191e+01 +5.4275e-02 +2.5679e+00 -1.4424e+00 -4.1220e+00 -1.9920e+00 -3.6982e+00 +2.0508e+00 -3.1855e+00 -1.2854e+00 +3.0259e-01 +3.2869e+00 -3.6953e-01 -7.8634e-01 +3.8391e+00 +4.6681e+00 +4.4962e+00 +3.7987e+00 -9.0500e-01 +1.5836e+00 +2.2829e+00
204 +5.811996298e+01 +5.811996298e+01 +4.117996298e+01 +4.117996298e+01 -6.9349e-01 -2.5981e+00 -2.6821e+00 -4.3626e+00 +3.0351e+00 -5.6864e-01 +5.1125e-01 -6.7845e-01 -3.7516e-01 +7.5337e-01 +7.2184e-01 -2.1471e+00 -2.0488e+00 +2.5270e+00 +4.0952e+00 -2.7654e+00 +4.2484e+00 -3.0243e+00 -3.7347e+00 +1.8214e-01
381 +3.753947315e+01 +3.753947315e+01 +2.059947315e+01 +2.059947315e+01 +2.7983e+00 +2.7625e+00 +7.5720e-01 -2.1282e+00 -1.0636e+00 -1.2627e+00 +2.8939e+00 -2.6890e+00 +3.4460e-01 -4.6648e+00 +1.8078e+00 -1.8934e+00 -2.0782e+00 +1.9448e+00 +2.4659e+00 +4.5690e+00 +1.0893e+00 -2.0521e+00 +3.6840e-02 +2.4188e+00
597 +2.399371439e+01 +2.399371439e+01 +7.053714386e+00 +7.053714386e+00 +2.5542e+00 +4.3487e-01 -8.7320e-02 +3.8535e-01 +1.7834e+00 -2.2494e+00 +3.6760e+00 -2.6408e+00 +2.3275e-01 -4.1680e+00 +2.4474e+00 -1.3163e-01 -1.6684e+00 -4.1616e-01 +3.8001e+00 +4.7608e+00 +2.9901e+00 -3.4392e+00 -6.6103e-01 +1.5741e-01
2338 +1.526319252e+01 +1.526319252e+01 -1.676807476e+00 -1.676807476e+00 +2.1944e+00 -5.7980e-01 +3.8077e-01 +2.6019e-01 +1.6016e+00 -1.6108e+00 +4.0505e+00 -1.9570e+00 -1.3852e+00 -4.3183e+00 +2.1655e+00 -1.1802e+00 -2.4812e+00 -2.4267e-01 +3.0982e+00 +4.7993e+00 +3.4361e+00 -2.8994e+00 -6.9515e-01 +1.4785e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.266558570e+02 +1.266558570e+02 +1.454658570e+02 +1.454658570e+02 +4.2479e+00 +2.0891e+00 -5.3623e-01 +3.4449e+00 -2.0158e+00 -3.5295e+00 -2.1075e-01 +2.0242e-01 -4.5885e+00 -3.2403e+00 +1.6831e+00 -4.7345e+00 +3.1685e+00 -1.1863e-01 -2.3089e+00 +3.5193e+00 +2.5351e+00 -2.1742e+00 +1.6252e+00 +4.2944e+00
5 +5.401605710e+01 +5.401605710e+01 +7.282605710e+01 +7.282605710e+01 -4.6543e+00 +2.7246e+00 +1.2477e+00 -1.5343e+00 +4.1624e+00 -1.0410e+00 -3.6098e-01 +2.4566e+00 -3.6468e+00 -6.6521e-01 -2.3176e+00 +3.7717e+00 +1.5390e-01 +2.8958e+00 -4.5669e+00 -2.4952e+00 -5.1734e-01 -3.4556e+00 +1.8367e-01 +1.5268e+00
