% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.393527707e+05 +3.393527707e+05 +3.394766007e+05 +3.394766007e+05 -4.5023e+00 -1.4301e+00 -4.4446e+00 +4.3398e+00 +6.1310e-01 -2.1290e-01 +1.7435e+00 +2.5481e-01 +1.7422e+00 -1.6794e+00 -4.8055e+00 +1.4522e+00 +2.4905e+00 +1.9587e+00 -1.4999e+00 +2.7737e+00 +1.1016e+00 +4.3699e-01 +4.4162e+00 -4.6276e+00
5 +1.830935558e+05 +1.830935558e+05 +1.832173858e+05 +1.832173858e+05 +2.2125e+00 +1.8625e+00 -1.8730e+00 +1.8600e+00 -4.3942e+00 -2.5142e+00 +1.8337e+00 +4.7665e+00 +2.4019e+00 -4.4388e+00 +1.5158e+00 -1.4879e+00 -2.5427e+00 +4.7649e+00 -1.0766e+00 +4.6277e+00 +9.8888e-01 +2.1171e+00 -2.8054e-01 -9.0057e-02
23 +1.251619006e+05 +1.251619006e+05 +1.252857306e+05 +1.252857306e+05 -4.7732e+00 +7.3081e-01 -3.1557e+00 -1.5133e+00 -1.1211e+00 +3.6241e+00 -1.9368e-01 -1.2023e+00 +8.5897e-01 -2.3945e+00 +9.1869e-01 +1.0242e+00 +2.4736e+00 -9.8883e-01 +1.8708e+00 -4.3498e+00 +1.4755e+00 +3.4156e-01 +1.8994e-01 -3.3833e+00
83 +7.929387848e+04 +7.929387848e+04 +7.941770848e+04 +7.941770848e+04 +2.6882e-01 +8.3075e-01 +6.8990e-01 +3.3430e+00 +1.2172e+00 +4.5757e+00 -1.1519e+00 -3.1469e+00 -5.0000e+00 -7.5976e-01 -4.5737e-01 +8.5219e-01 -3.0952e+00 +3.7411e-01 +3.9124e+00 -1.2332e+00 -1.0757e+00 +0.0000e+00 +8.3235e-01 -3.7463e+00
97 +4.109918011e+04 +4.109918011e+04 +4.122301011e+04 +4.122301011e+04 -3.0242e+00 +2.3104e-01 -1.5465e+00 +2.5337e+00 -1.4809e+00 +6.9799e-01 +0.0000e+00 +0.0000e+00 -3.2965e+00 +0.0000e+00 +3.8267e-01 +2.7788e+00 -1.0431e+00 +1.8618e-01 +4.2207e+00 +0.0000e+00 -2.8803e+00 +4.5293e-01 +1.1445e+00 -2.6351e-01
179 +1.961212755e+04 +1.961212755e+04 +1.973595755e+04 +1.973595755e+04 +6.3736e-01 +1.0911e+00 -1.2549e+00 +2.5977e+00 -1.6480e-01 -3.8602e-01 +3.9431e-01 +4.1941e-01 -2.6741e+00 +3.1741e-01 +2.7263e+00 +0.0000e+00 -4.1540e-01 -3.3177e-01 +3.5204e+00 +1.5657e+00 -1.7554e+00 +8.7897e-01 -5.1755e-01 -2.6598e+00
581 +1.549774711e+04 +1.549774711e+04 +1.562157711e+04 +1.562157711e+04 +1.6917e+00 +1.4831e-01 -8.9007e-01 -1.2302e-02 +2.6769e-01 -1.2276e+00 +6.0294e-01 -3.0502e-01 -2.3450e+00 +5.9101e-01 -3.1064e-01 +5.8886e-01 -1.2736e+00 +0.0000e+00 +3.4640e+00 +1.2645e-01 +7.9410e-02 +6.9915e-01 +7.6657e-01 -9.7579e-01
878 +7.274833253e+03 +7.274833253e+03 +7.398663253e+03 +7.398663253e+03 -1.1239e+00 +3.9933e-01 +7.1598e-01 -1.6755e+00 +0.0000e+00 +7.7344e-01 +1.0987e+00 +2.5856e-01 -8.1911e-01 -1.4566e-01 -2.1718e+00 -2.6417e+00 -1.8382e+00 +1.9587e-01 +2.6157e+00 +2.2831e-01 +6.0879e-01 +1.9645e+00 +1.6144e+00 -1.6313e+00
1082 +3.622424175e+03 +3.622424175e+03 +3.746254175e+03 +3.746254175e+03 +1.3806e-01 +6.4541e-02 +5.6092e-01 -1.8207e+00 -8.0038e-02 +5.5462e-01 +8.7553e-01 -9.5639e-01 -1.4466e+00 -1.0614e-02 +1.0125e+00 -3.2333e-01 -4.4640e-01 +7.2317e-01 +2.4782e+00 +6.5850e-01 +4.6891e-01 -4.5385e-01 -7.0754e-01 -5.1835e-01
1682 +1.939331617e+03 +1.939331617e+03 +2.063161617e+03 +2.063161617e+03 -7.8019e-01 +5.6383e-01 +5.5774e-01 -1.5742e+00 -1.7034e-01 +6.0883e-01 +1.1898e+00 -1.4486e+00 -1.2191e+00 +3.8040e-01 +1.0139e+00 +3.2516e-01 -7.4122e-01 +9.7824e-01 +1.3826e-01 +3.2137e-01 +6.2444e-01 +1.3270e-01 -6.8347e-01 -5.7112e-01
