% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.601222909e+01 +8.601222909e+01 -9.139877709e+02 -9.139877709e+02 +1.0452e+00 +3.3078e+00 -5.8023e-01 -9.3630e-01 -1.5132e+00 +6.9407e-01 -1.2928e+00 -1.0277e+00 -3.9808e-02 -3.1434e+00 +4.7158e-01 +1.6746e+00 +2.0915e-02 +2.0324e+00 +2.9053e+00 +3.7397e+00 +4.0885e-01 -2.9254e+00 +9.7990e-01 +1.8464e+00
321 +6.021234032e+01 +6.021234032e+01 -9.397876597e+02 -9.397876597e+02 -1.4411e-01 +2.1374e+00 +3.2392e+00 -2.7387e+00 +2.1955e+00 -1.3057e+00 +2.8050e-02 +7.0815e-01 +3.1072e+00 -1.6727e+00 +7.1740e-01 +2.8847e-01 +5.3579e+00 +2.1737e+00 +4.9640e+00 -1.7211e+00 +9.6989e-01 +7.9348e-02 -3.1680e+00 -1.6954e+00
436 +3.969679567e+01 +3.969679567e+01 -9.603032043e+02 -9.603032043e+02 +1.1112e+00 +3.0372e+00 +2.4746e+00 -2.7082e+00 +3.7828e+00 -2.6215e+00 -9.3823e-01 -2.4812e+00 +2.1147e+00 -1.6683e+00 -3.0947e-01 +1.0232e+00 +4.7280e+00 +3.1238e+00 +2.5279e+00 -1.7945e+00 +1.7788e+00 -2.5310e-01 -2.3022e+00 +7.8979e-01
656 +2.398044651e+01 +2.398044651e+01 -9.760195535e+02 -9.760195535e+02 -2.8501e-01 +2.8204e+00 +1.3298e+00 -1.3762e+00 +3.8372e+00 -7.5902e-01 -2.4721e+00 -7.3023e-01 +3.8964e+00 -2.5650e+00 +1.5536e+00 +1.9437e-01 +3.6851e+00 +3.3984e+00 +4.5309e+00 -2.0655e+00 +1.2776e+00 -6.3338e-01 -2.3191e+00 +7.6187e-01
1122 +1.553858301e+01 +1.553858301e+01 -9.844614170e+02 -9.844614170e+02 +3.1531e+00 +2.9061e+00 -6.3106e-01 -7.2677e-02 +3.8432e+00 -5.0040e-01 -2.8547e+00 -1.3039e+00 +4.3950e+00 -1.9172e+00 +1.9981e+00 +1.3425e+00 +3.5226e+00 +3.9396e+00 +4.4533e+00 -3.2446e+00 +2.0190e+00 -3.0090e+00 -2.4802e+00 +1.9774e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.487076072e+01 +8.487076072e+01 +1.084870761e+03 +1.084870761e+03 +3.5937e+00 -3.8226e+00 -2.4929e+00 -1.9815e+00 +2.9059e+00 -7.2623e-01 +3.1086e+00 +1.0951e+00 -2.1733e+00 -8.2907e-01 +8.4059e-01 +2.2590e+00 -1.8028e+00 +2.6721e-01 +3.4831e-01 -1.9909e-01 +3.7901e+00 -3.2569e+00 +3.9179e+00 -1.5087e+00
172 +6.068854613e+01 +6.068854613e+01 +1.060688546e+03 +1.060688546e+03 -3.3683e+00 -3.5433e+00 -2.8903e+00 -3.8030e+00 +8.8516e-01 -6.6225e-01 -2.1786e+00 +1.1051e+00 -3.2683e+00 -4.5980e+00 -2.9816e+00 -3.3127e+00 +6.7359e-01 -3.5561e+00 -3.7481e+00 -4.3576e+00 -1.0086e-01 -2.0506e+00 +1.2880e+00 +9.5476e-01
210 +3.913787313e+01 +3.913787313e+01 +1.039137873e+03 +1.039137873e+03 -1.7750e+00 -4.3096e+00 -2.9503e-01 -3.7950e+00 +1.1305e+00 -5.5701e-01 -9.6014e-01 -1.6986e+00 -4.4065e+00 -3.8502e+00 -1.5002e+00 -5.4549e-01 -1.2519e-01 -4.4092e+00 -2.1803e+00 -5.3967e+00 +2.2072e+00 -1.9178e+00 +3.1336e+00 +1.6280e+00
211 +2.362210024e+01 +2.362210024e+01 +1.023622100e+03 +1.023622100e+03 -2.6476e+00 -3.9508e+00 +5.1229e-01 -3.8825e+00 +2.0332e+00 -1.6727e+00 +3.6705e-01 +1.3491e-01 -2.5922e+00 -4.3618e+00 -9.7704e-01 -4.6655e-01 -4.6195e-01 -4.7560e+00 -2.1138e+00 -3.7219e+00 +3.3048e+00 -3.0058e+00 +1.0525e+00 +2.8410e+00
338 +1.078487511e+01 +1.078487511e+01 +1.010784875e+03 +1.010784875e+03 -2.1864e+00 -2.1687e+00 +3.8109e-01 -2.1572e+00 +2.2013e+00 -3.6551e+00 +9.0485e-01 +6.6005e-03 -3.6013e+00 -3.8783e+00 -2.5230e+00 -2.3171e+00 -7.0129e-01 -3.6635e+00 -2.8248e+00 -5.1047e+00 +2.5282e+00 -4.3496e+00 +2.4344e+00 +3.4953e+00
389 +9.137193153e+00 +9.137193153e+00 +1.009137193e+03 +1.009137193e+03 -2.2213e+00 -3.9784e+00 +5.7119e-01 -3.4447e+00 +1.2510e+00 -3.1482e+00 +1.5769e+00 -8.9299e-02 -2.1503e+00 -2.1212e+00 -2.3407e+00 -2.8033e+00 +8.9542e-02 -5.7476e+00 -1.8743e+00 -4.4001e+00 +3.2275e+00 -3.5618e+00 +3.8113e+00 +2.5204e+00
453 +5.027890179e+00 +5.027890179e+00 +1.005027890e+03 +1.005027890e+03 -3.3381e+00 -3.3070e+00 +5.2524e-01 -3.0380e+00 +7.9151e-01 -3.2920e+00 +1.3370e+00 +1.4110e-01 -3.0287e+00 -3.7524e+00 -2.2583e+00 -2.2669e+00 -1.2623e+00 -4.5615e+00 -2.3791e+00 -5.4293e+00 +2.7980e+00 -3.5314e+00 +3.0787e+00 +2.5319e+00
486 +3.440996441e+00 +3.440996441e+00 +1.003440996e+03 +1.003440996e+03 -2.9680e+00 -4.1612e+00 +9.0152e-01 -2.2400e+00 +1.1201e+00 -3.1940e+00 +1.4299e+00 -4.4637e-02 -2.8203e+00 -3.3361e+00 -2.8090e+00 -2.2361e+00 -4.7726e-01 -5.1006e+00 -2.1877e+00 -5.0610e+00 +3.3793e+00 -2.9469e+00 +3.1511e+00 +1.4889e+00
587 +2.305435274e+00 +2.305435274e+00 +1.002305435e+03 +1.002305435e+03 -2.6664e+00 -4.4777e+00 +2.6334e-01 -3.1979e+00 +4.1246e-01 -3.2726e+00 +1.2194e+00 +2.8911e-01 -3.1803e+00 -3.5274e+00 -2.8542e+00 -1.7446e+00 -5.5420e-01 -4.8430e+00 -2.6884e+00 -4.9729e+00 +2.9519e+00 -3.4129e+00 +2.7346e+00 +2.3390e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.606102512e+01 +8.606102512e+01 +3.693102512e+01 +3.693102512e+01 -3.4792e+00 -2.6154e+00 +8.7939e-01 +2.3271e+00 +3.6969e-01 -3.5649e+00 +1.0174e+00 +5.7392e-01 +1.1419e+00 -2.2886e+00 -1.8683e+00 -6.4627e-01 +9.1060e-02 -2.4447e+00 +1.7059e+00 +3.8853e+00 -5.4440e-01 -3.7854e+00 +1.2327e+00 -3.5279e+00
220 +6.196578462e+01 +6.196578462e+01 +1.283578462e+01 +1.283578462e+01 -4.3771e+00 +3.1045e+00 -4.3594e-02 -4.0984e-01 -3.6088e+00 +4.4447e+00 -1.5620e+00 -1.1258e+00 +1.6040e+00 +4.0796e+00 +4.9577e-01 -2.2973e+00 -3.6453e+00 +1.6552e+00 +1.9845e+00 +7.1506e-01 -7.6632e-01 -1.6488e+00 +2.3148e+00 -2.0843e+00
348 +3.722551680e+01 +3.722551680e+01 -1.190448320e+01 -1.190448320e+01 -3.5413e+00 +3.5085e+00 -1.7888e-02 -1.6421e+00 -4.2810e+00 +4.9679e+00 -4.1459e+00 -9.3203e-01 -6.7733e-01 +4.2630e+00 +1.1906e+00 -3.9685e+00 -3.8818e+00 +1.4853e+00 +3.1487e+00 +1.8081e+00 +4.6879e-01 -2.0316e+00 +2.4360e+00 -3.6173e-01
486 +2.320514867e+01 +2.320514867e+01 -2.592485133e+01 -2.592485133e+01 -3.4338e+00 +3.2251e+00 +2.6690e-01 -2.1672e+00 -2.6694e+00 +4.0189e+00 -4.5322e+00 -2.4383e-01 -7.5074e-01 +4.4347e+00 +1.3661e+00 -2.8194e+00 -4.3731e+00 +8.9067e-01 +3.6357e+00 +2.2249e+00 -7.6469e-01 -2.4664e+00 +2.2498e+00 -2.3028e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
