% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.634342711e+01 +4.634342711e+01 +2.940342711e+01 +2.940342711e+01 +3.8900e+00 +1.8478e+00 -2.9883e+00 -2.2431e+00 -3.9433e+00 +3.6479e-01 +1.4605e+00 -1.5501e+00 +5.9239e-01 +3.8274e+00 +2.3446e+00 -2.1014e-01 -1.3169e-01 +1.2858e+00 +1.8852e+00 -2.4503e+00 +1.2548e+00 +3.8817e+00 -1.3180e+00 -3.2724e+00
31 +3.721743603e+01 +3.721743603e+01 +2.027743603e+01 +2.027743603e+01 +1.5198e+00 +7.0184e-01 -2.2315e-01 -2.7740e+00 -9.7067e-01 -6.2992e-01 +4.7881e+00 +1.1314e+00 +2.1637e+00 +2.9882e+00 +3.6507e+00 -3.4327e+00 -5.9038e-01 +2.9113e-01 +1.4044e+00 -4.0315e+00 +1.9340e-01 -2.9794e+00 -1.2509e+00 -1.7997e+00
74 +2.502327200e+01 +2.502327200e+01 +8.083271995e+00 +8.083271995e+00 +4.7320e-02 -1.0765e-01 -2.4730e+00 +1.0538e-01 -1.5701e+00 -8.4763e-01 +1.3188e+00 +7.6830e-02 +3.4456e+00 +3.0119e-01 +2.2892e+00 -1.1935e+00 +2.8165e+00 -7.5832e-01 +1.3355e+00 -3.6796e+00 +1.8757e-01 +2.5963e+00 -2.1683e+00 +1.6551e+00
96 +1.554572796e+01 +1.554572796e+01 -1.394272038e+00 -1.394272038e+00 +2.3256e+00 -2.1752e+00 -4.1997e-01 -1.6540e+00 -4.8464e-01 -8.1429e-01 +2.5147e+00 -1.0716e+00 +2.0032e+00 +2.1916e-01 +4.3447e+00 -1.7089e+00 +2.7932e-01 -2.1654e+00 +6.3709e-01 -1.4648e+00 -9.9154e-01 +2.7951e+00 +1.1598e-01 -1.5607e+00
141 +9.205291941e+00 +9.205291941e+00 -7.734708059e+00 -7.734708059e+00 +3.1575e+00 +2.5543e-01 -1.0460e+00 +1.8371e+00 +2.6495e+00 -2.6952e+00 +2.9000e+00 -1.4456e+00 +1.2872e+00 -7.1146e-01 +2.1404e+00 -2.5788e+00 -1.0873e+00 -1.9922e+00 +2.4868e+00 -2.6770e+00 +3.7884e+00 +2.0792e+00 -6.1188e-01 +1.7588e+00
206 +6.121306731e+00 +6.121306731e+00 -1.081869327e+01 -1.081869327e+01 +2.3859e+00 -3.4635e-01 -3.8113e-01 +1.2110e+00 +4.8310e+00 -2.2211e+00 +1.6471e+00 -1.1962e+00 -1.1242e+00 -2.3634e+00 +2.2326e+00 -4.6943e+00 -3.1840e-01 -2.7869e+00 +3.5193e+00 +5.8818e-01 +3.7963e+00 +8.6908e-01 -4.3015e-01 +1.0583e+00
484 +3.909464234e+00 +3.909464234e+00 -1.303053577e+01 -1.303053577e+01 +3.0855e+00 +4.4695e-01 -5.5661e-01 +1.1780e-01 +3.9082e+00 -8.9069e-01 +2.8524e+00 -2.2252e+00 -6.5900e-01 -1.2445e+00 +3.8641e+00 -4.2702e-01 -2.0892e+00 -2.6948e+00 +1.4605e+00 +4.2270e+00 +3.5038e+00 -6.0713e-01 -7.3741e-01 +2.7540e+00
686 +2.253379494e+00 +2.253379494e+00 -1.468662051e+01 -1.468662051e+01 +3.5811e+00 +1.5558e+00 -6.3330e-01 +7.4975e-01 +3.0794e+00 -9.1475e-01 +2.5419e+00 -1.6202e+00 -3.0932e-01 -1.3900e+00 +4.1726e+00 -4.9687e-01 -1.9393e+00 -2.4511e+00 +2.6781e+00 +4.1462e+00 +4.5431e+00 -4.5584e-03 +6.2407e-01 +2.4355e+00
801 +1.397473309e+00 +1.397473309e+00 -1.554252669e+01 -1.554252669e+01 +3.7943e+00 +8.8048e-01 -9.6621e-01 +1.2718e+00 +2.5940e+00 -1.4196e+00 +2.4535e+00 -1.6759e+00 +1.9306e-01 -2.1239e+00 +4.0011e+00 -9.7472e-01 -1.1659e+00 -1.8897e+00 +2.3944e+00 +3.2106e+00 +3.7603e+00 -5.7945e-01 +5.4706e-01 +2.6140e+00
1275 +9.521528112e-01 +9.521528112e-01 -1.598784719e+01 -1.598784719e+01 +3.9371e+00 +1.2557e+00 -4.2714e-01 +1.4928e+00 +2.7974e+00 -9.1850e-01 +2.5885e+00 -1.3135e+00 -6.2241e-02 -2.2067e+00 +3.3347e+00 -1.5132e-01 -1.0260e+00 -1.9900e+00 +2.2606e+00 +2.6490e+00 +3.5788e+00 -6.2070e-02 +6.0452e-01 +3.5525e+00
1625 +6.245972269e-01 +6.245972269e-01 -1.631540277e+01 -1.631540277e+01 +3.7438e+00 +1.0909e+00 -2.0249e-01 +1.2918e+00 +2.7772e+00 -1.0423e+00 +2.5250e+00 -1.3693e+00 -2.3409e-02 -2.0490e+00 +3.5835e+00 -6.2189e-01 -1.0256e+00 -1.8225e+00 +2.3824e+00 +2.8619e+00 +3.3945e+00 -2.6875e-02 +6.9056e-01 +3.1529e+00
1854 +3.978257597e-01 +3.978257597e-01 -1.654217424e+01 -1.654217424e+01 +3.7918e+00 +1.0075e+00 -2.0736e-01 +1.3893e+00 +2.9306e+00 -1.1854e+00 +2.5556e+00 -1.3194e+00 +3.7576e-02 -2.0386e+00 +3.5841e+00 -5.9216e-01 -1.2437e+00 -1.9090e+00 +2.4021e+00 +2.6995e+00 +3.3388e+00 +6.0898e-02 +7.2898e-01 +3.0972e+00
