% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.405067233e+05 +2.405067233e+05 +2.399602233e+05 +2.399602233e+05 -2.0756e+00 +5.3287e-01 -1.3311e+00 +2.3370e+00 +2.3890e+00 -3.5680e+00 +3.6030e+00 -1.4793e-01 -3.7134e+00 -1.2820e+00 -1.7147e-01 -3.9693e+00 +3.8009e+00 -1.3879e+00 -1.4506e+00 +1.9514e+00 -2.3319e+00 +1.8121e+00 +3.7885e+00 +2.4604e+00
11 +1.367927812e+05 +1.367927812e+05 +1.362462812e+05 +1.362462812e+05 -3.4555e+00 -1.9145e+00 +7.4620e-02 -1.4610e+00 +3.8144e+00 +3.3383e-01 -3.1340e+00 +1.0303e+00 -3.2771e+00 -3.7003e+00 +3.3263e+00 -3.7292e+00 +4.2301e+00 -1.2876e+00 +1.0217e+00 +3.6875e+00 +3.6382e+00 -1.8539e+00 +3.0795e+00 -1.5472e-01
25 +4.625529151e+04 +4.625529151e+04 +4.570879151e+04 +4.570879151e+04 -7.6886e-01 -2.6025e+00 -3.7732e+00 -2.6956e+00 +5.1329e-01 -3.6089e+00 -1.4762e-01 -5.2354e-01 -3.1911e+00 -4.1029e+00 +6.1438e+00 -1.8213e+00 +3.2828e+00 -1.6639e+00 +2.9746e+00 +4.1420e-01 +2.0437e-01 -8.1232e-01 +1.3648e+00 +1.7778e+00
63 +3.540028861e+04 +3.540028861e+04 +3.485378861e+04 +3.485378861e+04 -2.4802e+00 -5.1137e-01 +1.1246e+00 -3.1444e+00 +1.3617e+00 +1.0490e+00 +6.2293e-01 +2.8515e+00 -4.5624e+00 -1.7004e+00 +3.6705e+00 -3.1332e+00 +3.1339e+00 -1.1361e+00 +2.9337e+00 -1.2732e+00 +3.3880e+00 -3.5778e+00 -1.7381e+00 -6.6416e-01
80 +2.379602526e+04 +2.379602526e+04 +2.324952526e+04 +2.324952526e+04 -4.0067e+00 +4.0715e-01 -8.0809e-01 -1.5779e+00 +2.1754e+00 -4.7994e+00 +6.1880e-01 -6.5110e-01 -2.7072e+00 -2.2442e+00 +3.0910e+00 +3.6978e-01 +1.6398e+00 -3.4504e+00 -2.3088e-01 -1.1153e+00 -1.1858e+00 -1.3650e+00 +3.2034e-01 +8.7586e-01
131 +5.183011080e+03 +5.183011080e+03 +4.636511080e+03 +4.636511080e+03 -1.5283e+00 +5.8996e-01 -9.7018e-01 -2.6513e+00 +3.1147e-01 -2.0506e+00 +1.5053e+00 -1.0580e+00 -4.6309e+00 -1.1948e+00 +2.5727e+00 +2.6125e+00 +2.1118e+00 -2.8901e+00 +6.0645e-02 -2.3393e+00 +1.3352e+00 -2.7184e+00 -2.4286e+00 +1.0002e+00
210 +3.251558780e+03 +3.251558780e+03 +2.705058780e+03 +2.705058780e+03 -2.2533e+00 -1.9452e-01 -1.1996e+00 -2.6048e+00 +9.7721e-01 -1.0924e+00 -1.2298e+00 +6.7128e-01 -4.3318e+00 +3.6906e-01 +2.2853e+00 +1.5129e+00 +1.2782e+00 -1.1867e+00 +6.6799e-01 -1.8425e+00 +1.7253e+00 -1.1851e+00 -2.8288e+00 +1.0881e+00
235 +2.334407013e+03 +2.334407013e+03 +1.787907013e+03 +1.787907013e+03 -1.8440e+00 +1.4111e+00 -1.3203e+00 -5.2262e+00 +1.3447e+00 -1.2812e+00 -1.8911e+00 -3.8117e-01 -2.7497e+00 -1.0900e-01 +1.3972e+00 +2.1403e+00 +8.1166e-01 -2.9063e+00 +1.1914e+00 -4.4795e-01 +2.2752e+00 -1.5234e+00 -8.4622e-01 +1.1492e+00
259 +1.062549297e+03 +1.062549297e+03 +5.160492969e+02 +5.160492969e+02 -9.6514e-01 +1.7529e+00 -3.4456e-01 -3.8933e+00 -1.3564e-01 -4.8957e-02 -6.1874e-01 -1.0929e+00 -2.8443e+00 -3.1559e-01 +1.3197e+00 +1.9764e+00 +9.0234e-01 -1.1884e-01 +2.5173e+00 -2.3282e+00 +2.1943e+00 -1.0433e+00 -5.7566e-01 +1.0803e+00
269 +8.806700484e+02 +8.806700484e+02 +3.341700484e+02 +3.341700484e+02 -3.6397e+00 -4.0162e-01 -1.0238e+00 -3.4908e+00 +1.4277e+00 -1.1163e+00 -1.9403e+00 -2.0379e-02 -3.4154e+00 -2.8815e-01 +2.6116e+00 +8.0931e-01 +1.2447e-01 -8.0931e-01 +1.4384e+00 -1.5023e+00 +2.0314e+00 -6.7845e-01 -2.1956e+00 +1.3317e+00
