% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.650066922e+01 +6.650066922e+01 +1.072806692e+02 +1.072806692e+02 -1.3448e-02 -2.4722e+00 -2.6213e+00 -2.9258e+00 -2.7938e+00 +5.1249e-01 -2.9989e-01 -3.0155e+00 -3.1164e-02 -2.4536e+00 +3.9056e+00 -3.3602e+00 -3.7630e+00 +1.1494e-01 +1.7441e-01 -6.8514e-01 -6.5566e-01 -2.3084e+00 -2.3029e+00 -2.8427e+00
53 +6.021638686e+01 +6.021638686e+01 +1.009963869e+02 +1.009963869e+02 +6.5793e-01 -2.7012e+00 -2.7190e+00 -3.4723e-01 -4.1372e+00 +6.5758e-01 -1.3068e+00 -5.8168e+00 +8.0411e-01 -5.5925e+00 +2.9531e+00 -2.8319e+00 +1.4686e+00 -1.5233e+00 +7.1283e-01 -1.9035e+00 +3.0662e+00 -1.3594e+00 -4.9292e-01 -4.3754e+00
105 +3.533165028e+01 +3.533165028e+01 +7.611165028e+01 +7.611165028e+01 +4.0158e-01 -4.0346e+00 -5.7095e-01 -7.6326e-01 -3.5845e+00 +2.3537e-01 -2.1680e+00 -3.0398e+00 -1.0642e+00 -3.4918e+00 +1.5689e+00 -2.4483e+00 -9.0986e-01 -4.7767e-01 +7.5866e-02 -2.2678e+00 +9.2998e-01 -3.0818e+00 -1.9798e+00 -3.7409e+00
158 +2.429837599e+01 +2.429837599e+01 +6.507837599e+01 +6.507837599e+01 +1.4038e+00 -4.0009e+00 -3.1350e+00 -8.8552e-01 -5.6760e+00 -1.1697e-01 -2.5543e+00 -2.6821e+00 -9.7660e-01 -4.8109e+00 +5.2556e+00 -1.7395e+00 -1.7347e+00 -7.5808e-01 +1.1119e+00 -2.7557e+00 +1.6477e-01 -7.4145e-01 -1.4373e+00 -3.8985e+00
185 +1.487365133e+01 +1.487365133e+01 +5.565365133e+01 +5.565365133e+01 +2.7636e+00 -2.7216e+00 -2.6688e+00 -1.3524e+00 -5.8823e+00 +4.3103e-02 -3.7521e+00 -3.6025e+00 -3.2655e-01 -4.2954e+00 +3.5241e+00 -1.6660e+00 -4.3231e-01 -2.0848e+00 -1.1007e+00 -2.7055e+00 +3.1697e-01 -1.6525e+00 -2.8862e+00 -2.5418e+00
271 +8.799666176e+00 +8.799666176e+00 +4.957966618e+01 +4.957966618e+01 +1.6095e+00 -2.7175e+00 -2.3106e+00 -1.4180e+00 -4.3858e+00 -1.3228e+00 -3.9472e+00 -3.7094e+00 -2.8327e-01 -4.9603e+00 +4.4462e+00 -1.1004e+00 -1.7170e+00 -1.4293e+00 -2.3218e-01 -2.5579e+00 +3.5697e-01 -1.8232e+00 -1.7062e+00 -2.3315e+00
333 +5.996454469e+00 +5.996454469e+00 +4.677645447e+01 +4.677645447e+01 +1.0505e+00 -2.9468e+00 -2.0380e+00 -1.5371e+00 -4.1715e+00 -3.9456e-01 -4.0953e+00 -4.0051e+00 -5.4989e-01 -4.4248e+00 +4.0476e+00 -2.3134e+00 -1.1344e+00 -1.8370e+00 -9.1802e-01 -4.1272e+00 +6.0926e-01 -1.6487e+00 -7.8148e-01 -3.2449e+00
413 +3.463426183e+00 +3.463426183e+00 +4.424342618e+01 +4.424342618e+01 +1.3836e+00 -2.5407e+00 -2.6149e+00 -1.5931e+00 -4.1908e+00 -3.5563e-01 -4.1677e+00 -3.2478e+00 -3.7454e-01 -4.2660e+00 +4.0059e+00 -1.7403e+00 -1.1891e+00 -1.3509e+00 -1.2540e+00 -3.7656e+00 +2.7236e-01 -1.4227e+00 -7.5299e-01 -2.3095e+00
844 +2.504511266e+00 +2.504511266e+00 +4.328451127e+01 +4.328451127e+01 +1.5955e+00 -2.6947e+00 -2.0851e+00 -1.4292e+00 -4.2173e+00 -3.4235e-01 -4.2784e+00 -3.3068e+00 -7.2583e-01 -4.0434e+00 +4.3051e+00 -1.5168e+00 -1.7419e+00 -1.4976e+00 -1.3898e+00 -3.9506e+00 +7.0772e-01 -1.2998e+00 -5.0944e-01 -2.5467e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.253388704e+01 +8.253388704e+01 +8.093388704e+01 +8.093388704e+01 +1.3432e+00 -1.8537e+00 +1.0842e+00 +2.2250e+00 -1.1858e-01 +1.3863e+00 -1.0866e-01 -6.5069e-02 +1.7750e+00 -1.7521e+00 -1.2928e+00 -2.5444e+00 -3.2251e+00 +2.1782e+00 -3.3225e-01 -2.3573e+00 +1.1190e+00 -2.5612e+00 -1.3602e+00 +2.6402e+00
144 +5.818475927e+01 +5.818475927e+01 +5.658475927e+01 +5.658475927e+01 +1.2012e+00 -2.8286e+00 +2.6949e+00 +8.3559e-01 -2.8299e+00 -6.1377e-01 -3.4002e-01 -3.4748e+00 -4.1138e-01 +1.9606e+00 -2.0602e+00 +5.3697e+00 -1.2735e+00 +2.0745e+00 -4.0298e+00 -1.4038e+00 +3.9831e+00 -6.5300e-01 -3.0947e+00 -1.0371e-01
159 +3.795289827e+01 +3.795289827e+01 +3.635289827e+01 +3.635289827e+01 +1.5041e+00 -4.7277e+00 +2.3204e+00 +8.3543e-01 -2.2037e+00 -4.8532e-01 -1.6782e+00 -4.4123e+00 -1.2744e+00 +1.7812e+00 -2.7974e+00 +2.7468e+00 -2.4574e+00 +2.4578e+00 -3.2233e+00 -5.4558e+00 +2.4928e+00 +1.2447e+00 -1.5876e+00 -8.3065e-01
