% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.578311941e+09 +1.578311941e+09 +1.578311320e+09 +1.578311320e+09 +8.0392e-01 +1.8299e+00 -2.4409e+00 +2.6465e+00 -2.0029e+00 -1.8588e+00 +2.1197e+00 +6.7666e-01 +1.7953e+00 -1.5470e+00 +3.0690e+00 +4.7228e-01 +2.0858e+00 -6.1324e-01 +1.8507e-01 +5.3497e-01 +9.8562e-02 -3.8756e+00 -7.9871e-01 +1.2244e+00
4 +4.681545567e+08 +4.681545567e+08 +4.681539356e+08 +4.681539356e+08 +1.8287e+00 +5.3338e+00 +8.1535e-01 +2.2469e+00 -4.3219e-01 -1.5556e+00 +1.7840e+00 -6.2555e-01 +6.3517e-01 +1.6901e+00 +2.5250e+00 -2.8064e-01 -9.6105e-01 +1.4989e+00 -8.7854e-02 +1.6086e+00 -1.5409e+00 -1.9114e+00 +2.1413e-01 +1.0333e-01
16 +3.670497215e+08 +3.670497215e+08 +3.670491004e+08 +3.670491004e+08 -3.6895e-01 +6.4979e+00 +5.8202e-02 -2.3373e+00 -3.9757e+00 -7.0438e+00 -3.1192e-02 +2.6602e-01 +2.9019e-01 -2.3724e+00 +1.8606e+00 -2.0756e-01 +1.2068e+00 -8.9372e-01 -3.8621e-01 +1.9909e+00 +2.7451e+00 -6.0533e-01 -1.0903e+00 +1.9742e+00
18 +2.164114941e+08 +2.164114941e+08 +2.164108730e+08 +2.164108730e+08 +2.9097e+00 +2.9121e+00 -1.0682e+00 +1.2838e+00 +4.5891e-01 -3.4530e+00 +4.2414e+00 +4.8615e-01 +2.6939e+00 +1.8562e+00 +1.8751e+00 +3.2759e-01 +1.7368e+00 +3.8324e-02 +2.3021e+00 -6.0157e-01 -6.5036e-01 -9.9723e-01 -1.4243e-02 +1.1623e+00
35 +1.439456816e+08 +1.439456816e+08 +1.439450605e+08 +1.439450605e+08 +1.3140e+00 +7.3082e+00 -3.7463e+00 +1.1601e+00 -2.3165e+00 -3.2213e+00 +5.0638e+00 +8.6564e-01 +1.0150e+00 -1.9307e+00 +1.1159e+00 +4.8124e+00 +1.5162e+00 -2.3426e+00 +1.1367e+00 -1.9636e+00 +1.4544e+00 +3.1548e+00 -1.1005e+00 +1.9218e+00
72 +9.958277542e+07 +9.958277542e+07 +9.958215431e+07 +9.958215431e+07 +2.4168e+00 +6.3771e+00 +1.5843e+00 -2.2863e+00 -2.2457e+00 -3.1884e+00 +4.0158e+00 +7.2992e-01 -1.9372e-01 +2.4765e-01 +4.6779e+00 +5.4748e+00 +2.3581e+00 -4.8575e-01 +1.6171e+00 +1.0655e+00 +1.1611e+00 +4.3269e+00 +1.2650e+00 +1.9312e+00
139 +5.177021845e+07 +5.177021845e+07 +5.176959734e+07 +5.176959734e+07 +1.7417e+00 +5.6752e+00 -3.6476e-01 -4.9432e+00 -3.2540e-01 -4.7193e+00 +2.2062e+00 +4.4248e-01 +2.6437e+00 -2.4550e-01 +2.6361e+00 +4.0816e+00 +5.7875e+00 +1.2104e+00 -6.7472e-01 -4.3570e+00 +2.1461e+00 +5.5768e-01 +8.6878e-02 -4.6704e-01
157 +3.559345909e+07 +3.559345909e+07 +3.559283798e+07 +3.559283798e+07 -1.9683e+00 +3.7975e+00 -1.0613e-01 -7.1508e+00 -2.7722e+00 -3.0316e+00 +2.7362e-01 -7.2075e-01 +2.0652e+00 +1.4089e+00 +1.6709e+00 +2.2329e+00 +4.2052e+00 +1.5190e+00 +2.8271e+00 -2.0441e+00 +7.1030e-01 -1.3279e+00 +6.7881e-01 +8.3015e-01
210 +1.389915189e+07 +1.389915189e+07 +1.389853078e+07 +1.389853078e+07 -1.0360e+00 +4.6570e+00 +9.8830e-01 -4.4706e+00 -1.2305e+00 -2.3846e+00 +1.1259e+00 +6.4301e-01 +1.8811e+00 -4.0118e-02 +1.8663e+00 +4.0059e+00 +4.7635e+00 +1.9733e+00 +2.9746e+00 -2.5776e+00 +3.3792e+00 +2.2334e+00 +4.5919e-01 +3.9144e-01
369 +8.884999330e+06 +8.884999330e+06 +8.884378220e+06 +8.884378220e+06 -4.6512e-01 +3.8862e+00 -1.0192e+00 -4.2838e+00 +1.8734e+00 -9.9227e-01 +4.1104e-02 -7.4930e-01 +1.1401e+00 -9.5124e-01 +7.2149e-01 +2.6764e+00 +4.1079e+00 +5.8645e-01 +2.7203e+00 -2.5643e+00 +1.6258e+00 +1.1517e+00 -7.1785e-01 +3.2677e-01
