% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.117482213e+02 +5.117482213e+02 +5.025382213e+02 +5.025382213e+02 +2.6472e+00 -4.8045e+00 -5.0679e-01 +4.6311e-01 +2.4072e+00 -2.1513e+00 +2.2697e+00 +1.2449e+00 -1.6745e+00 +2.2460e+00 +2.6010e+00 +2.0406e+00 +1.4165e+00 -2.3319e+00 +3.3264e+00 -1.7042e+00 -3.3750e+00 -2.1922e+00 +2.0924e+00 -9.8302e-01
2 +3.039728556e+02 +3.039728556e+02 +2.947628556e+02 +2.947628556e+02 +3.4623e+00 +1.0849e+00 +2.0250e+00 +4.6183e+00 +3.4042e-01 -1.4191e+00 +3.7089e+00 +1.1659e+00 -4.2255e+00 -4.1833e+00 +3.8484e+00 -1.4098e+00 +3.3720e+00 -4.5576e+00 -2.6505e+00 -2.4748e+00 +4.0269e+00 +3.4064e+00 -3.2978e+00 -2.5629e+00
24 +2.175206687e+02 +2.175206687e+02 +2.083106687e+02 +2.083106687e+02 -2.3239e+00 +4.6997e+00 +6.9653e-01 -3.1028e+00 +2.8751e+00 +4.3694e+00 -7.4311e-01 -3.4151e+00 -1.1834e+00 -2.0838e+00 -1.7242e+00 -2.1159e+00 +4.6870e+00 +8.8054e-01 -3.8109e-01 -1.5507e+00 +4.2881e+00 +5.5694e+00 -4.0432e+00 +3.0806e+00
78 +1.566146674e+02 +1.566146674e+02 +1.474046674e+02 +1.474046674e+02 -1.3319e+00 +9.8132e+00 +2.2368e-02 -9.3338e+00 +5.7202e+00 +1.3410e+01 +7.5691e-01 -2.6815e+00 -1.0563e+00 -4.3900e+00 -1.6631e+00 -3.0008e+00 +1.0107e+01 +8.6796e-01 -1.6141e+00 -6.3162e+00 +5.2370e+00 +7.6820e+00 -4.5289e+00 +5.6289e+00
121 +9.856359152e+01 +9.856359152e+01 +8.935359152e+01 +8.935359152e+01 -3.7156e+00 +8.5824e+00 +2.6486e+00 -3.7040e+00 -3.8915e+00 +1.0831e+01 +2.9108e+00 -2.4621e+00 -8.5437e+00 -2.0083e+00 -5.3586e+00 -5.2807e+00 +1.6034e+01 +5.3675e+00 -5.9092e+00 -5.7772e+00 +5.7286e+00 +1.3491e+01 -8.7455e+00 +4.3835e+00
226 +5.522500775e+01 +5.522500775e+01 +4.601500775e+01 +4.601500775e+01 -7.0676e+00 +9.7740e+00 +1.0042e+01 +1.6235e-01 -5.3693e+00 +8.9016e+00 +6.3549e+00 +5.2134e+00 -8.2798e+00 -5.6627e+00 -1.1601e+01 -4.6877e+00 +2.2189e+01 +8.6330e+00 -1.2865e+01 -1.6206e+01 +9.0110e+00 +1.7605e+01 -8.0521e+00 +7.0806e+00
283 +3.903699822e+01 +3.903699822e+01 +2.982699822e+01 +2.982699822e+01 -4.7138e+00 +1.4190e+01 +9.6160e+00 +1.7019e+00 -6.6291e+00 +1.0965e+01 +6.3325e+00 +5.9251e+00 -4.1300e+00 -5.3358e+00 -1.0509e+01 -5.7850e+00 +2.7887e+01 +8.1166e+00 -1.3182e+01 -1.8281e+01 +4.9272e+00 +1.4227e+01 -5.8810e+00 +7.3253e+00
361 +2.081569939e+01 +2.081569939e+01 +1.160569939e+01 +1.160569939e+01 -1.5119e+01 +2.2534e+01 +1.6863e+01 +5.0414e+00 -1.1359e+01 +1.6955e+01 +4.6632e+00 +9.8717e+00 +5.3767e+00 -1.1094e+01 -1.6843e+01 -9.0910e+00 +4.3336e+01 +1.3787e+01 -1.9499e+01 -3.1455e+01 +5.7737e+00 +2.4512e+01 -9.8769e+00 +9.6773e+00
463 +1.575085121e+01 +1.575085121e+01 +6.540851209e+00 +6.540851209e+00 -1.0454e+01 +2.0966e+01 +1.5743e+01 +6.6229e+00 -6.4848e+00 +1.1950e+01 +4.8565e+00 +1.2513e+01 +5.4024e+00 -1.3074e+01 -1.8658e+01 -8.3050e+00 +4.1314e+01 +1.3380e+01 -1.9470e+01 -2.9577e+01 +8.9021e+00 +2.0035e+01 -5.9863e+00 +1.0038e+01
605 +8.527095715e+00 +8.527095715e+00 -6.829042847e-01 -6.829042847e-01 -2.9773e+00 +3.0765e+01 +1.8188e+01 +1.1823e+01 -1.0591e+01 +1.2413e+01 +4.7343e+00 +1.6630e+01 +6.9479e+00 -1.5535e+01 -2.4867e+01 -1.4847e+01 +6.6979e+01 +1.9776e+01 -2.7532e+01 -3.2772e+01 +1.1912e+01 +2.1785e+01 -5.6429e+00 +1.5181e+01
