% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.406414511e+09 +1.406414511e+09 +1.406413890e+09 +1.406413890e+09 -2.9992e-01 +3.8217e+00 +4.6731e+00 -4.2743e+00 +3.8015e+00 +2.4494e+00 -9.9947e-03 +3.1322e+00 -3.5581e+00 +3.5156e+00 +2.5032e+00 -2.7027e+00 -3.3215e+00 -2.3489e+00 +1.6983e+00 -1.4320e+00 +2.9186e+00 -5.4371e-01 -1.0384e+00 -3.2518e+00
3 +2.488811576e+08 +2.488811576e+08 +2.488805365e+08 +2.488805365e+08 -3.3422e+00 +2.7673e+00 +3.3045e+00 +2.1380e+00 +1.9464e+00 -4.1182e+00 +2.8804e+00 +6.2332e-02 +4.1288e+00 +3.8862e+00 -3.9920e+00 -1.7388e+00 -1.5621e+00 +1.8474e+00 +4.2147e+00 -7.1624e-01 -8.7704e-01 +3.9178e+00 -1.9787e+00 -1.5636e+00
72 +1.548526863e+08 +1.548526863e+08 +1.548520652e+08 +1.548520652e+08 +3.4208e+00 +3.9935e+00 -1.0179e+00 -1.7966e+00 +3.2456e-02 -1.0109e-02 -4.9672e-01 +5.1696e-02 -2.3649e-01 -2.7379e+00 -3.3885e+00 +1.3540e+00 +2.7491e+00 +4.1083e+00 +9.7092e-01 +1.0776e+00 +2.9878e+00 +3.2381e+00 +2.2729e+00 -6.6970e-02
2961 +9.268168951e+07 +9.268168951e+07 +9.268106840e+07 +9.268106840e+07 -1.8741e+00 +3.9526e+00 -2.1723e+00 -3.3210e-01 -1.0403e+00 -4.6656e+00 +3.7597e+00 -2.5382e-01 +1.9280e+00 +1.8788e+00 +4.3537e+00 +3.5043e+00 +3.9253e+00 +4.4678e+00 +8.5992e-01 -4.3993e+00 +4.9889e+00 +4.2600e+00 +3.3542e+00 -2.6157e+00
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.515575240e+09 +8.515575240e+09 +8.515574985e+09 +8.515574985e+09 +3.6121e+00 -4.8428e+00 -2.9022e+00 -5.6129e-01 +4.2857e-01 +5.5757e-01 +4.1867e+00 +2.7626e+00 +2.3386e+00 -8.1766e-02 -3.9055e+00 +3.4118e+00 +3.7230e+00 +2.5344e+00 +2.6537e+00 +4.1239e+00 +2.9448e+00 +4.2019e+00 +4.8952e+00 +3.8923e+00
2 +2.436978684e+09 +2.436978684e+09 +2.436978429e+09 +2.436978429e+09 +2.0123e+00 +4.2442e+00 +5.8945e-01 +1.5535e+00 +3.1759e+00 -1.7811e+00 +2.4423e-01 +1.1891e+00 +2.8643e+00 -4.9280e-01 -1.6255e+00 -4.6670e+00 -3.6118e+00 +3.9127e+00 +4.2612e+00 -3.2245e+00 -2.6450e+00 -1.5189e-01 +3.1889e+00 -1.3441e-01
4 +1.397511284e+09 +1.397511284e+09 +1.397511029e+09 +1.397511029e+09 +4.2585e+00 -4.9814e+00 +1.9926e+00 -2.1569e+00 -1.1870e+00 -1.3394e+00 -2.2198e+00 +1.7179e+00 -1.5029e+00 +8.4660e-02 -1.0991e-01 +3.7241e+00 +4.8826e-01 -2.5712e+00 -7.3997e-01 +1.1578e+00 +3.0094e+00 +4.7756e+00 +2.2001e+00 -1.4908e+00
8 +5.061372853e+08 +5.061372853e+08 +5.061370305e+08 +5.061370305e+08 +7.4369e-01 +5.7061e-01 -1.3392e+00 +5.0077e-01 +1.9426e+00 +4.6415e+00 -4.1159e+00 +4.4375e+00 +2.8584e+00 +2.0710e+00 -4.7659e+00 +1.8194e+00 +5.6012e-01 +2.3901e+00 -4.4996e+00 -3.6637e+00 +1.4640e+00 -2.8912e-01 -4.6692e+00 -1.5646e+00
38 +3.496903050e+08 +3.496903050e+08 +3.496900501e+08 +3.496900501e+08 +3.3732e+00 +8.1518e-01 +2.0416e+00 -1.4103e+00 -3.5158e+00 -2.7869e-01 -4.9212e+00 -1.9101e+00 -4.6315e+00 -8.1521e-02 +3.0234e+00 +5.0995e-01 +2.2549e+00 -2.6375e+00 -1.2761e-01 -1.2874e+00 -1.2584e+00 -3.4712e-01 +6.8017e-01 -9.6715e-04
63 +1.551970352e+08 +1.551970352e+08 +1.551967804e+08 +1.551967804e+08 +1.3400e+00 +3.0395e+00 +2.3932e+00 -1.1168e+00 -1.2778e+00 -6.2548e-01 -2.7086e+00 +4.7961e+00 +1.4556e+00 +2.7567e+00 +4.3518e+00 -3.0464e+00 +2.8430e+00 +1.5411e+00 -2.9683e+00 -2.1505e+00 +2.2211e+00 +8.9269e-01 -1.7443e+00 -2.3468e+00
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.743812632e+09 +1.743812632e+09 +1.743812689e+09 +1.743812689e+09 -3.5926e+00 -2.7331e+00 -4.0222e+00 +2.5599e+00 -8.3320e-01 -1.4674e+00 -2.1126e+00 -2.1633e+00 +1.6783e+00 +2.2806e+00 +8.1468e-01 -2.2429e+00 +1.9626e+00 +2.7902e-01 +3.2618e+00 +7.1926e-01 +3.6702e+00 -2.3409e+00 -6.9712e-01 +3.6643e+00
2 +6.429922480e+08 +6.429922480e+08 +6.429923046e+08 +6.429923046e+08 -4.4273e+00 +9.7952e-01 +4.0507e+00 -4.3924e+00 -4.0078e-01 -2.2554e+00 -1.9616e+00 -2.0491e+00 +5.9277e-01 -1.6451e+00 +2.5022e+00 -1.4201e+00 +3.9880e+00 -4.2647e-01 -2.4025e+00 +4.7985e+00 -2.4665e+00 +2.1112e+00 +2.5646e+00 +3.1762e+00
