% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.480564774e+03 +1.480564774e+03 +2.480564774e+03 +2.480564774e+03 -2.6857e+00 +2.3032e+00 -3.1563e+00 -4.6852e+00 +3.4548e+00 -2.2422e+00 +7.3963e-01 -4.5270e+00 -3.4961e+00 -1.6808e+00 -1.5605e+00 -4.4523e+00 -3.7979e+00 -3.3777e-01 +1.7274e+00 -2.4343e+00 -1.6549e+00 +3.1545e-01 -3.6223e+00 +4.8173e+00
7 +9.617638869e+02 +9.617638869e+02 +1.961763887e+03 +1.961763887e+03 +3.2999e+00 +2.4691e+00 -2.5582e+00 -1.2627e+00 +2.2548e+00 +4.5316e+00 +3.8463e-01 -1.6628e+00 +2.3381e+00 -1.3428e+00 -4.1284e+00 -4.6071e+00 -4.3924e+00 +2.3463e+00 +1.9058e+00 +4.9278e+00 -2.5962e+00 -5.3485e-01 +4.5445e-01 +2.3899e+00
117 +6.116942628e+02 +6.116942628e+02 +1.611694263e+03 +1.611694263e+03 +1.8175e+00 +1.7476e+00 +2.8787e+00 +1.1116e-01 +7.1615e-01 -2.1583e+00 -9.1196e-01 -2.3086e+00 +3.7408e-01 +1.2147e+00 +3.6330e-01 +1.2423e+00 +2.1886e+00 -2.8769e+00 +1.7055e+00 +2.3249e+00 +1.7314e+00 -1.4591e+00 -2.1858e+00 +2.5833e+00
1441 +3.820016761e+02 +3.820016761e+02 +1.382001676e+03 +1.382001676e+03 -1.8000e+00 +4.2033e+00 -9.1392e-01 +3.1017e+00 +2.4806e+00 -3.7416e+00 -1.7803e+00 +1.6940e+00 -2.2966e+00 +2.8437e+00 -2.2029e+00 -6.4967e-01 -1.7718e+00 -3.2709e+00 +1.5167e+00 +4.0942e+00 +4.5406e+00 -4.6567e+00 +1.5888e+00 +1.1813e+00
3579 +2.472514745e+02 +2.472514745e+02 +1.247251474e+03 +1.247251474e+03 -1.8000e+00 +5.2033e+00 +3.5989e+00 +1.5744e+00 +2.4806e+00 -3.7416e+00 -1.7647e+00 +1.6939e+00 -2.2966e+00 +2.8437e+00 -2.6523e+00 -1.3885e+00 -5.9991e-01 -3.1168e+00 +1.7480e+00 +4.0551e+00 +4.9105e+00 +1.1102e-01 -3.7066e+00 +1.5185e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.019728321e+03 +2.019728321e+03 +2.089758321e+03 +2.089758321e+03 -1.0815e+00 -2.9457e+00 +8.3537e-01 +4.8800e+00 -2.9824e+00 +3.4079e+00 -3.8132e+00 +6.4465e-01 +3.0338e+00 +3.5357e+00 -1.9301e+00 -4.8656e-01 -1.5326e+00 +4.7317e+00 +4.1829e+00 +3.7783e+00 -4.6367e+00 +9.4953e-01 +8.5709e-01 +7.5477e-01
2 +1.143273027e+03 +1.143273027e+03 +1.213303027e+03 +1.213303027e+03 +2.3168e+00 -5.0754e-01 +2.7297e+00 +9.5133e-01 -3.6521e+00 -4.0251e+00 +4.9328e+00 -1.6921e+00 +6.9447e-01 -3.0690e+00 +1.1441e+00 -1.6378e+00 +4.9866e-01 -1.5773e+00 -4.9328e+00 -3.4332e+00 -2.1734e+00 +3.8747e+00 +1.3065e-01 -2.6088e+00
25 +9.444212788e+02 +9.444212788e+02 +1.014451279e+03 +1.014451279e+03 +1.8297e+00 -1.3738e+00 +2.3794e+00 -2.3305e+00 -3.7705e+00 +1.2363e+00 -7.6235e-01 +3.2654e-01 -1.9329e+00 -1.0973e+00 -5.1076e-01 +2.6799e+00 +4.5375e+00 -3.2170e+00 -3.6614e+00 -3.4442e-01 +5.9841e-01 +3.8180e+00 -7.5110e-01 +1.4652e+00
293 +5.688180370e+02 +5.688180370e+02 +6.388480370e+02 +6.388480370e+02 -1.2589e+00 +8.7092e-01 -1.3867e+00 -1.9508e+00 -3.7632e+00 -2.4312e+00 -8.7977e-01 +3.7496e+00 -1.4874e+00 -9.7668e-01 +9.8855e-01 -9.4692e-01 -3.7189e+00 -2.7738e+00 +8.7779e-01 -4.8629e+00 +6.2020e-01 +4.1781e+00 -3.7229e+00 -2.3899e+00
1342 +3.645301275e+02 +3.645301275e+02 +4.345601275e+02 +4.345601275e+02 -2.3511e+00 -1.1044e+00 -3.9688e+00 +6.2656e-01 -2.0096e+00 -2.4534e+00 +5.5852e-01 +2.9698e+00 -2.5201e+00 -1.0727e+00 +1.1564e+00 +2.3710e-01 -2.1136e-01 -2.5472e-02 -7.7081e-02 -3.3714e+00 +1.4889e+00 +1.1921e+00 +1.6623e+00 +1.8089e+00
2833 +2.323068950e+02 +2.323068950e+02 +3.023368950e+02 +3.023368950e+02 -1.6464e+00 -3.5109e+00 -3.9688e+00 +1.2656e-01 -1.4531e+00 -1.0545e+00 +9.2172e-01 +1.7935e+00 -4.3794e+00 -1.9693e+00 -1.1799e+00 -1.1343e+00 +4.4374e+00 -2.5753e+00 -7.8247e-01 -4.1742e-01 +1.4264e+00 +1.9978e+00 -9.1340e-01 +1.8089e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.748416985e+03 +1.748416985e+03 +1.700196985e+03 +1.700196985e+03 -4.8712e+00 +3.0891e+00 +4.6477e+00 +1.9735e+00 +2.2869e+00 -3.1713e+00 -2.6601e+00 -4.4893e+00 +2.4284e+00 -2.0040e+00 -2.8870e+00 -2.0350e+00 -6.0315e-01 -1.6618e+00 +3.4070e+00 -7.9094e-01 -4.3739e+00 -8.2033e-01 +4.9797e+00 +3.6821e+00
4 +1.390343125e+03 +1.390343125e+03 +1.342123125e+03 +1.342123125e+03 -2.6105e+00 -2.5959e+00 +4.3495e+00 -1.3964e+00 -1.9779e+00 -2.2126e-01 +2.6170e+00 +2.1265e+00 -9.6109e-01 +3.9882e+00 +1.2313e+00 -3.9747e+00 -2.2083e+00 +1.3662e+00 +4.2684e+00 +3.9063e+00 -1.9420e+00 -1.6939e+00 +3.7326e+00 +4.1302e+00
19 +9.357758473e+02 +9.357758473e+02 +8.875558473e+02 +8.875558473e+02 -1.5806e+00 -2.7590e+00 -2.4745e+00 +1.9569e+00 -3.2630e+00 -1.9725e+00 +2.6332e+00 +6.9525e-01 -1.1352e-01 +5.6237e-01 -3.1374e+00 -2.9872e+00 -1.6732e+00 -2.7755e+00 +2.3536e+00 -2.6154e+00 +4.1189e-01 -7.2003e-02 -3.5811e+00 +4.3997e+00
39 +5.796549292e+02 +5.796549292e+02 +5.314349292e+02 +5.314349292e+02 -3.8627e+00 -4.4409e+00 -1.0990e+00 +3.7904e-01 -1.9877e+00 +2.4247e+00 -4.1072e+00 -2.3612e-01 -3.9071e+00 +2.7431e+00 -3.6829e+00 -5.0778e-01 +2.3690e+00 +3.4369e+00 -4.7928e-01 -1.5554e+00 -1.7392e+00 +2.4520e+00 -3.3804e+00 +2.5898e+00
804 +3.978124531e+02 +3.978124531e+02 +3.495924531e+02 +3.495924531e+02 -9.8490e-01 +2.0722e-01 +3.2070e+00 +8.8345e-01 -2.4382e+00 +3.4766e+00 -2.5120e+00 +8.1970e-01 +4.2792e-01 +4.2228e+00 -7.9129e-01 -4.9570e+00 -1.6964e+00 +1.9393e+00 -2.4687e+00 -2.0546e+00 -2.8967e+00 +4.8414e-02 -1.4277e+00 +2.3958e+00
1963 +2.410408107e+02 +2.410408107e+02 +1.928208107e+02 +1.928208107e+02 -2.9930e+00 -1.3683e+00 -2.6501e+00 -4.3234e-01 -4.9227e+00 +2.4247e+00 -4.0662e+00 +7.5720e-01 +4.2792e-01 +4.2228e+00 -7.9132e-01 -4.9570e+00 -1.6964e+00 +1.4884e+00 -1.7477e+00 -4.7041e+00 -1.5529e-02 -8.1750e-01 +3.9737e+00 +1.2258e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.129527790e+03 +1.129527790e+03 +1.154997790e+03 +1.154997790e+03 -2.4541e+00 +1.7762e+00 +2.6574e+00 -4.2466e+00 -4.4449e+00 +4.6319e+00 -1.4976e-01 -1.1382e+00 +2.1713e-01 +4.7755e+00 +2.0268e-01 -2.8919e+00 +4.9428e-01 -7.1623e-01 +6.8035e-01 -3.7060e+00 -1.3910e+00 +1.2583e+00 +4.1538e-02 +3.4201e+00
44 +7.073122538e+02 +7.073122538e+02 +7.327822538e+02 +7.327822538e+02 -4.5785e+00 +1.9052e+00 +4.7052e+00 -4.5183e+00 -2.3545e+00 -1.9509e-01 +1.7311e+00 -1.5732e+00 +1.9492e+00 -1.0688e+00 +1.4505e+00 -4.0854e+00 +3.7937e-01 +3.1920e+00 +4.9053e+00 -2.4418e+00 +2.2256e+00 -2.8356e-01 -2.7254e+00 -3.4541e+00
61 +5.481932565e+02 +5.481932565e+02 +5.736632565e+02 +5.736632565e+02 -3.3703e+00 -3.2797e+00 -3.4310e+00 +2.8893e+00 -5.4096e-01 +1.7693e+00 -1.0956e+00 -3.4596e+00 +4.5442e+00 -2.1355e-01 -3.9146e+00 -5.5701e-01 -2.1317e+00 -9.8640e-01 +3.6488e+00 -1.7942e+00 -1.9184e+00 +9.2768e-01 +3.5023e+00 -4.3149e+00
1296 +3.685521716e+02 +3.685521716e+02 +3.940221716e+02 +3.940221716e+02 -3.3703e+00 -3.5028e+00 -3.5206e+00 +7.8133e-01 -2.1771e+00 -1.4952e-01 -3.8106e+00 -3.0713e+00 +2.9997e+00 -1.5459e-01 -3.3840e+00 -8.0485e-01 -4.9408e+00 -3.5675e+00 +2.3646e+00 -3.1622e+00 -1.6821e+00 +7.7364e-01 +3.5023e+00 -4.3149e+00
3123 +2.422784952e+02 +2.422784952e+02 +2.677484952e+02 +2.677484952e+02 -3.3703e+00 -3.2797e+00 -1.1919e+00 -4.1856e+00 -1.1392e+00 +9.9837e-01 -1.9148e+00 -5.7336e-01 +4.5442e+00 -1.5068e-01 -3.9147e+00 -5.5702e-01 -2.6317e+00 -9.8640e-01 +3.8973e+00 -3.6890e+00 +1.6661e+00 +3.0510e+00 +1.5626e+00 -1.3694e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.238579387e+03 +3.238579387e+03 +3.137769387e+03 +3.137769387e+03 -1.6765e-02 -2.2110e-01 -9.1556e-01 +4.9923e+00 +4.2432e+00 +5.2267e-01 +1.6900e+00 -7.2911e-01 +4.6244e+00 -1.4468e+00 -3.2627e+00 -2.7250e+00 +4.3693e+00 +1.0235e-01 +4.6616e+00 +4.1430e+00 -2.2173e+00 +4.5130e+00 +2.0743e+00 +9.7593e-01
2 +1.836924032e+03 +1.836924032e+03 +1.736114032e+03 +1.736114032e+03 +1.1430e-01 -4.4428e-01 +4.9568e+00 +4.5478e+00 +1.5730e+00 -2.9316e+00 -3.3158e+00 -2.6223e+00 +1.7202e+00 +1.2200e-01 +2.3402e+00 -3.2130e+00 +4.0165e+00 +2.7010e+00 -2.5522e+00 +2.3715e+00 +2.4242e+00 +4.7791e+00 +3.9193e+00 -1.0630e+00
3 +1.157348419e+03 +1.157348419e+03 +1.056538419e+03 +1.056538419e+03 -3.7463e+00 +2.5260e+00 -1.4444e+00 +3.0935e+00 +1.5755e+00 -4.6126e+00 -6.7978e-01 -2.2882e+00 -3.3283e+00 -1.5395e+00 -2.9576e+00 -1.3097e+00 -3.7503e+00 +2.4939e+00 -4.0673e+00 +6.4190e-01 -1.0336e-01 -3.0348e+00 -2.9325e+00 +2.9429e+00
59 +9.501656390e+02 +9.501656390e+02 +8.493556390e+02 +8.493556390e+02 +1.4303e+00 -2.2297e-01 -1.2661e+00 -3.7046e+00 -3.1715e-01 -1.5726e+00 +3.6786e+00 +3.5925e+00 -3.1589e+00 -6.7537e-01 -1.9156e+00 +1.7893e+00 -2.6636e+00 -3.5301e+00 -3.0728e+00 +1.9769e+00 -3.2117e+00 -9.9263e-01 +3.9284e+00 +4.3539e+00
351 +5.246834877e+02 +5.246834877e+02 +4.238734877e+02 +4.238734877e+02 +1.3647e+00 +2.2344e+00 +8.1413e-01 +7.7776e-01 +6.0744e-01 +2.2853e+00 -2.2611e+00 -1.0516e+00 -3.7954e+00 +1.9645e-01 +3.5701e+00 -3.1900e+00 -1.7409e+00 -1.9610e-01 +2.2830e+00 +2.9634e+00 +3.9265e+00 -5.2647e-01 -4.4477e+00 -6.2111e-01
1199 +3.313225782e+02 +3.313225782e+02 +2.305125782e+02 +2.305125782e+02 +1.4207e+00 +2.5170e+00 +7.9523e-01 +2.5680e+00 +3.1820e+00 +2.2853e+00 -2.2611e+00 -1.0516e+00 -3.7954e+00 +1.9645e-01 +3.5701e+00 -3.1900e+00 -1.7409e+00 -1.9610e-01 +2.2830e+00 +2.9634e+00 +3.9265e+00 -5.2647e-01 -5.7399e-01 +3.5566e+00
2071 +2.499455014e+02 +2.499455014e+02 +1.491355014e+02 +1.491355014e+02 +1.4168e+00 +2.5170e+00 +7.9523e-01 +3.3331e+00 +3.1820e+00 +1.4490e+00 -7.6332e-01 +8.1833e-01 -3.0922e+00 -1.0855e+00 +4.4414e-01 -3.2488e+00 -3.4953e+00 -3.8991e+00 +2.9022e+00 +2.9634e+00 +3.9265e+00 -5.2647e-01 -5.7399e-01 +3.5566e+00
4632 +1.518957260e+02 +1.518957260e+02 +5.108572599e+01 +5.108572599e+01 +1.4207e+00 +2.5170e+00 +7.9523e-01 +2.5680e+00 +3.1820e+00 +1.4490e+00 -7.6332e-01 +1.4362e+00 -4.2952e+00 -1.0850e+00 +6.7941e-01 -2.9262e+00 -2.7770e+00 -2.5622e+00 +1.6356e+00 +2.9634e+00 +3.4260e+00 -5.2647e-01 -5.7405e-01 +3.5560e+00
