% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.527370784e+05 +4.527370784e+05 +4.528862284e+05 +4.528862284e+05 +1.8394e-01 +9.4672e-01 +9.1405e-01 -4.6371e+00 -3.9060e+00 -1.3982e+00 +8.3990e-01 +1.6222e+00 +6.8040e-02 -4.1446e+00 +2.4839e+00 -1.5638e+00 +4.6365e+00 +4.9900e+00 -2.7644e+00 -2.2602e+00 -3.5626e-01 +8.0307e-01 +2.4719e+00 +1.3886e+00
2 +3.963289474e+05 +3.963289474e+05 +3.964780974e+05 +3.964780974e+05 +1.9693e+00 +1.4498e+00 -4.2077e-01 +4.5245e+00 -5.7438e-02 +9.2016e-01 -2.9923e-01 +3.0685e+00 -1.5302e+00 +3.8465e+00 +4.2664e+00 -2.0338e+00 -3.4545e-02 +1.0409e+00 +5.1605e-01 -3.5943e+00 -5.0501e-01 +2.3786e+00 -3.7541e+00 -4.2337e+00
45 +2.157943761e+05 +2.157943761e+05 +2.159435261e+05 +2.159435261e+05 +2.1394e+00 -6.5658e-01 -1.2005e+00 +2.6560e+00 -3.8717e+00 -1.5850e+00 -1.9547e+00 -2.5452e+00 -4.4650e-01 +2.3154e+00 -1.5698e+00 +9.6613e-01 +1.1460e+00 -3.6834e-01 +1.1213e+00 -4.8311e+00 -4.4783e+00 -4.0452e+00 +3.8320e+00 +3.9240e+00
56 +1.189727320e+05 +1.189727320e+05 +1.191218820e+05 +1.191218820e+05 -3.2661e+00 -3.3980e+00 -2.1656e-01 +8.5210e-01 -3.8711e+00 -3.9861e+00 -3.0824e+00 -3.4193e+00 -4.5787e+00 +3.7957e+00 -1.5235e+00 -2.7282e-01 -3.2774e+00 -5.1804e-01 -2.5697e+00 -1.7489e+00 +1.2450e+00 +1.9817e+00 -3.7837e+00 +1.5222e+00
137 +9.252375387e+04 +9.252375387e+04 +9.267290387e+04 +9.267290387e+04 -3.7053e+00 -3.6591e+00 -1.7313e+00 +2.7168e+00 -3.6688e+00 -2.3509e+00 -3.6543e+00 -1.0145e-01 +1.7256e+00 +4.3472e+00 -3.4587e+00 +1.4702e+00 +1.0836e+00 -1.3964e+00 +2.0025e-01 +7.4173e-01 -1.5377e+00 +6.1358e-02 +6.1399e-01 -3.6544e+00
309 +5.372623818e+04 +5.372623818e+04 +5.387538818e+04 +5.387538818e+04 +1.5835e+00 -4.4606e+00 -5.8627e-01 +3.2547e+00 -1.0497e+00 -1.3669e+00 -3.9426e+00 -3.1677e+00 +2.2786e+00 +8.6937e-01 -1.6820e+00 -3.2028e+00 +6.0344e-01 +2.2841e-01 -1.2420e+00 -2.2429e+00 -3.1161e+00 +2.3849e-01 -4.6210e+00 +3.4963e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.962199357e+05 +7.962199357e+05 +7.952199357e+05 +7.952199357e+05 +2.9243e+00 +4.3378e+00 -1.2674e+00 -5.8467e-01 +1.9357e+00 -2.4917e+00 +4.3377e+00 -4.3330e+00 +3.5397e+00 +3.2963e-01 +4.1816e+00 -4.2120e+00 +1.7469e+00 -2.1675e+00 +4.0603e+00 +1.5864e+00 -1.9851e+00 -1.6881e+00 -3.7929e+00 +8.3712e-01
2 +2.890526672e+05 +2.890526672e+05 +2.880526672e+05 +2.880526672e+05 -7.1603e-01 +2.1207e+00 -4.3171e+00 +2.4130e+00 +1.0571e+00 -2.9049e+00 +1.4059e+00 +1.9229e+00 +3.5131e+00 +3.4456e+00 +3.0067e-02 +3.3056e-01 -4.2342e+00 -4.8149e+00 +8.6326e-01 +9.5586e-01 -2.6625e+00 -3.7197e+00 +2.7408e+00 +1.1086e+00
9 +2.283203206e+05 +2.283203206e+05 +2.273203206e+05 +2.273203206e+05 -2.7209e+00 -6.6873e-01 +1.2579e+00 -5.2047e-01 -7.3757e-01 +1.8192e+00 +3.7224e+00 +1.2182e+00 +1.5905e+00 +3.9220e+00 -5.5715e-02 -2.4190e+00 +1.2648e+00 -3.0644e+00 -3.6826e+00 -3.3283e+00 -3.2680e+00 -4.5818e+00 -1.3697e-01 +3.6724e+00
