% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.615266307e+01 +8.615266307e+01 -9.138473369e+02 -9.138473369e+02 +4.4815e+00 +2.7432e+00 -4.0909e+00 +2.5221e+00 -2.6173e+00 -1.3598e+00 +7.7759e-02 -2.3619e+00 -3.2090e+00 -5.5308e-01 +4.8882e+00 +1.0550e+00 +2.8339e-01 -2.2893e+00 +4.1933e+00 +3.3031e+00 +4.7445e+00 -4.6880e+00 -4.3058e+00 +5.7153e-01
347 +5.856818775e+01 +5.856818775e+01 -9.414318122e+02 -9.414318122e+02 -2.5228e+00 +1.7911e-01 +3.1204e+00 -2.9248e+00 +2.7930e+00 +4.6242e+00 -4.0477e+00 +1.1005e+00 -1.0043e+00 +6.9512e-01 -8.5516e-01 -4.6337e+00 -5.0000e+00 +8.6370e-01 -3.2576e+00 +4.9839e-01 +3.1704e-01 -2.4216e+00 +8.3259e-01 +1.5496e+00
1096 +3.225206472e+01 +3.225206472e+01 -9.677479353e+02 -9.677479353e+02 -2.7977e+00 +3.3058e+00 +3.4298e+00 -2.7730e+00 +5.0000e+00 +3.0586e+00 -4.3307e+00 -1.1144e+00 -1.8371e+00 +2.1729e+00 -3.0940e+00 -2.4612e+00 -4.6460e+00 +3.2704e+00 -2.5000e+00 +1.3836e+00 +1.8276e-01 -1.4980e+00 -1.2410e+00 +5.0000e+00
1479 +2.444683793e+01 +2.444683793e+01 -9.755531621e+02 -9.755531621e+02 -3.3603e+00 +2.1943e+00 +5.0000e+00 -2.3161e+00 +3.6791e+00 +3.7610e+00 -4.5164e+00 -7.4833e-02 -1.1077e+00 +3.1563e-01 -1.8042e-01 -3.1405e+00 -4.3092e+00 +2.7711e+00 -2.4160e+00 +2.4243e-01 +6.5247e-01 -2.2657e+00 -1.1569e+00 +5.0000e+00
3234 +1.577178715e+01 +1.577178715e+01 -9.842282129e+02 -9.842282129e+02 -3.4195e+00 +2.5943e+00 +4.0470e+00 -3.3017e+00 +4.5715e+00 +5.0000e+00 -4.0173e+00 -1.1418e-01 -1.5360e+00 +1.1768e+00 -9.5085e-01 -3.0479e+00 -3.8854e+00 +2.7966e+00 -2.9081e+00 +7.5850e-01 +5.1126e-01 -2.0384e+00 -1.7162e+00 +4.7794e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.650180497e+01 +8.650180497e+01 +1.086501805e+03 +1.086501805e+03 -2.3056e-01 -2.8324e-02 +4.6320e+00 -3.3633e+00 -2.7900e+00 -9.8347e-01 -3.1986e+00 -2.0999e+00 +3.8285e+00 +4.1004e+00 +3.0701e+00 +2.2836e+00 -1.3774e+00 -4.6832e+00 +3.4700e+00 +4.6989e+00 -3.0532e+00 +2.7863e+00 -7.9765e-01 -9.5610e-01
242 +6.135503471e+01 +6.135503471e+01 +1.061355035e+03 +1.061355035e+03 +0.0000e+00 +2.5574e+00 +4.5321e+00 -3.5648e+00 +2.4113e+00 -2.1843e+00 -3.5030e+00 -4.8715e+00 -8.3528e-01 +6.0578e-02 +0.0000e+00 +3.1172e+00 +1.7498e+00 -1.4695e+00 +3.9149e-01 +9.0612e-01 -2.6324e+00 -1.8300e+00 -2.0522e+00 +3.9719e+00
1044 +2.546688233e+01 +2.546688233e+01 +1.025466882e+03 +1.025466882e+03 -5.0012e-01 +2.3909e+00 +1.4693e+00 -1.9135e+00 +2.2872e+00 -1.7092e+00 -3.8780e+00 -4.7946e+00 +2.4805e-01 +1.8328e-01 -9.0259e-01 +5.0000e+00 +1.5382e+00 -2.2543e+00 -1.7578e-01 +2.7273e+00 -3.1879e+00 +9.0759e-01 -3.2491e+00 +4.1532e+00
1249 +2.371667152e+01 +2.371667152e+01 +1.023716672e+03 +1.023716672e+03 -4.4941e-01 +2.6278e+00 +1.5889e+00 -3.7687e+00 +2.2601e+00 -1.6922e+00 -3.2086e+00 -4.7211e+00 -7.2972e-01 +1.0240e-01 -2.5563e-01 +5.0000e+00 +1.7841e+00 -3.0242e+00 -6.6072e-01 +3.2724e+00 -2.3900e+00 +1.3792e+00 -1.4137e+00 +4.5299e+00
