% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.040249222e+03 +3.040249222e+03 +3.070219222e+03 +3.070219222e+03 -1.5417e+00 +3.2151e+00 -1.5468e-01 -3.7201e+00 -2.7621e+00 +8.8693e-01 -2.4708e+00 +2.7676e+00 -2.0921e+00 +3.9911e-01 -1.6739e+00 -1.3712e+00 -8.9040e-01 -7.0198e-01 -2.3997e-01 -4.6000e-01 -2.3932e+00 +4.8208e+00 -2.9204e+00 -4.7266e+00
45 +2.473035823e+03 +2.473035823e+03 +2.503005823e+03 +2.503005823e+03 +1.7005e+00 +1.7983e+00 -3.4203e+00 -3.5601e+00 -1.6486e+00 -1.3379e-01 +3.2823e+00 +1.7251e+00 -4.0577e+00 +8.7889e-01 +3.4847e+00 -5.5061e-01 +5.4911e-01 +2.7035e-01 -4.1253e+00 +2.5537e-01 +1.3192e+00 -1.5876e+00 +6.9710e-01 +3.1082e-01
242 +1.526254132e+03 +1.526254132e+03 +1.556224132e+03 +1.556224132e+03 +2.1703e+00 +1.1629e-01 -3.2609e+00 -3.0885e+00 +3.4198e+00 +3.5977e-01 -1.0882e+00 -8.0812e-01 +7.6962e-01 +1.4056e+00 -5.9712e-01 -1.5835e+00 +2.9452e+00 -3.5580e-01 +5.7530e-01 +2.5597e-01 -4.7157e+00 -1.1442e+00 +5.7464e-01 -1.6721e+00
529 +9.880366245e+02 +9.880366245e+02 +1.018006624e+03 +1.018006624e+03 +2.2146e+00 -7.4115e-02 -4.1067e+00 +2.4344e-01 +9.3964e-01 +8.0196e-01 -1.6954e+00 -2.8708e+00 +5.7639e-01 -3.9741e-01 +7.7356e-01 +2.7179e-01 +4.5243e+00 +2.6616e+00 +5.9461e-01 +2.3449e+00 -2.8727e+00 -2.8198e+00 +5.7086e-01 -9.4348e-01
1462 +6.307954474e+02 +6.307954474e+02 +6.607654474e+02 +6.607654474e+02 +5.6508e-01 -2.9728e-01 -3.9194e+00 -1.7964e+00 +3.1515e+00 +1.6123e+00 -3.4021e+00 -2.3820e+00 -3.4199e-01 -5.4827e-01 +4.2415e-01 -5.7010e-01 +3.3965e+00 +2.4941e+00 +6.5726e-01 +2.9445e+00 -4.0813e+00 -4.3500e-03 +1.2655e+00 -2.2532e+00
2684 +3.978336173e+02 +3.978336173e+02 +4.278036173e+02 +4.278036173e+02 -1.0382e-01 -1.2831e+00 -3.5826e+00 -1.2806e+00 +3.2713e+00 +1.6318e+00 -3.9306e+00 -2.5301e+00 -2.1147e-01 -9.9186e-01 +5.9129e-01 -1.4725e+00 +2.8947e+00 +2.2449e+00 -3.8542e-01 +2.7304e+00 -3.7494e+00 +9.7239e-02 +1.5802e+00 -3.3345e+00
3063 +2.507051476e+02 +2.507051476e+02 +2.806751476e+02 +2.806751476e+02 +1.2199e+00 -1.0919e+00 -3.9043e+00 -1.6333e+00 +3.2105e+00 +1.9493e+00 -4.0762e+00 -3.2838e+00 -1.2971e-01 -1.3955e+00 +3.9943e-01 -1.0205e+00 +3.0231e+00 +2.1714e+00 -1.0484e+00 +2.8722e+00 -3.3711e+00 +4.0610e-01 +1.4703e+00 -3.7396e+00
3525 +1.547458949e+02 +1.547458949e+02 +1.847158949e+02 +1.847158949e+02 +1.4302e+00 -1.5318e+00 -3.5571e+00 -1.5833e+00 +2.9948e+00 +2.3790e+00 -4.1482e+00 -3.3955e+00 -6.8834e-02 -1.8208e+00 +5.9310e-01 -1.0248e+00 +3.1355e+00 +2.1203e+00 -1.4734e+00 +2.9347e+00 -3.5192e+00 +3.9927e-01 +1.6677e+00 -3.8993e+00
4160 +9.970535795e+01 +9.970535795e+01 +1.296753580e+02 +1.296753580e+02 +1.4197e+00 -1.4983e+00 -3.5966e+00 -1.8224e+00 +2.9815e+00 +2.7929e+00 -4.3357e+00 -3.5477e+00 -8.2642e-02 -2.0199e+00 +6.4032e-01 -1.0904e+00 +3.4069e+00 +2.0581e+00 -1.5032e+00 +2.7807e+00 -3.4526e+00 +2.2229e-01 +1.5849e+00 -3.9869e+00
4606 +6.306509376e+01 +6.306509376e+01 +9.303509376e+01 +9.303509376e+01 +1.2179e+00 -1.5975e+00 -3.4988e+00 -1.9039e+00 +3.0670e+00 +2.7788e+00 -4.2862e+00 -3.4155e+00 +4.0784e-02 -2.0622e+00 +6.5973e-01 -1.2113e+00 +3.5917e+00 +2.1588e+00 -1.4476e+00 +2.7219e+00 -3.2487e+00 +4.3501e-02 +1.5909e+00 -3.7723e+00
