% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.153792163e+02 +2.153792163e+02 +1.630292163e+02 +1.630292163e+02 -8.0836e-01 -2.9326e+00 -3.6946e+00 -2.3094e+00 +8.2818e-01 -3.6964e+00 -8.8536e-01 -7.2064e-01 +1.6398e+00 -2.5609e+00 +8.0441e-01 -1.4605e+00 +1.7245e+00 -2.2202e+00 -1.1396e+00 -3.4428e+00 +2.1136e+00 -3.9811e+00 -3.9626e+00 +2.5018e+00
4 +8.882081203e+01 +8.882081203e+01 +3.647081203e+01 +3.647081203e+01 +2.1646e-01 +5.7130e-01 -4.3831e-01 -2.7090e+00 +2.3988e+00 -3.3932e+00 -1.2211e+00 -2.0228e+00 +4.7965e-01 +6.7617e-01 +2.6038e-01 -2.2134e+00 -1.3223e+00 -1.0801e-01 -1.4125e+00 -2.3692e+00 +4.7409e-01 -2.0169e+00 -2.9498e+00 +1.3807e+00
32 +4.921845822e+01 +4.921845822e+01 -3.131541785e+00 -3.131541785e+00 +1.0985e+00 -1.6791e+00 +2.0139e+00 -3.7981e+00 -2.0725e+00 -1.7659e+00 -3.3767e+00 -3.7946e+00 +2.3189e+00 -1.1471e+00 +1.1171e+00 -3.6586e+00 -7.2242e-01 -3.1427e+00 -1.2070e+00 -2.2439e+00 +2.5096e+00 -3.1093e+00 +4.3095e-01 +9.4504e-01
40 +3.671196857e+01 +3.671196857e+01 -1.563803143e+01 -1.563803143e+01 -3.7619e-01 -1.7628e+00 -1.7802e+00 -3.6163e+00 -1.6167e+00 -2.7150e+00 -1.5815e+00 -5.4491e+00 +2.5453e+00 -1.2472e+00 -4.3681e-01 +8.4129e-01 +9.0276e-01 -1.5271e+00 -1.7814e+00 -1.6252e+00 +1.7429e+00 -1.7855e+00 +4.4900e-01 +7.4644e-01
56 +2.051223080e+01 +2.051223080e+01 -3.183776920e+01 -3.183776920e+01 -1.4202e+00 -6.1810e+00 +1.1317e+00 -1.8551e+00 -3.1020e+00 -9.1996e-01 -1.2436e+00 -3.3556e+00 +3.3953e+00 -3.7602e+00 -1.7426e+00 -3.7462e+00 -1.2546e-01 -4.3277e+00 -4.1788e-01 -3.7137e-01 +1.5797e+00 -4.3580e-01 -1.3500e-01 -1.7996e+00
207 +1.363819291e+01 +1.363819291e+01 -3.871180709e+01 -3.871180709e+01 -4.2502e+00 -2.5607e+00 +4.1734e+00 -1.7936e+00 -2.2839e+00 +1.5635e-01 -2.9706e+00 -1.8027e+00 +2.0025e+00 -3.2020e+00 +2.4086e+00 +6.5726e-02 +4.3569e+00 -1.8052e+00 -1.9709e+00 +1.6534e+00 -1.2776e+00 +2.5224e+00 -5.9446e-01 -3.5375e+00
264 +8.282840769e+00 +8.282840769e+00 -4.406715923e+01 -4.406715923e+01 -1.0279e+00 -4.2810e-01 +1.4494e+00 -5.6678e-01 -8.8147e-01 +3.2829e+00 -4.9081e+00 -1.2445e+00 +1.4541e+00 -3.5801e+00 +1.0990e+00 +1.7183e+00 +3.3783e+00 -1.0290e+00 +5.5982e-02 +1.1374e+00 -1.6903e+00 -1.0477e-01 +1.2388e+00 -3.9715e+00
339 +4.696602798e+00 +4.696602798e+00 -4.765339720e+01 -4.765339720e+01 -2.2830e+00 -8.9358e-01 +3.2064e+00 -2.0018e+00 -2.2273e+00 +3.3927e+00 -3.9827e+00 +4.9274e-01 +2.3751e+00 -6.3421e-01 +3.4386e+00 -1.5787e+00 +2.9670e+00 -2.3520e+00 -1.2318e+00 +2.3304e+00 -1.7537e+00 -6.2697e-02 +2.4518e+00 -5.0862e+00
395 +3.849735128e+00 +3.849735128e+00 -4.850026487e+01 -4.850026487e+01 -1.3900e+00 -2.8655e+00 +3.6701e+00 -2.9287e+00 -2.1292e+00 +3.1762e+00 -3.1701e+00 +1.5629e-01 +2.8645e+00 -2.2777e+00 +1.6311e+00 -1.9975e+00 +2.8159e+00 -1.1031e+00 -1.0797e+00 +1.4613e+00 -1.0061e+00 +1.9036e+00 +2.2108e+00 -4.5820e+00
432 +1.957684255e+00 +1.957684255e+00 -5.039231575e+01 -5.039231575e+01 -1.7214e+00 -2.0038e+00 +3.3239e+00 -2.6392e+00 -1.1182e+00 +3.2063e+00 -3.4153e+00 +5.5045e-01 +2.5508e+00 -2.0225e+00 +3.1152e+00 -1.1545e+00 +2.6027e+00 -7.2400e-01 -1.6594e+00 +1.7973e+00 -1.5991e+00 +1.7200e+00 +2.5657e+00 -4.1435e+00
