% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.897438886e+05 +2.897438886e+05 +2.898677186e+05 +2.898677186e+05 +2.2194e+00 -3.4599e+00 +2.4674e+00 -9.1652e-01 +3.4052e+00 +3.4359e-01 +4.6661e+00 +1.5134e+00 +5.8452e-01 -1.4601e+00 -4.1508e+00 -2.1948e+00 +2.0149e+00 +2.6033e+00 -1.5465e+00 -1.1283e+00 +2.7343e+00 +5.5464e-01 +1.4252e+00 +4.7258e-01
3 +2.113827808e+05 +2.113827808e+05 +2.115066108e+05 +2.115066108e+05 +2.8867e+00 -8.3949e-01 +5.0926e-01 -1.0426e-01 +4.9618e-01 +3.0652e+00 +2.3101e+00 +3.7851e+00 +1.9511e+00 -2.1572e+00 +1.5489e-01 -3.0055e+00 +2.6842e+00 +2.6258e+00 -1.3842e+00 +2.7631e+00 -4.8755e+00 -1.3974e+00 +2.8851e+00 -4.2511e+00
11 +9.455743315e+04 +9.455743315e+04 +9.468126315e+04 +9.468126315e+04 -8.9113e-01 -4.7739e+00 +4.3242e-01 +1.2952e+00 -4.2027e+00 -2.7815e+00 +9.1324e-02 +2.2944e+00 +1.1282e+00 +2.0833e+00 +3.0606e+00 -1.3697e+00 -1.5669e+00 +1.6818e+00 +1.2856e+00 +1.1124e+00 -1.8301e+00 -4.3301e+00 -3.3167e-01 -5.7017e-01
735 +6.175666904e+04 +6.175666904e+04 +6.188049904e+04 +6.188049904e+04 -3.1131e+00 -2.1399e+00 -2.7739e+00 -1.2401e-01 -2.8893e+00 +1.5837e+00 -1.2471e+00 +1.1736e+00 +3.0496e-01 -1.7155e+00 -3.7107e-01 +8.7664e-01 +2.8893e+00 +1.2594e+00 -3.8220e-01 +2.8565e+00 +2.4504e+00 +2.1042e+00 -2.5278e+00 -3.4998e+00
841 +2.965376875e+04 +2.965376875e+04 +2.977759875e+04 +2.977759875e+04 -1.7929e+00 +3.5630e+00 -2.9329e-01 +3.1211e-01 +1.1502e+00 -1.9740e+00 +1.2697e+00 -1.8861e+00 -3.7387e+00 +4.1572e+00 -1.9371e+00 -6.3373e-01 -2.0691e+00 -3.0887e-01 -1.5705e+00 -9.6911e-01 -6.7511e-01 +2.9936e+00 +9.8006e-01 -1.5060e-01
1413 +2.138497674e+04 +2.138497674e+04 +2.150880674e+04 +2.150880674e+04 -1.3368e+00 -8.3949e-01 +5.0926e-01 -1.0426e-01 -2.7127e+00 -4.8150e-01 -1.7223e-01 +1.7549e+00 +2.2651e+00 -1.7155e+00 -3.7107e-01 +8.7670e-01 +1.2663e+00 +2.7793e+00 +2.6510e+00 +5.6650e-01 -6.7511e-01 +3.3672e+00 +3.7562e-01 +6.6949e-01
1595 +1.489520429e+04 +1.489520429e+04 +1.501903429e+04 +1.501903429e+04 -1.7929e+00 +3.5630e+00 -2.9329e-01 +3.1211e-01 +1.1502e+00 -9.8150e-01 -1.7223e-01 +1.7546e+00 -4.8760e-01 -1.7155e+00 -3.7107e-01 +8.7664e-01 -2.0691e+00 -3.0887e-01 -1.5705e+00 -9.6911e-01 -6.7511e-01 +1.0384e+00 -5.9671e-01 -1.5060e-01
2081 +9.189196058e+03 +9.189196058e+03 +9.313026058e+03 +9.313026058e+03 -1.0812e+00 +2.5139e+00 +5.0926e-01 -1.0426e-01 +1.1502e+00 -9.8150e-01 +1.3947e+00 -1.8861e+00 +1.1914e+00 +3.1300e-01 -1.4371e+00 -6.3324e-01 -2.0691e+00 -3.0887e-01 -1.5705e+00 -9.6910e-01 -6.7511e-01 +2.9936e+00 +9.7225e-01 -1.5451e-01
2349 +6.234765982e+03 +6.234765982e+03 +6.358595982e+03 +6.358595982e+03 -8.1157e-02 +2.5139e+00 +5.0926e-01 -1.0426e-01 +1.4002e+00 -9.8150e-01 +1.3947e+00 -1.8861e+00 -1.1914e+00 +4.3800e-01 -1.4847e+00 -6.3373e-01 -2.0691e+00 -3.0887e-01 -1.5705e+00 -9.6905e-01 -6.7511e-01 +4.7884e-01 -2.6455e-01 -1.0107e+00
2756 +3.596711182e+03 +3.596711182e+03 +3.720541182e+03 +3.720541182e+03 -8.1157e-02 +1.2159e+00 +2.0041e-01 -1.0426e-01 +1.4002e+00 -9.8150e-01 +1.3947e+00 -1.8861e+00 -1.1914e+00 +4.3800e-01 -1.4847e+00 -6.3373e-01 -2.0691e+00 -3.0887e-01 -1.5705e+00 -9.6905e-01 -6.7515e-01 +4.7884e-01 -2.6455e-01 -1.0107e+00
