% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.622992285e+03 +1.622992285e+03 +1.606052285e+03 +1.606052285e+03 -2.0393e+00 -1.8055e-01 +3.1498e+00 -1.0550e+00 -3.8609e+00 -2.7148e+00 -3.1513e+00 +4.5760e+00 -4.2330e+00 +4.0023e+00 -3.2344e+00 +4.8472e+00 +4.3929e+00 +3.9042e+00 -2.8272e+00 +2.8083e+00 +2.7385e+00 -1.8317e+00 -2.9354e-01 -8.3540e-01
2 +8.951498502e+02 +8.951498502e+02 +8.782098502e+02 +8.782098502e+02 -4.8930e+00 +3.9879e+00 -2.5327e+00 +2.2743e-01 -3.1502e+00 -1.3021e+00 -1.0032e+00 -4.9260e-01 -4.1369e+00 +2.3777e+00 -4.7971e+00 -2.8649e+00 +1.5519e+00 +4.7444e+00 -4.8125e-01 +6.5329e-01 -8.9840e-01 -3.1598e+00 -6.7409e-01 +3.8087e+00
3 +2.530499076e+02 +2.530499076e+02 +2.361099076e+02 +2.361099076e+02 -4.0095e+00 +4.0686e+00 -2.6203e-01 +3.0719e+00 -3.5722e-01 -3.3668e+00 -2.7258e+00 +1.1206e+00 +3.3209e+00 +4.7315e+00 -1.5202e+00 -7.5148e-01 +2.1844e+00 -6.5798e-01 +3.3247e+00 +2.3180e+00 -6.1286e-01 -3.0141e+00 -4.9229e+00 -4.5835e+00
4 +4.219047013e+01 +4.219047013e+01 +2.525047013e+01 +2.525047013e+01 +3.6241e+00 -2.0034e+00 +3.9510e+00 -4.6124e+00 +3.9718e+00 +2.6069e+00 -1.8493e+00 -1.7175e+00 +3.9827e+00 +2.9881e+00 -1.9653e+00 +4.2948e+00 +1.5254e+00 -1.4650e-02 +4.9213e+00 -1.3533e+00 +1.0854e+00 -1.5099e+00 +3.6029e+00 +4.0897e+00
7 +3.854467649e+01 +3.854467649e+01 +2.160467649e+01 +2.160467649e+01 -1.6590e+00 +1.2264e+00 -4.7913e+00 -4.3758e+00 +4.6477e+00 -3.4379e-01 -7.8456e-01 +2.3934e+00 -1.2887e+00 -2.8480e+00 +1.8295e+00 +2.5740e+00 +3.8262e+00 +3.8777e+00 +3.5552e+00 -2.7706e+00 +8.9141e-01 +7.2769e-01 +7.6071e-01 -4.5976e+00
85 +2.211349010e+01 +2.211349010e+01 +5.173490098e+00 +5.173490098e+00 -3.5181e-02 +5.4306e-01 -3.1128e+00 -2.1538e+00 +3.5115e+00 +2.3946e+00 -5.6931e-01 +3.3730e-01 +8.5950e-01 -2.0056e+00 -5.1439e-01 +2.0903e+00 -1.6488e+00 +3.6555e+00 +2.8612e+00 +1.6350e+00 -1.1046e+00 -3.9872e-01 -1.6280e+00 -2.0751e+00
263 +1.541401303e+01 +1.541401303e+01 -1.525986974e+00 -1.525986974e+00 +1.7374e+00 -1.2743e+00 +4.8073e-02 -3.0905e+00 +2.9579e+00 +1.5978e-01 +8.2549e-01 -8.0561e-01 +1.6914e+00 -1.3101e-01 +9.4314e-01 +1.6605e+00 -3.0095e+00 +7.1233e-01 +2.3129e+00 -1.6544e+00 -3.7011e-01 -1.1352e+00 +5.5669e-01 -3.4135e-01
744 +9.752986064e+00 +9.752986064e+00 -7.187013936e+00 -7.187013936e+00 +2.0738e+00 +1.0996e+00 -7.0953e-01 -1.4665e+00 +3.2466e+00 +4.6745e-01 +2.2298e+00 -1.3884e+00 +1.0951e+00 +4.2586e-02 +2.7348e+00 +3.7371e+00 -2.7971e+00 +1.7341e+00 -2.3021e-01 -3.9776e-02 +7.8359e-02 -3.0183e-01 -1.0347e+00 -2.0349e+00
2943 +6.022206637e+00 +6.022206637e+00 -1.091779336e+01 -1.091779336e+01 +2.1182e+00 -6.8592e-01 +6.7652e-02 -1.7026e+00 +3.2353e+00 +8.8520e-01 +2.3740e+00 -9.5911e-01 +5.9701e-01 -6.7340e-01 +8.6340e-01 +2.7936e+00 -1.6186e+00 -4.0439e-01 +9.9240e-01 -3.0808e+00 +2.2081e+00 -2.2935e-01 -4.9945e-01 +2.1836e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.871215176e+01 +5.871215176e+01 +7.752215176e+01 +7.752215176e+01 +7.6901e-01 +2.5188e-01 -3.3596e+00 -4.1050e+00 +4.3546e+00 -1.7073e-01 +8.0122e-01 +2.5236e+00 -3.8258e+00 -6.8358e-01 -4.1251e+00 -4.8549e+00 -3.3681e+00 -4.9796e+00 +3.8559e+00 -2.8966e+00 +1.9860e-02 +4.5097e+00 -3.3573e+00 -4.7310e+00
2 +3.216294464e+01 +3.216294464e+01 +5.097294464e+01 +5.097294464e+01 -2.0442e+00 -2.7468e+00 -1.5275e+00 -4.9536e+00 +4.5348e+00 +1.8323e-01 -3.4761e+00 +7.8027e-02 +4.4701e-01 -2.3322e+00 -3.1167e+00 -1.6838e+00 -4.5012e+00 +4.8940e+00 -2.1535e+00 +3.5766e+00 +2.2993e+00 +9.5650e-02 -3.3623e+00 -2.5026e-01
3 +2.050533590e+01 +2.050533590e+01 +3.931533590e+01 +3.931533590e+01 +3.7194e-01 -1.5556e+00 +3.6595e-01 +3.9976e+00 +2.1476e-01 -1.2999e+00 -1.1763e+00 -1.7646e+00 +2.0325e+00 -1.6080e+00 -2.6124e+00 -2.2552e+00 +1.4624e+00 -2.4058e+00 -2.2506e+00 -3.5525e+00 -4.1906e+00 -9.9891e-01 +7.7365e-01 -2.2173e+00
4 +1.452678774e+01 +1.452678774e+01 +3.333678774e+01 +3.333678774e+01 +4.8473e+00 -4.5836e+00 -1.4777e+00 +1.4513e+00 +2.6592e+00 -3.5929e+00 +2.3195e+00 +2.4898e+00 +2.8378e+00 -2.0942e-01 -4.7258e+00 +7.0422e-01 -1.6073e+00 +4.0833e+00 +3.4781e+00 -6.8485e-03 -2.4453e-01 +1.4916e+00 -1.1438e+00 +2.8896e+00
263 +9.514786583e+00 +9.514786583e+00 +2.832478658e+01 +2.832478658e+01 -1.3616e+00 -2.1158e+00 -2.6056e+00 -3.8971e-01 -1.3044e+00 -1.1487e+00 -2.6730e-01 +1.1041e+00 +1.6532e-01 +3.2778e+00 -2.5969e+00 +1.6353e+00 +1.6400e+00 +1.4312e+00 +3.4500e+00 +2.0022e+00 -1.0702e+00 +5.2520e-01 -7.7853e-01 +2.0198e+00
466 +5.823932281e+00 +5.823932281e+00 +2.463393228e+01 +2.463393228e+01 -1.5087e+00 +3.6294e-01 -5.2277e-02 -4.4200e-01 -1.9660e+00 -4.8062e+00 -3.1682e+00 +5.6847e-01 +1.6304e-01 +2.3251e+00 -2.6158e+00 +2.4904e+00 +4.6974e+00 +4.3678e-01 +3.2958e-01 +7.1515e-01 -1.3173e+00 +1.8613e+00 -1.0677e+00 +5.8259e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.935966424e+01 +6.935966424e+01 +3.425096642e+02 +3.425096642e+02 +1.1600e+00 +2.5078e+00 +4.9992e+00 +2.0249e+00 +3.2237e+00 -1.8615e-01 -1.2458e+00 -4.3341e+00 +4.6512e+00 +3.9151e+00 +3.0101e+00 -2.6432e+00 +3.6631e+00 -4.5129e+00 +2.2209e+00 -3.1980e+00 +4.0783e+00 -3.8333e+00 -4.7936e+00 +4.4211e+00
7 +5.909330387e+01 +5.909330387e+01 +3.322433039e+02 +3.322433039e+02 -4.2759e+00 -2.4395e+00 -2.3951e+00 +4.1331e+00 +4.4215e+00 +3.8619e-03 -4.9637e+00 +8.7191e-01 -4.0120e+00 -2.8825e+00 -4.4629e+00 +4.3104e+00 +4.1106e+00 -3.1539e+00 +3.1031e+00 -4.6724e+00 -3.7943e+00 -2.0148e+00 -2.2564e+00 -4.4227e+00
14 +3.261302003e+01 +3.261302003e+01 +3.057630200e+02 +3.057630200e+02 +9.1399e-01 +1.3247e+00 +3.2167e+00 -1.2086e+00 +2.0095e-03 -4.9390e+00 -1.3081e+00 +2.7400e+00 -1.2995e+00 -2.1067e+00 +9.9478e-01 -1.3063e+00 +2.5176e+00 -2.1670e+00 +7.0583e-01 -2.6580e+00 +1.8211e+00 -3.8706e+00 +3.3394e+00 -3.0190e+00
81 +1.866093075e+01 +1.866093075e+01 +2.918109308e+02 +2.918109308e+02 -4.3987e+00 +1.1325e+00 -4.0746e+00 +4.1770e+00 -4.3794e+00 +3.0961e+00 +2.9302e-01 +2.1832e+00 -4.2791e+00 +2.3910e+00 +2.1306e+00 -4.0979e+00 +1.4157e+00 -2.3723e+00 +3.8985e-01 -3.6307e+00 -5.4894e-01 +8.7893e-01 -1.9010e+00 -4.5329e+00
261 +1.362390751e+01 +1.362390751e+01 +2.867739075e+02 +2.867739075e+02 -3.2218e+00 +3.3433e+00 -3.4599e+00 +2.6651e+00 -1.1777e+00 +1.1934e-01 -2.0971e+00 +2.2661e+00 -2.5764e+00 +2.0706e+00 +1.1999e-01 -4.0874e+00 +3.1091e+00 -1.2803e+00 +1.6268e+00 -2.3361e+00 -4.3285e-01 +1.7525e+00 +2.7422e+00 -3.1959e+00
833 +9.073984938e+00 +9.073984938e+00 +2.822239849e+02 +2.822239849e+02 -1.6854e+00 +3.0447e+00 -5.5332e-01 +1.1976e-01 -6.6374e-01 -2.8444e-01 -2.5334e+00 +1.5904e+00 -3.0298e+00 +1.3708e+00 +2.2666e+00 -2.6269e+00 +6.7134e-01 -2.3345e+00 +1.4342e+00 -4.4950e+00 +1.1144e+00 -6.3654e-01 +2.0016e+00 -3.2569e+00
2155 +6.236478835e+00 +6.236478835e+00 +2.793864788e+02 +2.793864788e+02 -2.6501e+00 +2.6303e+00 +8.0044e-01 -4.9151e-01 -1.1202e+00 -3.9712e+00 -2.3210e+00 +4.7902e-01 -4.3482e+00 +8.7948e-01 +1.8741e+00 -1.9837e+00 +2.7522e-01 -1.0101e+00 +3.8060e+00 -3.2160e+00 +2.4584e+00 -1.5379e-01 +3.9732e+00 -4.5212e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
