% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.844576549e+03 +3.844576549e+03 +3.937516549e+03 +3.937516549e+03 -6.2665e-01 +4.9112e-01 +2.6327e+00 -3.5905e+00 +3.0398e+00 -2.9004e+00 -2.2072e+00 -3.8769e+00 -4.2331e-01 +3.0245e-01 -2.0477e+00 +3.2667e+00 -5.3676e-01 +2.2701e+00 +4.1530e-01 +1.7106e+00 +1.9241e+00 +3.5486e+00 +1.2599e+00 -8.7048e-01
2 +2.392603136e+03 +2.392603136e+03 +2.485543136e+03 +2.485543136e+03 -1.9280e+00 +5.8621e-02 +4.5508e-01 -5.7324e+00 +3.6052e+00 -2.8355e+00 -1.3182e+00 -2.7384e+00 +2.5019e+00 +2.6606e+00 -8.1229e-01 +1.2987e+00 -4.5581e-01 +3.0875e+00 +1.8006e+00 +3.2701e+00 +3.8279e+00 +7.9176e-01 +1.3866e+00 -3.1757e+00
37 +1.282427135e+03 +1.282427135e+03 +1.375367135e+03 +1.375367135e+03 -2.4147e+00 -1.9260e-01 +1.4736e+00 -3.6970e+00 +3.0339e+00 +8.5285e-01 -3.4268e+00 -5.9963e+00 +1.8760e-01 +2.4463e+00 -5.3060e+00 -1.2232e+00 -2.6355e+00 +6.0063e+00 -3.4747e-01 +3.6440e+00 +3.4662e+00 +6.3654e-01 +1.6664e+00 -2.7131e+00
48 +6.563071613e+02 +6.563071613e+02 +7.492471613e+02 +7.492471613e+02 -3.7839e+00 +2.5312e+00 +4.3651e-01 +2.3816e-01 +4.6205e+00 +3.6686e+00 -2.2447e+00 -7.7602e+00 +1.4851e+00 +1.6051e+00 -5.7629e+00 -1.6763e+00 -5.9639e-01 +3.8125e+00 +1.9525e+00 +1.0690e+00 +2.7024e+00 +2.9027e+00 +8.8684e-01 -3.7358e+00
54 +6.206729828e+02 +6.206729828e+02 +7.136129828e+02 +7.136129828e+02 +6.1767e-01 +1.2751e+00 +2.5309e-02 -2.8586e+00 +5.8590e+00 +2.2200e+00 +6.1490e-01 -9.3497e+00 +1.4712e+00 +1.1466e+00 -3.7066e+00 -3.9836e-01 -1.2884e+00 +1.9908e+00 -1.9720e-02 +1.5893e+00 +5.4422e+00 -1.0541e-01 -1.8851e+00 -8.0397e-01
149 +3.579278655e+02 +3.579278655e+02 +4.508678655e+02 +4.508678655e+02 +6.6819e-01 +2.9147e+00 +3.0050e+00 -1.1982e+00 +2.1442e+00 +5.6472e+00 +1.5352e+00 -5.8038e+00 +4.3356e+00 +9.2578e-01 -3.7540e+00 -2.2516e+00 -5.9296e-02 +3.5175e+00 -4.3744e-01 +5.0532e+00 +4.5097e+00 -2.0021e+00 -3.8174e+00 -2.4813e+00
177 +2.336125645e+02 +2.336125645e+02 +3.265525645e+02 +3.265525645e+02 +1.4261e+00 +4.7135e+00 +1.4286e+00 +1.4243e+00 +1.7455e+00 +1.8426e+00 -1.9413e-01 -5.2575e+00 +2.1122e+00 +5.4408e+00 -2.3432e+00 -3.1115e+00 +1.9037e-01 +4.5178e+00 -2.1844e+00 +2.0109e+00 +7.5031e+00 -3.8083e+00 -1.9312e+00 -3.0629e+00
445 +1.384180639e+02 +1.384180639e+02 +2.313580639e+02 +2.313580639e+02 +2.1124e+00 +1.5596e+00 +3.4200e+00 +3.2337e+00 +4.1138e+00 +2.8678e+00 +1.5152e-01 -6.8377e+00 +4.4735e+00 +3.5172e+00 +4.6279e+00 -5.2147e+00 -2.2187e+00 +9.8275e-01 -1.7884e+00 +5.3495e+00 +2.5965e+00 -2.2091e+00 +1.1830e+00 -1.5460e+00
603 +8.995182758e+01 +8.995182758e+01 +1.828918276e+02 +1.828918276e+02 +1.7497e+00 +1.0677e-01 +1.1312e+00 +2.1286e+00 +4.2325e+00 +5.1447e+00 +2.9751e+00 -6.3012e+00 +3.6309e+00 +2.1263e+00 +4.9660e+00 -1.7736e+00 -4.0253e+00 +8.8406e-01 +1.4161e+00 +2.1969e+00 +3.9399e+00 -2.9040e+00 +3.2793e+00 +1.1211e+00
650 +4.107640028e+01 +4.107640028e+01 +1.340164003e+02 +1.340164003e+02 +2.0312e+00 +1.0480e+00 +3.2152e-01 +3.2778e+00 +2.6860e+00 +4.6124e+00 +1.5689e+00 -4.4766e+00 +2.5148e+00 +2.0254e+00 +4.4101e+00 -2.3100e+00 -4.2334e+00 -5.6861e-01 +1.6964e+00 +2.2774e+00 +3.3085e+00 -2.7594e+00 +3.3246e+00 -8.5464e-01
