% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.374035339e+03 +4.374035339e+03 +4.466975339e+03 +4.466975339e+03 +3.6239e+00 +1.5660e+00 +2.2675e+00 -3.8236e+00 +1.3285e+00 -1.4854e+00 +2.2458e+00 -5.5118e-01 +2.0050e+00 -3.5025e+00 -1.0399e+00 +3.1841e-01 +2.6256e+00 -8.4157e-01 +2.7739e+00 +4.4237e+00 -4.7247e+00 -4.1557e+00 +3.4128e+00 +2.3647e+00
2 +3.448546271e+03 +3.448546271e+03 +3.541486271e+03 +3.541486271e+03 -4.7105e+00 -4.9451e+00 -2.1894e+00 +4.7190e+00 -1.6592e+00 +2.1509e+00 +4.9597e+00 -3.3680e+00 -1.0961e+00 -6.7248e-01 -2.2993e+00 +1.8643e+00 +2.6567e+00 -7.6705e-01 -2.9739e+00 +5.6085e-01 -3.8221e+00 -3.2852e+00 -3.3042e+00 -2.3468e+00
3 +2.498830836e+03 +2.498830836e+03 +2.591770836e+03 +2.591770836e+03 +4.6720e+00 +4.6544e+00 +5.1167e-01 +3.7621e+00 -7.6153e-01 +7.8949e-02 -3.5508e+00 +3.2944e+00 -4.1510e+00 +2.5597e+00 +2.6758e-01 -3.4869e+00 -1.9787e+00 +1.3321e+00 -1.5603e+00 +3.2798e+00 -2.7746e+00 -1.7871e+00 -1.1758e+00 -3.8378e+00
11 +1.440714409e+03 +1.440714409e+03 +1.533654409e+03 +1.533654409e+03 -1.9847e+00 +2.6872e+00 -2.6207e-01 +3.5730e+00 +1.6312e+00 -5.0733e-01 +4.5677e-01 +5.4445e-01 -9.9099e-01 -1.0720e+00 -1.9414e+00 -2.5098e+00 +4.3765e+00 -1.3723e+00 +4.9744e+00 +1.6100e+00 +3.9417e+00 -2.1685e+00 +6.2398e-01 +1.8487e+00
104 +7.705263208e+02 +7.705263208e+02 +8.634663208e+02 +8.634663208e+02 +6.0047e-01 +1.1815e+00 +1.1587e+00 +1.3572e+00 -2.7743e+00 -6.7168e-01 -1.0158e+00 -2.5675e+00 -2.7684e+00 +2.3339e+00 -2.9831e+00 -5.4155e+00 -1.0543e+00 +4.6255e+00 +3.6428e-02 +2.3855e+00 +7.6208e+00 -3.5171e+00 -1.4534e+00 -9.6546e-01
318 +6.302383085e+02 +6.302383085e+02 +7.231783085e+02 +7.231783085e+02 +1.6993e+00 +3.2693e-01 -9.8088e-01 +2.3391e+00 -4.0459e+00 +2.2681e+00 +1.5204e+00 +3.3367e-01 -6.3658e+00 +2.0972e+00 -2.5744e+00 -3.4192e+00 +1.7927e-01 +1.0034e+00 +1.3925e+00 +5.2872e-01 +6.9643e+00 -3.8837e+00 -8.6114e-01 -1.8756e+00
430 +3.637819752e+02 +3.637819752e+02 +4.567219752e+02 +4.567219752e+02 +7.0417e-01 +8.7482e-01 +4.8607e-01 +2.1530e+00 -9.5294e-01 +3.5998e+00 +1.0948e+00 -3.3632e+00 -4.2743e+00 +2.5680e+00 -4.2219e+00 -6.1171e+00 +2.1057e+00 +2.9656e+00 +9.3440e-01 +2.5592e+00 +3.8989e+00 -1.7199e+00 -2.5915e+00 -8.2814e-01
1188 +2.358931702e+02 +2.358931702e+02 +3.288331702e+02 +3.288331702e+02 -3.9171e-01 -3.9172e-01 +7.2185e-01 +2.9227e+00 -4.1934e-01 +3.3425e+00 +7.4837e-01 -3.4072e+00 -2.3374e+00 +3.9481e+00 -4.9491e+00 -4.9293e+00 +1.6137e+00 +3.5352e+00 +6.7984e-01 +3.9444e+00 +3.9031e+00 -1.3404e+00 -2.1988e+00 -8.9181e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.470945741e+03 +5.470945741e+03 +5.506295741e+03 +5.506295741e+03 +2.0893e+00 -3.4900e+00 -1.3764e+00 +3.6586e+00 +4.9208e+00 -2.8126e+00 +4.8336e-01 -3.3329e+00 -6.3442e-01 +2.8335e+00 -3.3074e+00 -2.2961e+00 -4.7533e-01 +4.1426e+00 +4.2946e+00 +4.1918e+00 -3.3927e+00 +2.8166e+00 -1.1893e+00 -3.9918e+00
5 +1.899150654e+03 +1.899150654e+03 +1.934500654e+03 +1.934500654e+03 +4.9256e-01 +2.1188e+00 +3.3117e+00 +2.7214e+00 -4.7766e+00 -2.5901e+00 +3.2107e+00 -9.9224e-02 -3.4016e+00 -4.2053e+00 +1.3504e+00 -6.2473e-01 -3.5857e+00 +4.7296e+00 +4.3618e+00 +3.2671e-01 -1.4432e-01 -3.7450e+00 +3.0002e+00 +4.1490e+00
9 +1.439303609e+03 +1.439303609e+03 +1.474653609e+03 +1.474653609e+03 +1.7078e+00 -1.1124e+00 -2.7168e-01 +2.4160e+00 -4.7269e+00 +3.0585e+00 -7.1237e-02 +1.5485e+00 -4.0803e+00 +2.1889e+00 +2.8099e+00 -7.7406e-01 +1.0626e+00 -7.9053e-01 -4.4202e+00 -3.3836e+00 +7.2112e-01 +3.0376e+00 +3.9829e+00 +4.7870e+00
52 +9.404260541e+02 +9.404260541e+02 +9.757760541e+02 +9.757760541e+02 -4.5576e+00 -5.2618e+00 -1.1794e+00 +5.3754e+00 -1.9963e+00 -3.2192e+00 -5.1810e-01 +5.4575e+00 -6.2376e+00 -1.1422e+00 +6.2629e-01 -4.7934e+00 +2.5005e+00 +4.0244e+00 -5.9695e+00 +1.7572e-01 +1.6425e+00 +2.3355e-01 +4.3318e+00 +2.2895e+00
