% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.093068423e+07 +3.093068423e+07 +3.093062929e+07 +3.093062929e+07 +1.1252e-01 -3.5863e+00 +2.0117e+00 -4.9771e+00 +5.7926e-01 -1.5856e+00 -6.6152e-01 -1.4996e+00 -4.1758e+00 -4.7268e+00 -3.0193e+00 +1.5528e+00 -4.4043e+00 -1.1683e+00 -1.2873e-01 +2.8065e+00 +1.2148e+00 +1.3494e+00 -2.4688e+00 -3.3684e+00
5 +2.152491271e+07 +2.152491271e+07 +2.152485777e+07 +2.152485777e+07 -1.5567e+00 -4.2999e+00 -2.8621e+00 -1.7861e+00 -1.8921e+00 -3.6630e+00 -2.0895e+00 -2.4427e+00 -4.8559e+00 +4.6347e+00 +3.3270e+00 -1.9195e+00 +1.7860e+00 +1.5534e-01 +2.8258e+00 +3.7831e+00 +4.5037e+00 -3.7922e+00 +2.5934e+00 -4.7422e+00
9 +1.263207414e+07 +1.263207414e+07 +1.263201920e+07 +1.263201920e+07 -2.9742e+00 +4.9515e+00 +7.4653e-01 -3.0726e+00 +6.9223e-02 +3.8356e+00 -4.7842e+00 -3.9596e+00 -6.3448e-01 +3.5751e+00 +3.9487e+00 +3.5887e+00 +4.5340e+00 -2.4899e+00 +1.0077e+00 -1.9004e+00 +2.8971e+00 -3.7148e+00 +4.7873e+00 -2.5753e+00
13 +9.608973061e+06 +9.608973061e+06 +9.608918121e+06 +9.608918121e+06 +2.6809e+00 -3.0329e+00 +1.7265e+00 -2.9616e-02 -3.1128e+00 -3.6875e+00 -5.8241e-01 +1.0521e+00 -3.5236e+00 -4.9950e+00 -2.6621e+00 -1.8164e+00 -8.6935e-01 +3.2843e+00 +1.6905e+00 -6.7006e-01 -2.7509e+00 +4.8701e+00 -1.3585e+00 -1.5240e+00
14 +6.105904558e+06 +6.105904558e+06 +6.105849618e+06 +6.105849618e+06 -4.6014e+00 -3.8371e+00 -4.5025e+00 +2.3579e+00 +4.2540e+00 +2.5382e+00 -1.0420e+00 +7.2885e-01 +2.1687e+00 +1.8586e+00 -2.7308e+00 -9.6048e-01 +2.0720e+00 +6.1130e-01 -3.7954e+00 +2.6606e+00 +2.9231e+00 +2.7040e+00 +1.7953e+00 -7.2968e-01
102 +3.366518286e+06 +3.366518286e+06 +3.366463346e+06 +3.366463346e+06 -8.6466e+00 -2.6476e+00 +2.4655e+00 -5.0559e+00 +9.0369e-01 +2.7966e-01 +2.7700e+00 +1.1150e+00 +2.5129e+00 -2.7567e+00 +6.6282e-01 -1.4844e+00 +9.2986e-01 -9.2722e+00 +8.3574e-01 -4.8750e+00 -3.5053e+00 -4.3363e+00 +3.6810e-01 +1.0209e+00
149 +2.305601138e+06 +2.305601138e+06 +2.305546198e+06 +2.305546198e+06 -1.6837e+01 -6.2484e+00 -1.2013e+00 -2.2961e+00 +1.3900e+00 +5.6273e+00 -3.2580e+00 +7.1024e+00 +1.3755e+01 -1.4451e+01 +1.5788e+01 -7.5978e+00 +3.5828e+00 -2.1860e+01 +8.4906e+00 -1.0808e+01 -7.3636e-01 -8.6268e-01 +7.6033e-01 +7.8346e+00
228 +1.322824319e+06 +1.322824319e+06 +1.322769379e+06 +1.322769379e+06 -1.8905e+01 -4.3768e+00 +1.6899e+00 -5.2995e+00 -3.9799e-01 +6.0090e+00 -3.2431e+00 +6.9319e+00 +1.4259e+01 -1.4311e+01 +1.6144e+01 -8.1713e+00 +3.6587e+00 -2.2593e+01 +8.9575e+00 -1.1824e+01 -4.0647e-01 +1.4088e+00 +2.6816e+00 +8.6114e+00
313 +9.625494830e+05 +9.625494830e+05 +9.624945430e+05 +9.624945430e+05 -6.4678e+00 -3.6636e+00 -3.2663e-01 -2.0519e+00 -1.7398e+00 +7.0818e-01 -1.6189e+00 +3.2515e+00 +4.3478e+00 -5.4342e+00 +2.5458e+00 -4.0692e+00 +3.9411e-01 -8.7376e+00 +2.8098e-01 -2.3277e+00 -6.9479e-01 +2.5818e+00 +1.2310e+00 +4.3605e+00
382 +5.961172035e+05 +5.961172035e+05 +5.960622635e+05 +5.960622635e+05 -7.1437e+00 -1.5378e+00 -5.6394e-01 -3.4967e-01 -1.4093e+00 +2.4508e+00 -8.1275e-03 +2.7130e+00 +6.6361e+00 -5.0770e+00 +3.2730e+00 -2.5626e+00 +2.3307e+00 -8.1265e+00 -5.9366e-01 -1.6034e+00 +1.7597e+00 +5.1790e+00 +2.8750e+00 +4.1508e+00
456 +3.941289629e+05 +3.941289629e+05 +3.940740229e+05 +3.940740229e+05 -6.2048e+00 -2.9389e+00 -2.8327e+00 +2.3500e+00 -1.0762e+00 +2.4709e+00 -3.4422e-02 +2.1604e+00 +6.1295e+00 -2.2297e+00 +1.0091e+00 -2.4684e+00 +2.1957e+00 -6.9510e+00 -1.5032e+00 +2.8344e-02 +9.0709e-01 +3.3664e+00 +1.0578e+00 +3.5928e+00
589 +2.328196346e+05 +2.328196346e+05 +2.327646946e+05 +2.327646946e+05 -5.4445e+00 -3.2410e+00 -2.8315e+00 -6.6580e-02 +8.4192e-01 +2.1318e+00 -7.1153e-01 +1.9614e+00 +4.2897e+00 -2.9861e+00 +2.0777e+00 -3.2091e+00 +2.1151e+00 -6.1566e+00 +5.5428e-01 +1.3093e+00 +3.7537e-01 +2.7449e+00 +2.1645e+00 +3.1033e+00
754 +1.391013228e+05 +1.391013228e+05 +1.390463828e+05 +1.390463828e+05 -4.0642e+00 -2.8089e+00 -2.9771e+00 +1.1182e+00 +9.3460e-01 +1.7077e+00 -2.0577e-01 +2.3291e-01 +2.8620e+00 -2.8527e-01 +3.5797e-01 -1.2013e+00 +2.8914e+00 -2.9410e+00 -9.0708e-01 +2.6482e+00 +6.4407e-01 +2.4371e+00 +1.7120e+00 +2.1827e+00
861 +7.493599985e+04 +7.493599985e+04 +7.488105985e+04 +7.488105985e+04 -3.7767e+00 -3.8060e+00 -3.1575e+00 -2.7183e-01 +3.0056e+00 +2.2396e+00 -1.2914e+00 -4.5311e-01 +2.0338e+00 +6.4165e-02 +2.5470e+00 +3.0078e-01 +4.3606e+00 -3.6112e+00 -6.0929e-01 +2.1751e+00 +4.8445e-01 -9.6452e-02 +2.4274e+00 +3.1034e+00
905 +6.092780008e+04 +6.092780008e+04 +6.087286008e+04 +6.087286008e+04 -3.6392e+00 -4.4749e+00 -2.8563e+00 -1.8183e+00 +3.7666e+00 +2.1753e+00 -2.1188e+00 -4.8174e-01 +1.5594e+00 -3.5614e-01 +3.8317e+00 +7.1520e-01 +4.8919e+00 -3.6884e+00 +3.3565e-02 +1.7708e+00 +2.6442e-01 -7.9551e-01 +2.8237e+00 +3.9893e+00
