% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.207327831e+05 +1.207327831e+05 +1.201862831e+05 +1.201862831e+05 +4.9093e+00 +3.8863e+00 -4.0725e+00 +4.6163e+00 -4.8989e+00 +4.0075e-01 +8.8953e-01 +4.7326e+00 -7.2957e-01 +3.1753e+00 -3.3582e+00 -1.0504e-01 -3.0319e+00 -2.2838e+00 +2.8475e+00 +2.1522e+00 +4.3511e+00 -4.2450e+00 -1.6371e+00 +4.3896e+00
4 +8.780604358e+04 +8.780604358e+04 +8.725954358e+04 +8.725954358e+04 -9.9114e-01 -2.9114e+00 +8.1171e-01 +4.1834e+00 -1.6668e+00 +2.3129e+00 -1.8305e+00 -1.1603e+00 -3.1326e+00 +1.8344e+00 -2.5860e+00 +2.1178e+00 -7.2839e-02 -3.0780e+00 -1.0772e+00 -3.7023e+00 -2.2047e+00 -4.8551e+00 -3.8615e+00 +4.4754e+00
77 +6.033740769e+04 +6.033740769e+04 +5.979090769e+04 +5.979090769e+04 +1.0093e+00 -5.4840e-01 +4.5678e+00 -1.5969e+00 -1.9882e-01 -2.0334e+00 -4.0105e+00 +1.7058e+00 -3.8866e+00 +3.0257e+00 -3.9061e+00 +2.1865e+00 -1.0930e+00 +2.1813e+00 +2.7825e+00 +2.9808e-01 +3.3267e+00 -4.3265e+00 -1.5265e+00 +2.1374e-01
580 +3.327589641e+04 +3.327589641e+04 +3.272939641e+04 +3.272939641e+04 -1.4985e+00 +1.6496e+00 +3.2484e+00 +1.4889e+00 -2.2954e+00 +2.4822e+00 +2.8734e+00 -1.5104e+00 -2.4622e+00 +1.0304e+00 +3.3512e+00 +9.3015e-01 -2.4655e+00 -2.6051e+00 +1.2612e+00 +2.1214e-01 +3.8434e+00 -6.9782e-01 -2.4705e+00 +2.2247e-01
621 +2.297373815e+04 +2.297373815e+04 +2.242723815e+04 +2.242723815e+04 +3.1986e+00 -1.8173e+00 +1.5572e+00 -1.8920e+00 +7.7880e-01 -4.5171e+00 -3.1930e+00 +3.0528e+00 -1.1613e+00 -7.0666e-01 +5.2163e-01 +4.3089e-01 +8.4632e-01 -1.8601e+00 +3.5427e+00 -2.1610e+00 -3.6400e-02 -3.2733e+00 -1.5111e+00 +4.1705e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.719511672e+04 +8.719511672e+04 +8.819511672e+04 +8.819511672e+04 +2.9317e+00 +3.2178e+00 +1.8397e+00 +4.0841e+00 -1.6584e+00 +4.4219e+00 -6.9642e-01 +1.3846e+00 -3.3311e+00 -4.5628e+00 +1.3147e+00 +3.1161e+00 -6.8906e-01 +3.6720e+00 -6.0745e-01 +2.1028e-01 -4.6563e+00 -1.3490e+00 -1.3104e-01 +3.6341e-01
34 +5.351819714e+04 +5.351819714e+04 +5.451819714e+04 +5.451819714e+04 -1.1105e+00 +1.9433e+00 -5.0756e-01 +3.2088e+00 -2.7906e+00 -2.1395e+00 -3.2488e+00 -3.2924e-01 +2.9496e+00 +2.8010e+00 -4.3610e+00 +4.6127e+00 -3.2970e+00 -7.7277e-01 -2.6239e+00 -2.5062e+00 -2.5596e+00 -2.6535e+00 -3.1397e+00 +1.7117e+00
296 +2.733839371e+04 +2.733839371e+04 +2.833839371e+04 +2.833839371e+04 -4.7040e+00 -8.5535e-01 +3.3699e+00 +2.6782e+00 +2.0812e+00 -1.8982e-01 +2.4700e-01 -1.0904e+00 -4.2566e+00 -2.0874e+00 -3.8444e+00 -4.5220e+00 -2.4661e+00 +2.3276e-01 -3.4082e+00 -1.2227e+00 -9.5930e-01 -2.4134e+00 -1.5888e+00 +4.1586e-01
1746 +2.390930280e+04 +2.390930280e+04 +2.490930280e+04 +2.490930280e+04 -2.5164e+00 +6.0600e-01 +2.1484e+00 -2.0660e+00 +4.0348e+00 +9.5335e-01 +2.0944e+00 +4.4135e+00 -3.6592e+00 +2.2867e+00 -3.9783e-01 -7.5197e-01 +1.4493e-01 +7.6733e-01 -2.8997e+00 -1.6671e+00 -2.0737e+00 -2.8209e+00 -2.1709e+00 -6.4543e-01
2731 +1.360775534e+04 +1.360775534e+04 +1.460775534e+04 +1.460775534e+04 -1.8644e+00 +3.3921e+00 +2.4254e+00 -3.3235e+00 -4.4572e+00 -1.3741e+00 +1.6713e-01 +3.1233e+00 -1.4148e+00 -4.3687e+00 -2.1499e+00 +6.9642e-01 -2.4931e+00 -2.9878e+00 -2.2992e+00 +3.4944e-01 -9.3378e-01 -8.8660e-01 -9.4679e-01 +8.3857e-02
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.647708920e+05 +2.647708920e+05 +2.649792720e+05 +2.649792720e+05 +4.6428e+00 +3.1518e+00 +4.5234e+00 -2.0799e+00 +8.2069e-01 +3.3638e+00 -4.0982e-01 +2.2787e+00 +2.9864e+00 -3.3636e+00 +3.5795e+00 +7.3183e-01 -2.5287e+00 +3.5452e+00 +8.8691e-04 +6.6340e-01 +3.1208e+00 -4.4568e+00 -3.8077e+00 +4.8772e+00
2 +1.993658493e+05 +1.993658493e+05 +1.995742293e+05 +1.995742293e+05 +2.9829e+00 -4.6823e+00 -4.5772e+00 -1.9143e+00 +9.4958e-01 +2.5808e+00 -1.9352e+00 -3.1233e+00 +2.4515e+00 -2.9192e+00 +5.6894e-01 +3.3819e+00 +1.3637e+00 +2.7992e+00 -7.2876e-02 -1.3426e+00 +1.7789e+00 +3.5960e-01 +2.9426e+00 -4.8995e+00
5 +7.737537998e+04 +7.737537998e+04 +7.758375998e+04 +7.758375998e+04 +1.4230e-02 -3.0504e+00 +2.2465e+00 -4.1728e+00 +4.1910e+00 -3.1380e+00 +2.3867e+00 -2.2193e-01 -7.7108e-01 -3.9694e-01 -7.9520e-01 -3.7022e+00 +8.5139e-01 -1.8363e+00 +3.8460e+00 +2.8366e+00 +4.0134e-01 +4.4386e+00 +1.1952e+00 +2.2525e+00
11 +5.943379795e+04 +5.943379795e+04 +5.964217795e+04 +5.964217795e+04 +2.7960e+00 +4.1654e+00 -1.8372e+00 -2.5570e+00 +2.8541e+00 -1.0624e+00 -7.1125e-01 +2.6991e+00 +6.7204e-01 +7.1389e-01 +4.0627e+00 +3.2411e+00 -4.8402e+00 -3.0483e+00 +3.1414e+00 -4.2862e-01 -1.8693e+00 +3.6079e+00 +1.5880e+00 -9.0165e-01
199 +3.866724700e+04 +3.866724700e+04 +3.887562700e+04 +3.887562700e+04 -4.0902e+00 -1.4450e-01 +4.9266e+00 -2.7964e+00 +9.3977e-01 -1.6867e+00 +2.1369e+00 +7.6617e-01 -2.6957e+00 +1.4353e+00 +2.9329e+00 -3.6752e+00 -5.9823e-01 +1.7039e-01 -1.4354e+00 -2.3825e+00 +3.8155e+00 -3.5123e-01 +3.0398e+00 +2.0952e+00
894 +1.075449566e+04 +1.075449566e+04 +1.096287566e+04 +1.096287566e+04 -3.2861e+00 -1.9610e+00 +3.7097e+00 -3.5034e+00 +3.7861e+00 +4.2886e+00 -6.5261e-01 +2.5221e+00 -7.7915e-02 +3.7736e-01 -1.3900e+00 +1.3621e+00 -3.2167e+00 +5.9383e-01 +2.0240e+00 -1.2634e+00 +9.3846e-01 +2.0065e+00 +1.7116e-01 +6.1755e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.244007798e+05 +1.244007798e+05 +1.242558198e+05 +1.242558198e+05 -1.6271e-01 -4.2421e+00 +4.1176e+00 -1.1627e+00 -3.8922e+00 +1.8242e-01 +4.3116e-01 +2.9490e+00 -1.8793e+00 -1.0926e+00 -5.5503e-01 -4.3518e-01 -2.9079e+00 +2.6460e+00 -3.8191e+00 +4.4220e+00 +2.4760e+00 -3.2716e+00 +4.2044e+00 +2.7683e+00
2 +8.675332676e+04 +8.675332676e+04 +8.660836676e+04 +8.660836676e+04 -2.1167e+00 -1.6345e+00 +1.2379e+00 -1.2190e+00 +2.9551e+00 -3.8596e+00 -4.5262e+00 -9.8072e-01 +2.4033e-01 -1.8009e+00 +9.4789e-01 +3.1486e+00 +3.1478e+00 +2.8792e-01 -3.1970e+00 +2.3110e+00 -3.5338e+00 +1.0420e+00 +3.6822e+00 -4.3548e+00
3 +4.659293139e+04 +4.659293139e+04 +4.644797139e+04 +4.644797139e+04 +2.3216e+00 -3.0727e+00 +1.9984e+00 +3.1493e+00 -8.7779e-01 +1.6719e+00 -4.0276e-02 +3.4104e+00 +1.0786e+00 +2.7876e+00 -7.0785e-01 +3.3687e+00 +4.8018e+00 -3.5498e+00 +3.4322e+00 -1.6135e+00 -4.2837e+00 -1.2707e+00 +2.1243e+00 -3.2012e+00
184 +2.771885312e+04 +2.771885312e+04 +2.757389312e+04 +2.757389312e+04 -8.2111e-01 -1.0430e+00 +6.2704e-01 -3.0793e+00 -4.3820e+00 -3.8314e+00 +6.6912e-01 +3.2769e+00 -3.5162e+00 +2.1978e+00 +6.6406e-01 +2.4288e+00 +2.8679e+00 +4.8279e+00 +2.7954e+00 +1.2993e+00 -2.5355e+00 -1.5518e+00 +1.8968e+00 -2.4218e+00
4210 +2.493888500e+04 +2.493888500e+04 +2.479392500e+04 +2.479392500e+04 -3.2619e+00 -2.5644e+00 +3.7215e+00 -9.1432e-01 -2.4955e+00 +3.0451e+00 -3.5072e+00 -4.0755e+00 -4.9267e+00 +1.8080e+00 +3.8450e+00 +1.4135e+00 +4.4362e+00 +1.7781e+00 +5.3895e-01 +6.1179e-02 -3.0657e+00 +6.0906e-01 +1.9248e+00 -2.3866e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.368416599e+05 +1.368416599e+05 +1.368353599e+05 +1.368353599e+05 -3.4257e+00 +4.6782e+00 +4.5583e+00 -1.7722e-01 +1.3520e+00 -4.0514e+00 -9.6072e-01 -1.5655e+00 -1.8814e+00 -2.5998e-01 +2.2144e+00 +3.2280e-01 -2.0615e+00 -4.3610e+00 +3.2727e+00 -2.4367e-02 -1.3000e-01 -3.0548e-01 -2.3095e+00 +8.1572e-01
3 +7.071183844e+04 +7.071183844e+04 +7.070553844e+04 +7.070553844e+04 +3.1154e+00 -6.4428e-01 +4.9019e+00 -4.9358e+00 +5.7026e-02 -4.6389e-02 +2.0963e+00 -4.3453e+00 +2.2903e+00 +7.6338e-01 -2.7662e+00 +2.5992e+00 +2.2439e-01 -3.8554e+00 -1.0816e+00 -1.0309e+00 -8.6359e-01 -8.4325e-01 -2.9059e+00 -2.5863e+00
12 +4.376217593e+04 +4.376217593e+04 +4.375587593e+04 +4.375587593e+04 -8.3401e-01 -1.1392e+00 -1.5006e-01 -3.5561e+00 -4.4355e+00 -3.1151e+00 -1.1418e+00 +2.7912e+00 +1.6091e+00 +4.4456e+00 -4.9587e+00 +3.3379e+00 +1.5468e+00 -5.0859e-01 -1.4977e+00 -7.8055e-02 -1.7567e+00 -2.1761e+00 -2.6671e+00 -2.7536e+00
125 +3.618436698e+04 +3.618436698e+04 +3.617806698e+04 +3.617806698e+04 +6.2898e-01 -4.9139e+00 +4.1892e+00 +1.1665e+00 +1.3646e+00 -4.7916e+00 -3.5138e+00 +1.6735e-01 -1.6345e+00 +1.5392e+00 -2.4533e+00 -3.0842e+00 -3.8615e+00 -9.1858e-01 -3.7072e+00 -1.6328e+00 -1.3977e+00 -6.0129e-01 -3.2151e+00 +9.0348e-01
225 +1.571897041e+04 +1.571897041e+04 +1.571267041e+04 +1.571267041e+04 +2.1731e+00 +1.4882e+00 -3.7912e+00 +1.6287e-01 +7.3945e-01 +4.6076e+00 -8.6653e-01 -6.1252e-01 +3.4805e+00 +2.7520e-01 -1.3162e+00 +1.7486e-01 +2.6450e-01 +1.4448e+00 -2.4383e+00 -3.8166e-01 -1.2936e+00 -2.3690e+00 -1.0215e+00 -1.9715e+00
% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.122748141e+05 +1.122748141e+05 +1.122527541e+05 +1.122527541e+05 +2.5639e+00 -1.3567e+00 +3.7876e+00 -1.0227e+00 -4.7031e+00 -1.2262e+00 +2.8680e+00 -2.6190e+00 -2.7768e+00 -4.3631e+00 +4.4176e+00 -2.1066e+00 +4.0722e+00 -9.6261e-01 -3.4532e+00 +2.5805e+00 +4.8586e+00 -3.4206e+00 +1.4895e+00 -4.9720e-01
6 +9.880886814e+04 +9.880886814e+04 +9.878680814e+04 +9.878680814e+04 +1.3958e+00 -1.8395e+00 -3.8352e-01 -1.5058e+00 -3.2439e+00 -4.2028e+00 -1.6977e+00 +3.9485e+00 -1.0603e+00 +3.2752e+00 -2.7340e+00 +1.4198e+00 +3.5366e+00 -2.5171e+00 +1.4729e+00 -1.4515e-01 +2.2288e+00 -4.8302e+00 -1.7074e+00 +2.0381e+00
56 +5.659475887e+04 +5.659475887e+04 +5.657269887e+04 +5.657269887e+04 -3.2843e+00 +1.0265e+00 -3.0077e+00 -2.0249e+00 -7.0350e-01 +8.8247e-01 +6.6569e-01 +1.7674e+00 -3.4075e+00 -8.3378e-01 +4.9297e-01 +4.5031e+00 +3.4854e+00 +2.8135e+00 +3.0833e+00 -8.2161e-01 -2.4752e+00 -1.0027e+00 +4.1103e+00 +1.2967e+00
