% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.026393458e+01 +2.026393458e+01 +2.713393458e+01 +2.713393458e+01 -3.5295e+00 -1.6652e+00 -2.4914e+00 -3.0337e+00 -1.2740e+00 +2.7806e+00 -1.5894e+00 -1.2443e+00 +2.1995e+00 +3.9158e+00 -3.5402e+00 +4.9259e+00 +3.9275e+00 -2.0050e-01 +4.6519e+00 -2.1245e+00 -6.3845e-01 -3.1298e-01 -3.5804e-01 +6.3489e-01
3 +8.772577235e+00 +8.772577235e+00 +1.564257724e+01 +1.564257724e+01 +4.4027e+00 -3.3718e+00 -1.2971e+00 -4.8273e+00 -2.4254e+00 +4.7084e+00 -4.5828e+00 -3.6938e+00 -3.4188e+00 +2.4162e+00 +4.0837e-01 +1.0757e+00 -7.8384e-01 +4.9705e+00 +2.6251e+00 +3.5555e+00 +1.4096e+00 +4.7207e+00 +3.7078e+00 -4.2719e+00
44 +4.781130999e+00 +4.781130999e+00 +1.165113100e+01 +1.165113100e+01 +4.2977e+00 -1.7470e+00 -1.2180e-01 +9.5774e-01 -2.5596e+00 -6.6633e-01 +4.6089e+00 +7.1673e-01 -9.1623e-01 -3.0155e+00 -5.0000e+00 -4.8613e+00 +3.7383e+00 +2.9927e+00 +2.2720e+00 +8.9692e-02 -4.7919e-01 +2.2311e+00 +1.5370e+00 +6.7675e-02
224 +3.114127330e+00 +3.114127330e+00 +9.984127330e+00 +9.984127330e+00 +4.9974e+00 +1.8817e+00 -5.0000e+00 -3.3991e-01 -5.0000e+00 +2.4876e+00 +4.7898e+00 +8.2653e-01 -3.6872e+00 -6.9721e-01 -5.0000e+00 -4.8081e+00 +5.0342e-01 +1.9326e+00 -2.4211e+00 -3.7431e+00 -2.0233e-01 +1.4174e+00 -1.5876e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.958628527e+01 +1.958628527e+01 +1.959628527e+01 +1.959628527e+01 +3.5715e-01 -4.4517e+00 +3.0964e+00 -1.5514e+00 -3.2017e-01 +3.4852e+00 -2.1206e-01 +1.0717e+00 -2.0306e+00 -2.3494e+00 +2.8331e-01 +4.2598e+00 -4.9557e+00 -2.5610e+00 +2.0320e+00 -3.4591e+00 -3.4496e+00 +4.0315e+00 +1.6754e+00 +5.3088e-01
6 +8.331534976e+00 +8.331534976e+00 +8.341534976e+00 +8.341534976e+00 -1.6237e+00 -3.2511e+00 +4.0112e+00 +2.0601e+00 -1.4074e+00 +1.2575e+00 +3.5038e+00 +1.5340e+00 -1.2383e+00 -4.7310e-01 -4.8637e+00 +1.1384e+00 -2.2675e+00 +4.6280e-01 -4.6656e+00 +1.9467e+00 +2.9176e+00 +2.9334e+00 +1.8940e+00 -3.1003e+00
197 +6.150968952e+00 +6.150968952e+00 +6.160968952e+00 +6.160968952e+00 -2.7798e+00 +3.7742e+00 +2.7127e+00 +2.4984e+00 -1.5254e+00 -4.4199e+00 -2.8317e+00 -6.2319e-01 -2.8207e+00 +7.8678e-01 +1.4718e+00 -5.0000e+00 +7.7511e-01 +5.9514e-01 +4.1861e+00 -1.9260e+00 +3.6759e+00 +3.9220e+00 +1.8207e+00 +3.9681e+00
654 +3.711774954e+00 +3.711774954e+00 +3.721774954e+00 +3.721774954e+00 -1.3102e+00 +7.4024e-01 +2.5529e+00 +3.1270e+00 -1.1697e+00 -4.4665e+00 -1.1987e+00 -6.7384e-02 -4.5192e+00 +2.1231e+00 +5.0000e+00 -4.8872e+00 -3.8540e+00 -1.7605e+00 +3.6034e+00 -2.4586e+00 +2.7186e+00 +2.2314e+00 +2.9871e+00 +4.2338e+00
3339 +2.446014151e+00 +2.446014151e+00 +2.456014151e+00 +2.456014151e+00 -1.3056e+00 +1.5396e+00 +5.7124e-01 +3.1340e+00 -1.0523e+00 -4.6770e+00 -3.1282e+00 +8.8480e-01 -4.2185e+00 +2.2503e+00 +3.9340e+00 -5.0000e+00 -4.7347e+00 -2.4069e+00 +3.4413e+00 -2.8403e+00 +3.9242e-01 +2.2464e+00 +4.3329e+00 +2.7932e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
