% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.239897804e+04 +2.239897804e+04 +2.193688804e+04 +2.193688804e+04 +4.1856e+00 +3.4619e+00 +4.3318e+00 -7.5502e-01 -4.8581e+00 -1.2372e+00 +2.2512e+00 -1.2998e+00 -6.6861e-01 -8.9280e-01 +9.3262e-01 +4.4153e-01 +4.3162e+00 +5.9048e-01 -9.7973e-02 -4.7825e+00 +4.7093e+00 +1.2206e-01 +1.4689e+00 +3.2854e+00
2 +1.516427295e+03 +1.516427295e+03 +1.054337295e+03 +1.054337295e+03 +3.6442e+00 +4.8855e-01 +4.0415e+00 -1.1368e+00 +1.2748e+00 -1.6305e+00 +1.7264e+00 -2.4203e-01 +1.9470e-01 +4.6217e+00 -1.0724e+00 +2.3024e+00 -3.7470e+00 -2.8320e+00 -1.9391e+00 -4.4716e+00 -4.5669e+00 +1.9087e+00 +2.4839e+00 -2.4740e+00
90 +9.937676873e+02 +9.937676873e+02 +5.316776873e+02 +5.316776873e+02 -1.5499e+00 +4.5100e-01 +1.3288e+00 +2.1265e+00 -4.3750e-01 +4.7316e+00 -1.6188e+00 +3.5308e-01 -5.9361e-01 -3.2640e-01 -4.9826e-01 -5.0452e-01 -1.0691e+00 -2.2558e+00 -5.6681e+00 -2.4999e+00 +7.7023e-02 +3.1142e+00 +3.3554e+00 +1.3064e+00
246 +6.048685386e+02 +6.048685386e+02 +1.427785386e+02 +1.427785386e+02 -2.5909e+00 +2.2616e+00 +2.0980e+00 +1.2412e-01 -5.8654e-02 -2.3377e+00 -1.5976e-01 -2.4915e+00 -4.0805e+00 -1.4682e+00 -4.1112e+00 -1.6654e+00 -1.6565e+00 -1.6121e+00 +5.7354e-01 -1.4425e+00 -9.3352e-01 +3.7266e+00 +2.8279e+00 +2.4252e+00
708 +3.885972798e+02 +3.885972798e+02 -7.349272022e+01 -7.349272022e+01 -1.8951e+00 -2.7686e+00 +2.5155e+00 +3.1069e-01 +1.2790e+00 +3.1644e-02 -3.0730e-02 +9.9590e-01 +6.5196e-01 -2.3488e+00 -4.9179e-01 -2.1629e+00 -8.1960e-01 -2.6029e+00 +3.5063e-01 -3.5116e+00 -1.9784e+00 +2.5655e+00 +1.4539e+00 +1.4981e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.125698126e+03 +7.125698126e+03 +7.203358126e+03 +7.203358126e+03 +3.9784e-01 -2.6809e+00 +3.9738e+00 -1.9104e+00 +3.4235e+00 +1.8388e-01 +4.8130e+00 +1.4345e+00 -4.0575e+00 -2.5799e+00 -4.4531e+00 -3.0405e+00 +2.0462e+00 -2.2651e+00 +1.0586e+00 -2.9973e+00 -2.8712e+00 +5.8234e-01 +1.9800e+00 +3.0628e+00
5 +2.609552288e+03 +2.609552288e+03 +2.687212288e+03 +2.687212288e+03 -2.2837e+00 -4.5824e+00 -2.3785e+00 +2.8571e+00 +1.6353e+00 -1.6420e+00 -4.4363e+00 -1.4693e+00 +1.9541e+00 +4.8609e+00 -3.0504e+00 -4.8262e+00 +1.2774e+00 -1.9285e+00 -4.3405e+00 -4.7915e-01 -2.0286e+00 +3.1250e-01 +7.8114e-01 +2.5025e+00
6 +1.143497053e+03 +1.143497053e+03 +1.221157053e+03 +1.221157053e+03 +2.4977e+00 +1.4265e+00 -4.4853e+00 -2.8363e+00 +3.7166e-01 +1.7553e+00 -8.7051e-01 +2.3760e+00 -3.6286e+00 -1.1356e+00 -3.4934e-01 +2.9748e+00 -1.6036e+00 +2.8492e+00 +3.4709e+00 +3.7705e+00 -4.9131e+00 -1.1078e+00 -2.5539e-01 -2.6060e+00
112 +7.313986312e+02 +7.313986312e+02 +8.090586312e+02 +8.090586312e+02 -1.1073e-01 -2.6994e+00 -4.8180e+00 -4.2770e-01 -4.6215e-01 +1.2744e+00 +7.4865e-01 +1.8079e-01 -4.4228e+00 -3.2944e+00 +2.3466e+00 -3.1291e+00 -1.0970e+00 +1.9711e+00 +3.9902e-01 +2.0831e+00 -4.1416e+00 -1.5649e+00 +7.2305e-01 -1.8609e+00
