% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.649105088e+01 +5.649105088e+01 -4.605894912e+01 -4.605894912e+01 +9.3137e-01 +3.4309e+00 +4.3953e+00 +2.7167e+00 -3.3654e+00 +1.8927e+00 -3.7444e+00 +2.5442e+00 +4.9275e+00 -1.0428e+00 -3.8491e+00 +1.3625e+00 +1.8327e+00 +1.5537e+00 +2.1792e+00 -3.8601e+00 -6.1080e-01 -1.5194e+00 +3.1716e+00 -4.0996e+00
11 +3.817956777e+01 +3.817956777e+01 -6.437043223e+01 -6.437043223e+01 +4.2687e+00 -2.3707e+00 -1.5521e+00 +2.5438e+00 -1.4762e+00 +2.0767e+00 -1.4362e+00 +4.8929e+00 -2.0579e-01 -1.3662e+00 +5.0665e-02 -1.6391e+00 -4.2400e+00 +2.2644e+00 +4.3143e+00 -6.6898e-01 -1.5875e+00 -2.7000e+00 -3.5461e-01 -2.4992e+00
26 +2.020009101e+01 +2.020009101e+01 -8.234990899e+01 -8.234990899e+01 -7.8126e-01 +7.3311e-02 -5.2671e-01 -1.1440e+00 +1.0280e+00 -9.3087e-01 -2.6828e+00 +2.5416e+00 -1.9262e+00 +1.9717e+00 +4.6749e+00 +2.3169e+00 -2.6445e+00 +4.0408e+00 +6.6393e-01 +2.2116e+00 +1.6251e+00 +2.0270e-01 -2.2398e-02 -1.8153e+00
169 +1.444514411e+01 +1.444514411e+01 -8.810485589e+01 -8.810485589e+01 -2.9160e+00 -1.6178e+00 -1.1593e+00 +1.4169e-01 -8.7061e-01 +1.3869e+00 -9.6766e-01 +9.7241e-01 -6.0747e-01 +2.8308e+00 -2.0865e+00 +1.7369e+00 +3.3564e-01 -3.3722e-02 +1.7899e+00 +1.9413e+00 +3.4911e+00 -7.6569e-01 -2.6689e+00 -3.1076e+00
285 +8.319451420e+00 +8.319451420e+00 -9.423054858e+01 -9.423054858e+01 +3.2356e+00 +1.7098e-02 +6.3536e-01 -8.9883e-01 +1.0828e+00 +6.0111e-01 +5.9343e-01 +2.4471e+00 -6.2050e-01 -1.3608e-01 -9.1582e-01 -5.7161e-02 -8.6727e-01 +3.5159e-01 +1.2569e+00 +1.3406e+00 +4.1855e-01 +6.6781e-01 -9.0270e-01 -1.8501e+00
1966 +6.211769041e+00 +6.211769041e+00 -9.633823096e+01 -9.633823096e+01 +1.5853e+00 -1.3119e+00 -8.1227e-01 -7.6831e-01 +5.6489e-01 +7.5491e-01 +2.8037e-01 +1.9088e+00 -1.0981e+00 -3.6207e-01 -3.9869e-01 -2.1024e-01 +3.2536e-01 +1.2372e+00 +6.4989e-01 -1.3128e-01 +1.9149e-01 +3.9372e-02 -9.3666e-01 -1.8309e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.142331991e+01 +7.142331991e+01 +1.431133199e+02 +1.431133199e+02 +3.9288e+00 +4.0654e-01 -5.4627e-01 -4.0736e+00 +4.5944e+00 +3.7597e+00 +4.9206e+00 -4.4675e+00 -4.3935e+00 -3.4943e+00 +1.3138e+00 +7.0851e-01 -3.0062e+00 -3.7922e+00 +3.1265e+00 +3.0750e+00 -1.6939e+00 -1.9244e+00 -4.0812e+00 -3.6998e+00
3 +4.815403137e+01 +4.815403137e+01 +1.198440314e+02 +1.198440314e+02 +3.9671e+00 -9.6034e-01 -3.0210e+00 -3.1005e+00 -3.5929e+00 +2.5562e+00 -3.8677e+00 +2.0981e+00 -2.7042e-01 +2.5789e+00 +2.9636e+00 +4.3411e-02 +4.7466e+00 -3.5906e+00 -2.1231e+00 -8.7549e-01 -8.4014e-01 +1.1588e+00 +1.4260e+00 -4.9996e+00
10 +2.886065821e+01 +2.886065821e+01 +1.005506582e+02 +1.005506582e+02 +1.7816e-01 +4.3789e+00 -1.8485e+00 +1.7887e+00 -1.2307e+00 +1.0769e+00 -8.8424e-02 -6.7142e-01 +3.9539e+00 -2.4310e+00 +1.5857e+00 -1.9849e+00 +4.3180e+00 +5.3081e-01 -3.3800e+00 +3.8568e-01 +3.7763e+00 +4.9084e-02 -2.2698e+00 +3.3279e-01
