% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.124707953e+09 +3.124707953e+09 +3.124707331e+09 +3.124707331e+09 -2.8212e+00 +1.0757e+00 +4.9406e+00 +1.5223e+00 +3.3573e-01 -4.4264e+00 +3.1019e+00 +3.6518e+00 +9.1364e-01 -1.4009e+00 +4.1808e+00 -4.9755e+00 -1.3474e+00 -1.1015e+00 +3.5071e+00 -4.0874e+00 -3.2398e+00 -2.1652e+00 -1.1137e+00 -2.4932e+00
3 +2.076623270e+08 +2.076623270e+08 +2.076617059e+08 +2.076617059e+08 +9.5882e-01 +3.7059e+00 -3.8377e-01 -1.0741e+00 -8.6871e-01 +2.5161e+00 -3.8890e+00 +3.4241e+00 -1.4508e+00 +1.5240e+00 +7.5534e-01 +3.4380e+00 +2.6732e+00 -4.9953e-01 -3.5535e-01 -4.1654e+00 +4.7170e+00 -2.1096e+00 -1.6998e+00 -2.3635e+00
124 +1.111439441e+08 +1.111439441e+08 +1.111433230e+08 +1.111433230e+08 -1.9043e+00 +1.5584e+00 -7.9947e-01 -2.8141e+00 -1.3031e+00 -5.7133e-03 -2.7947e+00 +2.2753e+00 +6.1905e-01 +3.1556e+00 +3.2202e+00 +2.7278e+00 +2.9372e+00 -1.9100e+00 +2.0673e+00 -5.6935e+00 +7.9083e-01 -1.1346e+00 +2.5581e+00 -3.6031e-01
161 +8.943776658e+07 +8.943776658e+07 +8.943714547e+07 +8.943714547e+07 -5.7798e-01 +2.5802e+00 +5.5838e-02 -2.0309e+00 -3.0572e+00 +6.4421e-01 -1.3205e+00 +2.3641e+00 +3.0047e-01 +2.5829e+00 +1.6936e+00 +3.1355e+00 +2.2737e+00 -1.3863e-01 +1.4089e+00 -6.0158e+00 +1.4802e+00 -1.8142e+00 +2.3968e+00 +1.6072e-01
306 +5.345363356e+07 +5.345363356e+07 +5.345301245e+07 +5.345301245e+07 +2.0685e-01 +4.2327e+00 -1.8302e-01 -3.2149e+00 -3.5945e+00 +8.1206e-01 -5.8803e-02 +5.8741e-01 +2.1629e+00 +1.6002e+00 +1.8708e+00 +3.1712e+00 +2.0249e+00 +5.5090e-01 +6.7176e-01 -4.6490e+00 +1.6936e+00 -6.0594e-01 +2.2684e+00 +6.3672e-01
368 +3.847668107e+07 +3.847668107e+07 +3.847605996e+07 +3.847605996e+07 +3.4760e-01 +4.1574e+00 -5.7732e-01 -2.6652e+00 -2.9864e+00 -4.4617e-01 -3.3297e-01 -2.3464e-01 +1.5276e+00 +1.7116e+00 +2.2525e+00 +3.5373e+00 +2.1048e+00 +1.5738e-01 +9.6403e-01 -4.2966e+00 +1.6923e+00 +5.3696e-01 +1.1978e+00 +4.4290e-01
597 +2.496892373e+07 +2.496892373e+07 +2.496830262e+07 +2.496830262e+07 +1.2231e+00 +5.0311e+00 -3.3135e-01 -2.5737e+00 -2.7822e+00 -9.1484e-01 +1.4578e+00 -1.2921e+00 +2.0237e+00 +9.4846e-01 +9.3800e-01 +3.2050e+00 +2.1379e+00 +3.9056e-01 +6.0189e-01 -3.6408e+00 -2.7877e-01 +8.8577e-01 +1.3969e+00 -6.6910e-02
924 +1.553265466e+07 +1.553265466e+07 +1.553203355e+07 +1.553203355e+07 +7.7378e-01 +5.3104e+00 +4.8323e-01 -2.2498e+00 -1.6929e+00 -1.4035e+00 +1.4399e+00 -1.4759e+00 +1.2120e+00 -8.3482e-02 +1.5826e+00 +2.5906e+00 +2.0831e+00 +1.0200e-01 +1.2266e+00 -3.0561e+00 +5.6809e-01 +1.0275e+00 +1.2958e+00 +8.2463e-02
1285 +9.813030162e+06 +9.813030162e+06 +9.812409052e+06 +9.812409052e+06 +4.8422e-01 +4.9344e+00 +4.5856e-01 -2.7437e+00 -1.1319e+00 -1.7709e+00 +1.8411e+00 -1.0486e+00 +1.6241e+00 +2.8259e-01 +1.7846e+00 +2.0800e+00 +1.7030e+00 +9.2423e-01 +2.1955e+00 -2.6187e+00 +1.2713e+00 +1.5236e+00 +6.1556e-01 -2.9275e-02
1683 +6.100587891e+06 +6.100587891e+06 +6.099966781e+06 +6.099966781e+06 -2.3947e-01 +4.5574e+00 +1.0886e-01 -3.5279e+00 -2.7674e-01 -1.7610e+00 +1.8227e+00 -1.0763e+00 +2.0892e+00 -6.4774e-02 +1.6744e+00 +2.6397e+00 +1.9849e+00 +1.1707e+00 +2.6318e+00 -2.5836e+00 +8.5960e-01 +1.7253e+00 +4.8480e-01 -4.7939e-01
1945 +3.942525022e+06 +3.942525022e+06 +3.941903912e+06 +3.941903912e+06 -4.4237e-01 +4.2300e+00 +3.0399e-01 -3.2805e+00 -2.2557e-01 -1.7690e+00 +1.4160e+00 -8.1937e-01 +1.9183e+00 -3.3497e-01 +1.0291e+00 +2.6486e+00 +2.4624e+00 +1.2922e+00 +2.5593e+00 -2.5301e+00 +1.0022e+00 +1.5381e+00 -3.4310e-01 +1.0331e-02
2404 +2.500580923e+06 +2.500580923e+06 +2.499959813e+06 +2.499959813e+06 -8.2546e-01 +4.2725e+00 +1.6897e-02 -3.8257e+00 -4.0229e-01 -2.2588e+00 +8.9323e-01 -3.9600e-01 +1.5850e+00 -5.6301e-01 +1.4741e+00 +2.4852e+00 +3.2578e+00 +1.2136e+00 +2.4701e+00 -2.6427e+00 +9.3212e-01 +1.5274e+00 -5.8197e-01 +1.0332e-01
3180 +1.571420138e+06 +1.571420138e+06 +1.570799028e+06 +1.570799028e+06 -1.0876e+00 +3.8848e+00 -1.2117e-01 -4.2193e+00 +4.4905e-02 -2.3262e+00 +9.3886e-01 -6.4207e-01 +1.7652e+00 -4.0002e-01 +1.5426e+00 +2.5811e+00 +3.3441e+00 +1.1197e+00 +2.8073e+00 -2.3227e+00 +1.1533e+00 +1.3572e+00 -4.9148e-01 +1.3491e-01
3522 +9.898989349e+05 +9.898989349e+05 +9.892778249e+05 +9.892778249e+05 -1.3566e+00 +3.9882e+00 -1.1664e-01 -4.6506e+00 -3.2888e-01 -2.2924e+00 +5.7601e-01 -6.1294e-01 +1.6332e+00 -4.6657e-01 +1.1749e+00 +2.6020e+00 +3.6074e+00 +1.1752e+00 +2.6871e+00 -2.1762e+00 +1.1516e+00 +1.3691e+00 -7.2850e-01 +3.1207e-02
3767 +6.306102653e+05 +6.306102653e+05 +6.299891553e+05 +6.299891553e+05 -1.2947e+00 +3.8528e+00 -2.3844e-01 -4.7099e+00 -1.8383e-01 -2.2812e+00 +5.2665e-01 -7.8295e-01 +1.6034e+00 -4.7400e-01 +1.1877e+00 +2.5878e+00 +3.5579e+00 +1.0970e+00 +2.8555e+00 -1.8843e+00 +1.3410e+00 +1.5355e+00 -8.8367e-01 -1.0434e-01
4062 +3.842737127e+05 +3.842737127e+05 +3.836526027e+05 +3.836526027e+05 -1.5238e+00 +3.7922e+00 -4.8867e-01 -4.8635e+00 -9.1854e-02 -2.2293e+00 +3.3011e-01 -7.7937e-01 +1.7021e+00 -2.6055e-01 +9.7865e-01 +2.5363e+00 +3.6769e+00 +8.7399e-01 +3.0445e+00 -1.8717e+00 +1.5922e+00 +1.4316e+00 -8.0556e-01 -8.9016e-02
4188 +2.254111349e+05 +2.254111349e+05 +2.247900249e+05 +2.247900249e+05 -1.7255e+00 +3.6665e+00 -6.2017e-01 -5.1324e+00 +1.3794e-01 -2.3405e+00 +1.4218e-01 -8.1871e-01 +1.6608e+00 +3.7639e-03 +9.6445e-01 +2.5562e+00 +3.8097e+00 +9.1695e-01 +3.2047e+00 -1.8514e+00 +1.6263e+00 +1.3632e+00 -1.0429e+00 +5.9875e-02
4305 +1.470901422e+05 +1.470901422e+05 +1.464690322e+05 +1.464690322e+05 -1.7672e+00 +3.7370e+00 -6.0933e-01 -5.0423e+00 +1.8268e-01 -2.3260e+00 +1.9006e-01 -8.0680e-01 +1.5547e+00 +1.9604e-02 +1.0333e+00 +2.5568e+00 +3.8226e+00 +9.2244e-01 +3.2385e+00 -1.7953e+00 +1.6823e+00 +1.2467e+00 -1.1471e+00 +2.2444e-01
4569 +8.237429175e+04 +8.237429175e+04 +8.175318175e+04 +8.175318175e+04 -1.8184e+00 +3.6874e+00 -6.2468e-01 -5.0575e+00 +2.5497e-01 -2.3205e+00 +2.3148e-01 -8.2819e-01 +1.5415e+00 +3.3610e-02 +9.9039e-01 +2.5941e+00 +3.9084e+00 +8.9232e-01 +3.2806e+00 -1.8024e+00 +1.7989e+00 +1.1885e+00 -1.1709e+00 +2.5768e-01
4727 +5.271519337e+04 +5.271519337e+04 +5.209408337e+04 +5.209408337e+04 -1.7463e+00 +3.6656e+00 -5.5036e-01 -5.0757e+00 +2.6173e-01 -2.3208e+00 +2.3139e-01 -8.8012e-01 +1.4826e+00 -9.6738e-03 +1.0773e+00 +2.5486e+00 +3.9435e+00 +8.9093e-01 +3.2540e+00 -1.8633e+00 +1.8320e+00 +1.2582e+00 -1.1677e+00 +2.4555e-01
4822 +3.864083756e+04 +3.864083756e+04 +3.801972756e+04 +3.801972756e+04 -1.7324e+00 +3.6487e+00 -5.8336e-01 -5.0868e+00 +2.8824e-01 -2.3707e+00 +1.5804e-01 -8.1636e-01 +1.4774e+00 -1.4906e-02 +1.0497e+00 +2.5071e+00 +3.9760e+00 +8.8885e-01 +3.3271e+00 -1.8552e+00 +1.8825e+00 +1.2529e+00 -1.1828e+00 +2.5202e-01
4929 +1.847436018e+04 +1.847436018e+04 +1.785325018e+04 +1.785325018e+04 -1.8117e+00 +3.5871e+00 -6.2644e-01 -5.1618e+00 +3.4196e-01 -2.3622e+00 +2.1247e-01 -8.2620e-01 +1.5185e+00 -3.5405e-02 +1.0329e+00 +2.5294e+00 +4.0512e+00 +9.1515e-01 +3.3084e+00 -1.8652e+00 +1.8840e+00 +1.2339e+00 -1.2277e+00 +2.6229e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.328102600e+09 +1.328102600e+09 +1.328102346e+09 +1.328102346e+09 -4.1057e+00 -6.5665e-01 +3.2436e+00 -1.3911e-01 -3.1797e+00 -4.4480e+00 +3.2912e-02 +2.6933e-01 -1.3835e+00 +2.1187e-02 +3.2872e+00 -4.5504e+00 -2.5955e+00 +4.8618e+00 -4.3273e+00 -1.7549e+00 -3.2160e+00 +2.0191e+00 +3.4325e+00 +2.2797e+00
21 +8.531486211e+08 +8.531486211e+08 +8.531483663e+08 +8.531483663e+08 +9.0070e+00 -2.7807e+00 +5.4534e+00 -5.2384e+00 +8.5334e-01 +1.2280e+00 +2.3367e+00 -3.0546e+00 +2.3652e+00 +3.2039e+00 -1.5732e+00 +2.0377e+00 -6.0319e+00 +4.2808e+00 +1.9062e+00 +2.6230e+00 -9.9590e-01 -9.0319e-01 -1.6749e+00 +4.1929e+00
91 +6.190666356e+08 +6.190666356e+08 +6.190663808e+08 +6.190663808e+08 +7.1201e+00 +7.4633e-01 +6.1315e+00 -4.0494e+00 +2.1373e+00 -3.4647e+00 +3.9178e+00 +1.7217e+00 +4.1111e+00 +5.2269e+00 -1.1632e+00 -3.2659e+00 +5.3184e-01 +7.5648e+00 -2.0201e-01 -2.2417e+00 -6.8060e+00 -6.6133e-01 -1.7512e+00 +8.0257e+00
154 +3.295564261e+08 +3.295564261e+08 +3.295561713e+08 +3.295561713e+08 -2.3819e+00 +1.6752e+00 -5.4841e-01 -3.3096e+00 -2.2610e+00 +1.5404e+00 +2.5650e+00 +2.7202e+00 -7.8534e-01 -3.6666e-01 -1.0813e+00 +2.2961e+00 +4.3271e+00 +4.1268e+00 -4.6264e+00 -3.0240e+00 -8.0307e-01 +9.8752e-01 -2.7323e+00 +2.5243e+00
283 +2.377128855e+08 +2.377128855e+08 +2.377126307e+08 +2.377126307e+08 +4.8433e+00 +1.1137e+00 +1.5702e+00 -5.6174e+00 +1.3542e-01 +2.1875e+00 +1.6819e+00 +2.5841e+00 +2.6116e+00 +1.3933e+00 -2.4267e+00 +1.2224e-01 +2.2244e+00 +3.4902e+00 -2.8145e+00 -1.8320e+00 -1.6131e+00 -1.7314e+00 -2.1656e+00 +5.0614e+00
504 +1.508653756e+08 +1.508653756e+08 +1.508651207e+08 +1.508651207e+08 +3.0332e+00 +1.4768e+00 +8.0331e-01 -5.0765e+00 -1.4531e+00 +1.7723e+00 -7.6492e-01 +8.9071e-01 -1.0123e-01 +1.4962e+00 -9.7519e-02 +2.1145e+00 +1.5690e+00 +2.0484e+00 -2.8985e+00 -5.4292e-01 -5.6643e-01 -3.0428e+00 -6.5620e-01 +3.0092e+00
767 +9.632445641e+07 +9.632445641e+07 +9.632420159e+07 +9.632420159e+07 +3.4420e+00 +2.1767e+00 +3.6353e-01 -4.6283e+00 -1.9238e+00 +4.5692e-01 -6.5442e-01 +2.2941e-01 -5.7870e-01 +1.4964e+00 +9.3810e-01 +2.2988e+00 +1.8198e+00 +9.9600e-01 -1.7264e+00 +1.6577e-02 -9.9065e-01 -2.0681e+00 -2.6762e+00 +2.6076e+00
