% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.758046522e+05 +5.758046522e+05 +5.758405522e+05 +5.758405522e+05 +1.7477e-02 -8.6643e-01 +1.7368e+00 +4.9225e+00 -1.3183e+00 -4.1197e+00 -2.6889e+00 -3.7006e+00 -2.9422e+00 -4.9142e+00 -1.7455e+00 -6.4451e-01 -3.7121e+00 -2.3299e+00 -4.1740e+00 -3.8075e+00 +4.1988e+00 -8.2947e-01 -7.2411e-01 -2.5926e+00
43 +3.310429118e+05 +3.310429118e+05 +3.310788118e+05 +3.310788118e+05 -2.3415e+00 +3.8140e+00 +6.2103e-01 +1.3565e+00 -5.7144e-02 -8.5179e-01 -4.9238e+00 -4.4056e+00 -2.3807e-01 -3.2287e+00 -2.4595e+00 +8.3228e-01 -2.7641e+00 +1.1401e+00 -4.4254e-01 -1.3632e+00 +4.1208e+00 +1.2769e+00 -5.0000e+00 -2.4269e+00
118 +2.404853098e+05 +2.404853098e+05 +2.405212098e+05 +2.405212098e+05 -3.0870e-01 +3.4186e-01 +5.0000e+00 +5.0000e+00 -5.0000e+00 -4.8332e+00 +2.9483e+00 -3.8232e+00 -5.0000e+00 -5.0000e+00 -3.2632e+00 -2.0197e+00 +1.5992e+00 -5.0000e+00 +1.0771e+00 -2.8656e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -3.8347e+00
134 +6.959556980e+04 +6.959556980e+04 +6.963146980e+04 +6.963146980e+04 -7.9839e-01 +1.2255e+00 +3.5400e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 -4.6348e+00 -4.4207e+00 -5.0000e+00 -3.4642e+00 -2.1377e+00 +3.1402e-01 -5.0000e+00 +1.4924e+00 -6.1073e-01 +4.9447e+00 +5.0000e+00 +0.0000e+00 -1.7389e+00
236 +5.077689991e+04 +5.077689991e+04 +5.081279991e+04 +5.081279991e+04 +2.0005e+00 +8.0430e-01 +4.5872e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -3.3138e+00 -3.9909e+00 -4.0100e+00 -5.0000e+00 -2.8061e+00 -5.0000e+00 -4.0672e-01 -5.0000e+00 +2.9981e+00 -5.0000e+00 +4.8986e+00 +5.0000e+00 -5.9293e-01 -5.7579e-01
331 +3.528604741e+04 +3.528604741e+04 +3.532194741e+04 +3.532194741e+04 -1.0971e+00 +4.2472e-01 +8.3415e-01 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 -4.2924e+00 -4.6715e+00 -5.0000e+00 -1.2612e+00 -2.2049e+00 +6.5512e-01 -5.0000e+00 +3.7098e+00 -3.4828e+00 +4.7052e+00 +5.0000e+00 -1.7881e+00 -5.0000e+00
337 +1.031761502e+04 +1.031761502e+04 +1.035351502e+04 +1.035351502e+04 +1.8481e+00 +6.6381e-01 +5.0000e+00 +5.0000e+00 -4.7546e+00 -4.8621e+00 -7.6949e-01 -3.7061e+00 -2.9345e+00 -4.5377e+00 -5.0000e+00 -4.7381e+00 -1.4480e+00 -5.0000e+00 +3.5310e+00 -3.9128e+00 +5.0000e+00 +5.0000e+00 -1.0687e+00 -2.8244e+00
420 +7.692585848e+03 +7.692585848e+03 +7.728485848e+03 +7.728485848e+03 -2.5592e-01 +4.1942e+00 +5.0000e+00 +5.0000e+00 -4.6321e+00 -4.9175e+00 +0.0000e+00 -3.8482e+00 -2.7123e+00 -4.5133e+00 -3.9070e+00 -3.3260e+00 -2.3092e+00 -5.0000e+00 +2.9189e+00 -4.4920e+00 +5.0000e+00 +5.0000e+00 +1.7812e+00 -7.0941e-01
771 +5.331492794e+03 +5.331492794e+03 +5.367392794e+03 +5.367392794e+03 -9.1767e-01 +4.7287e+00 +5.0000e+00 +5.0000e+00 -4.8285e+00 -5.0000e+00 -5.7290e-01 -4.8056e+00 -4.0415e+00 -4.6386e+00 -2.4752e+00 -3.5110e+00 -2.3577e+00 -5.0000e+00 +2.6357e+00 -3.6768e+00 +3.8582e+00 +5.0000e+00 -6.3569e-01 -1.9384e+00
809 +1.582987437e+02 +1.582987437e+02 +1.941987437e+02 +1.941987437e+02 -3.5242e-01 +4.7654e+00 +5.0000e+00 +5.0000e+00 -4.8650e+00 -5.0000e+00 -1.3559e+00 -5.0000e+00 -2.9478e+00 -4.7110e+00 -2.1265e+00 -3.3168e+00 -2.3481e+00 -5.0000e+00 +2.2074e+00 -3.3338e+00 +3.2423e+00 +5.0000e+00 -4.9256e-01 -1.3921e-01
3246 +9.650096774e+01 +9.650096774e+01 +1.324009677e+02 +1.324009677e+02 +1.9249e+00 +3.6481e+00 +4.9993e+00 +5.0000e+00 -4.4967e+00 -4.9987e+00 -3.4944e+00 -5.0000e+00 -2.5381e+00 -3.7796e+00 -2.2806e+00 -2.2905e+00 -1.4443e+00 -5.0000e+00 +1.0545e+00 -4.2663e+00 +1.0070e+00 +5.0000e+00 -1.0275e+00 -2.5000e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.894520645e+06 +1.894520645e+06 +1.894552015e+06 +1.894552015e+06 +3.5181e+00 +1.2289e+00 +4.0086e+00 -1.1783e+00 +4.9687e+00 +3.8722e+00 +4.8449e+00 -2.4413e+00 -1.3796e-01 +3.2676e+00 -4.5783e+00 +3.3367e+00 +4.2788e+00 +2.1831e-01 +3.5233e+00 -9.6014e-02 +4.1679e+00 +4.9283e+00 +2.8189e+00 +3.1915e+00
