% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.460531931e+02 +8.460531931e+02 +1.846053193e+03 +1.846053193e+03 +5.7904e-01 +1.7840e-01 +2.8280e+00 -1.5336e+00 -1.6102e+00 +5.9217e-01 +1.6102e+00 -3.8987e+00 +4.9363e-01 +1.9639e+00 -1.5634e+00 -3.7989e+00 +1.3983e+00 +2.2784e-01 +2.8260e-01 +4.8084e+00 -6.7491e-01 -1.8417e+00 -2.5617e+00 -1.7071e+00
128 +5.402563142e+02 +5.402563142e+02 +1.540256314e+03 +1.540256314e+03 -3.5497e+00 -4.9886e-01 +2.4942e+00 +4.2105e+00 +2.7609e+00 -3.4838e+00 -2.5946e+00 +7.1144e-01 +2.9704e+00 -9.6600e-01 +2.3099e+00 -1.3967e+00 -7.3352e-01 -4.1235e+00 +7.8159e+00 -1.5663e-01 +1.9256e+00 +2.5537e-01 -6.7890e-01 -2.7908e+00
281 +3.972098506e+02 +3.972098506e+02 +1.397209851e+03 +1.397209851e+03 +8.2825e-01 +1.9810e+00 +2.2428e+00 +6.2857e+00 +2.3920e+00 -1.9092e+00 -2.9592e+00 +3.9881e+00 -7.5472e-01 +1.4250e+00 -2.6116e+00 -3.0109e+00 +1.9775e+00 -3.7898e+00 +5.6053e+00 +3.0568e-01 +4.2683e+00 -3.0781e+00 -2.2872e-01 +2.6614e-01
886 +2.437099283e+02 +2.437099283e+02 +1.243709928e+03 +1.243709928e+03 -1.8205e+00 +2.1204e-01 +1.2450e+00 +4.1250e+00 +2.6839e+00 -3.2076e+00 -1.8446e+00 +8.2298e-01 -2.9512e-03 +4.0858e-01 -6.4978e-01 -6.3519e-01 +1.1772e-01 -4.5993e+00 +4.4896e+00 +1.4985e-01 +3.9217e+00 -1.7461e+00 +3.3592e-01 -5.3365e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.268273816e+03 +1.268273816e+03 +1.338303816e+03 +1.338303816e+03 -1.7537e+00 +2.1649e+00 -1.6515e+00 -1.5134e+00 +1.2739e+00 +2.5945e-01 +2.6761e+00 -4.2260e+00 -3.9490e-01 +4.1737e-01 +1.7821e+00 -2.2480e+00 +4.6541e+00 -3.2601e+00 +3.0709e+00 +1.1465e+00 -2.3093e+00 +2.5169e+00 -3.9139e+00 -1.7807e+00
40 +6.906341646e+02 +6.906341646e+02 +7.606641646e+02 +7.606641646e+02 -5.7263e+00 -5.1121e-01 -3.3125e+00 +1.2463e+00 -2.3436e-01 -1.2994e+00 +1.7786e+00 +2.2157e+00 -5.4623e-01 -9.8029e-01 -6.9929e-01 -2.2161e+00 -2.2232e+00 +1.0126e+00 -1.1116e+00 -2.8204e+00 +4.6794e+00 +2.0630e+00 -2.3392e+00 -2.8826e+00
77 +5.012190843e+02 +5.012190843e+02 +5.712490843e+02 +5.712490843e+02 -4.3651e+00 -2.4425e+00 -1.3654e+00 +8.9134e-01 +4.6993e-01 -2.2585e+00 +2.3983e+00 +1.8707e+00 +1.4685e+00 -1.8955e+00 +1.6836e-01 -2.7565e+00 +6.5533e-01 -1.6399e+00 +1.2376e+00 +8.2265e-01 +1.7223e+00 -9.8146e-01 -4.6666e+00 +2.8318e-01
221 +3.629258426e+02 +3.629258426e+02 +4.329558426e+02 +4.329558426e+02 -2.7850e+00 -5.2471e-01 -9.7709e-01 -7.5655e-01 +1.3478e+00 -1.7430e+00 +5.8507e-01 -1.5621e+00 -2.1090e+00 +4.8046e-02 +5.7062e-02 -1.1056e+00 +2.7573e+00 -9.5050e-01 -1.0246e+00 -2.1376e-01 +7.5685e-02 +9.2572e-01 -1.3251e+00 +4.2736e-01
903 +2.475616208e+02 +2.475616208e+02 +3.175916208e+02 +3.175916208e+02 -2.7832e+00 -2.7841e-01 -9.9418e-01 +3.1769e-01 +6.7082e-01 -2.3001e+00 +1.2090e+00 +2.7193e+00 -8.8124e-01 -2.2520e+00 -1.0418e+00 -8.9689e-01 +1.6265e+00 -6.7113e-01 -3.8156e-01 -1.7732e+00 +1.9147e+00 +3.2752e+00 -2.4328e+00 -3.8854e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.895113263e+03 +1.895113263e+03 +1.846893263e+03 +1.846893263e+03 -4.3713e+00 -1.2343e+00 +4.9506e+00 +2.4382e+00 -1.4854e+00 -4.8471e+00 -9.6700e-01 -4.6576e-01 +3.3703e+00 -4.1251e+00 -1.1663e+00 -3.1642e+00 +2.9407e-01 -3.8315e+00 -1.5192e+00 -4.4800e+00 -6.2436e-02 -2.4670e+00 +2.7454e+00 +1.3130e+00
