% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.907278879e+03 +1.907278879e+03 +2.000218879e+03 +2.000218879e+03 +4.7805e+00 -3.0302e+00 +2.8708e+00 +3.8264e+00 +3.2858e+00 -1.7188e-01 +4.0350e-01 -3.1062e+00 -4.8315e+00 -1.1484e+00 +3.4498e-01 -1.8355e+00 +1.1623e+00 +3.3058e+00 -9.6125e-01 +2.6938e+00 +4.6836e+00 -5.3335e-01 -3.6700e+00 -3.2561e+00
4 +1.129113579e+03 +1.129113579e+03 +1.222053579e+03 +1.222053579e+03 +6.0735e-01 +1.9311e+00 +4.2182e+00 +4.6416e+00 +4.0780e-01 +4.4129e+00 +3.9843e+00 +3.0858e+00 -4.7778e+00 +4.2172e+00 -8.7463e-01 +6.7995e-01 -3.1536e-01 -8.5234e-01 -4.8166e+00 -4.2846e+00 +1.8844e+00 -4.6907e+00 -4.5612e+00 -1.9202e+00
29 +8.609176736e+02 +8.609176736e+02 +9.538576736e+02 +9.538576736e+02 +3.8617e+00 +2.9481e+00 +4.5720e+00 +3.8360e+00 +4.0755e+00 +4.5960e+00 +3.1494e+00 +2.2988e-01 +4.9039e+00 -2.3531e+00 +3.2277e+00 -5.3616e-02 -4.6346e+00 -4.1009e+00 +8.6999e-01 +4.7846e+00 -3.1634e+00 -2.0531e+00 +5.3256e-01 -2.6400e+00
122 +5.271476224e+02 +5.271476224e+02 +6.200876224e+02 +6.200876224e+02 +2.1808e+00 +4.7235e+00 +4.2690e+00 +1.5929e-01 +3.8341e+00 +2.8352e+00 +2.6512e+00 -3.5847e+00 +5.0000e+00 -2.5576e+00 +0.0000e+00 -1.9182e+00 -1.2522e+00 -2.5107e+00 -6.4139e-01 +2.1779e+00 +0.0000e+00 -3.3767e-01 -1.4462e-01 -3.1583e+00
211 +3.755851116e+02 +3.755851116e+02 +4.685251116e+02 +4.685251116e+02 +2.7034e+00 +4.8684e+00 +3.3847e+00 +4.5297e+00 +3.2264e+00 +4.5948e+00 +3.8705e+00 -1.5308e+00 +5.0000e+00 -7.3930e-02 +5.0000e+00 -3.0658e+00 -4.5946e+00 -5.0000e+00 -2.6455e+00 +5.0000e+00 +9.2414e-01 -2.6329e+00 +2.1432e+00 -4.8035e+00
288 +1.884198971e+02 +1.884198971e+02 +2.813598971e+02 +2.813598971e+02 +2.1717e+00 +4.8081e+00 +5.0000e+00 +4.7573e+00 -2.3577e-01 +2.8959e+00 +3.2390e+00 -5.0000e+00 +5.0000e+00 +1.3870e+00 +5.0000e+00 -2.1710e+00 -5.0000e+00 -5.0000e+00 +1.5454e-01 +4.8186e+00 +2.5023e+00 -5.0000e+00 +0.0000e+00 -5.0000e+00
705 +1.483094689e+02 +1.483094689e+02 +2.412494689e+02 +2.412494689e+02 +1.7045e+00 +5.0000e+00 +4.9737e+00 +3.7071e+00 -9.5030e-01 +3.1334e+00 +2.8676e+00 -5.0000e+00 +2.3725e+00 +9.4551e-01 +4.9605e+00 -1.9598e+00 -5.0000e+00 -5.0000e+00 +6.6622e-01 +4.9945e+00 +5.0000e+00 -5.0000e+00 +3.4775e+00 -5.0000e+00
1208 +9.388850233e+01 +9.388850233e+01 +1.868285023e+02 +1.868285023e+02 +2.0667e+00 +5.0000e+00 +3.1017e+00 +2.8501e+00 +3.4259e-01 +1.8787e+00 +1.6573e+00 -4.7065e+00 +3.3327e+00 +1.0069e+00 +5.0000e+00 -3.8040e+00 -5.0000e+00 -5.0000e+00 +1.3411e+00 +4.9809e+00 +4.8563e+00 -4.9437e+00 +5.0000e+00 -5.0000e+00
2675 +6.241924399e+01 +6.241924399e+01 +1.553592440e+02 +1.553592440e+02 +1.7260e+00 +5.0000e+00 +2.8084e+00 +2.3770e+00 +5.3546e-02 +2.1476e+00 +1.4079e+00 -4.1522e+00 +3.6197e+00 +3.2023e-01 +4.9407e+00 -2.8966e+00 -5.0000e+00 -5.0000e+00 +1.7010e+00 +4.9479e+00 +4.9418e+00 -3.7749e+00 +4.7498e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
