% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.060790117e+02 +1.060790117e+02 +1.774290117e+02 +1.774290117e+02 +3.9197e+00 +2.0946e+00 +3.6107e+00 +1.8094e+00 +2.3956e+00 +1.7855e+00 -3.2669e+00 +4.9118e-01 +3.6790e+00 -1.4680e+00 +3.9413e+00 -4.5266e+00 -3.8574e+00 -1.6849e+00 -3.6539e+00 -3.8440e-01 -2.4085e+00 +4.3607e+00 -4.9309e+00 -1.6026e+00
2 +8.340591668e+01 +8.340591668e+01 +1.547559167e+02 +1.547559167e+02 -1.8196e+00 -4.9482e-01 -4.9358e+00 -4.8880e+00 -1.0549e+00 -1.5153e+00 -3.2545e+00 +2.3783e+00 +4.7607e+00 +4.4116e+00 -2.3688e+00 +2.3645e+00 -2.0786e+00 -3.6864e+00 -4.8352e+00 -6.1699e-01 +3.4013e+00 +3.0669e+00 -4.2939e+00 -8.3309e-01
6 +3.777555616e+01 +3.777555616e+01 +1.091255562e+02 +1.091255562e+02 -1.9525e+00 -3.2014e+00 +3.7648e+00 +1.8620e+00 +3.6387e+00 +1.0669e-01 -4.2980e+00 +1.0122e+00 -3.3530e+00 +9.0540e-01 +2.1841e+00 -3.1351e-01 -1.8548e+00 -3.1390e+00 +8.8966e-01 -4.2992e+00 +1.5054e+00 -3.5884e+00 -3.3480e+00 +3.5319e+00
2078 +2.292087318e+01 +2.292087318e+01 +9.427087318e+01 +9.427087318e+01 +4.1682e+00 +4.1551e+00 +5.7488e+00 -2.2431e+00 -3.6942e-01 +1.2079e+00 +3.4740e+00 +6.2332e+00 -3.0904e+00 +4.1351e+00 -1.9698e+00 -3.8984e+00 -1.6839e+00 +2.7472e+00 -2.6516e+00 +5.0962e-01 -6.9657e+00 -3.7232e+00 -3.9756e-02 +5.0496e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.761852322e+01 +7.761852322e+01 -2.776014768e+02 -2.776014768e+02 +2.8459e+00 +3.9063e-01 +2.8218e+00 -2.9295e+00 -6.7609e-01 +1.1976e-01 -9.5341e-01 -1.3642e+00 +1.7879e+00 -3.2779e+00 +1.3664e+00 +3.3040e+00 +1.5157e+00 -3.5550e+00 +4.6292e-01 -4.6874e+00 -5.0140e-01 -2.9736e-01 +2.6349e+00 +3.2193e+00
2 +4.132938574e+01 +4.132938574e+01 -3.138906143e+02 -3.138906143e+02 -4.9816e+00 +1.5414e+00 -3.9329e+00 -4.1580e+00 -2.0343e+00 +2.7997e+00 -1.3187e+00 -8.9114e-01 +1.7445e+00 +3.6831e+00 +4.4143e+00 -4.2981e-01 -3.5928e+00 +3.1440e+00 +4.6654e-01 -2.3742e+00 -4.2265e+00 +3.1010e-01 +3.5277e+00 +2.7580e+00
160 +3.575452713e+01 +3.575452713e+01 -3.194654729e+02 -3.194654729e+02 -2.2494e+00 -1.4166e-01 -2.9747e+00 -4.2304e+00 -1.1919e+00 +2.0737e+00 -4.3805e+00 -3.7199e+00 -2.0599e+00 +5.0709e+00 +1.6791e+00 -3.9982e+00 -3.2766e+00 +5.6089e+00 -2.4689e+00 -3.2076e+00 -5.1607e+00 +1.0153e-01 +2.2342e-02 +2.7906e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.685605961e+01 +7.685605961e+01 +1.760260596e+02 +1.760260596e+02 +3.1551e-01 -1.5018e+00 -7.9238e-01 -7.2563e-02 +3.2173e+00 -4.5251e-01 +2.7000e+00 +3.8546e+00 -1.8918e+00 +1.3741e-01 -1.8172e+00 -2.5466e-01 +3.2556e+00 -2.3189e+00 -2.2496e+00 -2.4401e+00 -2.4128e+00 -2.3673e-01 -1.6135e+00 -3.1363e+00
