% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.037055080e+00 +7.037055080e+00 +1.390705508e+01 +1.390705508e+01 +2.3301e+00 +5.8926e-01 -2.0365e+00 -4.5572e+00 +4.1355e+00 +2.3575e+00 +4.5839e+00 -4.3134e+00 +4.3891e+00 -2.5473e+00 -1.8593e+00 -1.0594e+00 -3.2198e+00 -1.2526e-01 +4.5850e+00 -2.3004e-01 +8.3922e-01 +4.6366e+00 +1.5193e+00 -2.1829e+00
13 +6.014396255e+00 +6.014396255e+00 +1.288439626e+01 +1.288439626e+01 +4.9826e-01 +3.7881e+00 -4.4115e-01 -1.7446e+00 +3.8977e+00 -1.0424e+00 +4.8900e+00 -2.1786e+00 +3.6534e+00 +4.4961e+00 +1.6442e+00 +3.9310e+00 +2.5377e+00 +1.7470e+00 +4.8287e+00 +5.2584e-02 +4.9688e+00 +3.9796e+00 +3.0138e+00 +4.5502e+00
1612 +3.892530229e+00 +3.892530229e+00 +1.076253023e+01 +1.076253023e+01 -4.8971e-01 +1.1831e-01 +1.6641e+00 -2.9004e+00 +4.6354e+00 +2.4100e+00 +2.8694e+00 -2.5156e+00 +3.9209e+00 -1.3965e+00 -1.1005e+00 -1.6361e+00 -1.0580e+00 -1.3293e+00 -1.3123e+00 +1.9189e+00 -8.1462e-01 +3.9547e+00 -4.2685e-01 +3.1322e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.291381482e+01 +1.291381482e+01 +1.292381482e+01 +1.292381482e+01 -4.7885e+00 -4.0859e+00 -2.6755e+00 +2.9939e+00 -1.6720e+00 -3.9061e+00 +8.9017e-01 +1.2786e+00 +2.7575e+00 +9.1650e-02 -4.8064e+00 -8.7257e-01 +7.0551e-01 -4.8635e+00 +2.3485e+00 -4.0229e-01 -5.6952e-01 +3.5888e-01 -4.5003e+00 -1.3641e+00
4 +9.002646790e+00 +9.002646790e+00 +9.012646790e+00 +9.012646790e+00 +4.6520e+00 +2.3733e+00 +3.8208e+00 +7.0394e-01 -1.9419e+00 -1.7116e+00 +2.0609e+00 -1.7791e+00 -1.0798e-01 -4.0933e-01 -4.9829e+00 +7.3142e-01 +4.7851e+00 +4.8967e-01 +3.5333e+00 -2.3566e+00 -2.5862e+00 -3.8729e+00 +2.1132e+00 +2.3520e+00
243 +3.726838888e+00 +3.726838888e+00 +3.736838888e+00 +3.736838888e+00 +6.8699e-01 +4.1720e+00 +5.0170e+00 -5.2048e+00 -3.8393e+00 +3.0594e+00 -5.7997e-01 +6.2879e-01 +1.0824e+00 +1.0903e+00 +5.1445e+00 -2.4104e+00 +7.6179e-01 -1.7648e+00 +2.3900e+00 -6.2208e-01 +1.9394e+00 -1.1888e+00 -8.1584e-02 -2.0354e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.034699013e+01 +2.034699013e+01 -1.102630099e+02 -1.102630099e+02 +5.1501e-01 -1.7186e+00 +2.6064e+00 -1.7922e+00 +3.9675e+00 +3.9666e+00 +2.5526e+00 -1.4308e-02 -1.9748e+00 +4.4855e+00 -4.4826e+00 -1.5439e+00 -4.1021e+00 +8.2893e-01 +3.5007e+00 +4.7830e+00 +3.9544e+00 +2.3580e+00 +1.3814e+00 -3.5431e+00
3 +1.098542619e+01 +1.098542619e+01 -1.196245738e+02 -1.196245738e+02 +7.6229e-01 +1.2278e+00 +2.2070e-01 -4.1601e-01 -1.5977e-01 +4.0086e+00 +2.1868e+00 +5.6470e-01 -3.1872e+00 -7.4215e-01 -3.3691e+00 +1.1436e-01 -3.0563e+00 -5.6685e-01 -2.9770e+00 +2.4138e+00 +2.2118e+00 -4.0264e+00 -1.6006e-01 +2.4316e+00
4 +8.829550485e+00 +8.829550485e+00 -1.217804495e+02 -1.217804495e+02 +3.1684e+00 -1.4306e+00 +4.0182e+00 +4.9526e+00 -4.1832e-01 -1.6285e+00 +2.3046e+00 +2.2194e+00 +2.9493e+00 -9.3478e-02 +4.6490e+00 -2.8174e+00 -5.2456e-02 +3.7693e+00 -4.8269e+00 +3.3208e+00 -4.7459e+00 -2.5502e+00 +3.3361e+00 +4.4467e+00
796 +4.511644326e+00 +4.511644326e+00 -1.260983557e+02 -1.260983557e+02 -3.1934e+00 +7.4007e-01 +1.2973e+00 -4.1868e+00 -5.7062e-02 +1.7456e+00 -3.5650e+00 +6.6026e-01 +1.5142e+00 -2.7578e+00 -1.1765e+00 +6.5718e-01 +5.0489e+00 -4.4135e+00 +1.4101e+00 +5.1399e-01 -2.8864e+00 -4.7301e+00 +2.5247e+00 -3.6366e+00
815 +3.480860888e+00 +3.480860888e+00 -1.271291391e+02 -1.271291391e+02 -3.9505e+00 +2.2571e-01 -9.9144e-02 +2.2960e-01 +2.3558e+00 +1.1220e+00 -6.8410e-01 -1.8735e-01 -9.0210e-01 -3.8585e+00 +2.4380e+00 -1.6143e+00 +1.1771e+00 -1.6340e+00 -1.2441e+00 +1.6900e-01 +6.2936e-01 -3.8185e+00 -7.2317e-01 +8.5163e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.484125319e+01 +1.484125319e+01 -2.082787468e+02 -2.082787468e+02 +9.2847e-01 -2.3623e+00 -2.9593e+00 +4.7196e+00 +2.6617e+00 -9.2738e-01 +1.9460e+00 -3.2320e-01 +2.1684e+00 -4.1634e-01 +3.9434e+00 +4.8866e+00 -2.6877e-01 +1.0338e+00 -2.3729e+00 -3.6004e+00 +6.2713e-02 +2.5249e+00 -5.6237e-01 +9.6533e-01
4 +9.698781378e+00 +9.698781378e+00 -2.134212186e+02 -2.134212186e+02 +2.4666e+00 -4.3220e+00 -3.3241e+00 -3.2089e-01 +1.5343e+00 +1.4600e+00 +2.7267e+00 +1.3399e-01 +4.2074e+00 -2.7777e+00 -3.7763e-01 +2.2845e+00 +2.7727e+00 +2.4092e+00 -3.7793e-01 -1.7458e+00 -3.3070e+00 -4.0446e+00 -2.2330e+00 +1.5035e+00
186 +5.907397274e+00 +5.907397274e+00 -2.172126027e+02 -2.172126027e+02 +9.8684e-01 +3.3695e+00 -1.9698e+00 -4.7122e+00 +3.5295e-02 +2.6847e-01 -4.6228e+00 -3.5496e+00 +1.3607e+00 +4.5606e+00 -9.5135e-01 -4.9924e+00 -5.1007e+00 +4.3465e+00 -7.0394e-01 +4.5844e+00 +5.2142e+00 -1.9416e+00 -1.4612e+00 +2.9208e+00
592 +3.213652554e+00 +3.213652554e+00 -2.199063474e+02 -2.199063474e+02 +2.5316e+00 -1.0405e+00 -2.9327e+00 -1.3247e+00 +4.0415e+00 +7.5820e-01 +3.3881e+00 -3.8158e+00 +1.6238e+00 +1.2907e+00 -4.7200e+00 -1.2215e+00 +1.1438e+00 +3.9572e+00 +2.0096e+00 -2.5093e+00 -8.2978e-01 -8.3607e-01 -5.6006e-01 +7.2133e-01
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.551039905e+01 +1.551039905e+01 -2.891960095e+01 -2.891960095e+01 +4.1273e+00 +4.4253e-01 +1.4305e+00 -7.7647e-01 +3.2902e+00 -3.1049e-01 -4.7220e+00 +1.6519e+00 -3.6993e+00 -2.9728e+00 +4.0604e-01 -1.8928e+00 -2.2694e+00 +3.8012e-02 -3.2242e+00 +4.4843e+00 -1.4896e+00 +4.3444e+00 -1.5108e+00 -1.6509e-01
4 +6.263299575e+00 +6.263299575e+00 -3.816670043e+01 -3.816670043e+01 +1.0099e-01 -3.3189e+00 +3.2468e-01 +3.5687e+00 +7.2879e-01 +2.8217e+00 -2.0272e+00 +2.4704e+00 -2.1476e+00 -2.9724e+00 +6.7327e-01 +6.5091e-01 -4.5084e+00 +2.3075e+00 -2.6987e+00 -3.7876e+00 +2.3332e+00 +2.3744e+00 -2.2659e+00 -2.7085e+00
4648 +3.434304151e+00 +3.434304151e+00 -4.099569585e+01 -4.099569585e+01 +5.7259e-01 -1.0893e+00 -8.8869e-01 +4.5845e+00 -2.2232e+00 +3.1801e+00 -3.1475e+00 +7.0125e-01 +1.4189e+00 -2.5273e+00 +3.2863e+00 +4.4515e+00 +1.4763e+00 -3.1481e+00 -1.6799e+00 -2.2687e+00 -1.0922e+00 -2.7955e+00 +1.5684e+00 +1.2797e+00
% function evaluation | noise-free fitness - Fopt (8.539000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.093216315e+01 +2.093216315e+01 +1.063221632e+02 +1.063221632e+02 -4.4826e+00 +2.5379e+00 -2.0175e-01 +1.3733e+00 +3.0985e+00 -3.5834e+00 +2.1555e+00 -2.7595e-01 -2.6763e+00 -4.4463e+00 -1.3666e+00 -2.1330e+00 +4.8602e+00 -6.6100e-01 +3.3455e+00 -1.0558e+00 +2.7002e-01 -2.4824e+00 +1.1699e+00 -2.6018e-01
2 +1.425002569e+01 +1.425002569e+01 +9.964002569e+01 +9.964002569e+01 -1.4179e-01 -2.2344e+00 -4.2427e+00 +1.8866e+00 -3.9652e+00 -4.4172e+00 +9.3285e-02 -1.8541e+00 +3.3346e+00 -4.2840e+00 +1.3295e+00 +4.9097e+00 -2.9452e+00 +2.9143e+00 +4.9321e+00 +3.0867e+00 -4.2453e+00 +3.9263e+00 +3.9216e+00 +2.6912e+00
31 +7.080999569e+00 +7.080999569e+00 +9.247099957e+01 +9.247099957e+01 -4.7761e+00 -2.7192e+00 +2.5842e+00 +2.2594e+00 +2.9748e+00 +3.1770e+00 +8.1925e-01 -2.7024e+00 -1.8022e-01 -4.0117e+00 -3.6182e+00 +1.3090e+00 -6.0460e-01 +9.9625e-02 -2.0630e+00 +1.4782e+00 -4.8187e+00 -4.9757e+00 +4.4803e+00 -5.2223e+00
324 +5.537815482e+00 +5.537815482e+00 +9.092781548e+01 +9.092781548e+01 -4.7026e+00 -2.9840e+00 +5.9022e+00 +1.7485e+00 +3.5037e+00 +2.8677e+00 +2.8536e+00 -1.0497e+00 +8.7566e-01 -4.6733e+00 -3.2405e+00 +1.1299e+00 -7.3537e-01 -2.3585e+00 +1.0203e+00 +2.3412e+00 -3.0409e+00 -2.1070e+00 +1.0075e+00 -4.9673e+00
2494 +3.105912627e+00 +3.105912627e+00 +8.849591263e+01 +8.849591263e+01 -1.4815e+00 -3.5191e+00 +5.3465e+00 +9.1516e-01 +3.8965e+00 +4.2111e+00 +1.1013e+00 -5.2440e-01 +1.7463e-01 -4.0697e+00 +1.8092e-02 +1.5052e+00 +2.1862e+00 +4.8582e-01 +2.6601e+00 +3.7416e+00 +1.0595e-02 +6.0726e-01 -9.9624e-01 -1.9584e+00
% function evaluation | noise-free fitness - Fopt (-9.872900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.830063487e+00 +8.830063487e+00 -9.784599365e+02 -9.784599365e+02 -4.8546e+00 -2.2330e+00 +4.9160e+00 +2.1562e+00 +1.7996e+00 -2.9169e-01 -3.3994e+00 +3.4585e-01 +3.1613e+00 +6.6953e-01 +2.1157e+00 -4.2975e-01 +8.3172e-01 +3.9471e+00 -1.6713e+00 -2.4749e+00 +2.8568e+00 +3.9242e+00 +1.6472e+00 +2.3727e-01
