% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.370706984e+06 +2.370706984e+06 +2.370742884e+06 +2.370742884e+06 +3.7837e+00 -4.3272e-01 -3.8329e+00 +6.9099e-01 -3.5683e+00 +1.8497e+00 -7.0190e-01 +3.5380e+00 -1.7794e+00 -3.7323e+00 -1.2260e+00 +7.4634e-01 -3.4171e+00 +5.3327e-01 -2.0691e+00 +3.1765e+00 +1.5817e+00 -4.2377e-01 +3.6474e+00 +2.1878e+00
14 +1.145498998e+06 +1.145498998e+06 +1.145534898e+06 +1.145534898e+06 -7.9896e-01 -3.0354e+00 +2.3916e+00 -2.0214e+00 -2.8675e+00 -2.2634e+00 -3.8672e+00 -8.4414e-01 -4.5501e+00 -6.7196e+00 -1.0537e+00 +1.3437e+00 +1.0116e+00 +1.6104e+00 -9.0176e-01 +2.7103e+00 +1.1865e+00 +1.4552e+00 +3.5315e+00 -2.7221e-01
27 +8.495648143e+05 +8.495648143e+05 +8.496007143e+05 +8.496007143e+05 -6.3993e-01 +2.8747e+00 +1.5191e+00 -1.8578e+00 -4.8896e+00 -1.0176e+00 -6.7845e-01 +1.7656e-01 -1.7196e+00 -6.6031e+00 -1.6028e-01 +2.2313e+00 -1.8061e-01 +1.4746e+00 +4.1933e-01 +1.1761e+00 +1.4880e+00 -2.9023e+00 -1.6959e-01 -1.8137e+00
28 +5.861947873e+05 +5.861947873e+05 +5.862306873e+05 +5.862306873e+05 +9.4812e-01 +1.8692e+00 +1.3294e+00 -1.8204e+00 -5.6034e+00 -2.0423e+00 -1.4629e+00 -1.8373e+00 +1.3289e+00 -8.1449e+00 -3.5676e+00 +9.7636e-01 -2.2331e+00 +4.7915e+00 -6.1242e-01 +6.7327e-01 +1.3412e+00 +4.7990e+00 +3.4351e+00 -2.7895e+00
63 +3.158454567e+05 +3.158454567e+05 +3.158813567e+05 +3.158813567e+05 -9.7265e-01 -5.8130e-01 +4.7088e+00 +1.1839e+00 -1.2909e+00 -1.3477e+00 -9.9427e-01 -2.2349e+00 -1.9788e+00 -3.9557e+00 -1.0227e+00 -2.3125e-01 +2.9301e+00 -4.4556e-02 +4.2902e+00 -7.9960e-01 +5.0400e+00 +5.0949e-01 +1.6320e-01 -4.7225e+00
74 +2.014611394e+05 +2.014611394e+05 +2.014970394e+05 +2.014970394e+05 +1.7258e+00 -1.7281e+00 +3.9190e+00 +2.2172e+00 -7.4193e+00 -5.2118e+00 +7.7037e-01 -4.5166e+00 +9.0564e-01 -5.0251e+00 -4.9219e-01 +6.6292e-01 +1.4591e+00 +2.8424e-02 +2.7720e+00 -2.2310e+00 +1.5506e+00 +5.9135e+00 -5.6324e-01 -9.4188e-01
120 +5.912149389e+04 +5.912149389e+04 +5.915739389e+04 +5.915739389e+04 -2.8048e+00 +3.3274e+00 +1.0848e+01 +4.3896e+00 -9.2580e+00 -5.3753e+00 +1.1524e+00 -4.9234e+00 +5.0840e+00 -5.4865e+00 +1.3719e+00 -3.8992e+00 -4.3638e+00 +1.0993e+00 +3.8076e+00 -9.0103e+00 +1.2382e+00 +9.6982e+00 -1.7701e+00 -7.1643e+00
204 +2.630478153e+04 +2.630478153e+04 +2.634068153e+04 +2.634068153e+04 +4.0012e+00 +5.1518e+00 +1.6632e+01 +4.1922e+00 -1.1438e+01 -1.1275e+01 -3.1096e+00 -7.7219e+00 +6.6476e+00 -5.5688e+00 -3.7431e+00 -5.0852e+00 -5.3736e+00 +3.6865e+00 +3.7673e+00 -7.2916e+00 -2.7719e+00 +9.6305e+00 -5.2598e+00 -7.4685e+00
217 +2.227119415e+04 +2.227119415e+04 +2.230709415e+04 +2.230709415e+04 +6.9232e+00 +8.4083e-01 +1.3438e+01 +6.9632e+00 -1.2998e+01 -5.4148e+00 -4.5743e-01 -9.4436e+00 +5.5044e+00 -1.0332e+01 -2.3963e+00 -2.1902e+00 -2.1217e+00 +2.0938e+00 +7.7661e+00 -7.2558e+00 -2.8084e-01 +7.7997e+00 -3.6204e+00 -5.5945e+00
230 +9.486115745e+03 +9.486115745e+03 +9.522015745e+03 +9.522015745e+03 +5.8505e+00 +8.6860e+00 +1.6966e+01 +5.4944e+00 -1.4180e+01 -1.0301e+01 +4.2521e-01 -8.0069e+00 +6.5071e+00 -8.7571e+00 +3.4972e+00 -1.1635e+01 -1.8443e+00 +3.3586e+00 +6.8312e+00 -4.8714e+00 -2.9803e-01 +8.8765e+00 -8.5774e+00 -6.0738e+00
245 +1.016332104e+03 +1.016332104e+03 +1.052232104e+03 +1.052232104e+03 +1.3059e+00 +3.8302e+00 +1.4370e+01 +8.8515e+00 -1.4406e+01 -1.3404e+01 -4.8903e-01 -1.1146e+01 +5.7920e+00 -8.2123e+00 +2.1795e+00 -8.3882e+00 -5.0255e+00 -1.2954e+00 +2.0293e+00 -5.0350e+00 -2.2543e+00 +1.4462e+01 -6.3913e+00 -3.2240e+00
270 +9.341632371e+02 +9.341632371e+02 +9.700632371e+02 +9.700632371e+02 +5.2078e+00 +4.3273e+00 +1.5701e+01 +6.4820e+00 -9.7640e+00 -1.1999e+01 -6.3593e+00 -9.5333e+00 +9.3568e+00 -5.6052e+00 +2.3182e-01 -6.2582e+00 -4.8918e+00 -5.5748e-02 +3.2212e+00 -4.2662e+00 -2.4256e+00 +1.1453e+01 -1.0711e+01 -7.5917e+00
411 +6.140708995e+02 +6.140708995e+02 +6.499708995e+02 +6.499708995e+02 +3.5099e+00 +5.2621e+00 +9.1295e+00 +5.9809e+00 -8.8769e+00 -1.2565e+01 +2.8620e-01 -8.7367e+00 +5.8204e+00 -9.1781e+00 -2.3795e+00 -4.8565e+00 -5.0218e-01 -3.9942e+00 -1.6048e+00 -4.6001e+00 -1.0799e+00 +1.1329e+01 -5.9502e+00 -8.1758e+00
591 +3.744365697e+02 +3.744365697e+02 +4.103365697e+02 +4.103365697e+02 +4.8014e+00 +4.8512e+00 +9.0022e+00 +7.8418e+00 -7.4685e+00 -1.1117e+01 -3.8225e+00 -7.5457e+00 +3.8899e+00 -7.0135e+00 -9.4973e-01 -4.1207e+00 -2.3720e+00 -1.0043e-01 -2.9351e+00 -5.7236e+00 -1.7668e+00 +8.6362e+00 -3.8587e+00 -5.2664e+00
