% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.869651481e+02 +2.869651481e+02 +3.664451481e+02 +3.664451481e+02 -1.6955e-01 +1.2604e+00 -7.2527e-02 -3.8016e+00 +4.1682e+00 -8.7533e-02 +1.8477e+00 -2.1940e-01 -1.0172e+00 +1.1435e+00 -3.7492e+00 +2.7327e-01 -4.5875e+00 +4.7755e+00 -2.5393e+00 +5.9066e-01 +2.1438e-01 +3.5765e+00 -1.8063e+00 -1.3554e-01
3 +1.747843990e+02 +1.747843990e+02 +2.542643990e+02 +2.542643990e+02 -1.8315e+00 -5.7768e-01 +2.8241e+00 +2.1331e+00 -4.5930e+00 +2.0309e-01 +1.4939e+00 -4.4645e+00 -4.5753e+00 +3.3753e-01 -4.1786e+00 +2.4988e+00 +2.8775e+00 +2.2068e-01 -3.5139e+00 +3.5068e+00 -5.2717e-01 -6.9052e-02 +1.8032e+00 -4.9177e+00
14 +1.566244528e+02 +1.566244528e+02 +2.361044528e+02 +2.361044528e+02 +1.5374e+00 +1.6396e+00 -2.7109e+00 +4.5899e+00 +1.9246e-01 -2.6880e-01 -2.7959e+00 -2.2577e+00 -3.0566e+00 +1.0847e+00 +1.6376e+00 -3.7577e+00 -1.4114e+00 -1.8619e+00 +1.1490e+00 +2.5942e+00 -2.7193e+00 -4.1728e+00 +3.6298e+00 +4.1491e+00
323 +9.804002954e+01 +9.804002954e+01 +1.775200295e+02 +1.775200295e+02 -1.0111e+00 -2.1817e+00 +4.7920e-01 +2.5390e+00 -3.9298e+00 +3.0992e-01 -4.1567e+00 -2.6662e+00 -2.4593e+00 +2.9474e+00 -1.0374e+00 -1.3691e-01 +2.1062e+00 -2.2408e+00 +4.7606e-01 +2.2896e+00 -8.2257e-01 -3.8815e+00 +2.7746e+00 +2.7385e+00
345 +6.185997265e+01 +6.185997265e+01 +1.413399727e+02 +1.413399727e+02 -1.1909e+00 -7.1384e-01 -1.8652e-01 +2.0714e+00 -2.2709e+00 -1.4947e+00 -3.3544e+00 -2.3247e+00 -1.7536e+00 +3.0669e-01 -1.0851e+00 +3.0277e-01 +1.0341e+00 -1.6436e+00 +3.5844e-01 +2.0046e+00 +1.0163e+00 -4.0369e+00 +2.5619e+00 +2.6230e+00
766 +3.818554162e+01 +3.818554162e+01 +1.176655416e+02 +1.176655416e+02 -2.1958e+00 -6.8734e-02 +2.2996e-01 +2.1184e+00 -2.1721e+00 -1.7629e+00 -1.1528e+00 -1.2619e+00 -1.1885e+00 -1.7335e+00 -2.1935e+00 +1.1390e+00 +1.0478e+00 -7.5956e-01 +1.9783e-01 +1.6088e+00 -4.7834e-04 -2.7178e+00 +2.6627e+00 +2.3029e+00
1219 +2.500293758e+01 +2.500293758e+01 +1.044829376e+02 +1.044829376e+02 -1.4764e+00 +2.7551e-01 +8.0779e-01 +3.3578e+00 -2.7067e+00 -1.5026e+00 -6.7113e-01 -3.5341e-01 -1.0764e+00 -1.8340e+00 -3.6926e+00 +1.0532e+00 +9.4155e-01 -9.1331e-01 +1.1012e+00 +2.8713e+00 -7.1315e-01 -3.0700e+00 +2.3218e+00 +1.8505e+00
3074 +1.579760565e+01 +1.579760565e+01 +9.527760565e+01 +9.527760565e+01 -1.2995e+00 +4.3859e-01 +7.3075e-01 +3.0155e+00 -2.6799e+00 -9.0690e-01 -9.5145e-01 +6.9584e-01 -2.1004e+00 -2.1932e+00 -3.6338e+00 +2.1016e+00 +5.0194e-01 -1.4152e+00 +2.7684e+00 +2.6673e+00 -9.0857e-01 -3.6114e+00 +2.2617e+00 +1.5352e+00
3807 +9.794353024e+00 +9.794353024e+00 +8.927435302e+01 +8.927435302e+01 -1.1026e+00 -9.7888e-02 +1.2567e-01 +2.2712e+00 -2.1538e+00 -8.0552e-01 -7.1828e-01 +9.1295e-01 -2.0713e+00 -2.1972e+00 -3.4262e+00 +1.7679e+00 +8.2633e-01 -9.9853e-01 +2.9239e+00 +2.6930e+00 -6.7452e-01 -4.2073e+00 +1.9606e+00 +1.4275e+00
3946 +6.152141061e+00 +6.152141061e+00 +8.563214106e+01 +8.563214106e+01 -8.8879e-01 -7.7759e-01 -1.2471e-01 +2.3791e+00 -2.4775e+00 -7.7573e-01 -4.9843e-01 +3.8648e-01 -2.4499e+00 -2.4283e+00 -3.1680e+00 +1.7795e+00 +1.4606e+00 -3.6023e-01 +3.3744e+00 +2.8821e+00 -5.9146e-01 -3.8051e+00 +2.2112e+00 +1.8943e+00
