% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.636483777e+02 +1.636483777e+02 +2.431283777e+02 +2.431283777e+02 +1.0975e+00 -3.3065e+00 -2.2538e+00 +3.5302e+00 -1.9521e+00 -2.1260e+00 +3.2167e+00 +7.7277e-01 +1.8560e+00 -7.1050e-01 +2.0670e+00 +1.2563e+00 -4.0141e-01 -3.9854e+00 -1.8604e+00 +2.1441e+00 -3.5726e+00 -2.3941e+00 +1.7085e+00 -2.9354e+00
17 +1.360920719e+02 +1.360920719e+02 +2.155720719e+02 +2.155720719e+02 +2.8821e+00 -1.0504e+00 -2.0200e+00 +3.0295e+00 -2.8642e+00 -4.9357e+00 +2.6922e+00 -3.4906e+00 +2.0415e+00 -2.0171e+00 +3.9236e-01 +3.0233e+00 +1.7414e+00 -2.0333e+00 +8.2174e-02 +5.7098e-01 -3.7255e+00 -5.5449e+00 +3.1721e+00 -6.7728e-01
75 +6.632347756e+01 +6.632347756e+01 +1.458034776e+02 +1.458034776e+02 +3.1083e+00 -5.3596e-01 -2.0513e+00 +2.0515e+00 -3.9247e+00 -2.0943e+00 +1.3799e+00 +2.9646e-01 -2.4441e+00 -5.4008e+00 +1.0062e+00 +2.3131e+00 -1.4826e-01 -2.5592e+00 +2.0929e+00 +3.8880e+00 -1.3018e+00 -5.2281e+00 +2.8551e+00 +2.6074e+00
105 +5.804596306e+01 +5.804596306e+01 +1.375259631e+02 +1.375259631e+02 +2.5162e-01 -1.4825e+00 -2.0948e+00 +9.8498e-01 -3.0223e+00 -1.8029e+00 +7.5520e-01 +6.0109e-01 +1.2076e+00 -3.0241e+00 -5.9365e-01 +3.1692e+00 -4.5788e-01 -3.3438e+00 +3.1999e+00 +2.1367e+00 -2.7153e+00 -5.1846e+00 +3.2841e-01 -3.0500e-01
116 +2.334540165e+01 +2.334540165e+01 +1.028254016e+02 +1.028254016e+02 +1.3671e+00 +2.8656e-02 -2.6274e+00 +2.6763e+00 -1.7817e+00 -1.4347e+00 -2.5005e+00 -9.6681e-01 -1.7273e+00 -2.0034e+00 -3.2239e+00 +3.6830e+00 +4.1057e-01 -3.2381e-01 +3.5004e+00 +2.4989e+00 +2.8542e-02 -3.9711e+00 +1.9430e+00 +9.7774e-01
241 +1.153860867e+01 +1.153860867e+01 +9.101860867e+01 +9.101860867e+01 -4.8474e-01 -1.8105e+00 -1.3861e+00 +2.9443e+00 -3.7157e+00 -8.7121e-01 +5.2218e-02 +7.8562e-01 +1.1228e-01 -2.8646e+00 -3.4928e+00 +1.3909e+00 +1.7274e+00 -7.8011e-01 +3.8279e+00 +2.6421e+00 +1.5477e-01 -4.8713e+00 +2.3189e+00 +8.5904e-01
255 +8.712866429e+00 +8.712866429e+00 +8.819286643e+01 +8.819286643e+01 -4.1471e-01 -9.6120e-01 -2.0743e-01 +1.0788e+00 -3.8710e+00 -1.1757e-01 -6.5576e-01 -3.8285e-01 -1.3451e+00 -2.3939e+00 -4.6720e+00 +1.7997e+00 +2.0915e+00 +7.1786e-01 +3.6352e+00 +1.8217e+00 +2.2455e-01 -3.9819e+00 +3.2066e+00 +1.1074e+00
358 +6.144923275e+00 +6.144923275e+00 +8.562492327e+01 +8.562492327e+01 +2.0982e-01 -1.2787e+00 -1.7250e+00 +1.9131e+00 -3.0123e+00 +1.3884e+00 -1.3141e+00 +7.5872e-01 -9.4018e-01 -3.3718e+00 -4.3508e+00 +2.2002e+00 +1.4381e+00 -5.4545e-01 +3.6110e+00 +2.2893e+00 +5.0895e-01 -4.0255e+00 +2.6537e+00 +1.7919e+00
456 +3.629513740e+00 +3.629513740e+00 +8.310951374e+01 +8.310951374e+01 +1.0202e+00 -1.1151e+00 -1.5113e+00 +1.8577e+00 -2.8249e+00 +5.4420e-01 +3.8313e-01 +2.3029e-01 -2.2996e+00 -3.0303e+00 -2.8189e+00 +2.2093e+00 +1.3207e+00 -2.6884e-01 +3.5313e+00 +2.4697e+00 +2.2061e-01 -3.6182e+00 +2.5901e+00 +1.2472e+00
483 +2.279326539e+00 +2.279326539e+00 +8.175932654e+01 +8.175932654e+01 +8.9134e-01 -1.4174e+00 -1.4492e+00 +1.6819e+00 -3.0043e+00 +5.1982e-01 -4.9078e-01 -6.0281e-03 -1.8629e+00 -3.2763e+00 -3.9563e+00 +2.0992e+00 +9.8274e-01 -1.3138e-01 +3.4525e+00 +2.9710e+00 +1.1138e-01 -3.3185e+00 +2.0181e+00 +8.7692e-01
574 +1.565082428e+00 +1.565082428e+00 +8.104508243e+01 +8.104508243e+01 +2.7200e-01 -9.5753e-01 -1.0727e+00 +1.8459e+00 -2.9147e+00 +4.3720e-01 +1.0406e-01 +5.3806e-02 -2.1382e+00 -3.0659e+00 -4.2435e+00 +2.1018e+00 +9.4692e-01 +1.1783e-01 +3.7600e+00 +2.5585e+00 +4.9639e-01 -4.3260e+00 +2.4834e+00 +1.0074e+00
616 +9.574449305e-01 +9.574449305e-01 +8.043744493e+01 +8.043744493e+01 +5.0526e-01 -1.2818e+00 -5.1963e-01 +1.7969e+00 -2.6766e+00 +4.3794e-01 -5.5925e-02 -2.8710e-01 -1.9004e+00 -3.4748e+00 -4.1267e+00 +2.1070e+00 +7.1671e-01 -8.0439e-02 +3.3839e+00 +3.0141e+00 -1.2966e-01 -3.7413e+00 +2.3886e+00 +1.1014e+00
662 +6.192491493e-01 +6.192491493e-01 +8.009924915e+01 +8.009924915e+01 +3.2749e-01 -1.1510e+00 -7.5816e-01 +2.0180e+00 -2.5852e+00 +7.0906e-01 -2.3019e-01 +2.0952e-01 -1.3829e+00 -3.1433e+00 -3.6302e+00 +2.4166e+00 +1.0131e+00 -1.5007e-01 +3.8611e+00 +3.0556e+00 +1.6394e-01 -4.0494e+00 +2.1846e+00 +1.2533e+00
725 +3.970382056e-01 +3.970382056e-01 +7.987703821e+01 +7.987703821e+01 +2.6945e-01 -1.0058e+00 -5.9774e-01 +1.9487e+00 -2.8413e+00 +4.8613e-01 -3.0327e-01 +1.1517e-01 -1.5481e+00 -2.8792e+00 -3.8023e+00 +2.0330e+00 +9.3477e-01 +8.1330e-02 +3.4779e+00 +3.2748e+00 -6.9457e-02 -3.9267e+00 +2.3390e+00 +1.1663e+00
790 +2.432031623e-01 +2.432031623e-01 +7.972320316e+01 +7.972320316e+01 +2.1605e-01 -1.2790e+00 -4.4956e-01 +1.9189e+00 -2.7123e+00 +5.7091e-01 -6.9658e-02 +1.3876e-01 -1.7731e+00 -2.9818e+00 -3.8612e+00 +2.0900e+00 +9.5795e-01 -6.4709e-02 +3.4325e+00 +2.8289e+00 -9.4620e-02 -4.0697e+00 +2.4252e+00 +1.4453e+00
831 +1.452529517e-01 +1.452529517e-01 +7.962525295e+01 +7.962525295e+01 +1.5359e-01 -1.2630e+00 -8.4434e-01 +1.7985e+00 -2.6123e+00 +4.0079e-01 -4.4841e-02 -9.2466e-03 -1.5731e+00 -3.0489e+00 -3.8671e+00 +2.1393e+00 +1.1402e+00 -1.9580e-01 +3.6669e+00 +2.8240e+00 -1.1553e-01 -3.8177e+00 +2.4407e+00 +1.4284e+00
869 +9.315604669e-02 +9.315604669e-02 +7.957315605e+01 +7.957315605e+01 +2.5145e-01 -1.1584e+00 -7.6816e-01 +1.8859e+00 -2.6621e+00 +3.2797e-01 -6.3101e-02 +7.3277e-02 -1.4671e+00 -3.0974e+00 -3.9782e+00 +1.9967e+00 +9.6521e-01 -6.9751e-02 +3.6390e+00 +2.8917e+00 -1.0888e-01 -3.8681e+00 +2.3074e+00 +1.4083e+00
958 +5.846987455e-02 +5.846987455e-02 +7.953846987e+01 +7.953846987e+01 +2.1021e-01 -1.1207e+00 -6.1631e-01 +1.9028e+00 -2.6860e+00 +5.2433e-01 -1.2262e-01 +8.9243e-02 -1.5758e+00 -3.0170e+00 -3.9409e+00 +2.1059e+00 +1.1208e+00 -1.2131e-01 +3.7418e+00 +2.9132e+00 -1.7652e-01 -3.9222e+00 +2.3500e+00 +1.3619e+00
1015 +3.969220311e-02 +3.969220311e-02 +7.951969220e+01 +7.951969220e+01 +2.4210e-01 -1.1340e+00 -6.8486e-01 +1.9853e+00 -2.7303e+00 +5.2071e-01 -7.8451e-02 +4.3433e-02 -1.5831e+00 -3.0627e+00 -3.8089e+00 +2.0397e+00 +1.0637e+00 -1.2404e-01 +3.7127e+00 +2.9402e+00 -1.5343e-01 -3.9835e+00 +2.3491e+00 +1.3846e+00
1101 +2.124252177e-02 +2.124252177e-02 +7.950124252e+01 +7.950124252e+01 +2.6727e-01 -1.1619e+00 -6.6043e-01 +1.9314e+00 -2.6807e+00 +4.4321e-01 -1.4643e-01 +1.2368e-01 -1.6806e+00 -3.0454e+00 -3.8965e+00 +2.0489e+00 +1.1482e+00 -8.4295e-02 +3.6581e+00 +2.9156e+00 -6.0610e-02 -3.9577e+00 +2.4092e+00 +1.3656e+00
1120 +1.539504185e-02 +1.539504185e-02 +7.949539504e+01 +7.949539504e+01 +2.3414e-01 -1.1421e+00 -6.7125e-01 +1.9434e+00 -2.6772e+00 +4.6377e-01 -8.1815e-02 +1.4004e-01 -1.6512e+00 -3.0737e+00 -3.8759e+00 +2.0772e+00 +1.1016e+00 -1.0662e-01 +3.6575e+00 +2.9018e+00 -1.1984e-01 -3.9402e+00 +2.4219e+00 +1.3494e+00
1143 +9.936313826e-03 +9.936313826e-03 +7.948993631e+01 +7.948993631e+01 +2.3468e-01 -1.1309e+00 -6.6686e-01 +1.9598e+00 -2.6641e+00 +4.7083e-01 -9.6585e-02 +1.0436e-01 -1.6303e+00 -3.0647e+00 -3.8523e+00 +2.0082e+00 +1.0954e+00 -1.0567e-01 +3.6360e+00 +2.9007e+00 -1.1219e-01 -3.9398e+00 +2.3922e+00 +1.3361e+00
1236 +5.213502860e-03 +5.213502860e-03 +7.948521350e+01 +7.948521350e+01 +2.4229e-01 -1.1325e+00 -7.0552e-01 +1.9462e+00 -2.6607e+00 +4.2199e-01 -1.4230e-01 +1.0413e-01 -1.6508e+00 -3.0568e+00 -3.8266e+00 +1.9999e+00 +1.0783e+00 -7.4893e-02 +3.6386e+00 +2.9060e+00 -1.3670e-01 -3.9096e+00 +2.3502e+00 +1.3670e+00
