% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.383927088e+01 +9.383927088e+01 +7.689927088e+01 +7.689927088e+01 +2.2621e+00 -1.3157e+00 -7.9201e-01 -2.7745e+00 +3.8400e+00 -4.5195e-01 -3.3792e+00 -2.2807e+00 +1.8360e+00 -3.3607e+00 +2.8970e+00 -2.6601e+00 -3.2078e+00 +1.9493e+00 +3.0817e-01 +3.8648e+00 -3.0585e+00 -2.3730e+00 -2.4673e+00 -9.8678e-01
40 +5.488920465e+01 +5.488920465e+01 +3.794920465e+01 +3.794920465e+01 +4.9250e-01 -1.0132e-01 -2.8464e+00 -3.6819e+00 +3.4559e+00 -3.2243e+00 -5.4478e+00 -1.9865e+00 -2.6688e+00 -5.1183e+00 +3.8339e+00 -1.4219e+00 -9.5376e-01 +9.5510e-01 -1.2983e+00 +4.8334e+00 +7.2232e-01 -3.9830e-01 -3.7483e+00 -1.7533e+00
145 +3.784846345e+01 +3.784846345e+01 +2.090846345e+01 +2.090846345e+01 +1.2242e+00 +3.5741e+00 -3.1314e+00 -2.3479e+00 +2.9044e+00 -9.9122e-01 -3.8204e-01 +2.2334e+00 -2.7006e+00 -5.2507e+00 +1.7500e+00 -9.4105e-01 -2.0693e+00 +4.7858e-01 +1.7299e-01 +4.8739e+00 +1.8747e+00 -9.1774e-01 +2.5999e-01 -2.9052e+00
330 +2.502033431e+01 +2.502033431e+01 +8.080334305e+00 +8.080334305e+00 +3.3974e+00 +2.8500e+00 +1.7798e+00 -1.1952e+00 +4.0155e+00 -4.0689e+00 -6.1842e-01 -2.0811e+00 -1.1280e+00 -1.0393e+00 +3.7123e+00 +1.3914e+00 -3.0089e+00 -9.5714e-01 +3.3704e+00 +4.0662e+00 +5.2128e+00 -8.6488e-01 -3.1054e+00 -6.5757e-01
415 +1.375993189e+01 +1.375993189e+01 -3.180068113e+00 -3.180068113e+00 +4.2668e+00 +3.9878e+00 +4.6511e-01 +5.3612e-01 +4.2220e+00 -2.4465e+00 +1.4726e+00 -1.1763e+00 +2.4251e-01 -2.4648e+00 +2.4653e+00 +1.1665e+00 -3.1857e+00 -1.1787e-01 +2.2880e+00 +3.8985e+00 +4.1564e+00 -5.6428e-01 -3.8806e-01 +8.1589e-01
489 +9.575163429e+00 +9.575163429e+00 -7.364836571e+00 -7.364836571e+00 +3.4351e+00 +3.1169e+00 -1.6916e+00 -6.2500e-01 +2.1827e+00 -2.7222e+00 +3.5333e+00 -3.0629e+00 -1.2892e-01 -1.8472e+00 +3.2766e+00 +8.7913e-01 -2.8251e+00 -2.0878e+00 +2.3102e+00 +2.0397e+00 +3.5852e+00 -3.9358e-01 +3.6962e-01 +1.0613e-01
671 +6.243120113e+00 +6.243120113e+00 -1.069687989e+01 -1.069687989e+01 +3.5555e+00 +2.7589e+00 -1.9332e+00 +1.0146e+00 +8.2132e-01 -1.6229e+00 +3.6743e+00 -2.6547e+00 +1.4991e-01 -1.8473e+00 +4.0600e+00 +1.0845e+00 -2.9407e+00 -1.1189e+00 +2.1813e+00 +2.5119e+00 +3.6769e+00 -4.9673e-02 -4.4643e-01 +1.8393e+00
836 +3.821466534e+00 +3.821466534e+00 -1.311853347e+01 -1.311853347e+01 +3.4197e+00 +2.6503e+00 -7.8641e-01 +9.8193e-01 +1.5100e+00 -2.7280e+00 +3.3659e+00 -2.3808e+00 -6.4887e-01 -2.3179e+00 +3.7757e+00 -3.6407e-01 -3.2450e+00 -8.2847e-01 +3.0859e+00 +3.4485e+00 +3.7727e+00 -7.0930e-01 +3.7475e-01 +1.8980e+00
1147 +2.369837401e+00 +2.369837401e+00 -1.457016260e+01 -1.457016260e+01 +3.2935e+00 +2.6392e+00 -1.8881e+00 +1.8028e+00 +6.6987e-01 -2.4872e+00 +3.7014e+00 -2.3186e+00 -5.4169e-01 -2.3641e+00 +4.2011e+00 +1.8850e-01 -2.9953e+00 -1.0829e+00 +2.7500e+00 +2.7931e+00 +4.1983e+00 -6.3221e-01 +4.6836e-01 +2.0620e+00
1353 +1.568976687e+00 +1.568976687e+00 -1.537102331e+01 -1.537102331e+01 +3.4295e+00 +2.7749e+00 -1.7475e+00 +1.5909e+00 +7.6373e-01 -2.2633e+00 +3.9846e+00 -2.3970e+00 -5.6147e-01 -2.2450e+00 +4.0153e+00 +5.2159e-02 -2.6641e+00 -1.1037e+00 +2.6596e+00 +3.0718e+00 +4.1052e+00 -7.6300e-01 +2.2220e-01 +2.0343e+00
1481 +8.263087175e-01 +8.263087175e-01 -1.611369128e+01 -1.611369128e+01 +3.5643e+00 +2.8373e+00 -1.8129e+00 +1.4763e+00 +8.0653e-01 -2.2483e+00 +3.8625e+00 -2.5104e+00 -5.4727e-01 -2.1442e+00 +3.9870e+00 -2.6185e-02 -2.9357e+00 -1.0685e+00 +2.8041e+00 +3.1907e+00 +4.2939e+00 -7.7240e-01 +1.3697e-01 +2.2572e+00
1712 +5.983836670e-01 +5.983836670e-01 -1.634161633e+01 -1.634161633e+01 +3.5563e+00 +2.8372e+00 -1.8691e+00 +1.4785e+00 +9.3885e-01 -2.1741e+00 +3.8203e+00 -2.4482e+00 -5.2235e-01 -2.0959e+00 +4.0688e+00 +7.7472e-02 -2.7493e+00 -1.0300e+00 +2.7877e+00 +3.3121e+00 +4.1822e+00 -7.1877e-01 +1.6994e-01 +2.0442e+00
2009 +3.774575109e-01 +3.774575109e-01 -1.656254249e+01 -1.656254249e+01 +3.5715e+00 +2.9199e+00 -1.8604e+00 +1.4914e+00 +9.5749e-01 -2.1266e+00 +3.8171e+00 -2.5093e+00 -5.4328e-01 -2.1296e+00 +4.0300e+00 +1.2768e-01 -2.8223e+00 -1.0778e+00 +2.7946e+00 +3.3695e+00 +4.1779e+00 -7.2827e-01 +7.5562e-02 +2.0397e+00
2354 +2.473768735e-01 +2.473768735e-01 -1.669262313e+01 -1.669262313e+01 +3.5922e+00 +2.9023e+00 -1.8701e+00 +1.4895e+00 +9.4952e-01 -2.1148e+00 +3.8330e+00 -2.5028e+00 -5.1371e-01 -2.1074e+00 +4.0495e+00 +1.3727e-01 -2.7866e+00 -1.0842e+00 +2.7816e+00 +3.3510e+00 +4.1796e+00 -7.2857e-01 +1.0205e-01 +2.0648e+00
2822 +1.499000644e-01 +1.499000644e-01 -1.679009994e+01 -1.679009994e+01 +3.5873e+00 +2.9140e+00 -1.8533e+00 +1.4721e+00 +9.6948e-01 -2.1078e+00 +3.8211e+00 -2.4980e+00 -5.0338e-01 -2.1097e+00 +4.0442e+00 +1.4163e-01 -2.7954e+00 -1.0775e+00 +2.7839e+00 +3.3730e+00 +4.1807e+00 -7.2816e-01 +9.7325e-02 +2.0476e+00
3659 +9.827453261e-02 +9.827453261e-02 -1.684172547e+01 -1.684172547e+01 +3.5906e+00 +2.9117e+00 -1.8523e+00 +1.4696e+00 +9.6838e-01 -2.1087e+00 +3.8264e+00 -2.4964e+00 -5.0210e-01 -2.1121e+00 +4.0437e+00 +1.3884e-01 -2.7905e+00 -1.0779e+00 +2.7840e+00 +3.3707e+00 +4.1790e+00 -7.2890e-01 +9.7372e-02 +2.0479e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.998700295e+01 +7.998700295e+01 +9.879700295e+01 +9.879700295e+01 +8.4320e-01 +1.4701e+00 -1.9344e+00 +1.7011e+00 -2.4016e+00 -3.7566e+00 +6.2228e-01 -1.9851e+00 -1.0580e+00 +1.6495e+00 +2.9746e+00 +2.5150e+00 -8.6792e-02 -3.6914e+00 +1.7508e+00 +2.5570e+00 -2.7259e+00 -1.5388e+00 +3.0029e+00 +4.7588e-01
42 +6.154777451e+01 +6.154777451e+01 +8.035777451e+01 +8.035777451e+01 +2.9247e-02 +1.3010e+00 +1.0261e+00 +1.2617e+00 +1.2869e-01 -5.2436e+00 +5.8249e-01 -3.2211e+00 -1.9389e+00 +2.8219e+00 -1.5622e+00 +1.3454e+00 +1.3377e+00 -1.3696e+00 +3.6320e+00 -8.5314e-01 -5.3992e+00 -1.1098e+00 +3.5121e+00 +8.3676e-01
76 +3.972024947e+01 +3.972024947e+01 +5.853024947e+01 +5.853024947e+01 +2.5631e+00 +2.8874e+00 -1.2370e+00 -2.2602e+00 +1.5436e-01 -4.8865e+00 +4.0715e+00 -4.2420e+00 +1.5909e+00 +3.3831e+00 -3.5620e+00 +2.7858e+00 +3.3479e+00 +4.1428e-01 +1.9640e+00 -7.5093e-01 -1.2273e+00 +3.3211e+00 +2.3751e+00 -2.4887e+00
228 +2.357242485e+01 +2.357242485e+01 +4.238242485e+01 +4.238242485e+01 +2.9026e+00 +1.3566e+00 -2.6407e+00 -3.3107e+00 +1.2221e+00 -4.3722e+00 +2.3429e+00 +4.4636e+00 -5.5649e-01 +4.1305e+00 -2.2558e+00 +2.7295e+00 +2.2590e+00 -1.4828e+00 -2.4579e+00 -6.4861e-01 -1.9034e+00 +2.7692e+00 -8.4840e-01 +3.0748e+00
275 +1.525985863e+01 +1.525985863e+01 +3.406985863e+01 +3.406985863e+01 +8.9001e-01 +1.5555e+00 -1.6783e-01 -1.6443e+00 -7.0111e-01 -4.4412e+00 -1.0664e-01 +3.8294e+00 +5.9852e-01 +3.1515e+00 -2.6556e+00 +1.6200e+00 +1.2389e+00 -1.6425e+00 -1.7725e+00 -1.3030e+00 -3.6472e+00 +1.6205e+00 -1.2896e+00 +2.3194e+00
442 +9.318362704e+00 +9.318362704e+00 +2.812836270e+01 +2.812836270e+01 +1.4350e+00 +7.9274e-01 -8.1591e-01 -1.4448e+00 +1.5181e+00 -4.0451e+00 +1.0104e+00 +1.6808e+00 +2.5600e+00 +3.7356e+00 -2.1781e+00 +1.8090e+00 +3.1245e+00 -1.3316e+00 -1.3101e+00 -2.1543e+00 -3.4864e+00 +1.8008e+00 -8.4765e-01 +1.0890e+00
749 +6.225597746e+00 +6.225597746e+00 +2.503559775e+01 +2.503559775e+01 -1.0320e-02 +2.4092e+00 -1.4323e+00 -1.4902e+00 +9.3032e-01 -2.8736e+00 +7.3335e-01 +1.8969e+00 +1.4800e+00 +2.6240e+00 -4.1970e+00 +2.7615e+00 +3.9179e+00 -1.0680e+00 -2.9658e+00 -3.3012e+00 -2.3704e+00 +3.0779e+00 -5.9067e-01 +2.3547e+00
922 +3.048001755e+00 +3.048001755e+00 +2.185800175e+01 +2.185800175e+01 +9.6076e-02 +2.2899e+00 -1.2726e+00 -1.0216e+00 +1.1663e+00 -3.2944e+00 +5.5102e-01 +1.6167e+00 +1.3870e+00 +2.2525e+00 -3.4276e+00 +2.6249e+00 +3.3998e+00 -1.3455e+00 -2.7516e+00 -3.5284e+00 -2.2429e+00 +2.8505e+00 -1.5353e-01 +2.5671e+00
1120 +2.505286945e+00 +2.505286945e+00 +2.131528695e+01 +2.131528695e+01 +1.9916e-01 +2.3061e+00 -1.4050e+00 -1.1487e+00 +1.0807e+00 -3.1403e+00 +7.1075e-01 +1.4617e+00 +1.6986e+00 +2.4349e+00 -3.5156e+00 +2.8552e+00 +3.4327e+00 -1.0834e+00 -2.8098e+00 -3.5812e+00 -2.2035e+00 +2.9719e+00 -2.3165e-01 +2.4023e+00
1291 +1.579887949e+00 +1.579887949e+00 +2.038988795e+01 +2.038988795e+01 +7.6748e-02 +2.3019e+00 -1.3723e+00 -1.2586e+00 +1.0332e+00 -3.1166e+00 +6.8317e-01 +1.6733e+00 +1.6838e+00 +2.3067e+00 -3.6073e+00 +2.8334e+00 +3.5148e+00 -1.0889e+00 -2.8234e+00 -3.3532e+00 -2.1968e+00 +2.8983e+00 -2.7274e-01 +2.6022e+00
1570 +9.156053614e-01 +9.156053614e-01 +1.972560536e+01 +1.972560536e+01 +1.1259e-01 +2.2793e+00 -1.3885e+00 -1.3315e+00 +1.1340e+00 -3.1444e+00 +6.9572e-01 +1.6024e+00 +1.6915e+00 +2.3033e+00 -3.5935e+00 +2.7478e+00 +3.5748e+00 -1.1153e+00 -2.8539e+00 -3.3554e+00 -2.2566e+00 +2.9585e+00 -1.9339e-01 +2.5274e+00
