% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.162843129e+01 +9.162843129e+01 +1.629784313e+02 +1.629784313e+02 -4.6162e+00 -3.8618e-01 +2.6871e+00 -1.1272e+00 +4.9873e-01 +2.3251e-01 +4.9331e+00 +4.1463e+00 -2.8023e+00 -1.8086e+00 +4.7607e-01 +4.7630e+00 +1.5993e+00 +5.2635e-01 -2.7071e+00 -2.3498e+00 -1.7391e+00 +3.9765e+00 -3.9561e+00 -4.4022e+00
12 +5.935627846e+01 +5.935627846e+01 +1.307062785e+02 +1.307062785e+02 +4.6072e+00 +3.8310e+00 +1.6866e-01 -9.8451e-01 +2.7109e+00 +1.9078e+00 -1.8387e+00 -1.8576e+00 +1.4873e+00 +1.0073e+00 +4.1526e-01 +3.8566e+00 -1.3179e+00 +3.6689e+00 +2.5110e+00 -3.6318e+00 -4.3363e+00 -1.3296e+00 -4.7737e+00 +4.1243e-01
28 +2.756807667e+01 +2.756807667e+01 +9.891807667e+01 +9.891807667e+01 -3.2895e+00 -2.8352e+00 +2.6441e+00 -3.9601e+00 +2.9856e+00 +3.3463e+00 +4.6865e-01 -4.4758e-01 +4.0559e+00 +3.1243e+00 +4.6474e+00 +3.9944e+00 +2.4483e+00 +2.7968e+00 -1.3392e+00 +1.7937e+00 +3.1851e+00 +1.6716e+00 +3.4062e-02 +3.9783e+00
1345 +2.300534292e+01 +2.300534292e+01 +9.435534292e+01 +9.435534292e+01 -2.5000e+00 -3.4334e+00 +5.0000e+00 -3.1288e+00 -3.8773e+00 +3.4634e+00 +2.5887e+00 +1.8175e+00 +4.7782e+00 +5.0000e+00 +4.1222e+00 +2.1106e+00 +2.9410e+00 +1.5656e-01 +4.0519e+00 +1.7208e+00 +0.0000e+00 -1.1848e+00 -2.3820e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.084175244e+01 +8.084175244e+01 -2.743782476e+02 -2.743782476e+02 -1.9864e+00 -3.1051e-01 -4.8521e+00 +3.8270e+00 -4.3339e+00 -3.8453e+00 +1.0226e+00 +4.1737e+00 -4.5399e+00 +7.1670e-02 +5.9287e-01 +2.7779e+00 +8.0502e-01 -2.3670e-01 -1.7303e+00 +3.3689e+00 -6.3496e-01 +1.4767e+00 -2.9250e+00 +2.9774e+00
2 +5.232967835e+01 +5.232967835e+01 -3.028903216e+02 -3.028903216e+02 +2.7790e+00 +6.0886e-01 -2.2762e+00 -3.5885e+00 +2.9710e+00 +3.3098e+00 +9.2749e-01 +6.3507e-02 -2.8891e+00 +4.0125e+00 +1.0193e+00 -4.3840e+00 +5.3674e-01 -4.9830e-01 +2.8932e+00 -2.9430e+00 -3.4984e-01 +1.5045e+00 -1.0988e+00 +1.5849e+00
26 +3.944205647e+01 +3.944205647e+01 -3.157779435e+02 -3.157779435e+02 +4.6047e+00 +4.1521e+00 +4.4671e+00 +4.1630e+00 +4.6982e+00 -4.0507e+00 -2.7979e-01 -3.6393e-01 -3.7073e+00 +3.1937e+00 +1.4474e-03 +4.8731e+00 -4.9855e+00 +2.7780e+00 -3.4839e+00 +2.7277e+00 +4.8942e+00 +2.2193e+00 +1.9173e+00 +4.3133e+00
2850 +2.467126649e+01 +2.467126649e+01 -3.305487335e+02 -3.305487335e+02 +5.0000e+00 +1.5851e+00 +6.2600e-01 +3.9622e+00 +2.6469e+00 -3.1689e+00 +8.6935e-02 +3.6565e-01 -2.2842e+00 +0.0000e+00 +2.1766e+00 +1.8876e+00 -4.4719e+00 +3.8875e+00 +1.1104e+00 +1.8277e+00 +1.7901e+00 +1.3476e-01 +2.2620e-01 +8.4956e-01
4016 +1.404355852e+01 +1.404355852e+01 -3.411764415e+02 -3.411764415e+02 +5.0000e+00 +1.5447e+00 +7.0403e-01 +3.9942e+00 +2.6962e+00 -3.2844e+00 +1.5213e-02 -4.4897e-02 -2.3302e+00 +0.0000e+00 +2.2169e+00 +2.4743e+00 -4.4604e+00 +3.9872e+00 +1.1114e+00 +3.3022e+00 +3.0774e+00 -1.2161e+00 +1.4904e+00 +8.5501e-01
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.535379599e+01 +5.535379599e+01 +1.545237960e+02 +1.545237960e+02 +3.8711e+00 -5.0804e-01 +1.1432e+00 +2.3070e+00 -4.4357e+00 +1.8380e+00 -1.4352e+00 -2.8328e+00 -9.9439e-01 +9.4454e-01 -1.4814e+00 +1.4929e+00 -3.7682e+00 +1.0243e+00 +1.7650e+00 -1.0383e+00 -2.7217e+00 -1.2816e+00 +4.4102e+00 +2.4353e+00
132 +3.350830271e+01 +3.350830271e+01 +1.326783027e+02 +1.326783027e+02 +4.5630e+00 +4.2279e-01 +2.5875e+00 -5.0000e+00 -5.0000e+00 +2.1700e+00 -7.9986e-01 +2.0801e-01 +1.4745e+00 -5.0000e+00 -8.3725e-01 +4.0364e+00 +0.0000e+00 +1.8040e+00 +8.4872e-01 +2.5477e+00 -4.0487e+00 +0.0000e+00 -2.2367e+00 -8.6389e-01
2692 +2.505150976e+01 +2.505150976e+01 +1.242215098e+02 +1.242215098e+02 +4.6623e+00 +3.6849e-01 +2.6259e+00 -5.0000e+00 -5.0000e+00 +1.9292e+00 -3.6814e-02 +1.4421e-01 +2.0075e+00 -5.0000e+00 +1.0759e+00 +4.0553e+00 -1.5450e+00 +2.1101e+00 +1.9595e+00 +2.3258e+00 -4.2029e+00 -4.1922e-01 -1.9418e+00 -1.5770e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
